Value,AFRICA_2024_DynamicWorld_2024_36NYP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NYP_M_R,AFRICA_2024_GLC_FCS30D_2022_36NYP_M_R,AFRICA_2024_GSW_Yearly_2021_36NYP_M_R,AFRICA_2024_GWL_FCS30D_2022_36NYP_M_R,AFRICA_2024_WorldCover_2021_36NYP_M_R
422,Water,Wetland,Forest,NULL,Non_Wetland,Forest
423,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
424,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
425,Water,Built-up,Forest,NULL,Non_Wetland,NULL
426,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
427,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
428,Water,Water,NULL,NULL,Non_Wetland,Grassland
429,Water,Water,NULL,NULL,Non_Wetland,Cropland
430,Water,Water,NULL,NULL,Non_Wetland,Bareland
431,Water,Water,NULL,NULL,Non_Wetland,Water
432,Water,Water,NULL,NULL,Non_Wetland,Forest
433,Water,Water,NULL,Non_Water,Non_Wetland,Water
434,Water,Water,NULL,Non_Water,Non_Wetland,Forest
435,Water,Water,NULL,Water,Non_Wetland,Water
436,Water,Water,NULL,Water,Non_Wetland,Forest
437,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
438,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
439,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
440,Water,Water,Shrubland,NULL,Non_Wetland,Water
441,Water,Water,Shrubland,NULL,Non_Wetland,Forest
442,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
443,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
444,Water,Water,Shrubland,Water,Non_Wetland,Cropland
445,Water,Water,Shrubland,Water,Non_Wetland,Bareland
446,Water,Water,Shrubland,Water,Non_Wetland,Water
447,Water,Water,Shrubland,Water,Non_Wetland,Forest
448,Water,Water,Grassland,NULL,Non_Wetland,Bareland
449,Water,Water,Cropland,NULL,Non_Wetland,Cropland
450,Water,Water,Cropland,NULL,Non_Wetland,Water
451,Water,Water,Cropland,NULL,Non_Wetland,Forest
452,Water,Water,Wetland,NULL,Wetland,Grassland
453,Water,Water,Wetland,NULL,Wetland,Bareland
454,Water,Water,Wetland,NULL,Wetland,Water
455,Water,Water,Wetland,NULL,Wetland,Forest
456,Water,Water,Wetland,Non_Water,Wetland,Water
457,Water,Water,Wetland,Non_Water,Wetland,Forest
458,Water,Water,Wetland,Water,Wetland,Cropland
459,Water,Water,Wetland,Water,Wetland,Bareland
460,Water,Water,Wetland,Water,Wetland,Water
461,Water,Water,Wetland,Water,Wetland,Forest
462,Water,Water,Bareland,NULL,Non_Wetland,Grassland
463,Water,Water,Bareland,NULL,Non_Wetland,Cropland
464,Water,Water,Bareland,NULL,Non_Wetland,Bareland
465,Water,Water,Bareland,NULL,Non_Wetland,Water
466,Water,Water,Bareland,NULL,Non_Wetland,Forest
467,Water,Water,Bareland,Non_Water,Non_Wetland,Water
468,Water,Water,Bareland,Water,Non_Wetland,Grassland
469,Water,Water,Bareland,Water,Non_Wetland,Cropland
470,Water,Water,Bareland,Water,Non_Wetland,Bareland
471,Water,Water,Bareland,Water,Non_Wetland,Water
472,Water,Water,Bareland,Water,Non_Wetland,Forest
473,Water,Water,Built-up,NULL,Non_Wetland,Water
474,Water,Water,Built-up,NULL,Non_Wetland,Forest
475,Water,Water,Built-up,Water,Non_Wetland,Bareland
476,Water,Water,Built-up,Water,Non_Wetland,Water
477,Water,Water,Water,NULL,Water,Grassland
478,Water,Water,Water,NULL,Water,Wetland
479,Water,Water,Water,NULL,Water,Bareland
480,Water,Water,Water,NULL,Water,Water
481,Water,Water,Water,NULL,Water,Forest
482,Water,Water,Water,Non_Water,Water,Bareland
483,Water,Water,Water,Non_Water,Water,Water
484,Water,Water,Water,Non_Water,Water,Forest
485,Water,Water,Water,Water,Water,Cropland
486,Water,Water,Water,Water,Water,Wetland
487,Water,Water,Water,Water,Water,Bareland
488,Water,Water,Water,Water,Water,Water
489,Water,Water,Water,Water,Water,Forest
490,Water,Water,Forest,NULL,Non_Wetland,NULL
491,Water,Water,Forest,NULL,Non_Wetland,Grassland
492,Water,Water,Forest,NULL,Non_Wetland,Cropland
493,Water,Water,Forest,NULL,Non_Wetland,Wetland
494,Water,Water,Forest,NULL,Non_Wetland,Bareland
495,Water,Water,Forest,NULL,Non_Wetland,Water
496,Water,Water,Forest,NULL,Non_Wetland,Forest
497,Water,Water,Forest,Non_Water,Non_Wetland,Water
498,Water,Water,Forest,Non_Water,Non_Wetland,Forest
499,Water,Water,Forest,Water,Non_Wetland,Grassland
500,Water,Water,Forest,Water,Non_Wetland,Cropland
501,Water,Water,Forest,Water,Non_Wetland,Bareland
502,Water,Water,Forest,Water,Non_Wetland,Water
503,Water,Water,Forest,Water,Non_Wetland,Forest
504,Water,Forest,NULL,NULL,Non_Wetland,Cropland
505,Water,Forest,NULL,NULL,Non_Wetland,Forest
506,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
507,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
508,Water,Forest,Wetland,NULL,Wetland,Forest
509,Water,Forest,Bareland,NULL,Non_Wetland,Forest
510,Water,Forest,Water,NULL,Water,Water
511,Water,Forest,Forest,NULL,Non_Wetland,Grassland
512,Water,Forest,Forest,NULL,Non_Wetland,Cropland
513,Water,Forest,Forest,NULL,Non_Wetland,Water
514,Water,Forest,Forest,NULL,Non_Wetland,Forest
515,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
516,Forest,NULL,NULL,NULL,Non_Wetland,NULL
517,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
518,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
519,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
520,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
521,Forest,NULL,NULL,NULL,Non_Wetland,Forest
522,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
523,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
524,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
525,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
526,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
527,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
528,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
529,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
530,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
531,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
532,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
533,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
534,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
535,Forest,NULL,Wetland,NULL,Wetland,NULL
536,Forest,NULL,Wetland,NULL,Wetland,Grassland
537,Forest,NULL,Wetland,NULL,Wetland,Cropland
538,Forest,NULL,Wetland,NULL,Wetland,Wetland
539,Forest,NULL,Wetland,Water,Wetland,Grassland
540,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
541,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
542,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
543,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
544,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
545,Forest,NULL,Built-up,Water,Non_Wetland,Cropland
546,Forest,NULL,Water,NULL,Water,Grassland
547,Forest,NULL,Water,NULL,Water,Forest
548,Forest,NULL,Forest,NULL,Non_Wetland,NULL
549,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
550,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
551,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
552,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
553,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
554,Forest,NULL,Forest,NULL,Non_Wetland,Water
555,Forest,NULL,Forest,NULL,Non_Wetland,Forest
556,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
557,Forest,NULL,Forest,Water,Non_Wetland,Grassland
558,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
559,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
560,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
561,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
562,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
563,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
564,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
565,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
566,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
567,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
568,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
569,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
570,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
571,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
572,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
573,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
574,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
575,Forest,Cropland,Wetland,NULL,Wetland,NULL
576,Forest,Cropland,Wetland,NULL,Wetland,Cropland
577,Forest,Cropland,Wetland,NULL,Wetland,Forest
578,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
579,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
580,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
581,Forest,Cropland,Built-up,NULL,Non_Wetland,Wetland
582,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
583,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
584,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
585,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
586,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
587,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
588,Forest,Wetland,Water,Water,Water,Water
589,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
590,Forest,Wetland,Forest,NULL,Non_Wetland,Cropland
591,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
592,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
593,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
594,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
595,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
596,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
597,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
598,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
599,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
600,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
601,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
602,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
603,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
604,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
605,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
606,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
607,Forest,Built-up,Wetland,NULL,Wetland,Forest
608,Forest,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
609,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
610,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
611,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
612,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
613,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
614,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland
615,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
616,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
617,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
618,Forest,Water,NULL,NULL,Non_Wetland,Grassland
619,Forest,Water,NULL,NULL,Non_Wetland,Cropland
620,Forest,Water,NULL,NULL,Non_Wetland,Water
621,Forest,Water,NULL,NULL,Non_Wetland,Forest
622,Forest,Water,NULL,Water,Non_Wetland,Cropland
623,Forest,Water,NULL,Water,Non_Wetland,Forest
624,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
625,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
626,Forest,Water,Shrubland,NULL,Non_Wetland,Water
627,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
628,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
629,Forest,Water,Shrubland,Water,Non_Wetland,Water
630,Forest,Water,Shrubland,Water,Non_Wetland,Forest
631,Forest,Water,Cropland,NULL,Non_Wetland,Water
632,Forest,Water,Cropland,NULL,Non_Wetland,Forest
633,Forest,Water,Wetland,NULL,Wetland,Bareland
634,Forest,Water,Wetland,NULL,Wetland,Water
635,Forest,Water,Wetland,NULL,Wetland,Forest
636,Forest,Water,Wetland,Non_Water,Wetland,Water
637,Forest,Water,Wetland,Water,Wetland,Water
638,Forest,Water,Wetland,Water,Wetland,Forest
639,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
640,Forest,Water,Bareland,NULL,Non_Wetland,Cropland
641,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
642,Forest,Water,Bareland,NULL,Non_Wetland,Water
643,Forest,Water,Bareland,NULL,Non_Wetland,Forest
644,Forest,Water,Bareland,Non_Water,Non_Wetland,Water
645,Forest,Water,Bareland,Water,Non_Wetland,Grassland
646,Forest,Water,Bareland,Water,Non_Wetland,Forest
647,Forest,Water,Built-up,NULL,Non_Wetland,Water
648,Forest,Water,Built-up,NULL,Non_Wetland,Forest
649,Forest,Water,Built-up,Water,Non_Wetland,Water
650,Forest,Water,Water,NULL,Water,Grassland
651,Forest,Water,Water,NULL,Water,Water
652,Forest,Water,Water,NULL,Water,Forest
653,Forest,Water,Water,Non_Water,Water,Water
654,Forest,Water,Water,Non_Water,Water,Forest
655,Forest,Water,Water,Water,Water,Bareland
656,Forest,Water,Water,Water,Water,Water
657,Forest,Water,Water,Water,Water,Forest
658,Forest,Water,Forest,NULL,Non_Wetland,NULL
659,Forest,Water,Forest,NULL,Non_Wetland,Grassland
660,Forest,Water,Forest,NULL,Non_Wetland,Cropland
661,Forest,Water,Forest,NULL,Non_Wetland,Wetland
662,Forest,Water,Forest,NULL,Non_Wetland,Bareland
663,Forest,Water,Forest,NULL,Non_Wetland,Built-up
664,Forest,Water,Forest,NULL,Non_Wetland,Water
665,Forest,Water,Forest,NULL,Non_Wetland,Forest
666,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland
667,Forest,Water,Forest,Non_Water,Non_Wetland,Water
668,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
669,Forest,Water,Forest,Water,Non_Wetland,Water
670,Forest,Water,Forest,Water,Non_Wetland,Forest
671,Forest,Forest,NULL,NULL,Non_Wetland,NULL
672,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
673,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
674,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
675,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
676,Forest,Forest,NULL,NULL,Non_Wetland,Forest
677,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
678,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
679,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
680,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
681,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
682,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
683,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
684,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
685,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
686,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
687,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
688,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
689,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
690,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
691,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
692,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
693,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
694,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
695,Forest,Forest,Wetland,NULL,Wetland,NULL
696,Forest,Forest,Wetland,NULL,Wetland,Grassland
697,Forest,Forest,Wetland,NULL,Wetland,Cropland
698,Forest,Forest,Wetland,NULL,Wetland,Wetland
699,Forest,Forest,Wetland,NULL,Wetland,Water
700,Forest,Forest,Wetland,NULL,Wetland,Forest
701,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
702,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
703,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
704,Forest,Forest,Bareland,NULL,Non_Wetland,Water
705,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
706,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
707,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
708,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
709,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
710,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland
711,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
712,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
713,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
714,Forest,Forest,Built-up,Water,Non_Wetland,Grassland
715,Forest,Forest,Built-up,Water,Non_Wetland,Forest
716,Forest,Forest,Water,NULL,Water,Grassland
717,Forest,Forest,Water,NULL,Water,Water
718,Forest,Forest,Water,NULL,Water,Forest
719,Forest,Forest,Water,Water,Water,Forest
720,Forest,Forest,Forest,NULL,Non_Wetland,NULL
721,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
722,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
723,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
724,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
725,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
726,Forest,Forest,Forest,NULL,Non_Wetland,Water
727,Forest,Forest,Forest,NULL,Non_Wetland,Forest
728,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
729,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
730,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
731,Forest,Forest,Forest,Water,Non_Wetland,Grassland
732,Forest,Forest,Forest,Water,Non_Wetland,Cropland
733,Forest,Forest,Forest,Water,Non_Wetland,Bareland
734,Forest,Forest,Forest,Water,Non_Wetland,Water
735,Forest,Forest,Forest,Water,Non_Wetland,Forest
