Value,AFRICA_2024_DynamicWorld_2024_35PNL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PNL_M_R,AFRICA_2024_GLC_FCS30D_2022_35PNL_M_R,AFRICA_2024_GSW_Yearly_2021_35PNL_M_R,AFRICA_2024_GWL_FCS30D_2022_35PNL_M_R,AFRICA_2024_WorldCover_2021_35PNL_M_R
425,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
426,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
427,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
428,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
429,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
430,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
431,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
432,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
433,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
434,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
435,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
436,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
437,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
438,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
439,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
440,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
441,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
442,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
443,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
444,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
445,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
446,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
447,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
448,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
449,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
450,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
451,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
452,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
453,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
454,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
455,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
456,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
457,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
458,Cropland,NULL,Wetland,NULL,Wetland,NULL
459,Cropland,NULL,Wetland,NULL,Wetland,Grassland
460,Cropland,NULL,Wetland,NULL,Wetland,Cropland
461,Cropland,NULL,Wetland,NULL,Wetland,Wetland
462,Cropland,NULL,Wetland,NULL,Wetland,Forest
463,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
464,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
465,Cropland,NULL,Wetland,Non_Water,Wetland,Water
466,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
467,Cropland,NULL,Wetland,Water,Wetland,Wetland
468,Cropland,NULL,Wetland,Water,Wetland,Forest
469,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
470,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
471,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland
472,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
473,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
474,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
475,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
476,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
477,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
478,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
479,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
480,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
481,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
482,Cropland,NULL,Built-up,Water,Non_Wetland,Wetland
483,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
484,Cropland,NULL,Water,Non_Water,Water,Wetland
485,Cropland,NULL,Water,Water,Water,Wetland
486,Cropland,NULL,Water,Water,Water,Water
487,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
488,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
489,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
490,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
491,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
492,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
493,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
494,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
495,Cropland,NULL,Forest,Water,Non_Wetland,Forest
496,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
497,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
498,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
499,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
500,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
501,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
502,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
503,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
504,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
505,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
506,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
507,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
508,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
509,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
510,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
511,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
512,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
513,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
514,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
515,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
516,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
517,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
518,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
519,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
520,Cropland,Wetland,Wetland,NULL,Wetland,Forest
521,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
522,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
523,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
524,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
525,Cropland,Bareland,NULL,Water,Non_Wetland,Bareland
526,Cropland,Bareland,Shrubland,Water,Non_Wetland,Wetland
527,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
528,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
529,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
530,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
531,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
532,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
533,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
534,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
535,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
536,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
537,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland
538,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
539,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
540,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
541,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
542,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
543,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
544,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
545,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
546,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
547,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
548,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
549,Cropland,Forest,Wetland,NULL,Wetland,Wetland
550,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
551,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
552,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
553,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
554,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
555,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland
556,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
557,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
558,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
559,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
560,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
561,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland
562,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
563,Wetland,NULL,NULL,Water,Non_Wetland,NULL
564,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
565,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
566,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
567,Wetland,NULL,NULL,Water,Non_Wetland,Bareland
568,Wetland,NULL,NULL,Water,Non_Wetland,Forest
569,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
570,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
571,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
572,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
573,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
574,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
575,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
576,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
577,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
578,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
579,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
580,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
581,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
582,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
583,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
584,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
585,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
586,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
587,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
588,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
589,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
590,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
591,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
592,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
593,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
594,Wetland,NULL,Grassland,NULL,Non_Wetland,Built-up
595,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
596,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
597,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
598,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
599,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
600,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
601,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
602,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
603,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
604,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
605,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
606,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
607,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
608,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
609,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
610,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
611,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
612,Wetland,NULL,Wetland,NULL,Wetland,NULL
613,Wetland,NULL,Wetland,NULL,Wetland,Grassland
614,Wetland,NULL,Wetland,NULL,Wetland,Cropland
615,Wetland,NULL,Wetland,NULL,Wetland,Wetland
616,Wetland,NULL,Wetland,NULL,Wetland,Forest
617,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
618,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
619,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
620,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
621,Wetland,NULL,Wetland,Water,Wetland,NULL
622,Wetland,NULL,Wetland,Water,Wetland,Grassland
623,Wetland,NULL,Wetland,Water,Wetland,Wetland
624,Wetland,NULL,Wetland,Water,Wetland,Forest
625,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
626,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
627,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
628,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
629,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
630,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
631,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
632,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
633,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
634,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
635,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
636,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
637,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
638,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
639,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
640,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
641,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
642,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
643,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
644,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
645,Wetland,NULL,Built-up,Water,Non_Wetland,Cropland
646,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland
647,Wetland,NULL,Water,NULL,Water,Grassland
648,Wetland,NULL,Water,Water,Water,Grassland
649,Wetland,NULL,Water,Water,Water,Wetland
650,Wetland,NULL,Water,Water,Water,Bareland
651,Wetland,NULL,Water,Water,Water,Forest
652,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
653,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
654,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
655,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
656,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
657,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
658,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
659,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
660,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
661,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
662,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
663,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
664,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
665,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
666,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
667,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
668,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
669,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
670,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
671,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
672,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
673,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
674,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
675,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
676,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
677,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
678,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
679,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
680,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
681,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
682,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
683,Wetland,Cropland,Wetland,Water,Wetland,Grassland
684,Wetland,Cropland,Wetland,Water,Wetland,Wetland
685,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
686,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
687,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
688,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
689,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
690,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
691,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
692,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
693,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
694,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
695,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
696,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
697,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
698,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
699,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
700,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
701,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
702,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
703,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
704,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
705,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
706,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
707,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
708,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
709,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
710,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
711,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
712,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
713,Wetland,Wetland,Grassland,Water,Non_Wetland,Bareland
714,Wetland,Wetland,Wetland,NULL,Wetland,NULL
715,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
716,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
717,Wetland,Wetland,Wetland,NULL,Wetland,Forest
718,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
719,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
720,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
721,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
722,Wetland,Wetland,Wetland,Water,Wetland,Grassland
723,Wetland,Wetland,Wetland,Water,Wetland,Wetland
724,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
725,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
726,Wetland,Wetland,Water,Water,Water,Wetland
727,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
728,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
729,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
730,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
731,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
732,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
733,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
734,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
735,Wetland,Bareland,Shrubland,Water,Non_Wetland,Wetland
736,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
737,Wetland,Bareland,Wetland,Water,Wetland,Wetland
738,Wetland,Bareland,Water,Non_Water,Water,Wetland
739,Wetland,Bareland,Water,Water,Water,Wetland
740,Wetland,Bareland,Forest,Water,Non_Wetland,Wetland
741,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
742,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
743,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
744,Wetland,Water,NULL,NULL,Non_Wetland,Forest
745,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
746,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
747,Wetland,Water,NULL,Water,Non_Wetland,Wetland
748,Wetland,Water,NULL,Water,Non_Wetland,Bareland
749,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
750,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
751,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
752,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
753,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
754,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
755,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
756,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
757,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
758,Wetland,Water,Wetland,NULL,Wetland,Wetland
759,Wetland,Water,Wetland,NULL,Wetland,Forest
760,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
761,Wetland,Water,Wetland,Non_Water,Wetland,Forest
762,Wetland,Water,Wetland,Water,Wetland,Grassland
763,Wetland,Water,Wetland,Water,Wetland,Wetland
764,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
765,Wetland,Water,Water,Water,Water,Grassland
766,Wetland,Water,Water,Water,Water,Wetland
767,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
768,Wetland,Water,Forest,NULL,Non_Wetland,Forest
769,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
770,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
771,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
772,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
773,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
774,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
775,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
776,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
777,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
778,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
779,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
780,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
781,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
782,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
783,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
784,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
785,Wetland,Forest,Wetland,NULL,Wetland,NULL
786,Wetland,Forest,Wetland,NULL,Wetland,Grassland
787,Wetland,Forest,Wetland,NULL,Wetland,Wetland
788,Wetland,Forest,Wetland,NULL,Wetland,Forest
789,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
790,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
791,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
792,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
793,Wetland,Forest,Wetland,Water,Wetland,Wetland
794,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
795,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
796,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
797,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
798,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
799,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL
800,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
801,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
802,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
803,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
804,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
805,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
806,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
807,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
808,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland
809,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
810,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
811,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
812,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
813,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
814,Bareland,NULL,NULL,Water,Non_Wetland,Water
815,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
816,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
817,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
818,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
819,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
820,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
821,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
822,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
823,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
824,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
825,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
826,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
827,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
828,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
829,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
830,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
831,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
832,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
833,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
834,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
835,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
836,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
837,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
838,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
839,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
840,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
841,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
842,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
843,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
844,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
845,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
846,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
