Value,AFRICA_2024_DynamicWorld_2024_35PRL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PRL_M_R,AFRICA_2024_GLC_FCS30D_2022_35PRL_M_R,AFRICA_2024_GSW_Yearly_2021_35PRL_M_R,AFRICA_2024_GWL_FCS30D_2022_35PRL_M_R,AFRICA_2024_WorldCover_2021_35PRL_M_R
434,Grassland,NULL,Forest,Water,Non_Wetland,Forest
435,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
436,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
437,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
438,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
439,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
440,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
441,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
442,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
443,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
444,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
445,Grassland,Cropland,Wetland,NULL,Wetland,NULL
446,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
447,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
448,Grassland,Cropland,Wetland,NULL,Wetland,Forest
449,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
450,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
451,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
452,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
453,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
454,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
455,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
456,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
457,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
458,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest
459,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
460,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
461,Grassland,Wetland,NULL,Water,Non_Wetland,Water
462,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
463,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
464,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
465,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
466,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water
467,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
468,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
469,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
470,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
471,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
472,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
473,Grassland,Wetland,Shrubland,Water,Non_Wetland,Bareland
474,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water
475,Grassland,Wetland,Shrubland,Water,Non_Wetland,Forest
476,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
477,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
478,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
479,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland
480,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL
481,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
482,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
483,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
484,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
485,Grassland,Wetland,Wetland,NULL,Wetland,NULL
486,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
487,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
488,Grassland,Wetland,Wetland,NULL,Wetland,Water
489,Grassland,Wetland,Wetland,NULL,Wetland,Forest
490,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
491,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
492,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
493,Grassland,Wetland,Wetland,Water,Wetland,Grassland
494,Grassland,Wetland,Wetland,Water,Wetland,Wetland
495,Grassland,Wetland,Wetland,Water,Wetland,Water
496,Grassland,Wetland,Wetland,Water,Wetland,Forest
497,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland
498,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
499,Grassland,Wetland,Bareland,NULL,Non_Wetland,Forest
500,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
501,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
502,Grassland,Wetland,Water,NULL,Water,NULL
503,Grassland,Wetland,Water,NULL,Water,Grassland
504,Grassland,Wetland,Water,NULL,Water,Wetland
505,Grassland,Wetland,Water,NULL,Water,Water
506,Grassland,Wetland,Water,NULL,Water,Forest
507,Grassland,Wetland,Water,Non_Water,Water,Wetland
508,Grassland,Wetland,Water,Water,Water,NULL
509,Grassland,Wetland,Water,Water,Water,Grassland
510,Grassland,Wetland,Water,Water,Water,Wetland
511,Grassland,Wetland,Water,Water,Water,Bareland
512,Grassland,Wetland,Water,Water,Water,Water
513,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
514,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
515,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
516,Grassland,Wetland,Forest,NULL,Non_Wetland,Water
517,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
518,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
519,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
520,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
521,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
522,Grassland,Wetland,Forest,Water,Non_Wetland,Bareland
523,Grassland,Wetland,Forest,Water,Non_Wetland,Water
524,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
525,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
526,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
527,Grassland,Water,NULL,NULL,Non_Wetland,Forest
528,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
529,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
530,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
531,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
532,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
533,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
534,Grassland,Water,Shrubland,Water,Non_Wetland,Water
535,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland
536,Grassland,Water,Wetland,NULL,Wetland,NULL
537,Grassland,Water,Wetland,NULL,Wetland,Grassland
538,Grassland,Water,Wetland,NULL,Wetland,Wetland
539,Grassland,Water,Wetland,NULL,Wetland,Water
540,Grassland,Water,Wetland,NULL,Wetland,Forest
541,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
542,Grassland,Water,Wetland,Non_Water,Wetland,Forest
543,Grassland,Water,Wetland,Water,Wetland,Grassland
544,Grassland,Water,Wetland,Water,Wetland,Wetland
545,Grassland,Water,Wetland,Water,Wetland,Water
546,Grassland,Water,Wetland,Water,Wetland,Forest
547,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
548,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
549,Grassland,Water,Bareland,Non_Water,Non_Wetland,Wetland
550,Grassland,Water,Water,NULL,Water,Grassland
551,Grassland,Water,Water,NULL,Water,Wetland
552,Grassland,Water,Water,NULL,Water,Forest
553,Grassland,Water,Water,Non_Water,Water,Wetland
554,Grassland,Water,Water,Water,Water,Grassland
555,Grassland,Water,Water,Water,Water,Wetland
556,Grassland,Water,Water,Water,Water,Forest
557,Grassland,Water,Forest,NULL,Non_Wetland,NULL
558,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
559,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
560,Grassland,Water,Forest,NULL,Non_Wetland,Forest
561,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
562,Grassland,Water,Forest,Water,Non_Wetland,Wetland
563,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
564,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
565,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
566,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
567,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL
568,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
569,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
570,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
571,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water
572,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
573,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
574,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
575,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
576,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
577,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
578,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
579,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
580,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
581,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL
582,Grassland,Forest,Wetland,NULL,Wetland,NULL
583,Grassland,Forest,Wetland,NULL,Wetland,Grassland
584,Grassland,Forest,Wetland,NULL,Wetland,Wetland
585,Grassland,Forest,Wetland,NULL,Wetland,Forest
586,Grassland,Forest,Wetland,Non_Water,Wetland,NULL
587,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
588,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
589,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
590,Grassland,Forest,Wetland,Water,Wetland,Wetland
591,Grassland,Forest,Wetland,Water,Wetland,Water
592,Grassland,Forest,Wetland,Water,Wetland,Forest
593,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
594,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
595,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
596,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
597,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
598,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
599,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland
600,Grassland,Forest,Bareland,Water,Non_Wetland,Forest
601,Grassland,Forest,Water,NULL,Water,Wetland
602,Grassland,Forest,Water,NULL,Water,Forest
603,Grassland,Forest,Water,Non_Water,Water,Wetland
604,Grassland,Forest,Water,Non_Water,Water,Forest
605,Grassland,Forest,Water,Water,Water,Grassland
606,Grassland,Forest,Water,Water,Water,Wetland
607,Grassland,Forest,Water,Water,Water,Water
608,Grassland,Forest,Water,Water,Water,Forest
609,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
610,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
611,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
612,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
613,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
614,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
615,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
616,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
617,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
618,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
619,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
620,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
621,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
622,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
623,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
624,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
625,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
626,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
627,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
628,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
629,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
630,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
631,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
632,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
633,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
634,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
635,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
636,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
637,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water
638,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
639,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
640,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
641,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
642,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
643,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
644,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
645,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
646,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
647,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
648,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
649,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
650,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
651,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
652,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
653,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
654,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
655,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
656,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
657,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
658,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
659,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
660,Cropland,NULL,Wetland,NULL,Wetland,NULL
661,Cropland,NULL,Wetland,NULL,Wetland,Grassland
662,Cropland,NULL,Wetland,NULL,Wetland,Wetland
663,Cropland,NULL,Wetland,NULL,Wetland,Water
664,Cropland,NULL,Wetland,NULL,Wetland,Forest
665,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
666,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
667,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
668,Cropland,NULL,Wetland,Water,Wetland,Grassland
669,Cropland,NULL,Wetland,Water,Wetland,Wetland
670,Cropland,NULL,Wetland,Water,Wetland,Bareland
671,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
672,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
673,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
674,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
675,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
676,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
677,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
678,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
679,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
680,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
681,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
682,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
683,Cropland,NULL,Bareland,Water,Non_Wetland,Water
684,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
685,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
686,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
687,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
688,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
689,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
690,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
691,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Forest
692,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
693,Cropland,NULL,Water,NULL,Water,Grassland
694,Cropland,NULL,Water,NULL,Water,Wetland
695,Cropland,NULL,Water,NULL,Water,Bareland
696,Cropland,NULL,Water,Non_Water,Water,Grassland
697,Cropland,NULL,Water,Non_Water,Water,Wetland
698,Cropland,NULL,Water,Water,Water,Grassland
699,Cropland,NULL,Water,Water,Water,Wetland
700,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
701,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
702,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
703,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
704,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
705,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
706,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
707,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
708,Cropland,NULL,Forest,Water,Non_Wetland,Water
709,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
710,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
711,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
712,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
713,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
714,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
715,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
716,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
717,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
718,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
719,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
720,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
721,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
722,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
723,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
724,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
725,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
726,Cropland,Cropland,Shrubland,Water,Non_Wetland,Built-up
727,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
728,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
729,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
730,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
731,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
732,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
733,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
734,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
735,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
736,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
737,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
738,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
739,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
740,Cropland,Cropland,Wetland,Water,Wetland,Grassland
741,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
742,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
743,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
744,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
745,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
746,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
747,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
748,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
749,Cropland,Cropland,Water,Non_Water,Water,Wetland
750,Cropland,Cropland,Water,Water,Water,Grassland
751,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
752,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
753,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
754,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
755,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
756,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
757,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
758,Cropland,Wetland,NULL,Water,Non_Wetland,Wetland
759,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
760,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
761,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
762,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
763,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
764,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
765,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
766,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
767,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
768,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
769,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water
770,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
771,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
772,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
773,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
774,Cropland,Wetland,Wetland,NULL,Wetland,NULL
775,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
776,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
777,Cropland,Wetland,Wetland,NULL,Wetland,Forest
778,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
779,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
780,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
781,Cropland,Wetland,Water,NULL,Water,Wetland
782,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
783,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
784,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
785,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
786,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland
787,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
788,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
789,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
790,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
791,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
792,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
793,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
794,Cropland,Built-up,NULL,Non_Water,Non_Wetland,Forest
795,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
796,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
797,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
798,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
799,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
800,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
801,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
802,Cropland,Built-up,Shrubland,Water,Non_Wetland,Wetland
803,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
804,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
805,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
806,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
807,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
808,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
809,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
810,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
811,Cropland,Water,Shrubland,NULL,Non_Wetland,Built-up
812,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
813,Cropland,Water,Wetland,NULL,Wetland,Wetland
814,Cropland,Water,Wetland,Non_Water,Wetland,Wetland
815,Cropland,Water,Water,NULL,Water,Grassland
816,Cropland,Water,Water,Water,Water,Wetland
817,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
818,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
819,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
820,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
821,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
822,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
823,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
824,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
825,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
826,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
827,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
828,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
829,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
830,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
831,Cropland,Forest,Wetland,NULL,Wetland,NULL
832,Cropland,Forest,Wetland,NULL,Wetland,Grassland
833,Cropland,Forest,Wetland,NULL,Wetland,Wetland
834,Cropland,Forest,Wetland,NULL,Wetland,Forest
835,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
836,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
837,Cropland,Forest,Wetland,Water,Wetland,Wetland
838,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
839,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
840,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
841,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
842,Cropland,Forest,Water,NULL,Water,Wetland
843,Cropland,Forest,Water,Water,Water,Wetland
844,Cropland,Forest,Water,Water,Water,Forest
845,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
846,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
847,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
848,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
849,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
850,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
851,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
852,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
853,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
854,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
855,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
856,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
857,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
858,Wetland,NULL,NULL,Water,Non_Wetland,Water
859,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
860,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
861,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
862,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
863,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
864,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
865,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
