Value,AFRICA_2024_DynamicWorld_2024_37PES_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PES_M_R,AFRICA_2024_GLC_FCS30D_2022_37PES_M_R,AFRICA_2024_GSW_Yearly_2021_37PES_M_R,AFRICA_2024_GWL_FCS30D_2022_37PES_M_R,AFRICA_2024_WorldCover_2021_37PES_M_R
425,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
426,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
427,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
428,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
429,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
430,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
431,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
432,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
433,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
434,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
435,Cropland,NULL,Cropland,Water,Non_Wetland,Water
436,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
437,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
438,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
439,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
440,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
441,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
442,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
443,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
444,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
445,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
446,Cropland,NULL,Bareland,Water,Non_Wetland,Water
447,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
448,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
449,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
450,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
451,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
452,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
453,Cropland,NULL,Water,Water,Water,Water
454,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
455,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
456,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
457,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
458,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
459,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
460,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
461,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
462,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
463,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
464,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
465,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
466,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
467,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
468,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
469,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
470,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
471,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
472,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
473,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
474,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
475,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
476,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
477,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
478,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
479,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
480,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL
481,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
482,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
483,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
484,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
485,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
486,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
487,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
488,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
489,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
490,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
491,Cropland,Cropland,Wetland,Water,Wetland,Grassland
492,Cropland,Cropland,Wetland,Water,Wetland,Cropland
493,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
494,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
495,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
496,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
497,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
498,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
499,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
500,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
501,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
502,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
503,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
504,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
505,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
506,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
507,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
508,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
509,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
510,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
511,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
512,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL
513,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland
514,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
515,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
516,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
517,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
518,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
519,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
520,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
521,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
522,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL
523,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
524,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
525,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL
526,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
527,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
528,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
529,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
530,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
531,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
532,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
533,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
534,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
535,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
536,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
537,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
538,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
539,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
540,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
541,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
542,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
543,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
544,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
545,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
546,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
547,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
548,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
549,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
550,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
551,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
552,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
553,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
554,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
555,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
556,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
557,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
558,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
559,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
560,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
561,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
562,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
563,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
564,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
565,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
566,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
567,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
568,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
569,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
570,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
571,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
572,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
573,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
574,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
575,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
576,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
577,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
578,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
579,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
580,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
581,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
582,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
583,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
584,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
585,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
586,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
587,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
588,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
589,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
590,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
591,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
592,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
593,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
594,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
595,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
596,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
597,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
598,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
599,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
600,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
601,Wetland,NULL,Wetland,NULL,Wetland,NULL
602,Wetland,NULL,Wetland,NULL,Wetland,Cropland
603,Wetland,NULL,Wetland,NULL,Wetland,Wetland
604,Wetland,NULL,Wetland,NULL,Wetland,Bareland
605,Wetland,NULL,Wetland,NULL,Wetland,Forest
606,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
607,Wetland,NULL,Wetland,Water,Wetland,Wetland
608,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
609,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
610,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
611,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
612,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
613,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
614,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
615,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
616,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
617,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
618,Wetland,Wetland,Wetland,NULL,Wetland,Forest
619,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
620,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
621,Wetland,Wetland,Water,Water,Water,Water
622,Wetland,Bareland,Wetland,NULL,Wetland,NULL
623,Wetland,Bareland,Wetland,NULL,Wetland,Bareland
624,Wetland,Water,Wetland,NULL,Wetland,NULL
625,Wetland,Water,Wetland,NULL,Wetland,Cropland
626,Wetland,Water,Wetland,NULL,Wetland,Wetland
627,Wetland,Water,Wetland,NULL,Wetland,Bareland
628,Wetland,Water,Wetland,NULL,Wetland,Water
629,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
630,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
631,Wetland,Water,Wetland,Water,Wetland,NULL
632,Wetland,Water,Wetland,Water,Wetland,Cropland
633,Wetland,Water,Wetland,Water,Wetland,Wetland
634,Wetland,Water,Wetland,Water,Wetland,Bareland
635,Wetland,Water,Wetland,Water,Wetland,Water
636,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
637,Wetland,Water,Bareland,Water,Non_Wetland,Water
638,Wetland,Water,Water,NULL,Water,Water
639,Wetland,Water,Water,Water,Water,Water
640,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
641,Wetland,Forest,Grassland,Water,Non_Wetland,Cropland
642,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
643,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
644,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
645,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
646,Wetland,Forest,Wetland,NULL,Wetland,NULL
647,Wetland,Forest,Wetland,NULL,Wetland,Wetland
648,Wetland,Forest,Wetland,NULL,Wetland,Water
649,Wetland,Forest,Wetland,Water,Wetland,Wetland
650,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
651,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
652,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
653,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
654,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
655,Bareland,NULL,NULL,NULL,Non_Wetland,Water
656,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
657,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
658,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
659,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
660,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
661,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
662,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
663,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
664,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
665,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
666,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
667,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
668,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
669,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
670,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
671,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
672,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
673,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
674,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
675,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
676,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
677,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
678,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
679,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
680,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
681,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
682,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
683,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
684,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
685,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
686,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
687,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
688,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
689,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
690,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
691,Bareland,NULL,Grassland,Water,Non_Wetland,Water
692,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
693,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
694,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
695,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
696,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
697,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
698,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
699,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
700,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
701,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
702,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
703,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
704,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
705,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
706,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
707,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
708,Bareland,NULL,Cropland,Water,Non_Wetland,Water
709,Bareland,NULL,Wetland,NULL,NULL,Bareland
710,Bareland,NULL,Wetland,NULL,Wetland,NULL
711,Bareland,NULL,Wetland,NULL,Wetland,Grassland
712,Bareland,NULL,Wetland,NULL,Wetland,Cropland
713,Bareland,NULL,Wetland,NULL,Wetland,Wetland
714,Bareland,NULL,Wetland,NULL,Wetland,Bareland
715,Bareland,NULL,Wetland,NULL,Wetland,Water
716,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
717,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
718,Bareland,NULL,Wetland,Water,NULL,Bareland
719,Bareland,NULL,Wetland,Water,Wetland,NULL
720,Bareland,NULL,Wetland,Water,Wetland,Grassland
721,Bareland,NULL,Wetland,Water,Wetland,Cropland
722,Bareland,NULL,Wetland,Water,Wetland,Wetland
723,Bareland,NULL,Wetland,Water,Wetland,Bareland
724,Bareland,NULL,Wetland,Water,Wetland,Water
725,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
726,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
727,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
728,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
729,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
730,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
731,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
732,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
733,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
734,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
735,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
736,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
737,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
738,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
739,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
740,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
741,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
742,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
743,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
744,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
745,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
746,Bareland,NULL,Bareland,Water,Non_Wetland,Water
747,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
748,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
749,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
750,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
751,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
752,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
753,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
754,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
755,Bareland,NULL,Built-up,Water,Non_Wetland,NULL
756,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
757,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
758,Bareland,NULL,Built-up,Water,Non_Wetland,Water
759,Bareland,NULL,Water,NULL,Water,NULL
760,Bareland,NULL,Water,NULL,Water,Grassland
761,Bareland,NULL,Water,NULL,Water,Bareland
762,Bareland,NULL,Water,NULL,Water,Water
763,Bareland,NULL,Water,Water,Water,Grassland
764,Bareland,NULL,Water,Water,Water,Bareland
765,Bareland,NULL,Water,Water,Water,Water
766,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
767,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
768,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
769,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
770,Bareland,NULL,Forest,Water,Non_Wetland,NULL
771,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
772,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
773,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
774,Bareland,NULL,Forest,Water,Non_Wetland,Water
775,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
776,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
777,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
778,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
779,Bareland,Cropland,NULL,Water,Non_Wetland,Cropland
780,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
781,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
782,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
783,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
784,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
785,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
786,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
787,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
788,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
789,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
790,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
791,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
792,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
793,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
794,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
795,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
796,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
797,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
798,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
799,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
800,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
801,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
802,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
803,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
804,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
805,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
806,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
807,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
808,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
809,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
810,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
811,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
812,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
813,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
814,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
815,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
816,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL
817,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
818,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
819,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
820,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
821,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up
822,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
823,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
824,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
825,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
826,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
827,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
828,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
829,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
830,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
831,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
832,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
833,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
834,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
835,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
836,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
837,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
838,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
839,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
840,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
841,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
842,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
843,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
844,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
845,Bareland,Bareland,Wetland,NULL,NULL,Bareland
846,Bareland,Bareland,Wetland,NULL,Wetland,NULL
847,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
848,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
