Value,AFRICA_2024_DynamicWorld_2024_37PDQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDQ_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDQ_M_R,AFRICA_2024_GSW_Yearly_2021_37PDQ_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDQ_M_R,AFRICA_2024_WorldCover_2021_37PDQ_M_R
429,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
430,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
431,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
432,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
433,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
434,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
435,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
436,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
437,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
438,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
439,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
440,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
441,Grassland,Forest,Water,NULL,Water,Grassland
442,Grassland,Forest,Water,NULL,Water,Forest
443,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
444,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
445,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
446,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
447,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
448,Grassland,Forest,Forest,Water,Non_Wetland,NULL
449,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
450,Grassland,Forest,Forest,Water,Non_Wetland,Forest
451,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
452,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
453,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
454,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
455,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
456,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
457,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
458,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
459,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
460,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
461,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
462,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
463,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
464,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
465,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
466,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
467,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
468,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
469,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
470,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
471,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
472,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
473,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
474,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
475,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
476,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
477,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
478,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
479,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
480,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
481,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
482,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
483,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
484,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
485,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
486,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
487,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
488,Cropland,NULL,Grassland,Water,Non_Wetland,Water
489,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
490,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
491,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
492,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
493,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
494,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
495,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
496,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
497,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
498,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
499,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
500,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
501,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
502,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
503,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
504,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
505,Cropland,NULL,Cropland,Water,Non_Wetland,Water
506,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
507,Cropland,NULL,Wetland,NULL,Wetland,NULL
508,Cropland,NULL,Wetland,NULL,Wetland,Grassland
509,Cropland,NULL,Wetland,NULL,Wetland,Cropland
510,Cropland,NULL,Wetland,NULL,Wetland,Bareland
511,Cropland,NULL,Wetland,NULL,Wetland,Water
512,Cropland,NULL,Wetland,NULL,Wetland,Forest
513,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
514,Cropland,NULL,Wetland,Water,Wetland,NULL
515,Cropland,NULL,Wetland,Water,Wetland,Grassland
516,Cropland,NULL,Wetland,Water,Wetland,Cropland
517,Cropland,NULL,Wetland,Water,Wetland,Bareland
518,Cropland,NULL,Wetland,Water,Wetland,Water
519,Cropland,NULL,Wetland,Water,Wetland,Forest
520,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
521,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
522,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
523,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
524,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
525,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
526,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
527,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
528,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
529,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
530,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
531,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
532,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
533,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
534,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
535,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
536,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
537,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
538,Cropland,NULL,Bareland,Water,Non_Wetland,Water
539,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
540,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
541,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
542,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
543,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
544,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
545,Cropland,NULL,Built-up,NULL,Non_Wetland,Water
546,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
547,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
548,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
549,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
550,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
551,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
552,Cropland,NULL,Built-up,Water,Non_Wetland,Water
553,Cropland,NULL,Water,NULL,Water,NULL
554,Cropland,NULL,Water,NULL,Water,Grassland
555,Cropland,NULL,Water,NULL,Water,Cropland
556,Cropland,NULL,Water,NULL,Water,Bareland
557,Cropland,NULL,Water,NULL,Water,Water
558,Cropland,NULL,Water,NULL,Water,Forest
559,Cropland,NULL,Water,Non_Water,Water,Cropland
560,Cropland,NULL,Water,Non_Water,Water,Forest
561,Cropland,NULL,Water,Water,Water,Grassland
562,Cropland,NULL,Water,Water,Water,Cropland
563,Cropland,NULL,Water,Water,Water,Bareland
564,Cropland,NULL,Water,Water,Water,Water
565,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
566,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
567,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
568,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
569,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
570,Cropland,NULL,Forest,NULL,Non_Wetland,Water
571,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
572,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
573,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
574,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
575,Cropland,NULL,Forest,Water,Non_Wetland,NULL
576,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
577,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
578,Cropland,NULL,Forest,Water,Non_Wetland,Water
579,Cropland,NULL,Forest,Water,Non_Wetland,Forest
580,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
581,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
582,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
583,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
584,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
585,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
586,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
587,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
588,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
589,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
590,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
591,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
592,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
593,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
594,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
595,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
596,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
597,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
598,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
599,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
600,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
601,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
602,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
603,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
604,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
605,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
606,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
607,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
608,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
609,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
610,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
611,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
612,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
613,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
614,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
615,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
616,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
617,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
618,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
619,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
620,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
621,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
622,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
623,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
624,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
625,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
626,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
627,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
628,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
629,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
630,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
631,Cropland,Cropland,Water,NULL,Water,NULL
632,Cropland,Cropland,Water,NULL,Water,Grassland
633,Cropland,Cropland,Water,NULL,Water,Cropland
634,Cropland,Cropland,Water,NULL,Water,Forest
635,Cropland,Cropland,Water,Water,Water,Water
636,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
637,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
638,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
639,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
640,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
641,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
642,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
643,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
644,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL
645,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
646,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
647,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
648,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
649,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
650,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
651,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
652,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
653,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
654,Cropland,Bareland,Grassland,Water,Non_Wetland,Water
655,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
656,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
657,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
658,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
659,Cropland,Bareland,Wetland,Water,Wetland,Cropland
660,Cropland,Bareland,Wetland,Water,Wetland,Water
661,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
662,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
663,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
664,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
665,Cropland,Bareland,Water,Water,Water,Water
666,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
667,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
668,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
669,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
670,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
671,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
672,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
673,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
674,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
675,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
676,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
677,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
678,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
679,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
680,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
681,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
682,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
683,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
684,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
685,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
686,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
687,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
688,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
689,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
690,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
691,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
692,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
693,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
694,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
695,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
696,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
697,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
698,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
699,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
700,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
701,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
702,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
703,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
704,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
705,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
706,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
707,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
708,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
709,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
710,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
711,Cropland,Water,Grassland,Water,Non_Wetland,Water
712,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
713,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
714,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
715,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
716,Cropland,Water,Cropland,Water,Non_Wetland,Water
717,Cropland,Water,Wetland,Water,Wetland,Cropland
718,Cropland,Water,Wetland,Water,Wetland,Bareland
719,Cropland,Water,Wetland,Water,Wetland,Water
720,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
721,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
722,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
723,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
724,Cropland,Water,Bareland,Water,Non_Wetland,Water
725,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
726,Cropland,Water,Water,Water,Water,Water
727,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
728,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
729,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
730,Cropland,Water,Forest,Water,Non_Wetland,Water
731,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
732,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
733,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
734,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
735,Cropland,Forest,NULL,Water,Non_Wetland,Grassland
736,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
737,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
738,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
739,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
740,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
741,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
742,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
743,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
744,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
745,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
746,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
747,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
748,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
749,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
750,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
751,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
752,Cropland,Forest,Water,NULL,Water,Grassland
753,Cropland,Forest,Water,NULL,Water,Forest
754,Cropland,Forest,Water,Water,Water,Grassland
755,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
756,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
757,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
758,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
759,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
760,Cropland,Forest,Forest,Water,Non_Wetland,NULL
761,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
762,Cropland,Forest,Forest,Water,Non_Wetland,Forest
763,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
764,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
765,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
766,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
767,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
768,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
769,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
770,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
771,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
772,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
773,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
774,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
775,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
776,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
777,Wetland,NULL,Wetland,Water,Wetland,Grassland
778,Wetland,NULL,Wetland,Water,Wetland,Cropland
779,Wetland,NULL,Wetland,Water,Wetland,Water
780,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
781,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
782,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
783,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
784,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
785,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
786,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
787,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
788,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
789,Wetland,NULL,Bareland,Water,Non_Wetland,NULL
790,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
791,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
792,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
793,Wetland,NULL,Bareland,Water,Non_Wetland,Water
794,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
795,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
796,Wetland,NULL,Water,Water,Water,Water
797,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
798,Wetland,Water,Wetland,Water,Wetland,Water
799,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
800,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
801,Wetland,Water,Water,Water,Water,Water
802,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
803,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
804,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
805,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
806,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
807,Bareland,NULL,NULL,NULL,Non_Wetland,Water
808,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
809,Bareland,NULL,NULL,Water,Non_Wetland,NULL
810,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
811,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
812,Bareland,NULL,NULL,Water,Non_Wetland,Water
813,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
814,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
815,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
816,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
817,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
818,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
819,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
820,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
821,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
822,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
823,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
824,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
825,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
826,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
827,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
828,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
829,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
830,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
831,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
832,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
833,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
834,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
835,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
836,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Water
837,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
838,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
839,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
840,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
841,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
842,Bareland,NULL,Grassland,Water,Non_Wetland,Water
843,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
844,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
845,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
846,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
847,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
848,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
849,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
850,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
851,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
852,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
853,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
854,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
855,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
856,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
