Value,AFRICA_2024_DynamicWorld_2024_36NVL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NVL_M_R,AFRICA_2024_GLC_FCS30D_2022_36NVL_M_R,AFRICA_2024_GSW_Yearly_2021_36NVL_M_R,AFRICA_2024_GWL_FCS30D_2022_36NVL_M_R,AFRICA_2024_WorldCover_2021_36NVL_M_R
426,Water,Water,Forest,NULL,Non_Wetland,NULL
427,Water,Water,Forest,NULL,Non_Wetland,Grassland
428,Water,Water,Forest,NULL,Non_Wetland,Cropland
429,Water,Water,Forest,Water,Non_Wetland,Grassland
430,Water,Forest,NULL,NULL,Non_Wetland,Grassland
431,Water,Forest,NULL,NULL,Non_Wetland,Forest
432,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
433,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
434,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
435,Water,Forest,Shrubland,Water,Non_Wetland,Water
436,Water,Forest,Grassland,Water,Non_Wetland,Grassland
437,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
438,Water,Forest,Cropland,NULL,Non_Wetland,Forest
439,Water,Forest,Wetland,NULL,Wetland,Grassland
440,Water,Forest,Wetland,NULL,Wetland,Wetland
441,Water,Forest,Wetland,NULL,Wetland,Forest
442,Water,Forest,Forest,NULL,Non_Wetland,Grassland
443,Water,Forest,Forest,NULL,Non_Wetland,Wetland
444,Water,Forest,Forest,NULL,Non_Wetland,Forest
445,Water,Forest,Forest,Water,Non_Wetland,Grassland
446,Forest,NULL,NULL,NULL,Non_Wetland,NULL
447,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
448,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
449,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
450,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
451,Forest,NULL,NULL,NULL,Non_Wetland,Forest
452,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
453,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
454,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
455,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
456,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
457,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
458,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
459,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
460,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
461,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
462,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
463,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
464,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
465,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
466,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
467,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
468,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
469,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
470,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
471,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
472,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
473,Forest,NULL,Wetland,NULL,Wetland,NULL
474,Forest,NULL,Wetland,NULL,Wetland,Grassland
475,Forest,NULL,Wetland,NULL,Wetland,Wetland
476,Forest,NULL,Wetland,NULL,Wetland,Forest
477,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
478,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
479,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
480,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
481,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
482,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
483,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
484,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
485,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
486,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
487,Forest,NULL,Water,NULL,Water,Wetland
488,Forest,NULL,Forest,NULL,Non_Wetland,NULL
489,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
490,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
491,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
492,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
493,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
494,Forest,NULL,Forest,NULL,Non_Wetland,Forest
495,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
496,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
497,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
498,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
499,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
500,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
501,Forest,Wetland,Cropland,NULL,Non_Wetland,Wetland
502,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
503,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
504,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
505,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
506,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
507,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
508,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
509,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
510,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
511,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
512,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
513,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
514,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
515,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
516,Forest,Water,Wetland,NULL,Wetland,Forest
517,Forest,Water,Forest,NULL,Non_Wetland,Grassland
518,Forest,Forest,NULL,NULL,Non_Wetland,NULL
519,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
520,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
521,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
522,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
523,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
524,Forest,Forest,NULL,NULL,Non_Wetland,Forest
525,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
526,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
527,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
528,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
529,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
530,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
531,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
532,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
533,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
534,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
535,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
536,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
537,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
538,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
539,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
540,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
541,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
542,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
543,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
544,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
545,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
546,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
547,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
548,Forest,Forest,Wetland,NULL,Wetland,NULL
549,Forest,Forest,Wetland,NULL,Wetland,Grassland
550,Forest,Forest,Wetland,NULL,Wetland,Wetland
551,Forest,Forest,Wetland,NULL,Wetland,Forest
552,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
553,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
554,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
555,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
556,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
557,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
558,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
559,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
560,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
561,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
562,Forest,Forest,Water,NULL,Water,NULL
563,Forest,Forest,Water,NULL,Water,Grassland
564,Forest,Forest,Water,NULL,Water,Forest
565,Forest,Forest,Forest,NULL,Non_Wetland,NULL
566,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
567,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
568,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
569,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
570,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
571,Forest,Forest,Forest,NULL,Non_Wetland,Forest
