Value,AFRICA_2024_DynamicWorld_2024_38NLK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38NLK_M_R,AFRICA_2024_GLC_FCS30D_2022_38NLK_M_R,AFRICA_2024_GSW_Yearly_2021_38NLK_M_R,AFRICA_2024_GWL_FCS30D_2022_38NLK_M_R,AFRICA_2024_WorldCover_2021_38NLK_M_R
423,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
424,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
425,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
426,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
427,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
428,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
429,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
430,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
431,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
432,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
433,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
434,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
435,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
436,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
437,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
438,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
439,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
440,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
441,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
442,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
443,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
444,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
445,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
446,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
447,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
448,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
449,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
450,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
451,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
452,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
453,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
454,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
455,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
456,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
457,Bareland,Built-up,Grassland,Water,Non_Wetland,Grassland
458,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
459,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
460,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
461,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
462,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
463,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
464,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
465,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
466,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
467,Water,NULL,Grassland,NULL,Non_Wetland,NULL
468,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
469,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
470,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
471,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
472,Water,NULL,Grassland,Water,Non_Wetland,Grassland
473,Water,NULL,Cropland,NULL,Non_Wetland,NULL
474,Water,NULL,Wetland,Water,Wetland,Grassland
475,Water,NULL,Water,Water,Water,Bareland
476,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
477,Water,Cropland,Cropland,Water,Non_Wetland,Bareland
478,Water,Cropland,Wetland,Water,Wetland,Bareland
479,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
480,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
481,Water,Water,Grassland,NULL,Non_Wetland,Grassland
482,Water,Water,Grassland,NULL,Non_Wetland,Bareland
483,Water,Water,Grassland,NULL,Non_Wetland,Water
484,Water,Water,Grassland,Water,Non_Wetland,Grassland
485,Water,Water,Grassland,Water,Non_Wetland,Bareland
486,Water,Water,Grassland,Water,Non_Wetland,Water
487,Water,Water,Cropland,NULL,Non_Wetland,Grassland
488,Water,Water,Cropland,NULL,Non_Wetland,Bareland
489,Water,Water,Cropland,Water,Non_Wetland,Bareland
490,Water,Water,Cropland,Water,Non_Wetland,Water
491,Water,Water,Wetland,Water,Wetland,Cropland
492,Water,Water,Wetland,Water,Wetland,Bareland
493,Water,Water,Bareland,Water,Non_Wetland,Grassland
494,Water,Water,Bareland,Water,Non_Wetland,Bareland
495,Water,Water,Water,NULL,Water,Bareland
496,Water,Water,Water,Water,Water,Bareland
497,Forest,NULL,NULL,NULL,Non_Wetland,NULL
498,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
499,Forest,NULL,NULL,NULL,Non_Wetland,Forest
500,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
501,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
502,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
503,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
504,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
505,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
506,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
507,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
508,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
509,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
510,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
511,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
512,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
513,Forest,NULL,Forest,NULL,Non_Wetland,NULL
514,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
515,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
516,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
517,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
518,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
519,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
520,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
521,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
522,Forest,Bareland,NULL,NULL,Non_Wetland,NULL
523,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
524,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
525,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
526,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL
527,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
528,Forest,Forest,NULL,NULL,Non_Wetland,NULL
529,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
530,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
531,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
532,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
533,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
534,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
535,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
536,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
537,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
538,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
539,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
540,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
541,Forest,Forest,Forest,NULL,Non_Wetland,NULL
542,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
