Value,AFRICA_2024_DynamicWorld_2024_36PWR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PWR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PWR_M_R,AFRICA_2024_GSW_Yearly_2021_36PWR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PWR_M_R,AFRICA_2024_WorldCover_2021_36PWR_M_R
424,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
425,Cropland,NULL,Water,NULL,Water,Grassland
426,Cropland,NULL,Water,NULL,Water,Wetland
427,Cropland,NULL,Water,NULL,Water,Forest
428,Cropland,NULL,Water,Non_Water,Water,NULL
429,Cropland,NULL,Water,Non_Water,Water,Grassland
430,Cropland,NULL,Water,Non_Water,Water,Wetland
431,Cropland,NULL,Water,Non_Water,Water,Forest
432,Cropland,NULL,Water,Water,Water,Grassland
433,Cropland,NULL,Water,Water,Water,Wetland
434,Cropland,NULL,Water,Water,Water,Water
435,Cropland,NULL,Water,Water,Water,Forest
436,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
437,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
438,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
439,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
440,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
441,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
442,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
443,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
444,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
445,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
446,Cropland,NULL,Forest,Water,Non_Wetland,Water
447,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
448,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
449,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
450,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
451,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
452,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
453,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
454,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
455,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
456,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
457,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
458,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
459,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
460,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
461,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
462,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
463,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
464,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
465,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
466,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
467,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
468,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
469,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
470,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
471,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
472,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
473,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
474,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
475,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
476,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
477,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
478,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
479,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
480,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
481,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
482,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
483,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
484,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
485,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
486,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
487,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
488,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
489,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
490,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
491,Cropland,Cropland,Water,NULL,Water,Grassland
492,Cropland,Cropland,Water,NULL,Water,Water
493,Cropland,Cropland,Water,Water,Water,Water
494,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
495,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
496,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
497,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
498,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
499,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
500,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
501,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
502,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
503,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
504,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
505,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
506,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
507,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
508,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
509,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
510,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water
511,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
512,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
513,Cropland,Wetland,Wetland,Water,Wetland,Water
514,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
515,Cropland,Wetland,Bareland,Water,Non_Wetland,Water
516,Cropland,Wetland,Water,NULL,Water,Grassland
517,Cropland,Wetland,Water,Water,Water,Water
518,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
519,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
520,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
521,Cropland,Wetland,Forest,Water,Non_Wetland,Water
522,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
523,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
524,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
525,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
526,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
527,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
528,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
529,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
530,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
531,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
532,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
533,Cropland,Water,Forest,NULL,Non_Wetland,Forest
534,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
535,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
536,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
537,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
538,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
539,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
540,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
541,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
542,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
543,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
544,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
545,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
546,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
547,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
548,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
549,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
550,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
551,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
552,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
553,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
554,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
555,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
556,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
557,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
558,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
559,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
560,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
561,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
562,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
563,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
564,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
565,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
566,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
567,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
568,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
569,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
570,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
571,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
572,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
573,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
574,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
575,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
576,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water
577,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
578,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
579,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
580,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
581,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
582,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
583,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
584,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
585,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
586,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
587,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
588,Wetland,NULL,Wetland,NULL,Wetland,NULL
589,Wetland,NULL,Wetland,NULL,Wetland,Grassland
590,Wetland,NULL,Wetland,NULL,Wetland,Wetland
591,Wetland,NULL,Wetland,NULL,Wetland,Forest
592,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
593,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
594,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
595,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
596,Wetland,NULL,Wetland,Water,Wetland,Wetland
597,Wetland,NULL,Wetland,Water,Wetland,Bareland
598,Wetland,NULL,Wetland,Water,Wetland,Water
599,Wetland,NULL,Wetland,Water,Wetland,Forest
600,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
601,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
602,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
603,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
604,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
605,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
606,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
607,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
608,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
609,Wetland,NULL,Bareland,Water,Non_Wetland,Water
610,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
611,Wetland,NULL,Water,NULL,Water,Grassland
612,Wetland,NULL,Water,NULL,Water,Wetland
613,Wetland,NULL,Water,Non_Water,Water,Bareland
614,Wetland,NULL,Water,Water,Water,Wetland
615,Wetland,NULL,Water,Water,Water,Bareland
616,Wetland,NULL,Water,Water,Water,Water
617,Wetland,NULL,Water,Water,Water,Forest
618,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
619,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
620,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
621,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
622,Wetland,NULL,Forest,NULL,Non_Wetland,Water
623,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
624,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
625,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
626,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
627,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
628,Wetland,NULL,Forest,Water,Non_Wetland,Bareland
629,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
630,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
631,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
632,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
633,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
634,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
635,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
636,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
637,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
638,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
639,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
640,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
641,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
642,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
643,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
644,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
645,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
646,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
647,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
648,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
649,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
650,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
651,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
652,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
653,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
654,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
655,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
656,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
657,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
658,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
659,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
660,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
661,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
662,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
663,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
664,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
665,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
666,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
667,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
668,Wetland,Wetland,Wetland,NULL,Wetland,NULL
669,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
670,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
671,Wetland,Wetland,Wetland,NULL,Wetland,Water
672,Wetland,Wetland,Wetland,NULL,Wetland,Forest
673,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
674,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
675,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
676,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
677,Wetland,Wetland,Wetland,Water,Wetland,Grassland
678,Wetland,Wetland,Wetland,Water,Wetland,Wetland
679,Wetland,Wetland,Wetland,Water,Wetland,Water
680,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
681,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
682,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
683,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
684,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
685,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
686,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
687,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
688,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
689,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
690,Wetland,Wetland,Water,NULL,Water,Grassland
691,Wetland,Wetland,Water,NULL,Water,Wetland
692,Wetland,Wetland,Water,NULL,Water,Water
693,Wetland,Wetland,Water,Non_Water,Water,Grassland
694,Wetland,Wetland,Water,Non_Water,Water,Wetland
695,Wetland,Wetland,Water,Non_Water,Water,Water
696,Wetland,Wetland,Water,Water,Water,Grassland
697,Wetland,Wetland,Water,Water,Water,Wetland
698,Wetland,Wetland,Water,Water,Water,Water
699,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
700,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
701,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
702,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
703,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
704,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
705,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
706,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
707,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
708,Wetland,Bareland,Bareland,NULL,Non_Wetland,Grassland
709,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
710,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
711,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
712,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
713,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
714,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
715,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
716,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
717,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
718,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
719,Wetland,Water,Shrubland,Water,Non_Wetland,Water
720,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
721,Wetland,Water,Wetland,NULL,Wetland,NULL
722,Wetland,Water,Wetland,NULL,Wetland,Grassland
723,Wetland,Water,Wetland,NULL,Wetland,Wetland
724,Wetland,Water,Wetland,NULL,Wetland,Forest
725,Wetland,Water,Wetland,Water,Wetland,Grassland
726,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
727,Wetland,Water,Bareland,NULL,Non_Wetland,Water
728,Wetland,Water,Bareland,Water,Non_Wetland,Water
729,Wetland,Water,Water,NULL,Water,Wetland
730,Wetland,Water,Water,NULL,Water,Forest
731,Wetland,Water,Water,Water,Water,Wetland
732,Wetland,Water,Water,Water,Water,Bareland
733,Wetland,Water,Water,Water,Water,Water
734,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
735,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
736,Wetland,Water,Forest,NULL,Non_Wetland,Water
737,Wetland,Water,Forest,NULL,Non_Wetland,Forest
738,Wetland,Water,Forest,Water,Non_Wetland,Grassland
739,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
740,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
741,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
742,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
743,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
744,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
745,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
746,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
747,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
748,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
749,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
750,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
751,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
752,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
753,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
754,Wetland,Forest,Shrubland,Water,Non_Wetland,Bareland
755,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
756,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
757,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
758,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
759,Wetland,Forest,Wetland,NULL,Wetland,NULL
760,Wetland,Forest,Wetland,NULL,Wetland,Grassland
761,Wetland,Forest,Wetland,NULL,Wetland,Wetland
762,Wetland,Forest,Wetland,NULL,Wetland,Forest
763,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
764,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
765,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
766,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
767,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
768,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
769,Wetland,Forest,Water,Water,Water,Wetland
770,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
771,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
772,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
773,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
774,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL
775,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
776,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
777,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
778,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
779,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
780,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
781,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
782,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
783,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
784,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
785,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
786,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
787,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
788,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
789,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
790,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
791,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
792,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
793,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
794,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
795,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
796,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
797,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
798,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
799,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
800,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
801,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
802,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
803,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
804,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
805,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
806,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
807,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
808,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
809,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
810,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
811,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
812,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
813,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
814,Bareland,Water,Forest,NULL,Non_Wetland,Forest
815,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
816,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
817,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
818,Bareland,Forest,Shrubland,Water,Non_Wetland,Grassland
819,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
820,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
821,Water,NULL,NULL,NULL,Non_Wetland,NULL
822,Water,NULL,NULL,NULL,Non_Wetland,Grassland
823,Water,NULL,NULL,NULL,Non_Wetland,Wetland
824,Water,NULL,NULL,NULL,Non_Wetland,Forest
825,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
826,Water,NULL,NULL,Water,Non_Wetland,Grassland
827,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
828,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
829,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
830,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
831,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
832,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
833,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
834,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
835,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
836,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
837,Water,NULL,Shrubland,Water,Non_Wetland,Water
838,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
839,Water,NULL,Grassland,NULL,Non_Wetland,Forest
840,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
841,Water,NULL,Cropland,NULL,Non_Wetland,Forest
842,Water,NULL,Wetland,NULL,Wetland,NULL
843,Water,NULL,Wetland,NULL,Wetland,Grassland
844,Water,NULL,Wetland,NULL,Wetland,Wetland
845,Water,NULL,Wetland,NULL,Wetland,Forest
846,Water,NULL,Wetland,Non_Water,Wetland,Wetland
847,Water,NULL,Wetland,Water,Wetland,Grassland
848,Water,NULL,Wetland,Water,Wetland,Wetland
849,Water,NULL,Bareland,NULL,Non_Wetland,NULL
850,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
851,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
852,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
853,Water,NULL,Bareland,NULL,Non_Wetland,Forest
854,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
855,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
