Value,AFRICA_2024_DynamicWorld_2024_37PCR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCR_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCR_M_R,AFRICA_2024_GSW_Yearly_2021_37PCR_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCR_M_R,AFRICA_2024_WorldCover_2021_37PCR_M_R
424,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
425,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
426,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
427,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
428,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
429,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
430,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
431,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
432,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
433,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
434,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
435,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
436,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
437,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
438,Cropland,NULL,Cropland,Water,Non_Wetland,Water
439,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
440,Cropland,NULL,Wetland,NULL,Wetland,Cropland
441,Cropland,NULL,Wetland,NULL,Wetland,Forest
442,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
443,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
444,Cropland,NULL,Wetland,Water,Wetland,Grassland
445,Cropland,NULL,Wetland,Water,Wetland,Cropland
446,Cropland,NULL,Wetland,Water,Wetland,Water
447,Cropland,NULL,Wetland,Water,Wetland,Forest
448,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
449,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
450,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
451,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
452,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
453,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
454,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
455,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
456,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
457,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
458,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
459,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
460,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
461,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
462,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
463,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
464,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
465,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
466,Cropland,NULL,Bareland,Water,Non_Wetland,Water
467,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
468,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
469,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
470,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
471,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
472,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
473,Cropland,NULL,Built-up,NULL,Non_Wetland,Water
474,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
475,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
476,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
477,Cropland,NULL,Built-up,Water,Non_Wetland,Water
478,Cropland,NULL,Built-up,Water,Non_Wetland,Forest
479,Cropland,NULL,Water,Water,Water,Grassland
480,Cropland,NULL,Water,Water,Water,Water
481,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
482,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
483,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
484,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
485,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
486,Cropland,NULL,Forest,NULL,Non_Wetland,Water
487,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
488,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
489,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
490,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
491,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
492,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
493,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
494,Cropland,NULL,Forest,Water,Non_Wetland,Water
495,Cropland,NULL,Forest,Water,Non_Wetland,Forest
496,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
497,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
498,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
499,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
500,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
501,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
502,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
503,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
504,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
505,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
506,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
507,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
508,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
509,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
510,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
511,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
512,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
513,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
514,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
515,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
516,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
517,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
518,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
519,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
520,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
521,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
522,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
523,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
524,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
525,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
526,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
527,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
528,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
529,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
530,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
531,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
532,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
533,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
534,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
535,Cropland,Cropland,Wetland,NULL,Wetland,Forest
536,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
537,Cropland,Cropland,Wetland,Water,Wetland,Water
538,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
539,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
540,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
541,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
542,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
543,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
544,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
545,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
546,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
547,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
548,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
549,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
550,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
551,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
552,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
553,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
554,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
555,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
556,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
557,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water
558,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
559,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
560,Cropland,Cropland,Built-up,Water,Non_Wetland,Water
561,Cropland,Cropland,Water,Non_Water,Water,Cropland
562,Cropland,Cropland,Water,Water,Water,Grassland
563,Cropland,Cropland,Water,Water,Water,Bareland
564,Cropland,Cropland,Water,Water,Water,Water
565,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
566,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
567,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
568,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
569,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
570,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
571,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
572,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
573,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
574,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
575,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
576,Cropland,Cropland,Forest,Water,Non_Wetland,Water
577,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
578,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
579,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
580,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
581,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
582,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
583,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
584,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
585,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
586,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
587,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
588,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
589,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
590,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
591,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
592,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
593,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
594,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
595,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
596,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
597,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
598,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
599,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
600,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
601,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
602,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
603,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
604,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
605,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
606,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
607,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
608,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
609,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
610,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
611,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
612,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
613,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
614,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
615,Cropland,Water,NULL,NULL,Non_Wetland,Bareland
616,Cropland,Water,NULL,NULL,Non_Wetland,Forest
617,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
618,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
619,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
620,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
621,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
622,Cropland,Water,Shrubland,Water,Non_Wetland,Water
623,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
624,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
625,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
626,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
627,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland
628,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
629,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
630,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
631,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
632,Cropland,Water,Cropland,NULL,Non_Wetland,Water
633,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
634,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
635,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
636,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
637,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
638,Cropland,Water,Cropland,Water,Non_Wetland,Forest
639,Cropland,Water,Wetland,Non_Water,Wetland,Forest
640,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
641,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
642,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
643,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
644,Cropland,Water,Bareland,NULL,Non_Wetland,Water
645,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
646,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
647,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
648,Cropland,Water,Bareland,Water,Non_Wetland,Water
649,Cropland,Water,Built-up,NULL,Non_Wetland,Grassland
650,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
651,Cropland,Water,Built-up,NULL,Non_Wetland,Water
652,Cropland,Water,Forest,NULL,Non_Wetland,NULL
653,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
654,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
655,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
656,Cropland,Water,Forest,NULL,Non_Wetland,Forest
657,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
658,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
659,Cropland,Water,Forest,Water,Non_Wetland,Water
660,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
661,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
662,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
663,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
664,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
665,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
666,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
667,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
668,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
669,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
670,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
671,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
672,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
673,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
674,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
675,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
676,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
677,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
678,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
679,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
680,Cropland,Forest,Wetland,NULL,Wetland,Forest
681,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
682,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
683,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
684,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
685,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
686,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
687,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
688,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
689,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
690,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
691,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
692,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
693,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
694,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
695,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
696,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
697,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
698,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
699,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
700,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
701,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
702,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
703,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
704,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
705,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
706,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
707,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
708,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
709,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
710,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
711,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
712,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
713,Wetland,NULL,Bareland,Water,Non_Wetland,Water
714,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
715,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
716,Wetland,NULL,Built-up,Non_Water,Non_Wetland,Forest
717,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
718,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
719,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
720,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
721,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
722,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
723,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
724,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
725,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
726,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
727,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
728,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
729,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
730,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
731,Wetland,Water,Cropland,Non_Water,Non_Wetland,Bareland
732,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
733,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
734,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
735,Wetland,Water,Bareland,Non_Water,Non_Wetland,Bareland
736,Wetland,Water,Forest,NULL,Non_Wetland,NULL
737,Wetland,Water,Forest,NULL,Non_Wetland,Forest
738,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
739,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
740,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
741,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
742,Wetland,Forest,Forest,Non_Water,Non_Wetland,Cropland
743,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
744,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
745,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
746,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
747,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
748,Bareland,NULL,NULL,NULL,Non_Wetland,Water
749,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
750,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
751,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
752,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
753,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
754,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
755,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
756,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
757,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
758,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
759,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
760,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
761,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
762,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
763,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
764,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
765,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
766,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
767,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
768,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
769,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
770,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
771,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
772,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
773,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
774,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
775,Bareland,NULL,Grassland,Water,Non_Wetland,Water
776,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
777,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
778,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
779,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
780,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
781,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
782,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
783,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
784,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
785,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
786,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
787,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
788,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
789,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
790,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
791,Bareland,NULL,Cropland,Water,Non_Wetland,Water
792,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
793,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
794,Bareland,NULL,Wetland,Water,Wetland,Grassland
795,Bareland,NULL,Wetland,Water,Wetland,Cropland
796,Bareland,NULL,Wetland,Water,Wetland,Bareland
797,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
798,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
799,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
800,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
801,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
802,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
803,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
804,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
805,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
806,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
807,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
808,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
809,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
810,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
811,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
812,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
813,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
814,Bareland,NULL,Bareland,Water,Non_Wetland,Water
815,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
816,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
817,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
818,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
819,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
820,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
821,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
822,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
823,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
824,Bareland,NULL,Built-up,Water,Non_Wetland,Water
825,Bareland,NULL,Water,Water,Water,Grassland
826,Bareland,NULL,Water,Water,Water,Water
827,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
828,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
829,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
830,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
831,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
832,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
833,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
834,Bareland,NULL,Forest,Water,Non_Wetland,Water
835,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
836,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
837,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
838,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
839,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
840,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
841,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
842,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
843,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
844,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
845,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
