Value,AFRICA_2024_DynamicWorld_2024_36PZS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZS_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZS_M_R,AFRICA_2024_GSW_Yearly_2021_36PZS_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZS_M_R,AFRICA_2024_WorldCover_2021_36PZS_M_R
426,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
427,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
428,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
429,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
430,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
431,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
432,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
433,Cropland,NULL,Bareland,Water,Non_Wetland,Water
434,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
435,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
436,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
437,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
438,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
439,Cropland,NULL,Water,NULL,Water,Cropland
440,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
441,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
442,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
443,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
444,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
445,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
446,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
447,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
448,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
449,Cropland,NULL,Forest,Water,Non_Wetland,Forest
450,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
451,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
452,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
453,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
454,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
455,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
456,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
457,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
458,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
459,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
460,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
461,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
462,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
463,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
464,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
465,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
466,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
467,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
468,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
469,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
470,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
471,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
472,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
473,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
474,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
475,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
476,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
477,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
478,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
479,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
480,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
481,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
482,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
483,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
484,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
485,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
486,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
487,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
488,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
489,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
490,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
491,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
492,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
493,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
494,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
495,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
496,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
497,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
498,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
499,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
500,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
501,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
502,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
503,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
504,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
505,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
506,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
507,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
508,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
509,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
510,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
511,Cropland,Bareland,Cropland,Water,Non_Wetland,Water
512,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
513,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
514,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
515,Cropland,Bareland,Bareland,Water,Non_Wetland,Cropland
516,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
517,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
518,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
519,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
520,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
521,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
522,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
523,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
524,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
525,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
526,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
527,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
528,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
529,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
530,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
531,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
532,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
533,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
534,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
535,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
536,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
537,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
538,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
539,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
540,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
541,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
542,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
543,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
544,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
545,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
546,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
547,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
548,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
549,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
550,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
551,Cropland,Water,Shrubland,Water,Non_Wetland,Bareland
552,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
553,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
554,Cropland,Water,Grassland,NULL,Non_Wetland,Water
555,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
556,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
557,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
558,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
559,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
560,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
561,Cropland,Water,Cropland,NULL,Non_Wetland,Water
562,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
563,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
564,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
565,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
566,Cropland,Water,Cropland,Water,Non_Wetland,Water
567,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
568,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
569,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
570,Cropland,Water,Bareland,NULL,Non_Wetland,Water
571,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
572,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
573,Cropland,Water,Bareland,Non_Water,Non_Wetland,Bareland
574,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
575,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
576,Cropland,Water,Bareland,Water,Non_Wetland,Water
577,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
578,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
579,Cropland,Water,Forest,NULL,Non_Wetland,Forest
580,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
581,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
582,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
583,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
584,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
585,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
586,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
587,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
588,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
589,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
590,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
591,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
592,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
593,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
594,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
595,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
596,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
597,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
598,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
599,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
600,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
601,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
602,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
603,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
604,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
605,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
606,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
607,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
608,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
609,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
610,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
611,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
612,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
613,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
614,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
615,Wetland,NULL,Wetland,NULL,Wetland,Forest
616,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
617,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
618,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
619,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
620,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
621,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
622,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
623,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
624,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
625,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
626,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
627,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
628,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
629,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
630,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
631,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
632,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
633,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
634,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
635,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
636,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
637,Wetland,Water,NULL,NULL,Non_Wetland,Forest
638,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
639,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
640,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
641,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
642,Wetland,Water,Wetland,NULL,Wetland,Forest
643,Wetland,Water,Wetland,Water,Wetland,Forest
644,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
645,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
646,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
647,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
648,Wetland,Water,Forest,NULL,Non_Wetland,Forest
649,Wetland,Water,Forest,Water,Non_Wetland,Water
650,Wetland,Water,Forest,Water,Non_Wetland,Forest
651,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
652,Wetland,Forest,Grassland,Water,Non_Wetland,Forest
653,Wetland,Forest,Wetland,NULL,Wetland,Forest
654,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
655,Wetland,Forest,Forest,Water,Non_Wetland,Forest
656,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
657,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
658,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
659,Bareland,NULL,NULL,NULL,Non_Wetland,Water
660,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
661,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
662,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
663,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
664,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
665,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
666,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
667,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
668,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
669,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
670,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
671,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
672,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
673,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
674,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
675,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
676,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
677,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
678,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
679,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
680,Bareland,NULL,Cropland,Water,Non_Wetland,Water
681,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
682,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
683,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
684,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
685,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
686,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
687,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
688,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
689,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
690,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
691,Bareland,NULL,Bareland,Water,Non_Wetland,Water
692,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
693,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
694,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
695,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
696,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
697,Bareland,NULL,Built-up,Water,Non_Wetland,Water
698,Bareland,NULL,Water,NULL,Water,Cropland
699,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
700,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
701,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
702,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
703,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
704,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
705,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
706,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
707,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
708,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
709,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
710,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
711,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
712,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
713,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
714,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
715,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
716,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
717,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
718,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
719,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
720,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
721,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
722,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
723,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
724,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
725,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
726,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
727,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
728,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
729,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
730,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
731,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
732,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
733,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
734,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
735,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
736,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
737,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
738,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
739,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
740,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
741,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
742,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
743,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
744,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
745,Bareland,Bareland,Wetland,Water,Wetland,Cropland
746,Bareland,Bareland,Wetland,Water,Wetland,Bareland
747,Bareland,Bareland,Wetland,Water,Wetland,Water
748,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
749,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
750,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
751,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
752,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
753,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
754,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
755,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
756,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
757,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
758,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
759,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
760,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
761,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
762,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
763,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland
764,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
765,Bareland,Bareland,Water,NULL,Water,Cropland
766,Bareland,Bareland,Water,Water,Water,Cropland
767,Bareland,Bareland,Water,Water,Water,Water
768,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
769,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
770,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
771,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
772,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
773,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
774,Bareland,Water,Shrubland,Water,Non_Wetland,Water
775,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
776,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
777,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
778,Bareland,Water,Grassland,NULL,Non_Wetland,Water
779,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
780,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
781,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
782,Bareland,Water,Grassland,Water,Non_Wetland,Water
783,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
784,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
785,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
786,Bareland,Water,Cropland,NULL,Non_Wetland,Water
787,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
788,Bareland,Water,Cropland,Non_Water,Non_Wetland,Cropland
789,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
790,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
791,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
792,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
793,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
794,Bareland,Water,Cropland,Water,Non_Wetland,Water
795,Bareland,Water,Wetland,NULL,Wetland,Water
796,Bareland,Water,Wetland,Non_Water,Wetland,Water
797,Bareland,Water,Wetland,Water,Wetland,Cropland
798,Bareland,Water,Wetland,Water,Wetland,Bareland
799,Bareland,Water,Wetland,Water,Wetland,Water
800,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
801,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
802,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
803,Bareland,Water,Bareland,NULL,Non_Wetland,Water
804,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
805,Bareland,Water,Bareland,Non_Water,Non_Wetland,Cropland
806,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
807,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
808,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
809,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
810,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
811,Bareland,Water,Bareland,Water,Non_Wetland,Water
812,Bareland,Water,Built-up,NULL,Non_Wetland,Cropland
813,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
814,Bareland,Water,Built-up,NULL,Non_Wetland,Water
815,Bareland,Water,Built-up,Water,Non_Wetland,Cropland
816,Bareland,Water,Built-up,Water,Non_Wetland,Water
817,Bareland,Water,Water,NULL,Water,Cropland
818,Bareland,Water,Water,Water,Water,Cropland
819,Bareland,Water,Water,Water,Water,Water
820,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
821,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
822,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
823,Bareland,Water,Forest,NULL,Non_Wetland,Water
824,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
825,Bareland,Forest,Bareland,Water,Non_Wetland,Cropland
826,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
827,Water,NULL,NULL,NULL,Non_Wetland,NULL
828,Water,NULL,NULL,NULL,Non_Wetland,Grassland
829,Water,NULL,NULL,NULL,Non_Wetland,Cropland
830,Water,NULL,NULL,NULL,Non_Wetland,Bareland
831,Water,NULL,NULL,NULL,Non_Wetland,Water
832,Water,NULL,NULL,NULL,Non_Wetland,Forest
833,Water,NULL,NULL,Water,Non_Wetland,Cropland
834,Water,NULL,NULL,Water,Non_Wetland,Forest
835,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
836,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
837,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
838,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
839,Water,NULL,Shrubland,NULL,Non_Wetland,Water
840,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
841,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
842,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
843,Water,NULL,Shrubland,Water,Non_Wetland,Forest
844,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
845,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
846,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
847,Water,NULL,Grassland,NULL,Non_Wetland,Water
848,Water,NULL,Grassland,NULL,Non_Wetland,Forest
849,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
850,Water,NULL,Grassland,Water,Non_Wetland,Cropland
851,Water,NULL,Grassland,Water,Non_Wetland,Forest
