Value,AFRICA_2024_DynamicWorld_2024_37PFK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PFK_M_R,AFRICA_2024_GLC_FCS30D_2022_37PFK_M_R,AFRICA_2024_GSW_Yearly_2021_37PFK_M_R,AFRICA_2024_GWL_FCS30D_2022_37PFK_M_R,AFRICA_2024_WorldCover_2021_37PFK_M_R
418,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
419,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
420,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
421,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
422,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
423,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
424,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
425,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
426,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
427,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
428,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
429,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
430,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
431,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
432,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
433,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
434,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
435,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
436,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
437,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
438,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
439,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
440,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
441,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
442,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
443,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
444,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
445,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
446,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
447,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
448,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
449,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
450,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
451,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
452,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
453,Cropland,NULL,Grassland,Water,Non_Wetland,Water
454,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
455,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
456,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
457,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
458,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
459,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
460,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
461,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
462,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
463,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
464,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
465,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
466,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
467,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
468,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
469,Cropland,NULL,Wetland,NULL,Wetland,NULL
470,Cropland,NULL,Wetland,NULL,Wetland,Cropland
471,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
472,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
473,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
474,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
475,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
476,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
477,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
478,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
479,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
480,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
481,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
482,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
483,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
484,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
485,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
486,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
487,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
488,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
489,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
490,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
491,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
492,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
493,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
494,Cropland,NULL,Water,NULL,Water,Cropland
495,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
496,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
497,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
498,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
499,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
500,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
501,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
502,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
503,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
504,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
505,Cropland,NULL,Forest,Water,Non_Wetland,NULL
506,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
507,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
508,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
509,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
510,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
511,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
512,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
513,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
514,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
515,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
516,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
517,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
518,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
519,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
520,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
521,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
522,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
523,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
524,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
525,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
526,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
527,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
528,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
529,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
530,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
531,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL
532,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
533,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
534,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
535,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
536,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
537,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
538,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
539,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
540,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
541,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
542,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
543,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
544,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
545,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
546,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
547,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
548,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
549,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
550,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
551,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
552,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
553,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
554,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
555,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
556,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
557,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
558,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
559,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
560,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
561,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
562,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
563,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
564,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
565,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
566,Cropland,Cropland,Wetland,NULL,Wetland,NULL
567,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
568,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
569,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
570,Cropland,Cropland,Wetland,NULL,Wetland,Forest
571,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
572,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
573,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
574,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
575,Cropland,Cropland,Wetland,Water,Wetland,Grassland
576,Cropland,Cropland,Wetland,Water,Wetland,Cropland
577,Cropland,Cropland,Wetland,Water,Wetland,Wetland
578,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
579,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
580,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
581,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
582,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
583,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
584,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
585,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
586,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
587,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
588,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
589,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
590,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
591,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
592,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
593,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
594,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
595,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
596,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL
597,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
598,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
599,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
600,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
601,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
602,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
603,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
604,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
605,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
606,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
607,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
608,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
609,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
610,Cropland,Cropland,Water,NULL,Water,NULL
611,Cropland,Cropland,Water,NULL,Water,Cropland
612,Cropland,Cropland,Water,NULL,Water,Water
613,Cropland,Cropland,Water,Water,Water,Bareland
614,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
615,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
616,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
617,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
618,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
619,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
620,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
621,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
622,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
623,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
624,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
625,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
626,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
627,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
628,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
629,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
630,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
631,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
632,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
633,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
634,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
635,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
636,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
637,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
638,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
639,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
640,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
641,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
642,Cropland,Wetland,Wetland,NULL,Wetland,NULL
643,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
644,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
645,Cropland,Wetland,Built-up,NULL,Non_Wetland,Cropland
646,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
647,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
648,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
649,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
650,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
651,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
652,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
653,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
654,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
655,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
656,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
657,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
658,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
659,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
660,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
661,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
662,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
663,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
664,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
665,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
666,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
667,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
668,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
669,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
670,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
671,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
672,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
673,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
674,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
675,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
676,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
677,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
678,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
679,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
680,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
681,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
682,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
683,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
684,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
685,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
686,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
687,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
688,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
689,Cropland,Built-up,Wetland,NULL,Wetland,NULL
690,Cropland,Built-up,Wetland,NULL,Wetland,Wetland
691,Cropland,Built-up,Wetland,NULL,Wetland,Forest
692,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
693,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
694,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
695,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
696,Cropland,Built-up,Bareland,NULL,Non_Wetland,Wetland
697,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
698,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Forest
699,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
700,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
701,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
702,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
703,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
704,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
705,Cropland,Built-up,Water,NULL,Water,NULL
706,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
707,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
708,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
709,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
710,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
711,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
712,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
713,Cropland,Water,NULL,NULL,Non_Wetland,NULL
714,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
715,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
716,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
717,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
718,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
719,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
720,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
721,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
722,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
723,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
724,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
725,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
726,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
727,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
728,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
729,Cropland,Water,Wetland,NULL,Wetland,Cropland
730,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
731,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
732,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
733,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
734,Cropland,Water,Built-up,NULL,Non_Wetland,NULL
735,Cropland,Water,Built-up,NULL,Non_Wetland,Bareland
736,Cropland,Water,Forest,NULL,Non_Wetland,NULL
737,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
738,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
739,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
740,Cropland,Water,Forest,NULL,Non_Wetland,Forest
741,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
742,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
743,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
744,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
745,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
746,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
747,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
748,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
749,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
750,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
751,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
752,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
753,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
754,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
755,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
756,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
757,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
758,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
759,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
760,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
761,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
762,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
763,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
764,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
765,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
766,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
767,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
768,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
769,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
770,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
771,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
772,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
773,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
774,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
775,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
776,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
777,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
778,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
779,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
780,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
781,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
782,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
783,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
784,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
785,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
786,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
787,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
788,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
789,Wetland,NULL,Wetland,NULL,Wetland,NULL
790,Wetland,NULL,Wetland,NULL,Wetland,Cropland
791,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
792,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
793,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
794,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
795,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
796,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
797,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
798,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
799,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
800,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
801,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
802,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
803,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
804,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
805,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
806,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
807,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL
808,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
809,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
810,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
811,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
812,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
813,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
814,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
815,Wetland,Cropland,Wetland,Water,Wetland,Cropland
816,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
817,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
818,Wetland,Cropland,Bareland,Water,Non_Wetland,Wetland
819,Wetland,Cropland,Built-up,NULL,Non_Wetland,Wetland
820,Wetland,Cropland,Built-up,NULL,Non_Wetland,Bareland
821,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
822,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
823,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
824,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
825,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
826,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
827,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
828,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
829,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
830,Wetland,Wetland,NULL,Water,Non_Wetland,Cropland
831,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
832,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
833,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
834,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
