Value,AFRICA_2024_DynamicWorld_2024_37PCQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCQ_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCQ_M_R,AFRICA_2024_GSW_Yearly_2021_37PCQ_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCQ_M_R,AFRICA_2024_WorldCover_2021_37PCQ_M_R
424,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
425,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
426,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
427,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
428,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
429,Cropland,NULL,Forest,NULL,Non_Wetland,Water
430,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
431,Cropland,NULL,Forest,Water,Non_Wetland,NULL
432,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
433,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
434,Cropland,NULL,Forest,Water,Non_Wetland,Forest
435,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
436,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
437,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
438,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
439,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
440,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
441,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
442,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
443,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
444,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
445,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
446,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
447,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
448,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
449,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
450,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
451,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
452,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
453,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
454,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
455,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
456,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
457,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
458,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
459,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
460,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
461,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
462,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
463,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
464,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
465,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
466,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
467,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
468,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
469,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
470,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
471,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
472,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
473,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
474,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
475,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
476,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
477,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
478,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
479,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
480,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
481,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
482,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
483,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
484,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
485,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
486,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
487,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
488,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
489,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
490,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
491,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
492,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
493,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
494,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
495,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
496,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
497,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
498,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
499,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
500,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
501,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
502,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
503,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
504,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
505,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
506,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
507,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
508,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
509,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
510,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
511,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
512,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
513,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
514,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
515,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
516,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
517,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
518,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
519,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
520,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
521,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
522,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
523,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
524,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
525,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
526,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
527,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
528,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
529,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
530,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
531,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
532,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
533,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
534,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
535,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
536,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
537,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
538,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
539,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
540,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
541,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
542,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
543,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
544,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
545,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
546,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
547,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
548,Cropland,Water,NULL,NULL,Non_Wetland,Forest
549,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
550,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
551,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
552,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
553,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
554,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
555,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
556,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
557,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
558,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
559,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
560,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
561,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
562,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
563,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
564,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
565,Cropland,Water,Forest,NULL,Non_Wetland,NULL
566,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
567,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
568,Cropland,Water,Forest,NULL,Non_Wetland,Forest
569,Cropland,Water,Forest,Water,Non_Wetland,Forest
570,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
571,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
572,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
573,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
574,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
575,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
576,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
577,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
578,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
579,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
580,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
581,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
582,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
583,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
584,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
585,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
586,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
587,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
588,Cropland,Forest,Wetland,NULL,Wetland,Forest
589,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
590,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
591,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
592,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
593,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
594,Cropland,Forest,Water,NULL,Water,Grassland
595,Cropland,Forest,Water,NULL,Water,Forest
596,Cropland,Forest,Water,Water,Water,Grassland
597,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
598,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
599,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
600,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
601,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
602,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
603,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
604,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
605,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
606,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
607,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
608,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
609,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
610,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
611,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
612,Bareland,NULL,NULL,NULL,Non_Wetland,Water
613,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
614,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
615,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
616,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
617,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
618,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
619,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
620,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
621,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
622,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
623,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
624,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
625,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
626,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
627,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
628,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
629,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
630,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
631,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
632,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
633,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
634,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
635,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
636,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
637,Bareland,NULL,Cropland,Water,Non_Wetland,Water
638,Bareland,NULL,Wetland,NULL,Wetland,Bareland
639,Bareland,NULL,Wetland,Water,Wetland,Bareland
640,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
641,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
642,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
643,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
644,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
645,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
646,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
647,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
648,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
649,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
650,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
651,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
652,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
653,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
654,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
655,Bareland,NULL,Bareland,Water,Non_Wetland,Water
656,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
657,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
658,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
659,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
660,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
661,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
662,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
663,Bareland,NULL,Built-up,Water,Non_Wetland,NULL
664,Bareland,NULL,Water,NULL,Water,NULL
665,Bareland,NULL,Water,NULL,Water,Grassland
666,Bareland,NULL,Water,NULL,Water,Cropland
667,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
668,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
669,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
670,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
671,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
672,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
673,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
674,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
675,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
676,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
677,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
678,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
679,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
680,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
681,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
682,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
683,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
684,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
685,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
686,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
687,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
688,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
689,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
690,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
691,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
692,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
693,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
694,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
695,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
696,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
697,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
698,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
699,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
700,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
701,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
702,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
703,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
704,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
705,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
706,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
707,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
708,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
709,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
710,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
711,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
712,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
713,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
714,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
715,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
716,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
717,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
718,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
719,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
720,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
721,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
722,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
723,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
724,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
725,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
726,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
727,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
728,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
729,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
730,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
731,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
732,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
733,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
734,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
735,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
736,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
737,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
738,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
739,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
740,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
741,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
742,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
743,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
744,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
745,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
746,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
747,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
748,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
749,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
750,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
751,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
752,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
753,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
754,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
755,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
756,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
757,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
758,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
759,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
760,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
761,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
762,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
763,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
764,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
765,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
766,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
767,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
768,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
769,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
770,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
771,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
772,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
773,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
774,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
775,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
776,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
777,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
778,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
779,Bareland,Water,Bareland,NULL,Non_Wetland,Water
780,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
781,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
782,Bareland,Water,Bareland,Water,Non_Wetland,Forest
783,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
784,Bareland,Water,Forest,NULL,Non_Wetland,NULL
785,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
786,Bareland,Water,Forest,NULL,Non_Wetland,Cropland
787,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
788,Bareland,Water,Forest,NULL,Non_Wetland,Forest
789,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
790,Water,NULL,NULL,NULL,Non_Wetland,NULL
791,Water,NULL,NULL,NULL,Non_Wetland,Grassland
792,Water,NULL,NULL,NULL,Non_Wetland,Cropland
793,Water,NULL,NULL,NULL,Non_Wetland,Bareland
794,Water,NULL,NULL,NULL,Non_Wetland,Forest
795,Water,NULL,NULL,Water,Non_Wetland,Grassland
796,Water,NULL,NULL,Water,Non_Wetland,Cropland
797,Water,NULL,NULL,Water,Non_Wetland,Forest
798,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
799,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
800,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
801,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
802,Water,NULL,Shrubland,NULL,Non_Wetland,Water
803,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
804,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
805,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
806,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
807,Water,NULL,Shrubland,Water,Non_Wetland,Forest
808,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
809,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
810,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
811,Water,NULL,Grassland,NULL,Non_Wetland,Forest
812,Water,NULL,Grassland,Water,Non_Wetland,Grassland
813,Water,NULL,Cropland,NULL,Non_Wetland,NULL
814,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
815,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
816,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
817,Water,NULL,Cropland,NULL,Non_Wetland,Water
818,Water,NULL,Cropland,NULL,Non_Wetland,Forest
819,Water,NULL,Cropland,Water,Non_Wetland,Grassland
820,Water,NULL,Cropland,Water,Non_Wetland,Bareland
821,Water,NULL,Wetland,NULL,Wetland,Bareland
822,Water,NULL,Wetland,NULL,Wetland,Water
823,Water,NULL,Wetland,Water,Wetland,Wetland
824,Water,NULL,Wetland,Water,Wetland,Water
825,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
826,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
827,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
828,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
829,Water,NULL,Bareland,NULL,Non_Wetland,NULL
830,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
831,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
832,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
833,Water,NULL,Bareland,NULL,Non_Wetland,Water
834,Water,NULL,Bareland,NULL,Non_Wetland,Forest
835,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
836,Water,NULL,Bareland,Non_Water,Non_Wetland,Cropland
837,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
838,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
839,Water,NULL,Bareland,Water,Non_Wetland,NULL
840,Water,NULL,Bareland,Water,Non_Wetland,Grassland
841,Water,NULL,Bareland,Water,Non_Wetland,Cropland
842,Water,NULL,Bareland,Water,Non_Wetland,Bareland
843,Water,NULL,Bareland,Water,Non_Wetland,Water
844,Water,NULL,Bareland,Water,Non_Wetland,Forest
