Value,AFRICA_2024_DynamicWorld_2024_37PDM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDM_M_R,AFRICA_2024_GSW_Yearly_2021_37PDM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDM_M_R,AFRICA_2024_WorldCover_2021_37PDM_M_R
427,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
428,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
429,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
430,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
431,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
432,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
433,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
434,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
435,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
436,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
437,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
438,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland
439,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up
440,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
441,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
442,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
443,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
444,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
445,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
446,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
447,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
448,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
449,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
450,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
451,Grassland,Cropland,Shrubland,Water,Non_Wetland,Forest
452,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
453,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
454,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
455,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
456,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
457,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
458,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
459,Grassland,Cropland,Grassland,Water,Non_Wetland,Water
460,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
461,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
462,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
463,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
464,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
465,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
466,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
467,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
468,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
469,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
470,Grassland,Cropland,Wetland,NULL,Wetland,NULL
471,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL
472,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
473,Grassland,Cropland,Wetland,Water,Wetland,Cropland
474,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
475,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
476,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
477,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
478,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
479,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
480,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
481,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
482,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
483,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
484,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water
485,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
486,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
487,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Water
488,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
489,Grassland,Cropland,Bareland,Water,Non_Wetland,Water
490,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
491,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
492,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
493,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland
494,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
495,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
496,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
497,Grassland,Cropland,Water,NULL,Water,Water
498,Grassland,Cropland,Water,Non_Water,Water,Cropland
499,Grassland,Cropland,Water,Water,Water,Water
500,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
501,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
502,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
503,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
504,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
505,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
506,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL
507,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
508,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
509,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
510,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
511,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
512,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
513,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
514,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
515,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
516,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
517,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
518,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
519,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
520,Grassland,Built-up,Grassland,NULL,Non_Wetland,Forest
521,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
522,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
523,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
524,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
525,Grassland,Built-up,Bareland,NULL,Non_Wetland,Forest
526,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
527,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
528,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
529,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
530,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
531,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland
532,Grassland,Water,Wetland,Water,Wetland,Forest
533,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
534,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
535,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
536,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
537,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
538,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
539,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
540,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
541,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
542,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
543,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
544,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
545,Grassland,Forest,Grassland,Water,Non_Wetland,Forest
546,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
547,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
548,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
549,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
550,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
551,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
552,Grassland,Forest,Wetland,NULL,Wetland,Grassland
553,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
554,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
555,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
556,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
557,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
558,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
559,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
560,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
561,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
562,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
563,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
564,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
565,Cropland,NULL,NULL,NULL,Non_Wetland,Water
566,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
567,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
568,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
569,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
570,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
571,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
572,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
573,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
574,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
575,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
576,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
577,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
578,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
579,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
580,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
581,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
582,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
583,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
584,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
585,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
586,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
587,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
588,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
589,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water
590,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
591,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
592,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
593,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
594,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
595,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
596,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
597,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
598,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
599,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
600,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
601,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
602,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
603,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
604,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
605,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
606,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
607,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
608,Cropland,NULL,Wetland,NULL,Wetland,Cropland
609,Cropland,NULL,Wetland,NULL,Wetland,Water
610,Cropland,NULL,Wetland,NULL,Wetland,Forest
611,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
612,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
613,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland
614,Cropland,NULL,Wetland,Water,Wetland,Grassland
615,Cropland,NULL,Wetland,Water,Wetland,Cropland
616,Cropland,NULL,Wetland,Water,Wetland,Bareland
617,Cropland,NULL,Wetland,Water,Wetland,Water
618,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
619,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
620,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
621,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
622,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
623,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
624,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
625,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
626,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
627,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
628,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
629,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
630,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
631,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
632,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
633,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
634,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Water
635,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
636,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
637,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
638,Cropland,NULL,Bareland,Water,Non_Wetland,Water
639,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
640,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
641,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
642,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
643,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
644,Cropland,NULL,Built-up,NULL,Non_Wetland,Water
645,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
646,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
647,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
648,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
649,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Forest
650,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
651,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
652,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
653,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
654,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
655,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
656,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
657,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
658,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
659,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
660,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
661,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
662,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
663,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
664,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
665,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
666,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
667,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
668,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
669,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
670,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
671,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
672,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
673,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
674,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
675,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
676,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
677,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
678,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
679,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
680,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
681,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
682,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
683,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
684,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
685,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
686,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
687,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
688,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
689,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
690,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
691,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
692,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
693,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
694,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
695,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
696,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
697,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
698,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
699,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
700,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
701,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
702,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
703,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
704,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
705,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
706,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
707,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
708,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
709,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
710,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
711,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
712,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
713,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
714,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
715,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
716,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
717,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
718,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
719,Cropland,Cropland,Wetland,NULL,Wetland,NULL
720,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
721,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
722,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
723,Cropland,Cropland,Wetland,NULL,Wetland,Forest
724,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
725,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
726,Cropland,Cropland,Wetland,Water,Wetland,Cropland
727,Cropland,Cropland,Wetland,Water,Wetland,Forest
728,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
729,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
730,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
731,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
732,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
733,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
734,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
735,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
736,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
737,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
738,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
739,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
740,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
741,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
742,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
743,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
744,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
745,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
746,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
747,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
748,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
749,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
750,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
751,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
752,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
753,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
754,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
755,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
756,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
757,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
758,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
759,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
760,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
761,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
762,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
763,Cropland,Cropland,Built-up,Water,Non_Wetland,Water
764,Cropland,Cropland,Water,NULL,Water,Cropland
765,Cropland,Cropland,Water,NULL,Water,Water
766,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
767,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
768,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
769,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
770,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
771,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
772,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
773,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
774,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
775,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
776,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
777,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
778,Cropland,Cropland,Forest,Water,Non_Wetland,Water
779,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL
780,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
781,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
782,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
783,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
784,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
785,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
786,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
787,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
788,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
789,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
790,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
791,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
792,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
793,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
794,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
795,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
796,Cropland,Bareland,Bareland,NULL,Non_Wetland,Water
797,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
798,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
799,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
800,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
801,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
802,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL
803,Cropland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
804,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
805,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
806,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
807,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
808,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
809,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
810,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
811,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
812,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
813,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
814,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
815,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
816,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
817,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
818,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
819,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
820,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
821,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
822,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
823,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
824,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
825,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
826,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
827,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
828,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
829,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
830,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
831,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
832,Cropland,Built-up,Wetland,Water,Wetland,Cropland
833,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
834,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
835,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
836,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
837,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
838,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
