Value,AFRICA_2024_DynamicWorld_2024_38PKT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PKT_M_R,AFRICA_2024_GLC_FCS30D_2022_38PKT_M_R,AFRICA_2024_GSW_Yearly_2021_38PKT_M_R,AFRICA_2024_GWL_FCS30D_2022_38PKT_M_R,AFRICA_2024_WorldCover_2021_38PKT_M_R
424,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
425,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
426,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
427,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
428,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
429,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
430,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
431,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
432,Wetland,NULL,Wetland,NULL,Wetland,NULL
433,Wetland,NULL,Wetland,NULL,Wetland,Wetland
434,Wetland,NULL,Wetland,Non_Water,NULL,Wetland
435,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
436,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
437,Wetland,NULL,Wetland,Water,NULL,Cropland
438,Wetland,NULL,Wetland,Water,NULL,Wetland
439,Wetland,NULL,Wetland,Water,NULL,Bareland
440,Wetland,NULL,Wetland,Water,NULL,Water
441,Wetland,NULL,Wetland,Water,Wetland,NULL
442,Wetland,NULL,Wetland,Water,Wetland,Cropland
443,Wetland,NULL,Wetland,Water,Wetland,Wetland
444,Wetland,NULL,Wetland,Water,Wetland,Bareland
445,Wetland,NULL,Wetland,Water,Wetland,Water
446,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
447,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
448,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
449,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
450,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
451,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
452,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
453,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
454,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
455,Wetland,NULL,Bareland,Water,Non_Wetland,NULL
456,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
457,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
458,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
459,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
460,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
461,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
462,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
463,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
464,Wetland,NULL,Water,Water,Water,Cropland
465,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
466,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
467,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
468,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
469,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
470,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
471,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
472,Wetland,Wetland,Wetland,NULL,NULL,NULL
473,Wetland,Wetland,Wetland,NULL,NULL,Wetland
474,Wetland,Wetland,Wetland,NULL,NULL,Bareland
475,Wetland,Wetland,Wetland,NULL,NULL,Water
476,Wetland,Wetland,Wetland,NULL,NULL,Forest
477,Wetland,Wetland,Wetland,NULL,Wetland,NULL
478,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
479,Wetland,Wetland,Wetland,Non_Water,NULL,Wetland
480,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
481,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
482,Wetland,Wetland,Wetland,Water,NULL,NULL
483,Wetland,Wetland,Wetland,Water,NULL,Wetland
484,Wetland,Wetland,Wetland,Water,NULL,Bareland
485,Wetland,Wetland,Wetland,Water,NULL,Water
486,Wetland,Wetland,Wetland,Water,Wetland,NULL
487,Wetland,Wetland,Wetland,Water,Wetland,Cropland
488,Wetland,Wetland,Wetland,Water,Wetland,Wetland
489,Wetland,Wetland,Wetland,Water,Wetland,Bareland
490,Wetland,Wetland,Wetland,Water,Wetland,Water
491,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
492,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
493,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
494,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
495,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
496,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
497,Wetland,Wetland,Bareland,Water,Non_Wetland,Bareland
498,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL
499,Wetland,Wetland,Water,Water,Water,Wetland
500,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
501,Wetland,Bareland,Grassland,NULL,Non_Wetland,Wetland
502,Wetland,Bareland,Grassland,NULL,Non_Wetland,Bareland
503,Wetland,Bareland,Wetland,Water,NULL,Bareland
504,Wetland,Bareland,Wetland,Water,Wetland,Wetland
505,Wetland,Bareland,Wetland,Water,Wetland,Bareland
506,Wetland,Bareland,Bareland,Water,Non_Wetland,Bareland
507,Wetland,Built-up,Wetland,Water,NULL,Bareland
508,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
509,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
510,Wetland,Water,Wetland,NULL,NULL,Wetland
511,Wetland,Water,Wetland,NULL,Wetland,Wetland
512,Wetland,Water,Wetland,NULL,Wetland,Bareland
513,Wetland,Water,Wetland,Non_Water,NULL,Wetland
514,Wetland,Water,Wetland,Non_Water,Wetland,NULL
515,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
516,Wetland,Water,Wetland,Water,Wetland,Wetland
517,Wetland,Water,Wetland,Water,Wetland,Bareland
518,Wetland,Water,Wetland,Water,Wetland,Water
519,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
520,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
521,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
522,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
523,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
524,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
525,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
526,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
527,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
528,Wetland,Forest,Wetland,NULL,NULL,NULL
529,Wetland,Forest,Wetland,NULL,NULL,Bareland
530,Wetland,Forest,Wetland,NULL,Wetland,NULL
531,Wetland,Forest,Wetland,NULL,Wetland,Grassland
532,Wetland,Forest,Wetland,NULL,Wetland,Wetland
533,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
534,Wetland,Forest,Wetland,Water,NULL,Cropland
535,Wetland,Forest,Wetland,Water,NULL,Wetland
536,Wetland,Forest,Wetland,Water,NULL,Bareland
537,Wetland,Forest,Wetland,Water,Wetland,Wetland
538,Wetland,Forest,Wetland,Water,Wetland,Bareland
539,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
540,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
541,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
542,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
543,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
544,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
545,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
546,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
547,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
548,Bareland,NULL,NULL,Water,Non_Wetland,NULL
549,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
550,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
551,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
552,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
553,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
554,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
555,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
556,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
557,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
558,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
559,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
560,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
561,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
562,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
563,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
564,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
565,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
566,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
567,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
568,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
569,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
570,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
571,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
572,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
573,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
574,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
575,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
576,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
577,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
578,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
579,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
580,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
581,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
582,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
583,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
584,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
585,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
586,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
587,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
588,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
589,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
590,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
591,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
592,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
593,Bareland,NULL,Wetland,NULL,NULL,Bareland
594,Bareland,NULL,Wetland,NULL,Wetland,NULL
595,Bareland,NULL,Wetland,NULL,Wetland,Wetland
596,Bareland,NULL,Wetland,NULL,Wetland,Bareland
597,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
598,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
599,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
600,Bareland,NULL,Wetland,Water,NULL,Wetland
601,Bareland,NULL,Wetland,Water,NULL,Bareland
602,Bareland,NULL,Wetland,Water,Wetland,Cropland
603,Bareland,NULL,Wetland,Water,Wetland,Wetland
604,Bareland,NULL,Wetland,Water,Wetland,Bareland
605,Bareland,NULL,Wetland,Water,Wetland,Water
606,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
607,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
608,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
609,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
610,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
611,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL
612,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
613,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
614,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
615,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
616,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
617,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
618,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
619,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
620,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
621,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
622,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
623,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
624,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
625,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
626,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
627,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
628,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
629,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
630,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
631,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
632,Bareland,NULL,Bareland,Water,Non_Wetland,Water
633,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
634,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
635,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
636,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
637,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
638,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
639,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
640,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
641,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL
642,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
643,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
644,Bareland,NULL,Built-up,Water,Non_Wetland,NULL
645,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
646,Bareland,NULL,Water,NULL,NULL,Bareland
647,Bareland,NULL,Water,NULL,Water,Bareland
648,Bareland,NULL,Water,Non_Water,Water,Bareland
649,Bareland,NULL,Water,Water,NULL,Bareland
650,Bareland,NULL,Water,Water,Water,Bareland
651,Bareland,NULL,Water,Water,Water,Water
652,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
653,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
654,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
655,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
656,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
657,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
658,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
659,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
660,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
661,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
662,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
663,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
664,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
665,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
666,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
667,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
668,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
669,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
670,Bareland,Cropland,Wetland,NULL,NULL,NULL
671,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
672,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
673,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
674,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
675,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
676,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
677,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
678,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
679,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
680,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
681,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
682,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL
683,Bareland,Wetland,Wetland,NULL,Wetland,NULL
684,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
685,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
686,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
687,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
688,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
689,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
690,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
691,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
692,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
693,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
694,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
695,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
696,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
697,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
698,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
699,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL
700,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
701,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
702,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
703,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
704,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
705,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
706,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
707,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
708,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL
709,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
710,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
711,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL
712,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
713,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
714,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
715,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
716,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
717,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
718,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
719,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
720,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
721,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
722,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
723,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL
724,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
725,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
726,Bareland,Bareland,Wetland,NULL,Wetland,NULL
727,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
728,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
729,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
730,Bareland,Bareland,Wetland,NULL,Wetland,Water
731,Bareland,Bareland,Wetland,Non_Water,Wetland,Cropland
732,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
733,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
734,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
735,Bareland,Bareland,Wetland,Water,NULL,Wetland
736,Bareland,Bareland,Wetland,Water,NULL,Bareland
737,Bareland,Bareland,Wetland,Water,NULL,Water
738,Bareland,Bareland,Wetland,Water,Wetland,NULL
739,Bareland,Bareland,Wetland,Water,Wetland,Cropland
740,Bareland,Bareland,Wetland,Water,Wetland,Wetland
741,Bareland,Bareland,Wetland,Water,Wetland,Bareland
742,Bareland,Bareland,Wetland,Water,Wetland,Water
743,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
744,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
745,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
746,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
747,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
748,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
749,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
750,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
751,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
752,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
753,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
754,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL
755,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
756,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
757,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
758,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Built-up
759,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
760,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
761,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
762,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
763,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
764,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
765,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
766,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
767,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
768,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
769,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
770,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
771,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
772,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
773,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
774,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland
775,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland
776,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
777,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up
778,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
779,Bareland,Bareland,Water,NULL,Water,Bareland
780,Bareland,Bareland,Water,NULL,Water,Water
781,Bareland,Bareland,Water,Non_Water,Water,Wetland
782,Bareland,Bareland,Water,Non_Water,Water,Bareland
783,Bareland,Bareland,Water,Non_Water,Water,Water
784,Bareland,Bareland,Water,Water,NULL,Bareland
785,Bareland,Bareland,Water,Water,Water,Wetland
786,Bareland,Bareland,Water,Water,Water,Bareland
787,Bareland,Bareland,Water,Water,Water,Built-up
788,Bareland,Bareland,Water,Water,Water,Water
789,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
790,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
791,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
792,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
793,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
794,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
795,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
796,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
797,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
798,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
799,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
800,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
801,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
802,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
803,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
804,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
805,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
806,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
807,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
808,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
809,Bareland,Built-up,Cropland,Water,Non_Wetland,Bareland
810,Bareland,Built-up,Wetland,Water,NULL,Bareland
811,Bareland,Built-up,Wetland,Water,Wetland,Wetland
812,Bareland,Built-up,Wetland,Water,Wetland,Bareland
813,Bareland,Built-up,Wetland,Water,Wetland,Water
814,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
815,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
816,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
817,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
818,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
819,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
820,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
821,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
822,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
823,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
824,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL
825,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
826,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Built-up
827,Bareland,Built-up,Bareland,Water,Non_Wetland,Cropland
828,Bareland,Built-up,Bareland,Water,Non_Wetland,Wetland
829,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
830,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
831,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
832,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
833,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
834,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
835,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
836,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,NULL
837,Bareland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
838,Bareland,Built-up,Built-up,Water,Non_Wetland,Bareland
839,Bareland,Built-up,Built-up,Water,Non_Wetland,Built-up
840,Bareland,Built-up,Water,NULL,Water,Bareland
841,Bareland,Built-up,Water,NULL,Water,Built-up
842,Bareland,Built-up,Water,Non_Water,Water,Bareland
843,Bareland,Built-up,Water,Water,NULL,Wetland
844,Bareland,Built-up,Water,Water,NULL,Bareland
845,Bareland,Built-up,Water,Water,NULL,Water
846,Bareland,Built-up,Water,Water,Water,Wetland
847,Bareland,Built-up,Water,Water,Water,Bareland
848,Bareland,Built-up,Water,Water,Water,Built-up
849,Bareland,Built-up,Water,Water,Water,Water
850,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
