Value,AFRICA_2024_DynamicWorld_2024_38PLA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PLA_M_R,AFRICA_2024_GLC_FCS30D_2022_38PLA_M_R,AFRICA_2024_GSW_Yearly_2021_38PLA_M_R,AFRICA_2024_GWL_FCS30D_2022_38PLA_M_R,AFRICA_2024_WorldCover_2021_38PLA_M_R
425,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
426,NULL,Forest,Grassland,NULL,Non_Wetland,Water
427,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
428,NULL,Forest,Grassland,Non_Water,Non_Wetland,Cropland
429,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
430,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
431,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
432,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
433,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
434,NULL,Forest,Cropland,NULL,Non_Wetland,Water
435,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
436,NULL,Forest,Cropland,Non_Water,Non_Wetland,Cropland
437,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
438,NULL,Forest,Wetland,NULL,Wetland,NULL
439,NULL,Forest,Wetland,NULL,Wetland,Cropland
440,NULL,Forest,Wetland,NULL,Wetland,Forest
441,NULL,Forest,Wetland,Non_Water,Wetland,Cropland
442,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
443,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
444,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
445,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
446,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
447,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
448,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
449,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
450,NULL,Forest,Bareland,Non_Water,Non_Wetland,Cropland
451,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
452,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
453,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
454,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
455,NULL,Forest,Water,NULL,Water,NULL
456,NULL,Forest,Water,NULL,Water,Grassland
457,NULL,Forest,Water,NULL,Water,Cropland
458,NULL,Forest,Water,NULL,Water,Forest
459,NULL,Forest,Water,Water,Water,Forest
460,NULL,Forest,Forest,NULL,Non_Wetland,NULL
461,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
462,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
463,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
464,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
465,NULL,Forest,Forest,NULL,Non_Wetland,Water
466,NULL,Forest,Forest,NULL,Non_Wetland,Forest
467,NULL,Forest,Forest,Non_Water,Non_Wetland,Cropland
468,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
469,NULL,Forest,Forest,Water,Non_Wetland,NULL
470,NULL,Forest,Forest,Water,Non_Wetland,Grassland
471,NULL,Forest,Forest,Water,Non_Wetland,Cropland
472,NULL,Forest,Forest,Water,Non_Wetland,Forest
473,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
474,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
475,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
476,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
477,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
478,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
479,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
480,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
481,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
482,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
483,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
484,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
485,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
486,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
487,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
488,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
489,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
490,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
491,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
492,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
493,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
494,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
495,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
496,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
497,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
498,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
499,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
500,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
501,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
502,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
503,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
504,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
505,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
506,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
507,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
508,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
509,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
510,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
511,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
512,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
513,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
514,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
515,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
516,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
517,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
518,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
519,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
520,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
521,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
522,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
523,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
524,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
525,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
526,Cropland,Cropland,Wetland,NULL,Wetland,NULL
527,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
528,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
529,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
530,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
531,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
532,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
533,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
534,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
535,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
536,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
537,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
538,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
539,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
540,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
541,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
542,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
543,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
544,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
545,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
546,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
547,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
548,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
549,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
550,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
551,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
552,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
553,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
554,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL
555,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
556,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
557,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
558,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
559,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
560,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
561,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
562,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
563,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
564,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
565,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
566,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
567,Cropland,Water,Grassland,Non_Water,Non_Wetland,Wetland
568,Cropland,Water,Cropland,NULL,Non_Wetland,Water
569,Cropland,Water,Bareland,NULL,Non_Wetland,Wetland
570,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
571,Wetland,NULL,Wetland,NULL,Wetland,Wetland
572,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
573,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
574,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
575,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
576,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
577,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
578,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
579,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
580,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
581,Wetland,Water,Wetland,NULL,Wetland,Wetland
582,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
583,Wetland,Water,Wetland,Non_Water,Wetland,Bareland
584,Wetland,Water,Wetland,Water,Wetland,Wetland
585,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
586,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
587,Wetland,Water,Water,Non_Water,Water,Wetland
588,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
589,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
590,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
591,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
592,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
593,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
594,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
595,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
596,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
597,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
598,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
599,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
600,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
601,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
602,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
603,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
604,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
605,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
606,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
607,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
608,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
609,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
610,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
611,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
612,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
613,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
614,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
615,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
616,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
617,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
618,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
619,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
620,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
621,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
622,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
623,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
624,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
625,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
626,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
627,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
628,Bareland,NULL,Wetland,NULL,Wetland,Wetland
629,Bareland,NULL,Wetland,NULL,Wetland,Bareland
630,Bareland,NULL,Wetland,NULL,Wetland,Water
631,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
632,Bareland,NULL,Wetland,Water,Wetland,Wetland
633,Bareland,NULL,Wetland,Water,Wetland,Bareland
634,Bareland,NULL,Wetland,Water,Wetland,Water
635,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
636,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
637,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
638,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
639,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
640,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
641,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
642,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
643,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
644,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
645,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
646,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
647,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
648,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
649,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
650,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
651,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
652,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
653,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
654,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
655,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
656,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
657,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
658,Bareland,NULL,Bareland,Water,Non_Wetland,Built-up
659,Bareland,NULL,Bareland,Water,Non_Wetland,Water
660,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
661,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
662,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
663,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
664,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
665,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
666,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
667,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
668,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
669,Bareland,NULL,Water,NULL,Water,Bareland
670,Bareland,NULL,Water,Non_Water,Water,Bareland
671,Bareland,NULL,Water,Water,Water,Bareland
672,Bareland,NULL,Water,Water,Water,Water
673,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
674,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
675,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
676,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
677,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
678,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
679,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
680,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
681,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
682,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
683,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
684,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
685,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
686,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
687,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
688,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
689,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
690,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
691,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
692,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
693,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
694,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
695,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
696,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
697,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
698,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
699,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
700,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
701,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
702,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
703,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
704,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
705,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
706,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
707,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
708,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
709,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
710,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
711,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
712,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
713,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
714,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
715,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
716,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
717,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
718,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL
719,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
720,Bareland,Wetland,Grassland,NULL,Non_Wetland,Cropland
721,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
722,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
723,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
724,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL
725,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
726,Bareland,Wetland,Cropland,NULL,Non_Wetland,Cropland
727,Bareland,Wetland,Cropland,NULL,Non_Wetland,Wetland
728,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
729,Bareland,Wetland,Wetland,NULL,Wetland,Cropland
730,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
731,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
732,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL
733,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
734,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland
735,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL
736,Bareland,Wetland,Bareland,NULL,Non_Wetland,Cropland
737,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
738,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
739,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL
740,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
741,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
742,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
743,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
744,Bareland,Wetland,Water,NULL,Water,Wetland
745,Bareland,Wetland,Water,Non_Water,Water,Bareland
746,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
747,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
748,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
749,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
750,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
751,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
752,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
753,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
754,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
755,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
756,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
757,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
758,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
759,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
760,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
761,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
762,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
763,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
764,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
765,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
766,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
767,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
768,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
769,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
770,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
771,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
772,Bareland,Bareland,Wetland,NULL,Wetland,Water
773,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL
774,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
775,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
776,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
777,Bareland,Bareland,Wetland,Water,NULL,Water
778,Bareland,Bareland,Wetland,Water,Wetland,Bareland
779,Bareland,Bareland,Wetland,Water,Wetland,Water
780,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
781,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
782,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
783,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
784,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
785,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
786,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
787,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
788,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
789,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
790,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
791,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
792,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
793,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
794,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
795,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
796,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
797,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
798,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
799,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
800,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
801,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
802,Bareland,Bareland,Water,NULL,Water,Bareland
803,Bareland,Bareland,Water,Non_Water,Water,Bareland
804,Bareland,Bareland,Water,Water,NULL,Bareland
805,Bareland,Bareland,Water,Water,Water,Bareland
806,Bareland,Bareland,Water,Water,Water,Water
807,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
808,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
809,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
810,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
811,Bareland,Built-up,Shrubland,Water,Non_Wetland,Bareland
812,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
813,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
814,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
815,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
816,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water
817,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
818,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
819,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
820,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
821,Bareland,Built-up,Wetland,Water,Wetland,Water
822,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
823,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
824,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
825,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
826,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
827,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
828,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
829,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
830,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
831,Bareland,Built-up,Bareland,NULL,Non_Wetland,Water
832,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,NULL
833,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
834,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
835,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
836,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
837,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
838,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
839,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
840,Bareland,Built-up,Built-up,NULL,Non_Wetland,Water
841,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
