Value,AFRICA_2024_DynamicWorld_2024_36NWP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NWP_M_R,AFRICA_2024_GLC_FCS30D_2022_36NWP_M_R,AFRICA_2024_GSW_Yearly_2021_36NWP_M_R,AFRICA_2024_GWL_FCS30D_2022_36NWP_M_R,AFRICA_2024_WorldCover_2021_36NWP_M_R
430,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
431,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
432,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
433,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
434,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
435,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
436,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
437,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
438,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
439,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
440,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
441,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
442,Cropland,NULL,Wetland,NULL,Wetland,Grassland
443,Cropland,NULL,Wetland,NULL,Wetland,Wetland
444,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
445,Cropland,NULL,Wetland,Water,Wetland,Wetland
446,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
447,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
448,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
449,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
450,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
451,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
452,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
453,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
454,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
455,Cropland,NULL,Water,Non_Water,Water,Grassland
456,Cropland,NULL,Water,Non_Water,Water,Wetland
457,Cropland,NULL,Water,Water,Water,Grassland
458,Cropland,NULL,Water,Water,Water,Wetland
459,Cropland,NULL,Water,Water,Water,Water
460,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
461,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
462,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
463,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
464,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
465,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
466,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
467,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
468,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
469,Cropland,NULL,Forest,Water,Non_Wetland,Water
470,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
471,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
472,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
473,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
474,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
475,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
476,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
477,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
478,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
479,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
480,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
481,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
482,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
483,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
484,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
485,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
486,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
487,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
488,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
489,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
490,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
491,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
492,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
493,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
494,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
495,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
496,Cropland,Wetland,Forest,Water,Non_Wetland,Grassland
497,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
498,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
499,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
500,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
501,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
502,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
503,Cropland,Water,NULL,NULL,Non_Wetland,Wetland
504,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
505,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
506,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
507,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
508,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
509,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
510,Cropland,Water,Forest,NULL,Non_Wetland,Forest
511,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
512,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
513,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
514,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
515,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
516,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
517,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
518,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
519,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
520,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
521,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
522,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
523,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
524,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
525,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
526,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
527,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
528,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
529,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
530,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
531,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
532,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
533,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
534,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
535,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
536,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
537,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
538,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
539,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
540,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
541,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
542,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
543,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
544,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
545,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
546,Wetland,NULL,Wetland,NULL,Wetland,NULL
547,Wetland,NULL,Wetland,NULL,Wetland,Grassland
548,Wetland,NULL,Wetland,NULL,Wetland,Wetland
549,Wetland,NULL,Wetland,NULL,Wetland,Forest
550,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
551,Wetland,NULL,Wetland,Water,Wetland,Grassland
552,Wetland,NULL,Wetland,Water,Wetland,Wetland
553,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
554,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
555,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
556,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
557,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
558,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
559,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
560,Wetland,NULL,Water,NULL,Water,Wetland
561,Wetland,NULL,Water,Non_Water,Water,Grassland
562,Wetland,NULL,Water,Non_Water,Water,Wetland
563,Wetland,NULL,Water,Water,Water,Wetland
564,Wetland,NULL,Water,Water,Water,Water
565,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
566,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
567,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
568,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
569,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
570,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
571,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
572,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
573,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
574,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
575,Wetland,NULL,Forest,Water,Non_Wetland,Water
576,Wetland,NULL,Forest,Water,Non_Wetland,Forest
577,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
578,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
579,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
580,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
581,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
582,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
583,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
584,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
585,Wetland,Cropland,Water,Water,Water,Grassland
586,Wetland,Cropland,Water,Water,Water,Wetland
587,Wetland,Cropland,Water,Water,Water,Water
588,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
589,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
590,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
591,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
592,Wetland,Cropland,Forest,Water,Non_Wetland,Water
593,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
594,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
595,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
596,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
597,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
598,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
599,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
600,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
601,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
602,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
603,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
604,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
605,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
606,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
607,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
608,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
609,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
610,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
611,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
612,Wetland,Wetland,Wetland,NULL,Wetland,Forest
613,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
614,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
615,Wetland,Wetland,Wetland,Water,Wetland,Grassland
616,Wetland,Wetland,Wetland,Water,Wetland,Wetland
617,Wetland,Wetland,Wetland,Water,Wetland,Water
618,Wetland,Wetland,Wetland,Water,Wetland,Forest
619,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
620,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
621,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
622,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
623,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
624,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
625,Wetland,Wetland,Water,NULL,Water,Wetland
626,Wetland,Wetland,Water,Non_Water,Water,Wetland
627,Wetland,Wetland,Water,Water,Water,Wetland
628,Wetland,Wetland,Water,Water,Water,Water
629,Wetland,Wetland,Water,Water,Water,Forest
630,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
631,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
632,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
633,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
634,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
635,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
636,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
637,Wetland,Wetland,Forest,Water,Non_Wetland,Water
638,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
639,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
640,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
641,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
642,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
643,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
644,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
645,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
646,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
647,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
648,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
649,Wetland,Water,Shrubland,Water,Non_Wetland,Water
650,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
651,Wetland,Water,Wetland,NULL,Wetland,NULL
652,Wetland,Water,Wetland,NULL,Wetland,Grassland
653,Wetland,Water,Wetland,NULL,Wetland,Wetland
654,Wetland,Water,Wetland,NULL,Wetland,Forest
655,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
656,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
657,Wetland,Water,Wetland,Non_Water,Wetland,Forest
658,Wetland,Water,Wetland,Water,Wetland,Wetland
659,Wetland,Water,Wetland,Water,Wetland,Water
660,Wetland,Water,Wetland,Water,Wetland,Forest
661,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
662,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
663,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
664,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
665,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
666,Wetland,Water,Water,NULL,Water,Grassland
667,Wetland,Water,Water,NULL,Water,Wetland
668,Wetland,Water,Water,NULL,Water,Forest
669,Wetland,Water,Water,Non_Water,Water,Wetland
670,Wetland,Water,Water,Non_Water,Water,Forest
671,Wetland,Water,Water,Water,Water,Wetland
672,Wetland,Water,Water,Water,Water,Water
673,Wetland,Water,Water,Water,Water,Forest
674,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
675,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
676,Wetland,Water,Forest,NULL,Non_Wetland,Forest
677,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
678,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
679,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
680,Wetland,Water,Forest,Water,Non_Wetland,Grassland
681,Wetland,Water,Forest,Water,Non_Wetland,Wetland
682,Wetland,Water,Forest,Water,Non_Wetland,Forest
683,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
684,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
685,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
686,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
687,Wetland,Forest,NULL,Non_Water,Non_Wetland,Forest
688,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
689,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
690,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
691,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
692,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
693,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
694,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
695,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
696,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
697,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
698,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
699,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
700,Wetland,Forest,Wetland,NULL,Wetland,NULL
701,Wetland,Forest,Wetland,NULL,Wetland,Grassland
702,Wetland,Forest,Wetland,NULL,Wetland,Wetland
703,Wetland,Forest,Wetland,NULL,Wetland,Forest
704,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
705,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
706,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
707,Wetland,Forest,Wetland,Water,Wetland,Wetland
708,Wetland,Forest,Wetland,Water,Wetland,Forest
709,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
710,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
711,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
712,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
713,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Forest
714,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
715,Wetland,Forest,Built-up,NULL,Non_Wetland,Wetland
716,Wetland,Forest,Water,NULL,Water,Grassland
717,Wetland,Forest,Water,Water,Water,Wetland
718,Wetland,Forest,Water,Water,Water,Water
719,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
720,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
721,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
722,Wetland,Forest,Forest,NULL,Non_Wetland,Water
723,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
724,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
725,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
726,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
727,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
728,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
729,Wetland,Forest,Forest,Water,Non_Wetland,Forest
730,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
731,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
732,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
733,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
734,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
735,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
736,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
737,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
738,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
739,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
740,Water,NULL,NULL,NULL,Non_Wetland,Grassland
741,Water,NULL,NULL,NULL,Non_Wetland,Wetland
742,Water,NULL,NULL,NULL,Non_Wetland,Forest
743,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
744,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
745,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
746,Water,NULL,NULL,Water,Non_Wetland,Wetland
747,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
748,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
749,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
750,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
751,Water,NULL,Shrubland,NULL,Non_Wetland,Water
752,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
753,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
754,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
755,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
756,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
757,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
758,Water,NULL,Shrubland,Water,Non_Wetland,Forest
759,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
760,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
761,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
762,Water,NULL,Wetland,NULL,Wetland,Grassland
763,Water,NULL,Wetland,NULL,Wetland,Wetland
764,Water,NULL,Wetland,NULL,Wetland,Forest
765,Water,NULL,Wetland,Non_Water,Wetland,Grassland
766,Water,NULL,Wetland,Non_Water,Wetland,Wetland
767,Water,NULL,Wetland,Non_Water,Wetland,Water
768,Water,NULL,Wetland,Non_Water,Wetland,Forest
769,Water,NULL,Wetland,Water,Wetland,Grassland
770,Water,NULL,Wetland,Water,Wetland,Wetland
771,Water,NULL,Wetland,Water,Wetland,Water
772,Water,NULL,Wetland,Water,Wetland,Forest
773,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
774,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
775,Water,NULL,Bareland,NULL,Non_Wetland,Forest
776,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
777,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
778,Water,NULL,Bareland,Water,Non_Wetland,Grassland
779,Water,NULL,Bareland,Water,Non_Wetland,Wetland
780,Water,NULL,Bareland,Water,Non_Wetland,Forest
781,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
782,Water,NULL,Water,NULL,Water,Wetland
783,Water,NULL,Water,NULL,Water,Forest
784,Water,NULL,Water,Non_Water,Water,Wetland
785,Water,NULL,Water,Water,Water,Wetland
786,Water,NULL,Water,Water,Water,Water
787,Water,NULL,Water,Water,Water,Forest
788,Water,NULL,Forest,NULL,Non_Wetland,Grassland
789,Water,NULL,Forest,NULL,Non_Wetland,Wetland
790,Water,NULL,Forest,NULL,Non_Wetland,Water
791,Water,NULL,Forest,NULL,Non_Wetland,Forest
792,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
793,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
794,Water,NULL,Forest,Non_Water,Non_Wetland,Water
795,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
796,Water,NULL,Forest,Water,Non_Wetland,Grassland
797,Water,NULL,Forest,Water,Non_Wetland,Wetland
798,Water,NULL,Forest,Water,Non_Wetland,Water
799,Water,NULL,Forest,Water,Non_Wetland,Forest
800,Water,Cropland,NULL,NULL,Non_Wetland,Wetland
801,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
802,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
803,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
804,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
805,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
806,Water,Cropland,Wetland,NULL,Wetland,Wetland
807,Water,Cropland,Wetland,Water,Wetland,Wetland
808,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
809,Water,Cropland,Bareland,NULL,Non_Wetland,Wetland
810,Water,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
811,Water,Cropland,Water,Water,Water,Wetland
812,Water,Cropland,Water,Water,Water,Water
813,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
814,Water,Cropland,Forest,Non_Water,Non_Wetland,Wetland
815,Water,Cropland,Forest,Water,Non_Wetland,Wetland
816,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
817,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
818,Water,Wetland,NULL,NULL,Non_Wetland,Forest
819,Water,Wetland,NULL,Non_Water,Non_Wetland,Wetland
820,Water,Wetland,NULL,Water,Non_Wetland,Grassland
821,Water,Wetland,NULL,Water,Non_Wetland,Wetland
822,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
823,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
824,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
825,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
826,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
827,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Water
828,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
829,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
830,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
831,Water,Wetland,Shrubland,Water,Non_Wetland,Water
832,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
833,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
834,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
835,Water,Wetland,Wetland,NULL,Wetland,Grassland
836,Water,Wetland,Wetland,NULL,Wetland,Wetland
837,Water,Wetland,Wetland,NULL,Wetland,Forest
838,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
839,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
840,Water,Wetland,Wetland,Non_Water,Wetland,Forest
841,Water,Wetland,Wetland,Water,Wetland,Grassland
842,Water,Wetland,Wetland,Water,Wetland,Wetland
843,Water,Wetland,Wetland,Water,Wetland,Water
844,Water,Wetland,Wetland,Water,Wetland,Forest
845,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
846,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
847,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
848,Water,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
849,Water,Wetland,Bareland,Non_Water,Non_Wetland,Forest
850,Water,Wetland,Bareland,Water,Non_Wetland,Wetland
851,Water,Wetland,Bareland,Water,Non_Wetland,Water
852,Water,Wetland,Bareland,Water,Non_Wetland,Forest
853,Water,Wetland,Water,NULL,Water,Grassland
854,Water,Wetland,Water,NULL,Water,Wetland
855,Water,Wetland,Water,NULL,Water,Water
856,Water,Wetland,Water,NULL,Water,Forest
857,Water,Wetland,Water,Non_Water,Water,Wetland
858,Water,Wetland,Water,Non_Water,Water,Water
859,Water,Wetland,Water,Non_Water,Water,Forest
860,Water,Wetland,Water,Water,Water,Grassland
861,Water,Wetland,Water,Water,Water,Wetland
862,Water,Wetland,Water,Water,Water,Water
863,Water,Wetland,Water,Water,Water,Forest
864,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
865,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
866,Water,Wetland,Forest,NULL,Non_Wetland,Water
867,Water,Wetland,Forest,NULL,Non_Wetland,Forest
868,Water,Wetland,Forest,Non_Water,Non_Wetland,Wetland
869,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
870,Water,Wetland,Forest,Water,Non_Wetland,Grassland
871,Water,Wetland,Forest,Water,Non_Wetland,Wetland
