Value,AFRICA_2024_DynamicWorld_2024_36NZJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NZJ_M_R,AFRICA_2024_GLC_FCS30D_2022_36NZJ_M_R,AFRICA_2024_GSW_Yearly_2021_36NZJ_M_R,AFRICA_2024_GWL_FCS30D_2022_36NZJ_M_R,AFRICA_2024_WorldCover_2021_36NZJ_M_R
431,NULL,Bareland,Bareland,Water,Non_Wetland,Grassland
432,NULL,Bareland,Bareland,Water,Non_Wetland,Cropland
433,NULL,Bareland,Bareland,Water,Non_Wetland,Wetland
434,NULL,Bareland,Bareland,Water,Non_Wetland,Bareland
435,NULL,Bareland,Bareland,Water,Non_Wetland,Water
436,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL
437,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland
438,NULL,Bareland,Built-up,NULL,Non_Wetland,Wetland
439,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland
440,NULL,Bareland,Built-up,NULL,Non_Wetland,Water
441,NULL,Bareland,Built-up,Non_Water,Non_Wetland,NULL
442,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Grassland
443,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
444,NULL,Bareland,Built-up,Water,Non_Wetland,NULL
445,NULL,Bareland,Built-up,Water,Non_Wetland,Grassland
446,NULL,Bareland,Built-up,Water,Non_Wetland,Wetland
447,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland
448,NULL,Bareland,Built-up,Water,Non_Wetland,Water
449,NULL,Bareland,Water,NULL,Water,NULL
450,NULL,Bareland,Water,Water,Water,NULL
451,NULL,Bareland,Water,Water,Water,Bareland
452,NULL,Bareland,Forest,NULL,Non_Wetland,NULL
453,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland
454,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland
455,NULL,Bareland,Forest,NULL,Non_Wetland,Water
456,NULL,Bareland,Forest,Water,Non_Wetland,NULL
457,NULL,Bareland,Forest,Water,Non_Wetland,Bareland
458,NULL,Bareland,Forest,Water,Non_Wetland,Water
459,NULL,Built-up,NULL,NULL,Non_Wetland,NULL
460,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland
461,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland
462,NULL,Built-up,NULL,NULL,Non_Wetland,Forest
463,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL
464,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland
465,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland
466,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland
467,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up
468,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest
469,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
470,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland
471,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL
472,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland
473,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland
474,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland
475,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up
476,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest
477,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
478,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
479,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland
480,NULL,Built-up,Grassland,Water,Non_Wetland,Water
481,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL
482,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland
483,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland
484,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland
485,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest
486,NULL,Built-up,Wetland,NULL,Wetland,NULL
487,NULL,Built-up,Wetland,NULL,Wetland,Grassland
488,NULL,Built-up,Wetland,NULL,Wetland,Wetland
489,NULL,Built-up,Wetland,NULL,Wetland,Bareland
490,NULL,Built-up,Wetland,NULL,Wetland,Forest
491,NULL,Built-up,Wetland,Water,Wetland,Bareland
492,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
493,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Forest
494,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL
495,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland
496,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland
497,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up
498,NULL,Built-up,Bareland,NULL,Non_Wetland,Forest
499,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL
500,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
501,NULL,Built-up,Bareland,Water,Non_Wetland,NULL
502,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland
503,NULL,Built-up,Bareland,Water,Non_Wetland,Water
504,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL
505,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland
506,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland
507,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up
508,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest
509,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
510,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland
511,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up
512,NULL,Built-up,Forest,NULL,Non_Wetland,NULL
513,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland
514,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland
515,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland
516,NULL,Built-up,Forest,NULL,Non_Wetland,Forest
517,NULL,Water,NULL,NULL,Non_Wetland,NULL
518,NULL,Water,NULL,NULL,Non_Wetland,Grassland
519,NULL,Water,NULL,NULL,Non_Wetland,Wetland
520,NULL,Water,NULL,NULL,Non_Wetland,Bareland
521,NULL,Water,NULL,NULL,Non_Wetland,Water
522,NULL,Water,NULL,NULL,Non_Wetland,Forest
523,NULL,Water,NULL,Non_Water,Non_Wetland,NULL
524,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland
525,NULL,Water,NULL,Non_Water,Non_Wetland,Forest
526,NULL,Water,NULL,Water,Non_Wetland,NULL
527,NULL,Water,NULL,Water,Non_Wetland,Grassland
528,NULL,Water,NULL,Water,Non_Wetland,Cropland
529,NULL,Water,NULL,Water,Non_Wetland,Wetland
530,NULL,Water,NULL,Water,Non_Wetland,Bareland
531,NULL,Water,NULL,Water,Non_Wetland,Water
532,NULL,Water,NULL,Water,Non_Wetland,Forest
533,NULL,Water,Shrubland,NULL,Non_Wetland,NULL
534,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland
535,NULL,Water,Shrubland,NULL,Non_Wetland,Cropland
536,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland
537,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland
538,NULL,Water,Shrubland,NULL,Non_Wetland,Water
539,NULL,Water,Shrubland,NULL,Non_Wetland,Forest
540,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL
541,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland
542,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland
543,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland
544,NULL,Water,Shrubland,Non_Water,Non_Wetland,Forest
545,NULL,Water,Shrubland,Water,Non_Wetland,NULL
546,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
547,NULL,Water,Shrubland,Water,Non_Wetland,Cropland
548,NULL,Water,Shrubland,Water,Non_Wetland,Wetland
549,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
550,NULL,Water,Shrubland,Water,Non_Wetland,Water
551,NULL,Water,Shrubland,Water,Non_Wetland,Forest
552,NULL,Water,Grassland,NULL,Non_Wetland,NULL
553,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
554,NULL,Water,Grassland,NULL,Non_Wetland,Cropland
555,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
556,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
557,NULL,Water,Grassland,NULL,Non_Wetland,Water
558,NULL,Water,Grassland,NULL,Non_Wetland,Forest
559,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL
560,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
561,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland
562,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
563,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
564,NULL,Water,Grassland,Non_Water,Non_Wetland,Forest
565,NULL,Water,Grassland,Water,Non_Wetland,NULL
566,NULL,Water,Grassland,Water,Non_Wetland,Grassland
567,NULL,Water,Grassland,Water,Non_Wetland,Cropland
568,NULL,Water,Grassland,Water,Non_Wetland,Wetland
569,NULL,Water,Grassland,Water,Non_Wetland,Bareland
570,NULL,Water,Grassland,Water,Non_Wetland,Water
571,NULL,Water,Grassland,Water,Non_Wetland,Forest
572,NULL,Water,Cropland,NULL,Non_Wetland,NULL
573,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
574,NULL,Water,Cropland,NULL,Non_Wetland,Wetland
575,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
576,NULL,Water,Cropland,NULL,Non_Wetland,Water
577,NULL,Water,Cropland,NULL,Non_Wetland,Forest
578,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL
579,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland
580,NULL,Water,Cropland,Non_Water,Non_Wetland,Wetland
581,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland
582,NULL,Water,Cropland,Water,Non_Wetland,NULL
583,NULL,Water,Cropland,Water,Non_Wetland,Grassland
584,NULL,Water,Cropland,Water,Non_Wetland,Wetland
585,NULL,Water,Cropland,Water,Non_Wetland,Bareland
586,NULL,Water,Cropland,Water,Non_Wetland,Water
587,NULL,Water,Cropland,Water,Non_Wetland,Forest
588,NULL,Water,Wetland,NULL,Wetland,NULL
589,NULL,Water,Wetland,NULL,Wetland,Grassland
590,NULL,Water,Wetland,NULL,Wetland,Cropland
591,NULL,Water,Wetland,NULL,Wetland,Wetland
592,NULL,Water,Wetland,NULL,Wetland,Bareland
593,NULL,Water,Wetland,NULL,Wetland,Water
594,NULL,Water,Wetland,NULL,Wetland,Forest
595,NULL,Water,Wetland,Non_Water,Wetland,NULL
596,NULL,Water,Wetland,Non_Water,Wetland,Grassland
597,NULL,Water,Wetland,Non_Water,Wetland,Wetland
598,NULL,Water,Wetland,Non_Water,Wetland,Bareland
599,NULL,Water,Wetland,Non_Water,Wetland,Water
600,NULL,Water,Wetland,Non_Water,Wetland,Forest
601,NULL,Water,Wetland,Water,Wetland,NULL
602,NULL,Water,Wetland,Water,Wetland,Grassland
603,NULL,Water,Wetland,Water,Wetland,Cropland
604,NULL,Water,Wetland,Water,Wetland,Wetland
605,NULL,Water,Wetland,Water,Wetland,Bareland
606,NULL,Water,Wetland,Water,Wetland,Water
607,NULL,Water,Wetland,Water,Wetland,Forest
608,NULL,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL
609,NULL,Water,Bareland,NULL,Non_Wetland,NULL
610,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
611,NULL,Water,Bareland,NULL,Non_Wetland,Cropland
612,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
613,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
614,NULL,Water,Bareland,NULL,Non_Wetland,Built-up
615,NULL,Water,Bareland,NULL,Non_Wetland,Water
616,NULL,Water,Bareland,NULL,Non_Wetland,Forest
617,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL
618,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
619,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland
620,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
621,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
622,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
623,NULL,Water,Bareland,Water,Non_Wetland,NULL
624,NULL,Water,Bareland,Water,Non_Wetland,Grassland
625,NULL,Water,Bareland,Water,Non_Wetland,Cropland
626,NULL,Water,Bareland,Water,Non_Wetland,Wetland
627,NULL,Water,Bareland,Water,Non_Wetland,Bareland
628,NULL,Water,Bareland,Water,Non_Wetland,Built-up
629,NULL,Water,Bareland,Water,Non_Wetland,Water
630,NULL,Water,Bareland,Water,Non_Wetland,Forest
631,NULL,Water,Built-up,NULL,Non_Wetland,NULL
632,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
633,NULL,Water,Built-up,NULL,Non_Wetland,Cropland
634,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
635,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
636,NULL,Water,Built-up,NULL,Non_Wetland,Water
637,NULL,Water,Built-up,NULL,Non_Wetland,Forest
638,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL
639,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
640,NULL,Water,Built-up,Water,Non_Wetland,NULL
641,NULL,Water,Built-up,Water,Non_Wetland,Grassland
642,NULL,Water,Built-up,Water,Non_Wetland,Wetland
643,NULL,Water,Built-up,Water,Non_Wetland,Bareland
644,NULL,Water,Built-up,Water,Non_Wetland,Water
645,NULL,Water,Built-up,Water,Non_Wetland,Forest
646,NULL,Water,Water,NULL,Water,NULL
647,NULL,Water,Water,NULL,Water,Grassland
648,NULL,Water,Water,NULL,Water,Cropland
649,NULL,Water,Water,NULL,Water,Wetland
650,NULL,Water,Water,NULL,Water,Bareland
651,NULL,Water,Water,NULL,Water,Water
652,NULL,Water,Water,NULL,Water,Forest
653,NULL,Water,Water,Non_Water,Water,NULL
654,NULL,Water,Water,Non_Water,Water,Wetland
655,NULL,Water,Water,Non_Water,Water,Water
656,NULL,Water,Water,Non_Water,Water,Forest
657,NULL,Water,Water,Water,Water,NULL
658,NULL,Water,Water,Water,Water,Grassland
659,NULL,Water,Water,Water,Water,Cropland
660,NULL,Water,Water,Water,Water,Wetland
661,NULL,Water,Water,Water,Water,Bareland
662,NULL,Water,Water,Water,Water,Water
663,NULL,Water,Water,Water,Water,Forest
664,NULL,Water,Forest,NULL,Non_Wetland,NULL
665,NULL,Water,Forest,NULL,Non_Wetland,Grassland
666,NULL,Water,Forest,NULL,Non_Wetland,Bareland
667,NULL,Water,Forest,NULL,Non_Wetland,Water
668,NULL,Water,Forest,NULL,Non_Wetland,Forest
669,NULL,Water,Forest,Non_Water,Non_Wetland,NULL
670,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
671,NULL,Water,Forest,Non_Water,Non_Wetland,Forest
672,NULL,Water,Forest,Water,Non_Wetland,NULL
673,NULL,Water,Forest,Water,Non_Wetland,Grassland
674,NULL,Water,Forest,Water,Non_Wetland,Wetland
675,NULL,Water,Forest,Water,Non_Wetland,Bareland
676,NULL,Water,Forest,Water,Non_Wetland,Water
677,NULL,Water,Forest,Water,Non_Wetland,Forest
678,NULL,Forest,NULL,NULL,Non_Wetland,NULL
679,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
680,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
681,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
682,NULL,Forest,NULL,NULL,Non_Wetland,Forest
683,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
684,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
685,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
686,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
687,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
688,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
689,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
690,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
691,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
692,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
693,NULL,Forest,Shrubland,Water,Non_Wetland,NULL
694,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
695,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
696,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
697,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
698,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
699,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
700,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
701,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
702,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL
703,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
704,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
705,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland
706,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
707,NULL,Forest,Grassland,Water,Non_Wetland,NULL
708,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
709,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
710,NULL,Forest,Grassland,Water,Non_Wetland,Bareland
711,NULL,Forest,Grassland,Water,Non_Wetland,Forest
712,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
713,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
714,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
715,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
716,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
717,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
718,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL
719,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
720,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland
721,NULL,Forest,Cropland,Water,Non_Wetland,NULL
722,NULL,Forest,Wetland,NULL,Wetland,NULL
723,NULL,Forest,Wetland,NULL,Wetland,Grassland
724,NULL,Forest,Wetland,NULL,Wetland,Cropland
725,NULL,Forest,Wetland,NULL,Wetland,Wetland
726,NULL,Forest,Wetland,NULL,Wetland,Bareland
727,NULL,Forest,Wetland,NULL,Wetland,Forest
728,NULL,Forest,Wetland,Non_Water,Wetland,NULL
729,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
730,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
731,NULL,Forest,Wetland,Non_Water,Wetland,Forest
732,NULL,Forest,Wetland,Water,Wetland,NULL
733,NULL,Forest,Wetland,Water,Wetland,Grassland
734,NULL,Forest,Wetland,Water,Wetland,Cropland
735,NULL,Forest,Wetland,Water,Wetland,Wetland
736,NULL,Forest,Wetland,Water,Wetland,Water
737,NULL,Forest,Wetland,Water,Wetland,Forest
738,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
739,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
740,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
741,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
742,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
743,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
744,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL
745,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
746,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
747,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
748,NULL,Forest,Bareland,Water,Non_Wetland,NULL
749,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
750,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
751,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
752,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
753,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
754,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
755,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
756,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland
757,NULL,Forest,Built-up,Water,Non_Wetland,Grassland
758,NULL,Forest,Built-up,Water,Non_Wetland,Bareland
759,NULL,Forest,Built-up,Water,Non_Wetland,Forest
760,NULL,Forest,Water,NULL,Water,Forest
761,NULL,Forest,Water,Water,Water,Wetland
762,NULL,Forest,Water,Water,Water,Water
763,NULL,Forest,Forest,NULL,Non_Wetland,NULL
764,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
765,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
766,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
767,NULL,Forest,Forest,NULL,Non_Wetland,Bareland
768,NULL,Forest,Forest,NULL,Non_Wetland,Forest
769,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
770,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
771,NULL,Forest,Forest,Water,Non_Wetland,Grassland
772,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
773,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
774,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
775,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
776,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL
777,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
778,Grassland,Wetland,Grassland,NULL,Non_Wetland,Bareland
779,Grassland,Wetland,Wetland,NULL,Wetland,NULL
780,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland
781,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
782,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
783,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
784,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
785,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
786,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
787,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
788,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
789,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
790,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
791,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
792,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
793,Cropland,NULL,Wetland,NULL,Wetland,Forest
794,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
795,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
796,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
797,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
798,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
799,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
800,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
801,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
802,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
803,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
804,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
805,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
806,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
807,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
808,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
809,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
810,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
811,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
812,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
813,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
814,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
815,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
816,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
817,Cropland,Cropland,Wetland,NULL,Wetland,NULL
818,Cropland,Cropland,Wetland,NULL,Wetland,Forest
819,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
820,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
821,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
822,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
823,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
824,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
825,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
826,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
827,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
828,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
829,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
830,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
831,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
832,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
833,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
834,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
835,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
836,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
837,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL
838,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
839,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
840,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland
841,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
842,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
843,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
844,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
845,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
846,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
847,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
848,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
849,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
850,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
851,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
852,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
853,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
854,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
855,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
856,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
857,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
858,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
859,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
860,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
861,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
862,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
863,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
864,Cropland,Forest,Wetland,NULL,Wetland,Forest
865,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
866,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
867,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
868,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
869,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
870,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
871,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
872,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
873,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
874,Wetland,NULL,Bareland,Water,Non_Wetland,NULL
