Value,AFRICA_2024_DynamicWorld_2024_37NHH_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NHH_M_R,AFRICA_2024_GLC_FCS30D_2022_37NHH_M_R,AFRICA_2024_GSW_Yearly_2021_37NHH_M_R,AFRICA_2024_GWL_FCS30D_2022_37NHH_M_R,AFRICA_2024_WorldCover_2021_37NHH_M_R
425,Cropland,NULL,Water,Non_Water,Water,Wetland
426,Cropland,NULL,Water,Non_Water,Water,Bareland
427,Cropland,NULL,Water,Water,Water,Grassland
428,Cropland,NULL,Water,Water,Water,Cropland
429,Cropland,NULL,Water,Water,Water,Wetland
430,Cropland,NULL,Water,Water,Water,Bareland
431,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
432,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
433,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
434,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
435,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
436,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
437,Cropland,NULL,Forest,Non_Water,Non_Wetland,Bareland
438,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
439,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
440,Cropland,NULL,Forest,Water,Non_Wetland,Forest
441,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
442,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
443,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
444,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
445,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
446,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
447,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
448,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
449,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
450,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
451,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
452,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
453,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
454,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
455,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
456,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
457,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
458,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
459,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
460,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
461,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
462,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
463,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
464,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
465,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
466,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
467,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
468,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
469,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
470,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
471,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
472,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
473,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
474,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
475,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
476,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
477,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
478,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
479,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
480,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
481,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
482,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
483,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
484,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
485,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
486,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
487,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
488,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
489,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
490,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
491,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
492,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
493,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
494,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
495,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
496,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
497,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
498,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
499,Cropland,Cropland,Wetland,NULL,Wetland,Forest
500,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
501,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
502,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
503,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland
504,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
505,Cropland,Cropland,Wetland,Water,Wetland,Grassland
506,Cropland,Cropland,Wetland,Water,Wetland,Cropland
507,Cropland,Cropland,Wetland,Water,Wetland,Wetland
508,Cropland,Cropland,Wetland,Water,Wetland,Bareland
509,Cropland,Cropland,Wetland,Water,Wetland,Forest
510,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
511,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
512,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
513,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
514,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
515,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Bareland
516,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
517,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
518,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
519,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
520,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
521,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
522,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
523,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
524,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
525,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
526,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
527,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
528,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
529,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
530,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
531,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
532,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
533,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
534,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
535,Cropland,Cropland,Water,NULL,Water,Grassland
536,Cropland,Cropland,Water,NULL,Water,Cropland
537,Cropland,Cropland,Water,NULL,Water,Wetland
538,Cropland,Cropland,Water,NULL,Water,Bareland
539,Cropland,Cropland,Water,NULL,Water,Forest
540,Cropland,Cropland,Water,Non_Water,Water,Grassland
541,Cropland,Cropland,Water,Non_Water,Water,Cropland
542,Cropland,Cropland,Water,Non_Water,Water,Wetland
543,Cropland,Cropland,Water,Non_Water,Water,Bareland
544,Cropland,Cropland,Water,Non_Water,Water,Forest
545,Cropland,Cropland,Water,Water,Water,Grassland
546,Cropland,Cropland,Water,Water,Water,Cropland
547,Cropland,Cropland,Water,Water,Water,Wetland
548,Cropland,Cropland,Water,Water,Water,Bareland
549,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
550,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
551,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
552,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
553,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
554,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
555,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
556,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
557,Cropland,Wetland,Built-up,Water,Non_Wetland,Cropland
558,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
559,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
560,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
561,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
562,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
563,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
564,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
565,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
566,Cropland,Bareland,Grassland,Water,Non_Wetland,Grassland
567,Cropland,Bareland,Grassland,Water,Non_Wetland,Cropland
568,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
569,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
570,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
571,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
572,Cropland,Bareland,Wetland,NULL,Wetland,Grassland
573,Cropland,Bareland,Wetland,NULL,Wetland,Bareland
574,Cropland,Bareland,Wetland,Non_Water,Wetland,Cropland
575,Cropland,Bareland,Wetland,Non_Water,Wetland,Bareland
576,Cropland,Bareland,Wetland,Water,Wetland,Grassland
577,Cropland,Bareland,Wetland,Water,Wetland,Cropland
578,Cropland,Bareland,Wetland,Water,Wetland,Bareland
579,Cropland,Bareland,Wetland,Water,Wetland,Forest
580,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
581,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
582,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
583,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
584,Cropland,Bareland,Water,NULL,Water,Grassland
585,Cropland,Bareland,Water,NULL,Water,Bareland
586,Cropland,Bareland,Water,Water,Water,Bareland
587,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
588,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
589,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
590,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
591,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
592,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
593,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
594,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
595,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
596,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
597,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
598,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
599,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
600,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
601,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
602,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
603,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
604,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
605,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
606,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
607,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
608,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
609,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
610,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
611,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
612,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
613,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
614,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland
615,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
616,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
617,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
618,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
619,Cropland,Water,Grassland,Water,Non_Wetland,Forest
620,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
621,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
622,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
623,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
624,Cropland,Water,Cropland,NULL,Non_Wetland,Water
625,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
626,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
627,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
628,Cropland,Water,Cropland,Non_Water,Non_Wetland,Wetland
629,Cropland,Water,Cropland,Non_Water,Non_Wetland,Bareland
630,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
631,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
632,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
633,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
634,Cropland,Water,Cropland,Water,Non_Wetland,Forest
635,Cropland,Water,Wetland,NULL,Wetland,Grassland
636,Cropland,Water,Wetland,NULL,Wetland,Bareland
637,Cropland,Water,Wetland,NULL,Wetland,Forest
638,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
639,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
640,Cropland,Water,Wetland,Non_Water,Wetland,Bareland
641,Cropland,Water,Wetland,Non_Water,Wetland,Forest
642,Cropland,Water,Wetland,Water,Wetland,Grassland
643,Cropland,Water,Wetland,Water,Wetland,Cropland
644,Cropland,Water,Wetland,Water,Wetland,Wetland
645,Cropland,Water,Wetland,Water,Wetland,Bareland
646,Cropland,Water,Wetland,Water,Wetland,Forest
647,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
648,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
649,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
650,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
651,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
652,Cropland,Water,Bareland,Water,Non_Wetland,Forest
653,Cropland,Water,Built-up,NULL,Non_Wetland,NULL
654,Cropland,Water,Built-up,Non_Water,Non_Wetland,Cropland
655,Cropland,Water,Water,NULL,Water,Grassland
656,Cropland,Water,Water,NULL,Water,Cropland
657,Cropland,Water,Water,NULL,Water,Bareland
658,Cropland,Water,Water,NULL,Water,Forest
659,Cropland,Water,Water,Non_Water,Water,Grassland
660,Cropland,Water,Water,Non_Water,Water,Cropland
661,Cropland,Water,Water,Non_Water,Water,Bareland
662,Cropland,Water,Water,Non_Water,Water,Forest
663,Cropland,Water,Water,Water,Water,Grassland
664,Cropland,Water,Water,Water,Water,Bareland
665,Cropland,Water,Forest,NULL,Non_Wetland,Forest
666,Cropland,Water,Forest,Water,Non_Wetland,Forest
667,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
668,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
669,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
670,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
671,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
672,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
673,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
674,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
675,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
676,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
677,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
678,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
679,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
680,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
681,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Bareland
682,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
683,Cropland,Forest,Grassland,Water,Non_Wetland,Grassland
684,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
685,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
686,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
687,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
688,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
689,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
690,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
691,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
692,Cropland,Forest,Wetland,NULL,Wetland,Grassland
693,Cropland,Forest,Wetland,NULL,Wetland,Cropland
694,Cropland,Forest,Wetland,NULL,Wetland,Forest
695,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
696,Cropland,Forest,Wetland,Non_Water,Wetland,Cropland
697,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
698,Cropland,Forest,Wetland,Water,Wetland,Grassland
699,Cropland,Forest,Wetland,Water,Wetland,Cropland
700,Cropland,Forest,Wetland,Water,Wetland,Bareland
701,Cropland,Forest,Water,NULL,Water,Cropland
702,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
703,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
704,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
705,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
706,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
707,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
708,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
709,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
710,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
711,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
712,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
713,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
714,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
715,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
716,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
717,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
718,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
719,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
720,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
721,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
722,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
723,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
724,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
725,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
726,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
727,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
728,Wetland,NULL,Wetland,NULL,Wetland,NULL
729,Wetland,NULL,Wetland,NULL,Wetland,Forest
730,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
731,Wetland,NULL,Wetland,Water,Wetland,Grassland
732,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
733,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
734,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
735,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
736,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
737,Wetland,NULL,Water,NULL,Water,Grassland
738,Wetland,NULL,Water,NULL,Water,Forest
739,Wetland,NULL,Water,Non_Water,Water,Forest
740,Wetland,NULL,Water,Water,Water,Bareland
741,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
742,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
743,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
744,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
745,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
746,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
747,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
748,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
749,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
750,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
751,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
752,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
753,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
754,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
755,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
756,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
757,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
758,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
759,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
760,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
761,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
762,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
763,Wetland,Cropland,Cropland,Water,Non_Wetland,Bareland
764,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
765,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
766,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
767,Wetland,Cropland,Wetland,NULL,Wetland,Bareland
768,Wetland,Cropland,Wetland,NULL,Wetland,Forest
769,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
770,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
771,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
772,Wetland,Cropland,Wetland,Water,Wetland,Cropland
773,Wetland,Cropland,Wetland,Water,Wetland,Bareland
774,Wetland,Cropland,Water,NULL,Water,Grassland
775,Wetland,Cropland,Water,NULL,Water,Cropland
776,Wetland,Cropland,Water,NULL,Water,Bareland
777,Wetland,Cropland,Water,NULL,Water,Forest
778,Wetland,Cropland,Water,Water,Water,Bareland
779,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
780,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
781,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
782,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
783,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
784,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
785,Wetland,Wetland,Wetland,NULL,Wetland,Forest
786,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
787,Wetland,Water,NULL,NULL,Non_Wetland,Forest
788,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
789,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
790,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
791,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
792,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
793,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
794,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
795,Wetland,Water,Grassland,Water,Non_Wetland,Forest
796,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
797,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
798,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
799,Wetland,Water,Cropland,NULL,Non_Wetland,Wetland
800,Wetland,Water,Cropland,NULL,Non_Wetland,Water
801,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
802,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL
803,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
804,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
805,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
806,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
807,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
808,Wetland,Water,Cropland,Water,Non_Wetland,Water
809,Wetland,Water,Cropland,Water,Non_Wetland,Forest
810,Wetland,Water,Wetland,NULL,Wetland,NULL
811,Wetland,Water,Wetland,NULL,Wetland,Grassland
812,Wetland,Water,Wetland,NULL,Wetland,Wetland
813,Wetland,Water,Wetland,NULL,Wetland,Water
814,Wetland,Water,Wetland,NULL,Wetland,Forest
815,Wetland,Water,Wetland,Non_Water,Wetland,Forest
816,Wetland,Water,Wetland,Water,Wetland,Grassland
817,Wetland,Water,Wetland,Water,Wetland,Cropland
818,Wetland,Water,Wetland,Water,Wetland,Wetland
819,Wetland,Water,Wetland,Water,Wetland,Bareland
820,Wetland,Water,Wetland,Water,Wetland,Water
821,Wetland,Water,Wetland,Water,Wetland,Forest
822,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
823,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
824,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
825,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
826,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
827,Wetland,Water,Water,NULL,Water,Grassland
828,Wetland,Water,Water,NULL,Water,Forest
829,Wetland,Water,Water,Non_Water,Water,Forest
830,Wetland,Water,Water,Water,Water,Wetland
831,Wetland,Water,Forest,NULL,Non_Wetland,Forest
832,Wetland,Water,Forest,Water,Non_Wetland,Forest
833,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
834,Wetland,Forest,NULL,Non_Water,Non_Wetland,Forest
835,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
836,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
837,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
838,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
839,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
840,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
841,Wetland,Forest,Grassland,Water,Non_Wetland,Forest
842,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
843,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
844,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
845,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
846,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
847,Wetland,Forest,Cropland,Water,Non_Wetland,Grassland
848,Wetland,Forest,Cropland,Water,Non_Wetland,Forest
849,Wetland,Forest,Wetland,NULL,Wetland,Forest
850,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
851,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
852,Wetland,Forest,Water,NULL,Water,Forest
853,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
854,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
855,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
856,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
