Value,AFRICA_2024_DynamicWorld_2024_36NWK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NWK_M_R,AFRICA_2024_GLC_FCS30D_2022_36NWK_M_R,AFRICA_2024_GSW_Yearly_2021_36NWK_M_R,AFRICA_2024_GWL_FCS30D_2022_36NWK_M_R,AFRICA_2024_WorldCover_2021_36NWK_M_R
419,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
420,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
421,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
422,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
423,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
424,Cropland,Water,Wetland,NULL,Wetland,Grassland
425,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
426,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
427,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
428,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
429,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
430,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
431,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
432,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
433,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
434,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
435,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
436,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
437,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
438,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
439,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
440,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
441,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
442,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
443,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
444,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
445,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
446,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
447,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
448,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
449,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
450,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
451,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
452,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
453,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
454,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
455,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
456,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
457,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
458,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
459,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
460,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
461,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
462,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
463,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
464,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
465,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
466,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
467,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
468,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
469,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
470,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
471,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
472,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
473,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
474,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
475,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
476,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
477,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
478,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
479,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
480,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
481,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
482,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
483,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
484,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
485,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
486,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
487,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
488,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
489,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
490,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
491,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
492,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
493,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
494,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
495,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
496,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
497,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
498,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
499,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
500,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
501,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
502,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
503,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
504,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
505,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
506,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
507,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
508,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
509,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
510,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
511,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
512,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
513,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
514,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
515,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
516,Bareland,Forest,Forest,NULL,Non_Wetland,Bareland
517,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
518,Water,NULL,NULL,NULL,Non_Wetland,NULL
519,Water,NULL,NULL,NULL,Non_Wetland,Grassland
520,Water,NULL,NULL,NULL,Non_Wetland,Cropland
521,Water,NULL,NULL,NULL,Non_Wetland,Built-up
522,Water,NULL,NULL,NULL,Non_Wetland,Water
523,Water,NULL,NULL,NULL,Non_Wetland,Forest
524,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
525,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
526,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
527,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
528,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
529,Water,NULL,Shrubland,NULL,Non_Wetland,Water
530,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
531,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
532,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
533,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
534,Water,NULL,Shrubland,Water,Non_Wetland,Water
535,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
536,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
537,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
538,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
539,Water,NULL,Grassland,NULL,Non_Wetland,Water
540,Water,NULL,Grassland,Water,Non_Wetland,Water
541,Water,NULL,Cropland,NULL,Non_Wetland,NULL
542,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
543,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
544,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
545,Water,NULL,Cropland,NULL,Non_Wetland,Forest
546,Water,NULL,Wetland,NULL,Wetland,Grassland
547,Water,NULL,Wetland,NULL,Wetland,Water
548,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
549,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
550,Water,NULL,Bareland,NULL,Non_Wetland,Water
551,Water,NULL,Bareland,Water,Non_Wetland,Grassland
552,Water,NULL,Bareland,Water,Non_Wetland,Cropland
553,Water,NULL,Bareland,Water,Non_Wetland,Water
554,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
555,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
556,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
557,Water,NULL,Built-up,Water,Non_Wetland,Water
558,Water,NULL,Water,NULL,Water,Grassland
559,Water,NULL,Water,Water,Water,Water
560,Water,NULL,Forest,NULL,Non_Wetland,NULL
561,Water,NULL,Forest,NULL,Non_Wetland,Grassland
562,Water,NULL,Forest,NULL,Non_Wetland,Cropland
563,Water,NULL,Forest,NULL,Non_Wetland,Built-up
564,Water,NULL,Forest,NULL,Non_Wetland,Forest
565,Water,NULL,Forest,Water,Non_Wetland,Grassland
566,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
567,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
568,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
569,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
570,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
571,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
572,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
573,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
574,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
575,Water,Cropland,Forest,NULL,Non_Wetland,NULL
576,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
577,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
578,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
579,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
580,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
581,Water,Built-up,NULL,NULL,Non_Wetland,NULL
582,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
583,Water,Built-up,NULL,NULL,Non_Wetland,Built-up
584,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
585,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
586,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
587,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
588,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
589,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
590,Water,Built-up,Built-up,NULL,Non_Wetland,NULL
591,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
592,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
593,Water,Built-up,Forest,NULL,Non_Wetland,NULL
594,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
595,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
596,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
597,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
598,Water,Built-up,Forest,NULL,Non_Wetland,Forest
599,Water,Water,NULL,NULL,Non_Wetland,Grassland
600,Water,Water,NULL,NULL,Non_Wetland,Bareland
601,Water,Water,NULL,NULL,Non_Wetland,Forest
602,Water,Water,NULL,Water,Non_Wetland,Water
603,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
604,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
605,Water,Water,Shrubland,NULL,Non_Wetland,Water
606,Water,Water,Shrubland,NULL,Non_Wetland,Forest
607,Water,Water,Shrubland,Water,Non_Wetland,Grassland
608,Water,Water,Shrubland,Water,Non_Wetland,Water
609,Water,Water,Grassland,NULL,Non_Wetland,Grassland
610,Water,Water,Grassland,NULL,Non_Wetland,Bareland
611,Water,Water,Grassland,NULL,Non_Wetland,Water
612,Water,Water,Cropland,NULL,Non_Wetland,Grassland
613,Water,Water,Cropland,NULL,Non_Wetland,Cropland
614,Water,Water,Cropland,NULL,Non_Wetland,Bareland
615,Water,Water,Wetland,NULL,Wetland,Grassland
616,Water,Water,Wetland,NULL,Wetland,Bareland
617,Water,Water,Wetland,NULL,Wetland,Water
618,Water,Water,Wetland,Water,Wetland,Water
619,Water,Water,Bareland,NULL,Non_Wetland,Grassland
620,Water,Water,Bareland,NULL,Non_Wetland,Wetland
621,Water,Water,Bareland,NULL,Non_Wetland,Bareland
622,Water,Water,Bareland,NULL,Non_Wetland,Water
623,Water,Water,Bareland,NULL,Non_Wetland,Forest
624,Water,Water,Bareland,Water,Non_Wetland,Wetland
625,Water,Water,Bareland,Water,Non_Wetland,Water
626,Water,Water,Built-up,NULL,Non_Wetland,Grassland
627,Water,Water,Water,NULL,Water,Grassland
628,Water,Water,Water,NULL,Water,Bareland
629,Water,Water,Water,NULL,Water,Water
630,Water,Water,Water,Water,Water,Bareland
631,Water,Water,Water,Water,Water,Water
632,Water,Water,Forest,NULL,Non_Wetland,NULL
633,Water,Water,Forest,NULL,Non_Wetland,Grassland
634,Water,Water,Forest,NULL,Non_Wetland,Forest
635,Water,Water,Forest,Water,Non_Wetland,Water
636,Water,Forest,NULL,NULL,Non_Wetland,NULL
637,Water,Forest,NULL,NULL,Non_Wetland,Grassland
638,Water,Forest,NULL,NULL,Non_Wetland,Cropland
639,Water,Forest,NULL,NULL,Non_Wetland,Forest
640,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
641,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
642,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
643,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
644,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
645,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
646,Water,Forest,Cropland,NULL,Non_Wetland,NULL
647,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
648,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
649,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
650,Water,Forest,Cropland,NULL,Non_Wetland,Forest
651,Water,Forest,Wetland,NULL,Wetland,Forest
652,Water,Forest,Bareland,NULL,Non_Wetland,Forest
653,Water,Forest,Water,NULL,Water,Grassland
654,Water,Forest,Forest,NULL,Non_Wetland,NULL
655,Water,Forest,Forest,NULL,Non_Wetland,Grassland
656,Water,Forest,Forest,NULL,Non_Wetland,Cropland
657,Water,Forest,Forest,NULL,Non_Wetland,Forest
658,Forest,NULL,NULL,NULL,Non_Wetland,NULL
659,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
660,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
661,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
662,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
663,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
664,Forest,NULL,NULL,NULL,Non_Wetland,Forest
665,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
666,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
667,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
668,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
669,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
670,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
671,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
672,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
673,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
674,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
675,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
676,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
677,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
678,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
679,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
680,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
681,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
682,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
683,Forest,NULL,Grassland,Water,Non_Wetland,Bareland
684,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
685,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
686,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
687,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
688,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
689,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
690,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
691,Forest,NULL,Wetland,NULL,Wetland,NULL
692,Forest,NULL,Wetland,NULL,Wetland,Grassland
693,Forest,NULL,Wetland,NULL,Wetland,Wetland
694,Forest,NULL,Wetland,NULL,Wetland,Bareland
695,Forest,NULL,Wetland,NULL,Wetland,Forest
696,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
697,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
698,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
699,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
700,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
701,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
702,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
703,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
704,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
705,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
706,Forest,NULL,Water,NULL,Water,Grassland
707,Forest,NULL,Forest,NULL,Non_Wetland,NULL
708,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
709,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
710,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
711,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
712,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
713,Forest,NULL,Forest,NULL,Non_Wetland,Forest
714,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
715,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
716,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
717,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
718,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
719,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
720,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
721,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
722,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
723,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
724,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
725,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
726,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
727,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
728,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
729,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
730,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
731,Forest,Cropland,Wetland,NULL,Wetland,Forest
732,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
733,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
734,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
735,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
736,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
737,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
738,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
739,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
740,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
741,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
742,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
743,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
744,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
745,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
746,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
747,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
748,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
749,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
750,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
751,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
752,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
753,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
754,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
755,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
756,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
757,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
758,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
759,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
760,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
761,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
762,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
763,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
764,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
765,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
766,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
767,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
768,Forest,Water,NULL,NULL,Non_Wetland,Forest
769,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
770,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
771,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
772,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
773,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
774,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
775,Forest,Water,Grassland,NULL,Non_Wetland,Forest
776,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
777,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
778,Forest,Water,Wetland,NULL,Wetland,Forest
779,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
780,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
781,Forest,Water,Forest,NULL,Non_Wetland,Grassland
782,Forest,Forest,NULL,NULL,Non_Wetland,NULL
783,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
784,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
785,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
786,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
787,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
788,Forest,Forest,NULL,NULL,Non_Wetland,Forest
789,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
790,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
791,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
792,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
793,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
794,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
795,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
796,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
797,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
798,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
799,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
800,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
801,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
802,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
803,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
804,Forest,Forest,Grassland,NULL,Non_Wetland,Water
805,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
806,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
807,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
808,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
809,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
810,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
811,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
812,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
813,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
814,Forest,Forest,Wetland,NULL,Wetland,NULL
815,Forest,Forest,Wetland,NULL,Wetland,Grassland
816,Forest,Forest,Wetland,NULL,Wetland,Wetland
817,Forest,Forest,Wetland,NULL,Wetland,Forest
818,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
819,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
820,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
821,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
822,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
823,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
824,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
825,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
826,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
827,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
828,Forest,Forest,Water,NULL,Water,Grassland
829,Forest,Forest,Water,NULL,Water,Forest
830,Forest,Forest,Forest,NULL,Non_Wetland,NULL
831,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
832,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
833,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
834,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
835,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
836,Forest,Forest,Forest,NULL,Non_Wetland,Forest
837,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
