Value,AFRICA_2024_DynamicWorld_2024_37PFQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PFQ_M_R,AFRICA_2024_GLC_FCS30D_2022_37PFQ_M_R,AFRICA_2024_GSW_Yearly_2021_37PFQ_M_R,AFRICA_2024_GWL_FCS30D_2022_37PFQ_M_R,AFRICA_2024_WorldCover_2021_37PFQ_M_R
417,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
418,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
419,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
420,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
421,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
422,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
423,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
424,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
425,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
426,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
427,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
428,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
429,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
430,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
431,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
432,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
433,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
434,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
435,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
436,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
437,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
438,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
439,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
440,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
441,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
442,Cropland,Forest,Wetland,NULL,Wetland,NULL
443,Cropland,Forest,Wetland,NULL,Wetland,Wetland
444,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
445,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
446,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
447,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
448,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
449,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
450,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
451,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
452,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
453,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
454,Cropland,Forest,Built-up,NULL,Non_Wetland,Wetland
455,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland
456,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
457,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
458,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
459,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
460,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
461,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
462,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
463,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
464,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
465,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
466,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
467,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
468,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
469,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
470,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
471,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
472,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
473,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
474,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
475,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
476,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
477,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
478,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
479,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
480,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
481,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
482,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
483,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
484,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
485,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
486,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
487,Wetland,Cropland,Grassland,NULL,Non_Wetland,Bareland
488,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL
489,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
490,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
491,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
492,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
493,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
494,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
495,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
496,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
497,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
498,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
499,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
500,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
501,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
502,Wetland,Wetland,Cropland,NULL,Non_Wetland,Bareland
503,Wetland,Wetland,Cropland,NULL,Non_Wetland,Water
504,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
505,Wetland,Wetland,Wetland,NULL,Wetland,NULL
506,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
507,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
508,Wetland,Wetland,Wetland,NULL,Wetland,Bareland
509,Wetland,Wetland,Wetland,NULL,Wetland,Water
510,Wetland,Wetland,Wetland,NULL,Wetland,Forest
511,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
512,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
513,Wetland,Wetland,Bareland,NULL,Non_Wetland,Cropland
514,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
515,Wetland,Wetland,Bareland,NULL,Non_Wetland,Bareland
516,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
517,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
518,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
519,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
520,Wetland,Bareland,Cropland,NULL,Non_Wetland,NULL
521,Wetland,Bareland,Bareland,NULL,Non_Wetland,NULL
522,Wetland,Bareland,Bareland,NULL,Non_Wetland,Bareland
523,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
524,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
525,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
526,Wetland,Forest,Wetland,NULL,Wetland,NULL
527,Wetland,Forest,Wetland,NULL,Wetland,Wetland
528,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
529,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
530,Wetland,Forest,Bareland,NULL,Non_Wetland,Bareland
531,Wetland,Forest,Built-up,NULL,Non_Wetland,NULL
532,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
533,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
534,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
535,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
536,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
537,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
538,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
539,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
540,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
541,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
542,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
543,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
544,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
545,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
546,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
547,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
548,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
549,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
550,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
551,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
552,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
553,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
554,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
555,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
556,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
557,Bareland,NULL,Wetland,NULL,Wetland,NULL
558,Bareland,NULL,Wetland,NULL,Wetland,Cropland
559,Bareland,NULL,Wetland,NULL,Wetland,Bareland
560,Bareland,NULL,Wetland,NULL,Wetland,Water
561,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
562,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
563,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
564,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
565,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
566,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
567,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
568,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
569,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
570,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
571,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
572,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
573,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
574,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
575,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
576,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
577,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
578,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
579,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
580,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
581,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
582,Bareland,NULL,Water,NULL,Water,Bareland
583,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
584,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
585,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
586,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
587,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
588,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
589,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
590,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
591,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
592,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
593,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
594,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
595,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
596,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
597,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
598,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
599,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
600,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
601,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
602,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
603,Bareland,Cropland,Wetland,NULL,Wetland,Bareland
604,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
605,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
606,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
607,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
608,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
609,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
610,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
611,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
612,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
613,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
614,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
615,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
616,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
617,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL
618,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
619,Bareland,Wetland,Grassland,NULL,Non_Wetland,Cropland
620,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
621,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL
622,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
623,Bareland,Wetland,Cropland,NULL,Non_Wetland,Cropland
624,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
625,Bareland,Wetland,Cropland,NULL,Non_Wetland,Water
626,Bareland,Wetland,Wetland,NULL,Wetland,NULL
627,Bareland,Wetland,Wetland,NULL,Wetland,Grassland
628,Bareland,Wetland,Wetland,NULL,Wetland,Cropland
629,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
630,Bareland,Wetland,Wetland,NULL,Wetland,Water
631,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL
632,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
633,Bareland,Wetland,Bareland,NULL,Non_Wetland,Cropland
634,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
635,Bareland,Wetland,Built-up,NULL,Non_Wetland,Grassland
636,Bareland,Wetland,Built-up,NULL,Non_Wetland,Bareland
637,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
638,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
639,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
640,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
641,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
642,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
643,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
644,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
645,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
646,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
647,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
648,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
649,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
650,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
651,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
652,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
653,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
654,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
655,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
656,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
657,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
658,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
659,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
660,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
661,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
662,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
663,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
664,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
665,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
666,Bareland,Bareland,Wetland,NULL,Wetland,Water
667,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
668,Bareland,Bareland,Wetland,Water,Wetland,Bareland
669,Bareland,Bareland,Wetland,Water,Wetland,Water
670,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
671,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
672,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
673,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
674,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
675,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
676,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
677,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
678,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
679,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Wetland
680,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
681,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL
682,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
683,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
684,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
685,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
686,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
687,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
688,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
689,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
690,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
691,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
692,Bareland,Bareland,Water,NULL,Water,Bareland
693,Bareland,Bareland,Water,NULL,Water,Water
694,Bareland,Bareland,Water,Non_Water,Water,Bareland
695,Bareland,Bareland,Water,Water,Water,Bareland
696,Bareland,Bareland,Water,Water,Water,Water
697,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
698,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
699,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
700,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
701,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
702,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
703,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
704,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
705,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
706,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
707,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
708,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
709,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
710,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
711,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
712,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
713,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
714,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
715,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
716,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
717,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
718,Bareland,Water,Wetland,Water,Wetland,Bareland
719,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
720,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
721,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
722,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
723,Bareland,Water,Bareland,NULL,Non_Wetland,Water
724,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
725,Bareland,Water,Bareland,Water,Non_Wetland,Water
726,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
727,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
728,Bareland,Water,Water,NULL,Water,Bareland
729,Bareland,Water,Water,Water,Water,Bareland
730,Bareland,Water,Water,Water,Water,Water
731,Bareland,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,Bareland
732,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
733,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
734,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
735,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
736,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
737,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
738,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
739,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
740,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland
741,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
742,Water,NULL,NULL,NULL,Non_Wetland,NULL
743,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
744,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
745,Water,NULL,Grassland,NULL,Non_Wetland,NULL
746,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
747,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
748,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
749,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
750,Water,NULL,Cropland,NULL,Non_Wetland,NULL
751,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
752,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
753,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
754,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
755,Water,NULL,Wetland,Water,Wetland,Bareland
756,Water,NULL,Bareland,NULL,Non_Wetland,NULL
757,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
758,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
759,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
760,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
761,Water,NULL,Bareland,NULL,Non_Wetland,Water
762,Water,NULL,Bareland,Water,Non_Wetland,Bareland
763,Water,NULL,Built-up,NULL,Non_Wetland,NULL
764,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
765,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
766,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
767,Water,NULL,Water,NULL,Water,Bareland
768,Water,NULL,Water,NULL,Water,Water
769,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
770,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
771,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
772,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
773,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
774,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
775,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
776,Water,Wetland,Shrubland,NULL,Non_Wetland,Bareland
777,Water,Wetland,Grassland,NULL,Non_Wetland,NULL
778,Water,Wetland,Grassland,NULL,Non_Wetland,Wetland
779,Water,Wetland,Grassland,NULL,Non_Wetland,Bareland
780,Water,Wetland,Grassland,NULL,Non_Wetland,Water
781,Water,Wetland,Cropland,NULL,Non_Wetland,NULL
782,Water,Wetland,Cropland,NULL,Non_Wetland,Wetland
783,Water,Wetland,Cropland,NULL,Non_Wetland,Bareland
784,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
785,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
786,Water,Wetland,Bareland,NULL,Non_Wetland,Bareland
787,Water,Wetland,Built-up,NULL,Non_Wetland,Bareland
788,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
789,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
790,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
791,Water,Bareland,Shrubland,Water,Non_Wetland,Water
792,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
793,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
794,Water,Bareland,Grassland,NULL,Non_Wetland,Wetland
795,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
796,Water,Bareland,Grassland,NULL,Non_Wetland,Water
797,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
798,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
799,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
800,Water,Bareland,Cropland,NULL,Non_Wetland,Wetland
801,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
802,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
803,Water,Bareland,Wetland,NULL,Wetland,Bareland
804,Water,Bareland,Wetland,NULL,Wetland,Water
805,Water,Bareland,Wetland,Water,Wetland,Bareland
806,Water,Bareland,Wetland,Water,Wetland,Water
807,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
808,Water,Bareland,Bareland,NULL,Non_Wetland,Wetland
809,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
810,Water,Bareland,Bareland,NULL,Non_Wetland,Water
811,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
812,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
813,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
814,Water,Bareland,Bareland,Water,Non_Wetland,Water
815,Water,Bareland,Built-up,NULL,Non_Wetland,Wetland
816,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
817,Water,Bareland,Built-up,Water,Non_Wetland,Wetland
818,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
819,Water,Bareland,Built-up,Water,Non_Wetland,Water
820,Water,Bareland,Water,NULL,Water,Bareland
821,Water,Bareland,Water,NULL,Water,Water
822,Water,Bareland,Water,Water,Water,NULL
823,Water,Bareland,Water,Water,Water,Bareland
824,Water,Bareland,Water,Water,Water,Water
825,Water,Water,NULL,NULL,Non_Wetland,Wetland
826,Water,Water,Shrubland,NULL,Non_Wetland,NULL
827,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
828,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
829,Water,Water,Shrubland,Water,Non_Wetland,Water
830,Water,Water,Grassland,NULL,Non_Wetland,NULL
831,Water,Water,Grassland,NULL,Non_Wetland,Cropland
832,Water,Water,Grassland,NULL,Non_Wetland,Wetland
833,Water,Water,Grassland,NULL,Non_Wetland,Bareland
834,Water,Water,Grassland,NULL,Non_Wetland,Water
835,Water,Water,Grassland,Water,Non_Wetland,NULL
836,Water,Water,Grassland,Water,Non_Wetland,Wetland
837,Water,Water,Grassland,Water,Non_Wetland,Bareland
838,Water,Water,Grassland,Water,Non_Wetland,Water
839,Water,Water,Cropland,NULL,Non_Wetland,Cropland
840,Water,Water,Cropland,NULL,Non_Wetland,Wetland
841,Water,Water,Cropland,NULL,Non_Wetland,Bareland
842,Water,Water,Cropland,Water,Non_Wetland,Wetland
843,Water,Water,Cropland,Water,Non_Wetland,Bareland
844,Water,Water,Cropland,Water,Non_Wetland,Water
845,Water,Water,Wetland,NULL,Wetland,NULL
