Value,AFRICA_2024_DynamicWorld_2024_36PUV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PUV_M_R,AFRICA_2024_GLC_FCS30D_2022_36PUV_M_R,AFRICA_2024_GSW_Yearly_2021_36PUV_M_R,AFRICA_2024_GWL_FCS30D_2022_36PUV_M_R,AFRICA_2024_WorldCover_2021_36PUV_M_R
416,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
417,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
418,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
419,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
420,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
421,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
422,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
423,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
424,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
425,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
426,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
427,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
428,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
429,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
430,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
431,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
432,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
433,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
434,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
435,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
436,Grassland,Forest,Wetland,NULL,Wetland,NULL
437,Grassland,Forest,Wetland,NULL,Wetland,Forest
438,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
439,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
440,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
441,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
442,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
443,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
444,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
445,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
446,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
447,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
448,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
449,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
450,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
451,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
452,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
453,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
454,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
455,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
456,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
457,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
458,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
459,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
460,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
461,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
462,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
463,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
464,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
465,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
466,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
467,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
468,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
469,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
470,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
471,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
472,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
473,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
474,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
475,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
476,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
477,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
478,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
479,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
480,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
481,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
482,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
483,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
484,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
485,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
486,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
487,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
488,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
489,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
490,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
491,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
492,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
493,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
494,Cropland,NULL,Grassland,Water,Non_Wetland,Water
495,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
496,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
497,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
498,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
499,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
500,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
501,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
502,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
503,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
504,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
505,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
506,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
507,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
508,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
509,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
510,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
511,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
512,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
513,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
514,Cropland,NULL,Cropland,Water,Non_Wetland,Water
515,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
516,Cropland,NULL,Wetland,NULL,Wetland,NULL
517,Cropland,NULL,Wetland,NULL,Wetland,Grassland
518,Cropland,NULL,Wetland,NULL,Wetland,Cropland
519,Cropland,NULL,Wetland,NULL,Wetland,Wetland
520,Cropland,NULL,Wetland,NULL,Wetland,Forest
521,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
522,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
523,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
524,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
525,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
526,Cropland,NULL,Wetland,Water,Wetland,Grassland
527,Cropland,NULL,Wetland,Water,Wetland,Water
528,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
529,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
530,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
531,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
532,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
533,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
534,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
535,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
536,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
537,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
538,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
539,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
540,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
541,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
542,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
543,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
544,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
545,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
546,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
547,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
548,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
549,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
550,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
551,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
552,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
553,Cropland,NULL,Water,Non_Water,Water,Grassland
554,Cropland,NULL,Water,Non_Water,Water,Cropland
555,Cropland,NULL,Water,Water,Water,Cropland
556,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
557,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
558,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
559,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
560,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
561,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
562,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
563,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
564,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
565,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
566,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
567,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
568,Cropland,NULL,Forest,Water,Non_Wetland,Bareland
569,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
570,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
571,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
572,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
573,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
574,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
575,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
576,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
577,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
578,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
579,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
580,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
581,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
582,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
583,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
584,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
585,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
586,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
587,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
588,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
589,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
590,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
591,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
592,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
593,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
594,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
595,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
596,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
597,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
598,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
599,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
600,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
601,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
602,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
603,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
604,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
605,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
606,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
607,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
608,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
609,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
610,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
611,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
612,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
613,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
614,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
615,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
616,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
617,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
618,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
619,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
620,Cropland,Cropland,Wetland,NULL,Wetland,NULL
621,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
622,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
623,Cropland,Cropland,Wetland,NULL,Wetland,Forest
624,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
625,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
626,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
627,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
628,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
629,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
630,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
631,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
632,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
633,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
634,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
635,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
636,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
637,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
638,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
639,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
640,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
641,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
642,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
643,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
644,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
645,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
646,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
647,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
648,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
649,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
650,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
651,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
652,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
653,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
654,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
655,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
656,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
657,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
658,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
659,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
660,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
661,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
662,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
663,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
664,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
665,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
666,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
667,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
668,Cropland,Wetland,Grassland,Water,Non_Wetland,Grassland
669,Cropland,Wetland,Grassland,Water,Non_Wetland,Cropland
670,Cropland,Wetland,Grassland,Water,Non_Wetland,Wetland
671,Cropland,Wetland,Grassland,Water,Non_Wetland,Bareland
672,Cropland,Wetland,Grassland,Water,Non_Wetland,Water
673,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
674,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
675,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
676,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
677,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
678,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
679,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
680,Cropland,Wetland,Cropland,Water,Non_Wetland,Grassland
681,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
682,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
683,Cropland,Wetland,Cropland,Water,Non_Wetland,Bareland
684,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
685,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
686,Cropland,Wetland,Wetland,Non_Water,Wetland,Cropland
687,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL
688,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
689,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland
690,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
691,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
692,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
693,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL
694,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
695,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
696,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
697,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
698,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
699,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
700,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
701,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
702,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
703,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
704,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
705,Cropland,Bareland,Grassland,Water,Non_Wetland,Grassland
706,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
707,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
708,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
709,Cropland,Bareland,Cropland,Water,Non_Wetland,Grassland
710,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
711,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
712,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
713,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
714,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
715,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
716,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
717,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
718,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
719,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
720,Cropland,Built-up,Grassland,Water,Non_Wetland,Grassland
721,Cropland,Built-up,Grassland,Water,Non_Wetland,Cropland
722,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
723,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
724,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
725,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
726,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
727,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
728,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
729,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
730,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
731,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
732,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
733,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
734,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
735,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
736,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
737,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
738,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
739,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
740,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
741,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
742,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
743,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
744,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
745,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
746,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
747,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
748,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
749,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
750,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
751,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
752,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
753,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL
754,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
755,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
756,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
757,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
758,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
759,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
760,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
761,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
762,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL
763,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
764,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
765,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
766,Cropland,Forest,Wetland,NULL,Wetland,NULL
767,Cropland,Forest,Wetland,NULL,Wetland,Grassland
768,Cropland,Forest,Wetland,NULL,Wetland,Forest
769,Cropland,Forest,Wetland,Non_Water,Wetland,NULL
770,Cropland,Forest,Wetland,Non_Water,Wetland,Forest
771,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
772,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
773,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
774,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
775,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
776,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
777,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
778,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL
779,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
780,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
781,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
782,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
783,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
784,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
785,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
786,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
787,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
788,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
789,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
790,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
791,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
792,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
793,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
794,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
795,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
796,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
797,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
798,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
799,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
800,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
801,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
802,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
803,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
804,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
805,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
806,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
807,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
808,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
809,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
810,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
811,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
812,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
813,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
814,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
815,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
816,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
817,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
818,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
819,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
820,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
821,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
822,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
823,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
824,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
825,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
826,Wetland,NULL,Grassland,Water,Non_Wetland,Water
827,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
828,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
829,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
