Value,AFRICA_2024_DynamicWorld_2024_37PCL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PCL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PCL_M_R,AFRICA_2024_GSW_Yearly_2021_37PCL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PCL_M_R,AFRICA_2024_WorldCover_2021_37PCL_M_R
424,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
425,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
426,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
427,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
428,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
429,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL
430,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
431,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
432,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
433,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
434,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
435,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
436,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
437,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL
438,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
439,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
440,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
441,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
442,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
443,Grassland,NULL,Wetland,NULL,Wetland,Grassland
444,Grassland,NULL,Wetland,NULL,Wetland,Wetland
445,Grassland,NULL,Wetland,NULL,Wetland,Forest
446,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
447,Grassland,NULL,Wetland,Water,Wetland,Cropland
448,Grassland,NULL,Wetland,Water,Wetland,Wetland
449,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
450,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
451,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
452,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
453,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
454,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
455,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest
456,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
457,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland
458,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
459,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
460,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
461,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland
462,Grassland,NULL,Built-up,NULL,Non_Wetland,Forest
463,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland
464,Grassland,NULL,Water,NULL,Water,Wetland
465,Grassland,NULL,Water,Non_Water,Water,Wetland
466,Grassland,NULL,Water,Water,Water,Wetland
467,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
468,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
469,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
470,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
471,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland
472,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
473,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
474,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
475,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
476,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
477,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
478,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
479,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
480,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
481,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
482,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
483,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
484,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
485,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland
486,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up
487,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
488,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
489,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
490,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland
491,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland
492,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
493,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
494,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
495,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
496,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
497,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
498,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
499,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
500,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
501,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
502,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
503,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
504,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
505,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
506,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
507,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
508,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
509,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
510,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
511,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
512,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
513,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
514,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
515,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
516,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
517,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
518,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
519,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
520,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
521,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
522,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
523,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
524,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
525,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
526,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
527,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
528,Grassland,Cropland,Wetland,Water,Wetland,Cropland
529,Grassland,Cropland,Wetland,Water,Wetland,Wetland
530,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
531,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
532,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
533,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
534,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
535,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
536,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
537,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up
538,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
539,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
540,Grassland,Cropland,Bareland,Water,Non_Wetland,Wetland
541,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL
542,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
543,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
544,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland
545,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland
546,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
547,Grassland,Cropland,Built-up,NULL,Non_Wetland,Forest
548,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
549,Grassland,Cropland,Built-up,Water,Non_Wetland,Wetland
550,Grassland,Cropland,Water,NULL,Water,Wetland
551,Grassland,Cropland,Water,Water,Water,Wetland
552,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
553,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
554,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
555,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
556,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
557,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
558,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
559,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
560,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
561,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
562,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
563,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
564,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
565,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
566,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
567,Grassland,Wetland,NULL,Water,Non_Wetland,Cropland
568,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
569,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
570,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
571,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
572,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
573,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
574,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
575,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
576,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
577,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
578,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
579,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
580,Grassland,Wetland,Wetland,Water,Wetland,Wetland
581,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
582,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
583,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland
584,Grassland,Wetland,Built-up,NULL,Non_Wetland,Wetland
585,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
586,Grassland,Wetland,Water,NULL,Water,Wetland
587,Grassland,Wetland,Water,Non_Water,Water,Wetland
588,Grassland,Wetland,Water,Water,Water,Wetland
589,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
590,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
591,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
592,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland
593,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
594,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
595,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL
596,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
597,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
598,Grassland,Built-up,NULL,NULL,Non_Wetland,Forest
599,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
600,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
601,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
602,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
603,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
604,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
605,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
606,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland
607,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
608,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
609,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
610,Grassland,Built-up,Cropland,NULL,Non_Wetland,Wetland
611,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
612,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
613,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
614,Grassland,Built-up,Built-up,NULL,Non_Wetland,Cropland
615,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
616,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
617,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
618,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland
619,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
620,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
621,Grassland,Water,NULL,Water,Non_Wetland,Wetland
622,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
623,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
624,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
625,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
626,Grassland,Water,Shrubland,Water,Non_Wetland,Cropland
627,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
628,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland
629,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
630,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland
631,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
632,Grassland,Water,Cropland,Water,Non_Wetland,Cropland
633,Grassland,Water,Cropland,Water,Non_Wetland,Wetland
634,Grassland,Water,Wetland,NULL,Wetland,Wetland
635,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
636,Grassland,Water,Wetland,Water,Wetland,Wetland
637,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
638,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
639,Grassland,Water,Bareland,NULL,Non_Wetland,Bareland
640,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
641,Grassland,Water,Bareland,Water,Non_Wetland,Wetland
642,Grassland,Water,Built-up,Non_Water,Non_Wetland,Wetland
643,Grassland,Water,Water,NULL,Water,Wetland
644,Grassland,Water,Water,Water,Water,Wetland
645,Grassland,Water,Forest,NULL,Non_Wetland,NULL
646,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
647,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
648,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
649,Grassland,Water,Forest,Water,Non_Wetland,Cropland
650,Grassland,Water,Forest,Water,Non_Wetland,Wetland
651,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
652,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
653,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
654,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
655,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
656,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL
657,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland
658,Grassland,Forest,NULL,Water,Non_Wetland,Wetland
659,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
660,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
661,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
662,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
663,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
664,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
665,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
666,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
667,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
668,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
669,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
670,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
671,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
672,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
673,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
674,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
675,Grassland,Forest,Wetland,NULL,Wetland,Wetland
676,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
677,Grassland,Forest,Wetland,Water,Wetland,Wetland
678,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
679,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
680,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland
681,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland
682,Grassland,Forest,Built-up,NULL,Non_Wetland,Cropland
683,Grassland,Forest,Built-up,NULL,Non_Wetland,Wetland
684,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Wetland
685,Grassland,Forest,Water,Water,Water,Wetland
686,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
687,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
688,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
689,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
690,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
691,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
692,Grassland,Forest,Forest,Non_Water,Non_Wetland,Cropland
693,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
694,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
695,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
696,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
697,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
698,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
699,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
700,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
701,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
702,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
703,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
704,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
705,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
706,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
707,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
708,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
709,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
710,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
711,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
712,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
713,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
714,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
715,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
716,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
717,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
718,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
719,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
720,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
721,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
722,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
723,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
724,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
725,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
726,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
727,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
728,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
729,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
730,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
731,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
732,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
733,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
734,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
735,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
736,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
737,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
738,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
739,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
740,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
741,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
742,Cropland,NULL,Wetland,NULL,Wetland,Cropland
743,Cropland,NULL,Wetland,NULL,Wetland,Wetland
744,Cropland,NULL,Wetland,NULL,Wetland,Forest
745,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
746,Cropland,NULL,Wetland,Non_Water,Wetland,Bareland
747,Cropland,NULL,Wetland,Water,Wetland,Cropland
748,Cropland,NULL,Wetland,Water,Wetland,Bareland
749,Cropland,NULL,Wetland,Water,Wetland,Water
750,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
751,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
752,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
753,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
754,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
755,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
756,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
757,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
758,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
759,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
760,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
761,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
762,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
763,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
764,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
765,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
766,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
767,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
768,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
769,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
770,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
771,Cropland,NULL,Bareland,Water,Non_Wetland,Water
772,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
773,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
774,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
775,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
776,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
777,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
778,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
779,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
780,Cropland,NULL,Built-up,Water,Non_Wetland,Wetland
781,Cropland,NULL,Water,Water,Water,Bareland
782,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
783,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
784,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
785,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
786,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
787,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
788,Cropland,NULL,Forest,NULL,Non_Wetland,Water
789,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
790,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
791,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
792,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
793,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
794,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
795,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
796,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
797,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
798,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
799,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
800,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
801,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
802,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
803,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
804,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
805,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
806,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
807,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
808,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
809,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
810,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
811,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
812,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
813,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
814,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
815,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
816,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
817,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
818,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
819,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
820,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
821,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
822,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
823,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
824,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
825,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
826,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
827,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
828,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
829,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
830,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
831,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
832,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
833,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
834,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
835,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
836,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
837,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
838,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
839,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
840,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
841,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
842,Cropland,Cropland,Wetland,NULL,Wetland,Forest
