Value,AFRICA_2024_DynamicWorld_2024_36NYJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NYJ_M_R,AFRICA_2024_GLC_FCS30D_2022_36NYJ_M_R,AFRICA_2024_GSW_Yearly_2021_36NYJ_M_R,AFRICA_2024_GWL_FCS30D_2022_36NYJ_M_R,AFRICA_2024_WorldCover_2021_36NYJ_M_R
426,NULL,Water,Shrubland,Water,Non_Wetland,NULL
427,NULL,Water,Shrubland,Water,Non_Wetland,Grassland
428,NULL,Water,Shrubland,Water,Non_Wetland,Bareland
429,NULL,Water,Shrubland,Water,Non_Wetland,Water
430,NULL,Water,Grassland,NULL,Non_Wetland,NULL
431,NULL,Water,Grassland,NULL,Non_Wetland,Grassland
432,NULL,Water,Grassland,NULL,Non_Wetland,Cropland
433,NULL,Water,Grassland,NULL,Non_Wetland,Wetland
434,NULL,Water,Grassland,NULL,Non_Wetland,Bareland
435,NULL,Water,Grassland,NULL,Non_Wetland,Built-up
436,NULL,Water,Grassland,NULL,Non_Wetland,Water
437,NULL,Water,Grassland,NULL,Non_Wetland,Forest
438,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL
439,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland
440,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland
441,NULL,Water,Grassland,Non_Water,Non_Wetland,Water
442,NULL,Water,Grassland,Non_Water,Non_Wetland,Forest
443,NULL,Water,Grassland,Water,Non_Wetland,NULL
444,NULL,Water,Grassland,Water,Non_Wetland,Grassland
445,NULL,Water,Grassland,Water,Non_Wetland,Bareland
446,NULL,Water,Grassland,Water,Non_Wetland,Water
447,NULL,Water,Grassland,Water,Non_Wetland,Forest
448,NULL,Water,Cropland,NULL,Non_Wetland,NULL
449,NULL,Water,Cropland,NULL,Non_Wetland,Grassland
450,NULL,Water,Cropland,NULL,Non_Wetland,Bareland
451,NULL,Water,Cropland,NULL,Non_Wetland,Water
452,NULL,Water,Cropland,NULL,Non_Wetland,Forest
453,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL
454,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland
455,NULL,Water,Cropland,Water,Non_Wetland,NULL
456,NULL,Water,Cropland,Water,Non_Wetland,Bareland
457,NULL,Water,Cropland,Water,Non_Wetland,Water
458,NULL,Water,Wetland,NULL,Wetland,NULL
459,NULL,Water,Wetland,NULL,Wetland,Grassland
460,NULL,Water,Wetland,NULL,Wetland,Cropland
461,NULL,Water,Wetland,NULL,Wetland,Wetland
462,NULL,Water,Wetland,NULL,Wetland,Bareland
463,NULL,Water,Wetland,NULL,Wetland,Water
464,NULL,Water,Wetland,NULL,Wetland,Forest
465,NULL,Water,Wetland,Non_Water,Wetland,NULL
466,NULL,Water,Wetland,Non_Water,Wetland,Grassland
467,NULL,Water,Wetland,Non_Water,Wetland,Wetland
468,NULL,Water,Wetland,Non_Water,Wetland,Bareland
469,NULL,Water,Wetland,Non_Water,Wetland,Water
470,NULL,Water,Wetland,Non_Water,Wetland,Forest
471,NULL,Water,Wetland,Water,Wetland,NULL
472,NULL,Water,Wetland,Water,Wetland,Grassland
473,NULL,Water,Wetland,Water,Wetland,Wetland
474,NULL,Water,Wetland,Water,Wetland,Bareland
475,NULL,Water,Wetland,Water,Wetland,Water
476,NULL,Water,Wetland,Water,Wetland,Forest
477,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
478,NULL,Water,Bareland,NULL,Non_Wetland,NULL
479,NULL,Water,Bareland,NULL,Non_Wetland,Grassland
480,NULL,Water,Bareland,NULL,Non_Wetland,Wetland
481,NULL,Water,Bareland,NULL,Non_Wetland,Bareland
482,NULL,Water,Bareland,NULL,Non_Wetland,Water
483,NULL,Water,Bareland,NULL,Non_Wetland,Forest
484,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL
485,NULL,Water,Bareland,Non_Water,Non_Wetland,Grassland
486,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland
487,NULL,Water,Bareland,Non_Water,Non_Wetland,Water
488,NULL,Water,Bareland,Non_Water,Non_Wetland,Forest
489,NULL,Water,Bareland,Water,Non_Wetland,NULL
490,NULL,Water,Bareland,Water,Non_Wetland,Grassland
491,NULL,Water,Bareland,Water,Non_Wetland,Wetland
492,NULL,Water,Bareland,Water,Non_Wetland,Bareland
493,NULL,Water,Bareland,Water,Non_Wetland,Water
494,NULL,Water,Bareland,Water,Non_Wetland,Forest
495,NULL,Water,Built-up,NULL,Non_Wetland,NULL
496,NULL,Water,Built-up,NULL,Non_Wetland,Grassland
497,NULL,Water,Built-up,NULL,Non_Wetland,Wetland
498,NULL,Water,Built-up,NULL,Non_Wetland,Bareland
499,NULL,Water,Built-up,NULL,Non_Wetland,Water
500,NULL,Water,Built-up,NULL,Non_Wetland,Forest
501,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL
502,NULL,Water,Built-up,Non_Water,Non_Wetland,Grassland
503,NULL,Water,Built-up,Non_Water,Non_Wetland,Bareland
504,NULL,Water,Built-up,Non_Water,Non_Wetland,Water
505,NULL,Water,Built-up,Non_Water,Non_Wetland,Forest
506,NULL,Water,Built-up,Water,Non_Wetland,NULL
507,NULL,Water,Built-up,Water,Non_Wetland,Grassland
508,NULL,Water,Built-up,Water,Non_Wetland,Bareland
509,NULL,Water,Built-up,Water,Non_Wetland,Water
510,NULL,Water,Water,NULL,Water,NULL
511,NULL,Water,Water,NULL,Water,Bareland
512,NULL,Water,Water,NULL,Water,Water
513,NULL,Water,Water,Water,Water,NULL
514,NULL,Water,Water,Water,Water,Bareland
515,NULL,Water,Water,Water,Water,Water
516,NULL,Water,Water,Water,Water,Forest
517,NULL,Water,Forest,NULL,Non_Wetland,NULL
518,NULL,Water,Forest,NULL,Non_Wetland,Grassland
519,NULL,Water,Forest,NULL,Non_Wetland,Wetland
520,NULL,Water,Forest,NULL,Non_Wetland,Bareland
521,NULL,Water,Forest,NULL,Non_Wetland,Water
522,NULL,Water,Forest,NULL,Non_Wetland,Forest
523,NULL,Water,Forest,Non_Water,Non_Wetland,NULL
524,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland
525,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland
526,NULL,Water,Forest,Non_Water,Non_Wetland,Water
527,NULL,Water,Forest,Water,Non_Wetland,NULL
528,NULL,Water,Forest,Water,Non_Wetland,Bareland
529,NULL,Water,Forest,Water,Non_Wetland,Water
530,NULL,Water,Forest,Water,Non_Wetland,Forest
531,NULL,Forest,NULL,NULL,Non_Wetland,NULL
532,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
533,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
534,NULL,Forest,NULL,NULL,Non_Wetland,Wetland
535,NULL,Forest,NULL,NULL,Non_Wetland,Bareland
536,NULL,Forest,NULL,NULL,Non_Wetland,Forest
537,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL
538,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland
539,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland
540,NULL,Forest,NULL,Non_Water,Non_Wetland,Forest
541,NULL,Forest,NULL,Water,Non_Wetland,NULL
542,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
543,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
544,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
545,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
546,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
547,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
548,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL
549,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
550,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
551,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
552,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Forest
553,NULL,Forest,Shrubland,Water,Non_Wetland,NULL
554,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland
555,NULL,Forest,Shrubland,Water,Non_Wetland,Water
556,NULL,Forest,Shrubland,Water,Non_Wetland,Forest
557,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
558,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
559,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
560,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
561,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
562,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
563,NULL,Forest,Grassland,NULL,Non_Wetland,Water
564,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
565,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL
566,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland
567,NULL,Forest,Grassland,Non_Water,Non_Wetland,Cropland
568,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland
569,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland
570,NULL,Forest,Grassland,Non_Water,Non_Wetland,Forest
571,NULL,Forest,Grassland,Water,Non_Wetland,NULL
572,NULL,Forest,Grassland,Water,Non_Wetland,Grassland
573,NULL,Forest,Grassland,Water,Non_Wetland,Wetland
574,NULL,Forest,Grassland,Water,Non_Wetland,Bareland
575,NULL,Forest,Grassland,Water,Non_Wetland,Water
576,NULL,Forest,Grassland,Water,Non_Wetland,Forest
577,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
578,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
579,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
580,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
581,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
582,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL
583,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland
584,NULL,Forest,Cropland,Non_Water,Non_Wetland,Cropland
585,NULL,Forest,Cropland,Non_Water,Non_Wetland,Bareland
586,NULL,Forest,Cropland,Non_Water,Non_Wetland,Forest
587,NULL,Forest,Cropland,Water,Non_Wetland,NULL
588,NULL,Forest,Cropland,Water,Non_Wetland,Grassland
589,NULL,Forest,Cropland,Water,Non_Wetland,Bareland
590,NULL,Forest,Cropland,Water,Non_Wetland,Forest
591,NULL,Forest,Wetland,NULL,Wetland,NULL
592,NULL,Forest,Wetland,NULL,Wetland,Grassland
593,NULL,Forest,Wetland,NULL,Wetland,Wetland
594,NULL,Forest,Wetland,NULL,Wetland,Forest
595,NULL,Forest,Wetland,Non_Water,Wetland,NULL
596,NULL,Forest,Wetland,Non_Water,Wetland,Grassland
597,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
598,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
599,NULL,Forest,Wetland,Non_Water,Wetland,Forest
600,NULL,Forest,Wetland,Water,Wetland,NULL
601,NULL,Forest,Wetland,Water,Wetland,Grassland
602,NULL,Forest,Wetland,Water,Wetland,Water
603,NULL,Forest,Wetland,Water,Wetland,Forest
604,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
605,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
606,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
607,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
608,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
609,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
610,NULL,Forest,Bareland,NULL,Non_Wetland,Water
611,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
612,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL
613,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland
614,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland
615,NULL,Forest,Bareland,Non_Water,Non_Wetland,Forest
616,NULL,Forest,Bareland,Water,Non_Wetland,NULL
617,NULL,Forest,Bareland,Water,Non_Wetland,Grassland
618,NULL,Forest,Bareland,Water,Non_Wetland,Wetland
619,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
620,NULL,Forest,Bareland,Water,Non_Wetland,Water
621,NULL,Forest,Bareland,Water,Non_Wetland,Forest
622,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
623,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland
624,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland
625,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
626,NULL,Forest,Built-up,Non_Water,Non_Wetland,NULL
627,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland
628,NULL,Forest,Built-up,Water,Non_Wetland,NULL
629,NULL,Forest,Water,NULL,Water,NULL
630,NULL,Forest,Water,NULL,Water,Grassland
631,NULL,Forest,Water,NULL,Water,Forest
632,NULL,Forest,Forest,NULL,Non_Wetland,NULL
633,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
634,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
635,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
636,NULL,Forest,Forest,NULL,Non_Wetland,Forest
637,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
638,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
639,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
640,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
641,NULL,Forest,Forest,Water,Non_Wetland,NULL
642,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
643,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
644,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
645,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
646,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
647,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
648,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
649,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
650,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
651,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
652,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
653,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
654,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
655,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
656,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
657,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
658,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
659,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
660,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
661,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
662,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
663,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
664,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
665,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
666,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
667,Cropland,NULL,Wetland,NULL,Wetland,Forest
668,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
669,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
670,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
671,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
672,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
673,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
674,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
675,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
676,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
677,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
678,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
679,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
680,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
681,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
682,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
683,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
684,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
685,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
686,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
687,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
688,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
689,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
690,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
691,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
692,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
693,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
694,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
695,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
696,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
697,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
698,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
699,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
700,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
701,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
702,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
703,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
704,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
705,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
706,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
707,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
708,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
709,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
710,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
711,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
712,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
713,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
714,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
715,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
716,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
717,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
718,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
719,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
720,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
721,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
722,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
723,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
724,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
725,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
726,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
727,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
728,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
729,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
730,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
731,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
732,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
733,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
734,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
735,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
736,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
737,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
738,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
739,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
740,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
741,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
742,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
743,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
744,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
745,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
746,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
747,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
748,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
749,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
750,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
751,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
752,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
753,Cropland,Forest,Wetland,NULL,Wetland,Forest
754,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
755,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
756,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
757,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
758,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
759,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
760,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
761,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
762,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
763,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
764,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
765,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
766,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
767,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
768,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
769,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
770,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
771,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
772,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
773,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
774,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
775,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
776,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
777,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
778,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
779,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
780,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
781,Bareland,NULL,Wetland,NULL,Wetland,Bareland
782,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
783,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
784,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
785,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
786,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
787,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
788,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
789,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
790,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
791,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
792,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
793,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
794,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
795,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
796,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
797,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
798,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
799,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
800,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
801,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
802,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
803,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
804,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
805,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
806,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
807,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
808,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
809,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
810,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
811,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
812,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
813,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
814,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
815,Bareland,Cropland,Built-up,NULL,Non_Wetland,Forest
816,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
817,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
818,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
819,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
820,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
821,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
822,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
823,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
824,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
825,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
826,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
827,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
828,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
829,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
830,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
831,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
832,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
833,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
834,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
835,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
836,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
837,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
838,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
839,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
840,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
841,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
842,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
843,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
844,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
845,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
846,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
847,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
848,Water,NULL,NULL,NULL,Non_Wetland,NULL
849,Water,NULL,NULL,NULL,Non_Wetland,Grassland
850,Water,NULL,NULL,NULL,Non_Wetland,Forest
851,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
852,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
853,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
854,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
855,Water,NULL,Shrubland,Water,Non_Wetland,Forest
856,Water,NULL,Grassland,NULL,Non_Wetland,NULL
857,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
858,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
859,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
860,Water,NULL,Grassland,NULL,Non_Wetland,Water
