Value,AFRICA_2024_DynamicWorld_2024_37QDU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37QDU_M_R,AFRICA_2024_GLC_FCS30D_2022_37QDU_M_R,AFRICA_2024_GSW_Yearly_2021_37QDU_M_R,AFRICA_2024_GWL_FCS30D_2022_37QDU_M_R,AFRICA_2024_WorldCover_2021_37QDU_M_R
427,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
428,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
429,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
430,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
431,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
432,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
433,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
434,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
435,Wetland,Forest,Grassland,NULL,Non_Wetland,Cropland
436,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
437,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
438,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
439,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
440,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
441,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
442,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
443,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
444,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
445,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
446,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
447,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
448,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
449,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
450,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
451,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
452,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
453,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
454,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
455,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
456,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
457,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
458,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
459,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
460,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
461,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
462,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
463,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
464,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
465,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
466,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
467,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
468,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
469,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
470,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
471,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
472,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
473,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
474,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
475,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
476,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
477,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
478,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
479,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
480,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
481,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
482,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
483,Bareland,NULL,Water,NULL,Water,Bareland
484,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
485,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
486,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
487,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
488,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
489,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
490,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
491,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
492,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
493,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
494,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
495,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
496,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
497,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
498,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
499,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
500,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
501,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
502,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
503,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
504,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
505,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
506,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
507,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
508,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
509,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
510,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
511,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
512,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
513,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
514,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
515,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
516,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
517,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
518,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
519,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
520,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
521,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
522,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
523,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
524,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
525,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
526,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
527,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
528,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
529,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
530,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
531,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
532,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
533,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
534,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
535,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
536,Bareland,Bareland,Bareland,NULL,Non_Wetland,Forest
537,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
538,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
539,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
540,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
541,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
542,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
543,Bareland,Bareland,Forest,NULL,Non_Wetland,Cropland
544,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
545,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
546,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
547,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
548,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
549,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
550,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
551,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
552,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
553,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
554,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
555,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
556,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
557,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
558,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
559,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
560,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
561,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
562,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
563,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
564,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
565,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
566,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
567,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
568,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
569,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
570,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
571,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
572,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
573,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
574,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
575,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
576,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
577,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
578,Bareland,Forest,NULL,NULL,Non_Wetland,Cropland
579,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
580,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
581,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
582,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
583,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
584,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
585,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
586,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
587,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
588,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
589,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
590,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
591,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
592,Bareland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
593,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
594,Bareland,Forest,Bareland,NULL,Non_Wetland,Cropland
595,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
596,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
597,Bareland,Forest,Built-up,NULL,Non_Wetland,NULL
598,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
599,Water,NULL,NULL,NULL,Non_Wetland,NULL
600,Water,NULL,NULL,NULL,Non_Wetland,Grassland
601,Water,NULL,NULL,NULL,Non_Wetland,Cropland
602,Water,NULL,NULL,NULL,Non_Wetland,Bareland
603,Water,NULL,NULL,NULL,Non_Wetland,Forest
604,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
605,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
606,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
607,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
608,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
609,Water,NULL,Grassland,NULL,Non_Wetland,NULL
610,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
611,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
612,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
613,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
614,Water,NULL,Grassland,NULL,Non_Wetland,Forest
615,Water,NULL,Cropland,NULL,Non_Wetland,NULL
616,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
617,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
618,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
619,Water,NULL,Cropland,NULL,Non_Wetland,Forest
620,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
621,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
622,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
623,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
624,Water,NULL,Bareland,NULL,Non_Wetland,NULL
625,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
626,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
627,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
628,Water,NULL,Bareland,NULL,Non_Wetland,Built-up
629,Water,NULL,Bareland,NULL,Non_Wetland,Forest
630,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
631,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
632,Water,NULL,Bareland,Water,Non_Wetland,Grassland
633,Water,NULL,Bareland,Water,Non_Wetland,Bareland
634,Water,NULL,Built-up,NULL,Non_Wetland,NULL
635,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
636,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
637,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
638,Water,NULL,Water,NULL,Water,Grassland
639,Water,NULL,Forest,NULL,Non_Wetland,NULL
640,Water,NULL,Forest,NULL,Non_Wetland,Grassland
641,Water,NULL,Forest,NULL,Non_Wetland,Cropland
642,Water,NULL,Forest,NULL,Non_Wetland,Bareland
643,Water,NULL,Forest,NULL,Non_Wetland,Forest
644,Water,Cropland,NULL,NULL,Non_Wetland,NULL
645,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
646,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
647,Water,Cropland,NULL,NULL,Non_Wetland,Forest
648,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
649,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
650,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
651,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
652,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
653,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
654,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
655,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
656,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
657,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
658,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
659,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
660,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
661,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
662,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
663,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
664,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
665,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
666,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
667,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
668,Water,Cropland,Built-up,NULL,Non_Wetland,Cropland
669,Water,Cropland,Forest,NULL,Non_Wetland,NULL
670,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
671,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
672,Water,Cropland,Forest,NULL,Non_Wetland,Forest
673,Water,Bareland,NULL,NULL,Non_Wetland,Bareland
674,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
675,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
676,Water,Bareland,Grassland,NULL,Non_Wetland,NULL
677,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
678,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
679,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
680,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
681,Water,Bareland,Cropland,NULL,Non_Wetland,NULL
682,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
683,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
684,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
685,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
686,Water,Bareland,Bareland,NULL,Non_Wetland,NULL
687,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
688,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
689,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
690,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
691,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
692,Water,Bareland,Forest,NULL,Non_Wetland,Cropland
693,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
694,Water,Built-up,Grassland,NULL,Non_Wetland,NULL
695,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
696,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
697,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
698,Water,Built-up,Bareland,NULL,Non_Wetland,NULL
699,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
700,Water,Water,NULL,NULL,Non_Wetland,Cropland
701,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
702,Water,Water,Grassland,NULL,Non_Wetland,NULL
703,Water,Water,Grassland,NULL,Non_Wetland,Grassland
704,Water,Water,Grassland,NULL,Non_Wetland,Cropland
705,Water,Water,Grassland,NULL,Non_Wetland,Bareland
706,Water,Water,Cropland,NULL,Non_Wetland,Cropland
707,Water,Water,Bareland,NULL,Non_Wetland,Grassland
708,Water,Water,Bareland,NULL,Non_Wetland,Cropland
709,Water,Water,Bareland,NULL,Non_Wetland,Bareland
710,Water,Forest,NULL,NULL,Non_Wetland,NULL
711,Water,Forest,NULL,NULL,Non_Wetland,Cropland
712,Water,Forest,NULL,NULL,Non_Wetland,Bareland
713,Water,Forest,NULL,NULL,Non_Wetland,Forest
714,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
715,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
716,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
717,Water,Forest,Grassland,NULL,Non_Wetland,NULL
718,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
719,Water,Forest,Grassland,NULL,Non_Wetland,Cropland
720,Water,Forest,Grassland,NULL,Non_Wetland,Bareland
721,Water,Forest,Grassland,NULL,Non_Wetland,Built-up
722,Water,Forest,Grassland,NULL,Non_Wetland,Forest
723,Water,Forest,Cropland,NULL,Non_Wetland,NULL
724,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
725,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
726,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
727,Water,Forest,Cropland,NULL,Non_Wetland,Built-up
728,Water,Forest,Cropland,NULL,Non_Wetland,Forest
729,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
730,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
731,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
732,Water,Forest,Bareland,NULL,Non_Wetland,NULL
733,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
734,Water,Forest,Bareland,NULL,Non_Wetland,Cropland
735,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
736,Water,Forest,Bareland,NULL,Non_Wetland,Forest
737,Water,Forest,Built-up,NULL,Non_Wetland,NULL
738,Water,Forest,Built-up,NULL,Non_Wetland,Built-up
739,Water,Forest,Forest,NULL,Non_Wetland,NULL
740,Water,Forest,Forest,NULL,Non_Wetland,Cropland
741,Water,Forest,Forest,NULL,Non_Wetland,Bareland
742,Water,Forest,Forest,NULL,Non_Wetland,Forest
743,Forest,NULL,NULL,NULL,Non_Wetland,NULL
744,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
745,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
746,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
747,Forest,NULL,NULL,NULL,Non_Wetland,Forest
748,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
749,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
750,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
751,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
752,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
753,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
754,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
755,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
756,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
757,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
758,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
759,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
760,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
761,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
762,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
763,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
764,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
765,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
766,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
767,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
768,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
769,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
770,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
771,Forest,NULL,Water,NULL,Water,NULL
772,Forest,NULL,Water,NULL,Water,Grassland
773,Forest,NULL,Water,NULL,Water,Bareland
774,Forest,NULL,Forest,NULL,Non_Wetland,NULL
775,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
776,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
777,Forest,NULL,Forest,NULL,Non_Wetland,Forest
778,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
779,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
780,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
781,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
782,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
783,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
784,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
785,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
786,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
787,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
788,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
789,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
790,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
791,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
792,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
793,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
794,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
795,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
796,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
797,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
798,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
799,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
800,Forest,Forest,NULL,NULL,Non_Wetland,NULL
801,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
802,Forest,Forest,NULL,NULL,Non_Wetland,Forest
803,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
804,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
805,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
806,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
807,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
808,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
809,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
810,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
811,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
812,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
813,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
814,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
815,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
816,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
817,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
818,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
819,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
820,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
821,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
822,Forest,Forest,Forest,NULL,Non_Wetland,NULL
823,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
824,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
825,Forest,Forest,Forest,NULL,Non_Wetland,Forest
