Value,AFRICA_2024_DynamicWorld_2024_35PPP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PPP_M_R,AFRICA_2024_GLC_FCS30D_2022_35PPP_M_R,AFRICA_2024_GSW_Yearly_2021_35PPP_M_R,AFRICA_2024_GWL_FCS30D_2022_35PPP_M_R,AFRICA_2024_WorldCover_2021_35PPP_M_R
422,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
423,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
424,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
425,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
426,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
427,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
428,Bareland,NULL,Forest,Water,Non_Wetland,Water
429,Bareland,NULL,Forest,Water,Non_Wetland,Forest
430,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
431,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
432,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
433,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
434,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
435,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
436,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
437,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
438,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
439,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
440,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
441,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
442,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
443,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
444,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
445,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
446,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
447,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
448,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
449,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
450,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
451,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
452,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
453,Bareland,Bareland,Wetland,Water,Wetland,Bareland
454,Bareland,Bareland,Wetland,Water,Wetland,Water
455,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
456,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
457,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
458,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
459,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
460,Bareland,Bareland,Water,Water,Water,Bareland
461,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
462,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
463,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
464,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
465,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
466,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
467,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
468,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
469,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
470,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
471,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
472,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
473,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
474,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
475,Bareland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
476,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
477,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
478,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
479,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
480,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
481,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
482,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
483,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
484,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
485,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
486,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
487,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
488,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
489,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
490,Bareland,Built-up,Forest,NULL,Non_Wetland,Bareland
491,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
492,Bareland,Water,NULL,Water,Non_Wetland,Bareland
493,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
494,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
495,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
496,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
497,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
498,Bareland,Water,Forest,Water,Non_Wetland,Grassland
499,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
500,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
501,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
502,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
503,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
504,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
505,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
506,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
507,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
508,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
509,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
510,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
511,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
512,Water,NULL,NULL,NULL,Non_Wetland,NULL
513,Water,NULL,NULL,NULL,Non_Wetland,Grassland
514,Water,NULL,NULL,NULL,Non_Wetland,Cropland
515,Water,NULL,NULL,NULL,Non_Wetland,Bareland
516,Water,NULL,NULL,NULL,Non_Wetland,Forest
517,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
518,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
519,Water,NULL,NULL,Water,Non_Wetland,Grassland
520,Water,NULL,NULL,Water,Non_Wetland,Cropland
521,Water,NULL,NULL,Water,Non_Wetland,Bareland
522,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
523,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
524,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
525,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
526,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
527,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
528,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
529,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
530,Water,NULL,Grassland,NULL,Non_Wetland,NULL
531,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
532,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
533,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
534,Water,NULL,Grassland,NULL,Non_Wetland,Water
535,Water,NULL,Grassland,NULL,Non_Wetland,Forest
536,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL
537,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
538,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
539,Water,NULL,Grassland,Non_Water,Non_Wetland,Bareland
540,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
541,Water,NULL,Grassland,Water,Non_Wetland,Grassland
542,Water,NULL,Grassland,Water,Non_Wetland,Cropland
543,Water,NULL,Grassland,Water,Non_Wetland,Bareland
544,Water,NULL,Grassland,Water,Non_Wetland,Water
545,Water,NULL,Grassland,Water,Non_Wetland,Forest
546,Water,NULL,Cropland,NULL,Non_Wetland,NULL
547,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
548,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
549,Water,NULL,Cropland,Water,Non_Wetland,Grassland
550,Water,NULL,Wetland,NULL,Wetland,Grassland
551,Water,NULL,Wetland,NULL,Wetland,Bareland
552,Water,NULL,Wetland,Non_Water,Wetland,Grassland
553,Water,NULL,Wetland,Non_Water,Wetland,Bareland
554,Water,NULL,Wetland,Non_Water,Wetland,Water
555,Water,NULL,Wetland,Water,Wetland,Grassland
556,Water,NULL,Wetland,Water,Wetland,Cropland
557,Water,NULL,Wetland,Water,Wetland,Wetland
558,Water,NULL,Wetland,Water,Wetland,Bareland
559,Water,NULL,Wetland,Water,Wetland,Water
560,Water,NULL,Wetland,Water,Wetland,Forest
561,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
562,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
563,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
564,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
565,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
566,Water,NULL,Bareland,Water,Non_Wetland,Grassland
567,Water,NULL,Bareland,Water,Non_Wetland,Cropland
568,Water,NULL,Bareland,Water,Non_Wetland,Bareland
569,Water,NULL,Bareland,Water,Non_Wetland,Water
570,Water,NULL,Built-up,NULL,Non_Wetland,NULL
571,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
572,Water,NULL,Built-up,NULL,Non_Wetland,Forest
573,Water,NULL,Built-up,Water,Non_Wetland,Forest
574,Water,NULL,Water,NULL,Water,Bareland
575,Water,NULL,Water,Water,Water,Bareland
576,Water,NULL,Water,Water,Water,Water
577,Water,NULL,Forest,NULL,Non_Wetland,NULL
578,Water,NULL,Forest,NULL,Non_Wetland,Grassland
579,Water,NULL,Forest,NULL,Non_Wetland,Cropland
580,Water,NULL,Forest,NULL,Non_Wetland,Bareland
581,Water,NULL,Forest,NULL,Non_Wetland,Forest
582,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
583,Water,NULL,Forest,Water,Non_Wetland,Cropland
584,Water,NULL,Forest,Water,Non_Wetland,Forest
585,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
586,Water,Bareland,NULL,Water,Non_Wetland,Grassland
587,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
588,Water,Bareland,Grassland,NULL,Non_Wetland,Water
589,Water,Bareland,Grassland,Water,Non_Wetland,Grassland
590,Water,Bareland,Grassland,Water,Non_Wetland,Wetland
591,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
592,Water,Bareland,Grassland,Water,Non_Wetland,Water
593,Water,Bareland,Wetland,Water,Wetland,Wetland
594,Water,Bareland,Wetland,Water,Wetland,Bareland
595,Water,Bareland,Wetland,Water,Wetland,Water
596,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
597,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
598,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
599,Water,Bareland,Bareland,Water,Non_Wetland,Water
600,Water,Bareland,Water,Water,Water,Wetland
601,Water,Bareland,Water,Water,Water,Water
602,Water,Built-up,Grassland,NULL,Non_Wetland,Bareland
603,Water,Water,NULL,NULL,Non_Wetland,Bareland
604,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
605,Water,Water,NULL,Non_Water,Non_Wetland,Forest
606,Water,Water,NULL,Water,Non_Wetland,Bareland
607,Water,Water,Grassland,NULL,Non_Wetland,Grassland
608,Water,Water,Grassland,NULL,Non_Wetland,Bareland
609,Water,Water,Grassland,NULL,Non_Wetland,Water
610,Water,Water,Grassland,Water,Non_Wetland,Grassland
611,Water,Water,Grassland,Water,Non_Wetland,Wetland
612,Water,Water,Grassland,Water,Non_Wetland,Bareland
613,Water,Water,Grassland,Water,Non_Wetland,Water
614,Water,Water,Wetland,Water,Wetland,Grassland
615,Water,Water,Wetland,Water,Wetland,Wetland
616,Water,Water,Wetland,Water,Wetland,Bareland
617,Water,Water,Wetland,Water,Wetland,Water
618,Water,Water,Wetland,Water,Wetland,Forest
619,Water,Water,Bareland,NULL,Non_Wetland,Bareland
620,Water,Water,Bareland,Water,Non_Wetland,Grassland
621,Water,Water,Bareland,Water,Non_Wetland,Wetland
622,Water,Water,Bareland,Water,Non_Wetland,Bareland
623,Water,Water,Bareland,Water,Non_Wetland,Water
624,Water,Water,Built-up,Water,Non_Wetland,Grassland
625,Water,Water,Forest,Non_Water,Non_Wetland,Forest
626,Water,Water,Forest,Water,Non_Wetland,Grassland
627,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
628,Water,Forest,Forest,NULL,Non_Wetland,Forest
629,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
630,Forest,NULL,NULL,NULL,Non_Wetland,NULL
631,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
632,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
633,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
634,Forest,NULL,NULL,NULL,Non_Wetland,Forest
635,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
636,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
637,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
638,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
639,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
640,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
641,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
642,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
643,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
644,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
645,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
646,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
647,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
648,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
649,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
650,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
651,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
652,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
653,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
654,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
655,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
656,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
657,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
658,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
659,Forest,NULL,Cropland,NULL,Non_Wetland,Water
660,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
661,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
662,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
663,Forest,NULL,Wetland,NULL,Wetland,NULL
664,Forest,NULL,Wetland,NULL,Wetland,Grassland
665,Forest,NULL,Wetland,NULL,Wetland,Cropland
666,Forest,NULL,Wetland,NULL,Wetland,Wetland
667,Forest,NULL,Wetland,NULL,Wetland,Bareland
668,Forest,NULL,Wetland,NULL,Wetland,Water
669,Forest,NULL,Wetland,NULL,Wetland,Forest
670,Forest,NULL,Wetland,Water,Wetland,Forest
671,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
672,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
673,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
674,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
675,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
676,Forest,NULL,Forest,NULL,Non_Wetland,NULL
677,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
678,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
679,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
680,Forest,NULL,Forest,NULL,Non_Wetland,Water
681,Forest,NULL,Forest,NULL,Non_Wetland,Forest
682,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
683,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
684,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
685,Forest,NULL,Forest,Water,Non_Wetland,Grassland
686,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
687,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
688,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
689,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
690,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
691,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
692,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
693,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
694,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
695,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
696,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
697,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
698,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
699,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
700,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
701,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
702,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
703,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
704,Forest,Water,Forest,NULL,Non_Wetland,Grassland
705,Forest,Forest,NULL,NULL,Non_Wetland,NULL
706,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
707,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
708,Forest,Forest,NULL,NULL,Non_Wetland,Forest
709,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
710,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
711,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
712,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
713,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
714,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
715,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
716,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
717,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
718,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
719,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
720,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
721,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
722,Forest,Forest,Grassland,Water,Non_Wetland,Forest
723,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
724,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
725,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
726,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
727,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
728,Forest,Forest,Wetland,NULL,Wetland,NULL
729,Forest,Forest,Wetland,NULL,Wetland,Grassland
730,Forest,Forest,Wetland,NULL,Wetland,Cropland
731,Forest,Forest,Wetland,NULL,Wetland,Forest
732,Forest,Forest,Wetland,Non_Water,Wetland,NULL
733,Forest,Forest,Wetland,Non_Water,Wetland,Forest
734,Forest,Forest,Wetland,Water,Wetland,Grassland
735,Forest,Forest,Wetland,Water,Wetland,Cropland
736,Forest,Forest,Wetland,Water,Wetland,Forest
737,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
738,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
739,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
740,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
741,Forest,Forest,Forest,NULL,Non_Wetland,NULL
742,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
743,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
744,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
745,Forest,Forest,Forest,NULL,Non_Wetland,Forest
746,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
747,Forest,Forest,Forest,Water,Non_Wetland,Forest
