Value,AFRICA_2024_DynamicWorld_2024_36NYN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NYN_M_R,AFRICA_2024_GLC_FCS30D_2022_36NYN_M_R,AFRICA_2024_GSW_Yearly_2021_36NYN_M_R,AFRICA_2024_GWL_FCS30D_2022_36NYN_M_R,AFRICA_2024_WorldCover_2021_36NYN_M_R
420,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
421,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
422,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
423,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
424,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
425,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
426,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
427,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
428,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
429,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
430,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
431,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
432,Cropland,Cropland,Wetland,NULL,Wetland,Forest
433,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
434,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
435,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
436,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
437,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
438,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
439,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
440,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
441,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
442,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
443,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
444,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
445,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
446,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
447,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
448,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
449,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
450,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
451,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
452,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
453,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
454,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
455,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
456,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
457,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
458,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
459,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
460,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
461,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
462,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
463,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
464,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
465,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
466,Cropland,Built-up,Wetland,NULL,Wetland,Forest
467,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
468,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
469,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
470,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
471,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
472,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
473,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
474,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
475,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
476,Cropland,Built-up,Forest,NULL,Non_Wetland,Water
477,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
478,Cropland,Water,NULL,NULL,Non_Wetland,Forest
479,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
480,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
481,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
482,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
483,Cropland,Water,Wetland,NULL,Wetland,Water
484,Cropland,Water,Wetland,NULL,Wetland,Forest
485,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
486,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
487,Cropland,Water,Bareland,NULL,Non_Wetland,Water
488,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
489,Cropland,Water,Forest,NULL,Non_Wetland,NULL
490,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
491,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
492,Cropland,Water,Forest,NULL,Non_Wetland,Water
493,Cropland,Water,Forest,NULL,Non_Wetland,Forest
494,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
495,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
496,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
497,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
498,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
499,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
500,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
501,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
502,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
503,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
504,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
505,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
506,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
507,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
508,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
509,Cropland,Forest,Wetland,NULL,Wetland,Grassland
510,Cropland,Forest,Wetland,NULL,Wetland,Forest
511,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
512,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
513,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
514,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
515,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
516,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
517,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
518,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
519,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
520,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
521,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
522,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL
523,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
524,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
525,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
526,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
527,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
528,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
529,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
530,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
531,Wetland,NULL,Wetland,NULL,Wetland,Forest
532,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
533,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
534,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
535,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
536,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
537,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
538,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
539,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
540,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
541,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
542,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
543,Wetland,Water,Wetland,NULL,Wetland,Water
544,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
545,Wetland,Water,Forest,NULL,Non_Wetland,NULL
546,Wetland,Water,Forest,NULL,Non_Wetland,Water
547,Wetland,Water,Forest,NULL,Non_Wetland,Forest
548,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
549,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
550,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
551,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
552,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
553,Wetland,Forest,Wetland,NULL,Wetland,Forest
554,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
555,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
556,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
557,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
558,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
559,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
560,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
561,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
562,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
563,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
564,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
565,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
566,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
567,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
568,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
569,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
570,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
571,Bareland,NULL,Wetland,NULL,Wetland,Grassland
572,Bareland,NULL,Wetland,NULL,Wetland,Forest
573,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
574,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
575,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
576,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
577,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
578,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
579,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
580,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
581,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
582,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
583,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
584,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
585,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
586,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
587,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
588,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
589,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
590,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
591,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
592,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
593,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
594,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
595,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
596,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
597,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
598,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
599,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
600,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
601,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
602,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
603,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
604,Bareland,Water,Forest,NULL,Non_Wetland,NULL
605,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
606,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
607,Bareland,Water,Forest,NULL,Non_Wetland,Forest
608,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
609,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
610,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
611,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
612,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
613,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
614,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
615,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
616,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
617,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
618,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
619,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
620,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
621,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
622,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
623,Bareland,Forest,Forest,Non_Water,Non_Wetland,Grassland
624,Bareland,Forest,Forest,Non_Water,Non_Wetland,Forest
625,Water,NULL,NULL,NULL,Non_Wetland,NULL
626,Water,NULL,NULL,NULL,Non_Wetland,Grassland
627,Water,NULL,NULL,NULL,Non_Wetland,Cropland
628,Water,NULL,NULL,NULL,Non_Wetland,Water
629,Water,NULL,NULL,NULL,Non_Wetland,Forest
630,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
631,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
632,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
633,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
634,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
635,Water,NULL,Shrubland,NULL,Non_Wetland,Water
636,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
637,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
638,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
639,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
640,Water,NULL,Grassland,NULL,Non_Wetland,Forest
641,Water,NULL,Cropland,NULL,Non_Wetland,NULL
642,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
643,Water,NULL,Cropland,NULL,Non_Wetland,Forest
644,Water,NULL,Wetland,NULL,Wetland,NULL
645,Water,NULL,Wetland,NULL,Wetland,Grassland
646,Water,NULL,Wetland,NULL,Wetland,Cropland
647,Water,NULL,Wetland,NULL,Wetland,Bareland
648,Water,NULL,Wetland,NULL,Wetland,Water
649,Water,NULL,Wetland,NULL,Wetland,Forest
650,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
651,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
652,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
653,Water,NULL,Bareland,NULL,Non_Wetland,Water
654,Water,NULL,Bareland,NULL,Non_Wetland,Forest
655,Water,NULL,Bareland,Water,Non_Wetland,Bareland
656,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
657,Water,NULL,Forest,NULL,Non_Wetland,NULL
658,Water,NULL,Forest,NULL,Non_Wetland,Grassland
659,Water,NULL,Forest,NULL,Non_Wetland,Cropland
660,Water,NULL,Forest,NULL,Non_Wetland,Bareland
661,Water,NULL,Forest,NULL,Non_Wetland,Water
662,Water,NULL,Forest,NULL,Non_Wetland,Forest
663,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
664,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
665,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
666,Water,Cropland,NULL,NULL,Non_Wetland,Forest
667,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
668,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
669,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
670,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
671,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
672,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
673,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
674,Water,Cropland,Wetland,NULL,Wetland,Grassland
675,Water,Cropland,Wetland,NULL,Wetland,Cropland
676,Water,Cropland,Wetland,NULL,Wetland,Bareland
677,Water,Cropland,Wetland,NULL,Wetland,Water
678,Water,Cropland,Wetland,NULL,Wetland,Forest
679,Water,Cropland,Wetland,Water,Wetland,Forest
680,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
681,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
682,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
683,Water,Cropland,Bareland,NULL,Non_Wetland,Water
684,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
685,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
686,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
687,Water,Cropland,Built-up,NULL,Non_Wetland,Forest
688,Water,Cropland,Forest,NULL,Non_Wetland,NULL
689,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
690,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
691,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
692,Water,Cropland,Forest,NULL,Non_Wetland,Forest
693,Water,Bareland,Wetland,NULL,Wetland,Bareland
694,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
695,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
696,Water,Built-up,Wetland,NULL,Wetland,Forest
697,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
698,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
699,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
700,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
701,Water,Built-up,Forest,NULL,Non_Wetland,Forest
702,Water,Water,NULL,NULL,Non_Wetland,NULL
703,Water,Water,NULL,NULL,Non_Wetland,Grassland
704,Water,Water,NULL,NULL,Non_Wetland,Cropland
705,Water,Water,NULL,NULL,Non_Wetland,Bareland
706,Water,Water,NULL,NULL,Non_Wetland,Water
707,Water,Water,NULL,NULL,Non_Wetland,Forest
708,Water,Water,NULL,Non_Water,Non_Wetland,Water
709,Water,Water,NULL,Water,Non_Wetland,Forest
710,Water,Water,Shrubland,NULL,Non_Wetland,NULL
711,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
712,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
713,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
714,Water,Water,Shrubland,NULL,Non_Wetland,Water
715,Water,Water,Shrubland,NULL,Non_Wetland,Forest
716,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
717,Water,Water,Shrubland,Water,Non_Wetland,Grassland
718,Water,Water,Shrubland,Water,Non_Wetland,Cropland
719,Water,Water,Shrubland,Water,Non_Wetland,Bareland
720,Water,Water,Shrubland,Water,Non_Wetland,Water
721,Water,Water,Shrubland,Water,Non_Wetland,Forest
722,Water,Water,Grassland,NULL,Non_Wetland,Grassland
723,Water,Water,Grassland,NULL,Non_Wetland,Cropland
724,Water,Water,Grassland,NULL,Non_Wetland,Forest
725,Water,Water,Cropland,NULL,Non_Wetland,NULL
726,Water,Water,Cropland,NULL,Non_Wetland,Grassland
727,Water,Water,Cropland,NULL,Non_Wetland,Cropland
728,Water,Water,Cropland,NULL,Non_Wetland,Bareland
729,Water,Water,Cropland,NULL,Non_Wetland,Water
730,Water,Water,Cropland,NULL,Non_Wetland,Forest
731,Water,Water,Cropland,Water,Non_Wetland,Bareland
732,Water,Water,Wetland,NULL,Wetland,Grassland
733,Water,Water,Wetland,NULL,Wetland,Cropland
734,Water,Water,Wetland,NULL,Wetland,Bareland
735,Water,Water,Wetland,NULL,Wetland,Water
736,Water,Water,Wetland,NULL,Wetland,Forest
737,Water,Water,Wetland,Non_Water,Wetland,Grassland
738,Water,Water,Wetland,Non_Water,Wetland,Cropland
739,Water,Water,Wetland,Non_Water,Wetland,Water
740,Water,Water,Wetland,Non_Water,Wetland,Forest
741,Water,Water,Wetland,Water,Wetland,Bareland
742,Water,Water,Wetland,Water,Wetland,Water
743,Water,Water,Wetland,Water,Wetland,Forest
744,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water
745,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
746,Water,Water,Bareland,NULL,Non_Wetland,Grassland
747,Water,Water,Bareland,NULL,Non_Wetland,Cropland
748,Water,Water,Bareland,NULL,Non_Wetland,Bareland
749,Water,Water,Bareland,NULL,Non_Wetland,Water
750,Water,Water,Bareland,NULL,Non_Wetland,Forest
751,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
752,Water,Water,Bareland,Non_Water,Non_Wetland,Water
753,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
754,Water,Water,Bareland,Water,Non_Wetland,Grassland
755,Water,Water,Bareland,Water,Non_Wetland,Cropland
756,Water,Water,Bareland,Water,Non_Wetland,Bareland
757,Water,Water,Bareland,Water,Non_Wetland,Water
758,Water,Water,Bareland,Water,Non_Wetland,Forest
759,Water,Water,Built-up,NULL,Non_Wetland,Grassland
760,Water,Water,Built-up,NULL,Non_Wetland,Bareland
761,Water,Water,Built-up,NULL,Non_Wetland,Water
762,Water,Water,Built-up,NULL,Non_Wetland,Forest
763,Water,Water,Built-up,Water,Non_Wetland,Water
764,Water,Water,Built-up,Water,Non_Wetland,Forest
765,Water,Water,Water,NULL,Water,Cropland
766,Water,Water,Water,NULL,Water,Bareland
767,Water,Water,Water,NULL,Water,Water
768,Water,Water,Water,NULL,Water,Forest
769,Water,Water,Water,Non_Water,Water,Water
770,Water,Water,Water,Non_Water,Water,Forest
771,Water,Water,Water,Water,Water,Grassland
772,Water,Water,Water,Water,Water,Bareland
773,Water,Water,Water,Water,Water,Water
774,Water,Water,Water,Water,Water,Forest
775,Water,Water,Forest,NULL,Non_Wetland,NULL
776,Water,Water,Forest,NULL,Non_Wetland,Grassland
777,Water,Water,Forest,NULL,Non_Wetland,Cropland
778,Water,Water,Forest,NULL,Non_Wetland,Wetland
779,Water,Water,Forest,NULL,Non_Wetland,Bareland
780,Water,Water,Forest,NULL,Non_Wetland,Water
781,Water,Water,Forest,NULL,Non_Wetland,Forest
782,Water,Water,Forest,Non_Water,Non_Wetland,Water
783,Water,Water,Forest,Non_Water,Non_Wetland,Forest
784,Water,Water,Forest,Water,Non_Wetland,Cropland
785,Water,Water,Forest,Water,Non_Wetland,Water
786,Water,Water,Forest,Water,Non_Wetland,Forest
787,Water,Forest,NULL,NULL,Non_Wetland,NULL
788,Water,Forest,NULL,NULL,Non_Wetland,Cropland
789,Water,Forest,NULL,NULL,Non_Wetland,Forest
790,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
791,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
792,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
793,Water,Forest,Grassland,NULL,Non_Wetland,Forest
794,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
795,Water,Forest,Cropland,NULL,Non_Wetland,Forest
796,Water,Forest,Wetland,NULL,Wetland,Grassland
797,Water,Forest,Wetland,NULL,Wetland,Water
798,Water,Forest,Wetland,NULL,Wetland,Forest
799,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
800,Water,Forest,Bareland,NULL,Non_Wetland,Forest
801,Water,Forest,Forest,NULL,Non_Wetland,NULL
802,Water,Forest,Forest,NULL,Non_Wetland,Grassland
803,Water,Forest,Forest,NULL,Non_Wetland,Cropland
804,Water,Forest,Forest,NULL,Non_Wetland,Wetland
805,Water,Forest,Forest,NULL,Non_Wetland,Water
806,Water,Forest,Forest,NULL,Non_Wetland,Forest
807,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland
808,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
809,Forest,NULL,NULL,NULL,Non_Wetland,NULL
810,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
811,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
812,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
813,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
814,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
815,Forest,NULL,NULL,NULL,Non_Wetland,Forest
816,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
817,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
818,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
819,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
820,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
821,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
822,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
823,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
824,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
825,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
826,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
827,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
828,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
829,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
830,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
831,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
832,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
833,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
834,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
835,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
836,Forest,NULL,Wetland,NULL,Wetland,Grassland
837,Forest,NULL,Wetland,NULL,Wetland,Cropland
838,Forest,NULL,Wetland,NULL,Wetland,Wetland
839,Forest,NULL,Wetland,NULL,Wetland,Bareland
840,Forest,NULL,Wetland,NULL,Wetland,Forest
841,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
842,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
843,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
844,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
845,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
846,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
847,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
848,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
849,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
850,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
851,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
852,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
853,Forest,NULL,Forest,NULL,Non_Wetland,NULL
854,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
855,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
856,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
857,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
858,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
859,Forest,NULL,Forest,NULL,Non_Wetland,Water
860,Forest,NULL,Forest,NULL,Non_Wetland,Forest
861,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
862,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
863,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
864,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
