Value,AFRICA_2024_DynamicWorld_2024_35PRN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PRN_M_R,AFRICA_2024_GLC_FCS30D_2022_35PRN_M_R,AFRICA_2024_GSW_Yearly_2021_35PRN_M_R,AFRICA_2024_GWL_FCS30D_2022_35PRN_M_R,AFRICA_2024_WorldCover_2021_35PRN_M_R
418,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
419,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
420,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
421,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
422,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
423,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
424,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
425,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
426,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
427,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
428,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
429,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
430,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
431,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
432,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
433,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
434,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
435,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
436,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
437,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
438,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
439,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
440,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
441,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
442,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
443,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
444,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
445,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
446,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
447,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
448,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
449,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
450,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
451,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
452,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
453,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
454,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
455,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
456,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
457,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
458,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
459,Bareland,Cropland,NULL,Water,Non_Wetland,Cropland
460,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
461,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
462,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
463,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
464,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
465,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
466,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
467,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
468,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
469,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
470,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
471,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
472,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
473,Bareland,Cropland,Wetland,Water,Wetland,Cropland
474,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
475,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
476,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
477,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
478,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
479,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
480,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland
481,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
482,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
483,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
484,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
485,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
486,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
487,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
488,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
489,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
490,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
491,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
492,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
493,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
494,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
495,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
496,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
497,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
498,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
499,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
500,Water,NULL,NULL,NULL,Non_Wetland,Grassland
501,Water,NULL,NULL,NULL,Non_Wetland,Cropland
502,Water,NULL,NULL,NULL,Non_Wetland,Bareland
503,Water,NULL,NULL,NULL,Non_Wetland,Water
504,Water,NULL,NULL,NULL,Non_Wetland,Forest
505,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
506,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
507,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
508,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
509,Water,NULL,NULL,Water,Non_Wetland,Grassland
510,Water,NULL,NULL,Water,Non_Wetland,Cropland
511,Water,NULL,NULL,Water,Non_Wetland,Bareland
512,Water,NULL,NULL,Water,Non_Wetland,Water
513,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
514,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
515,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
516,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
517,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
518,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
519,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
520,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
521,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
522,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
523,Water,NULL,Grassland,NULL,Non_Wetland,NULL
524,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
525,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
526,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
527,Water,NULL,Grassland,Water,Non_Wetland,Bareland
528,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
529,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
530,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
531,Water,NULL,Cropland,NULL,Non_Wetland,Water
532,Water,NULL,Cropland,NULL,Non_Wetland,Forest
533,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
534,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
535,Water,NULL,Cropland,Water,Non_Wetland,Grassland
536,Water,NULL,Cropland,Water,Non_Wetland,Cropland
537,Water,NULL,Cropland,Water,Non_Wetland,Bareland
538,Water,NULL,Cropland,Water,Non_Wetland,Water
539,Water,NULL,Wetland,NULL,Wetland,Grassland
540,Water,NULL,Wetland,NULL,Wetland,Cropland
541,Water,NULL,Wetland,NULL,Wetland,Water
542,Water,NULL,Wetland,NULL,Wetland,Forest
543,Water,NULL,Wetland,Non_Water,Wetland,Grassland
544,Water,NULL,Wetland,Non_Water,Wetland,Bareland
545,Water,NULL,Wetland,Non_Water,Wetland,Water
546,Water,NULL,Wetland,Water,Wetland,Grassland
547,Water,NULL,Wetland,Water,Wetland,Cropland
548,Water,NULL,Wetland,Water,Wetland,Wetland
549,Water,NULL,Wetland,Water,Wetland,Bareland
550,Water,NULL,Wetland,Water,Wetland,Water
551,Water,NULL,Bareland,NULL,Non_Wetland,Forest
552,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
553,Water,NULL,Water,NULL,Water,Grassland
554,Water,NULL,Water,Water,Water,Cropland
555,Water,NULL,Forest,NULL,Non_Wetland,NULL
556,Water,NULL,Forest,NULL,Non_Wetland,Grassland
557,Water,NULL,Forest,NULL,Non_Wetland,Cropland
558,Water,NULL,Forest,NULL,Non_Wetland,Bareland
559,Water,NULL,Forest,NULL,Non_Wetland,Forest
560,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
561,Water,NULL,Forest,Water,Non_Wetland,Bareland
562,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
563,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
564,Water,Cropland,NULL,NULL,Non_Wetland,Bareland
565,Water,Cropland,NULL,Water,Non_Wetland,Cropland
566,Water,Cropland,NULL,Water,Non_Wetland,Water
567,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
568,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
569,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
570,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
571,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
572,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
573,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
574,Water,Cropland,Grassland,NULL,Non_Wetland,Forest
575,Water,Cropland,Grassland,Water,Non_Wetland,Grassland
576,Water,Cropland,Grassland,Water,Non_Wetland,Bareland
577,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
578,Water,Cropland,Cropland,Water,Non_Wetland,Grassland
579,Water,Cropland,Wetland,Water,Wetland,Cropland
580,Water,Cropland,Wetland,Water,Wetland,Water
581,Water,Cropland,Bareland,Water,Non_Wetland,Bareland
582,Water,Cropland,Built-up,NULL,Non_Wetland,Water
583,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
584,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
585,Water,Cropland,Forest,NULL,Non_Wetland,Forest
586,Water,Cropland,Forest,Water,Non_Wetland,Cropland
587,Water,Water,NULL,Water,Non_Wetland,Wetland
588,Water,Water,NULL,Water,Non_Wetland,Bareland
589,Water,Water,Shrubland,Water,Non_Wetland,Grassland
590,Water,Water,Cropland,NULL,Non_Wetland,Cropland
591,Water,Water,Cropland,NULL,Non_Wetland,Water
592,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
593,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
594,Water,Water,Cropland,Water,Non_Wetland,Grassland
595,Water,Water,Cropland,Water,Non_Wetland,Bareland
596,Water,Water,Wetland,NULL,Wetland,Cropland
597,Water,Water,Wetland,NULL,Wetland,Water
598,Water,Water,Wetland,Water,Wetland,Cropland
599,Water,Water,Wetland,Water,Wetland,Wetland
600,Water,Water,Wetland,Water,Wetland,Bareland
601,Water,Water,Wetland,Water,Wetland,Water
602,Water,Water,Water,NULL,Water,Water
603,Water,Water,Forest,NULL,Non_Wetland,Cropland
604,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
605,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
606,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
607,Water,Forest,Wetland,NULL,Wetland,Grassland
608,Forest,NULL,NULL,NULL,Non_Wetland,NULL
609,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
610,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
611,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
612,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
613,Forest,NULL,NULL,NULL,Non_Wetland,Forest
614,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
615,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
616,Forest,NULL,NULL,Non_Water,Non_Wetland,Forest
617,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
618,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
619,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
620,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
621,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
622,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
623,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
624,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
625,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
626,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
627,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
628,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
629,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
630,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
631,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
632,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
633,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
634,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
635,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
636,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
637,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
638,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
639,Forest,NULL,Wetland,NULL,Wetland,NULL
640,Forest,NULL,Wetland,NULL,Wetland,Grassland
641,Forest,NULL,Wetland,NULL,Wetland,Cropland
642,Forest,NULL,Wetland,NULL,Wetland,Wetland
643,Forest,NULL,Wetland,NULL,Wetland,Forest
644,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
645,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
646,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
647,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
648,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
649,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
650,Forest,NULL,Water,NULL,Water,Grassland
651,Forest,NULL,Water,NULL,Water,Forest
652,Forest,NULL,Forest,NULL,Non_Wetland,NULL
653,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
654,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
655,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
656,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
657,Forest,NULL,Forest,NULL,Non_Wetland,Forest
658,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
659,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
660,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
661,Forest,NULL,Forest,Water,Non_Wetland,Forest
662,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
663,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
664,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
665,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
666,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
667,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
668,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
669,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
670,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
671,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
672,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
673,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
674,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
675,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
676,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
677,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
678,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
679,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
680,Forest,Cropland,Wetland,NULL,Wetland,NULL
681,Forest,Cropland,Wetland,NULL,Wetland,Grassland
682,Forest,Cropland,Wetland,NULL,Wetland,Cropland
683,Forest,Cropland,Wetland,NULL,Wetland,Wetland
684,Forest,Cropland,Wetland,NULL,Wetland,Forest
685,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
686,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
687,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
688,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
689,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
690,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
691,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
692,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
693,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
694,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
695,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
696,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
697,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
698,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
699,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
700,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
701,Forest,Built-up,Wetland,NULL,Wetland,Forest
702,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
703,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
704,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
705,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
706,Forest,Forest,NULL,NULL,Non_Wetland,NULL
707,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
708,Forest,Forest,NULL,NULL,Non_Wetland,Cropland
709,Forest,Forest,NULL,NULL,Non_Wetland,Forest
710,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
711,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
712,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
713,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
714,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
715,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
716,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
717,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
718,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
719,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
720,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
721,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
722,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
723,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
724,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
725,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
726,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
727,Forest,Forest,Wetland,NULL,Wetland,NULL
728,Forest,Forest,Wetland,NULL,Wetland,Grassland
729,Forest,Forest,Wetland,NULL,Wetland,Cropland
730,Forest,Forest,Wetland,NULL,Wetland,Forest
731,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
732,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
733,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
734,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
735,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
736,Forest,Forest,Forest,NULL,Non_Wetland,NULL
737,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
738,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
739,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
740,Forest,Forest,Forest,NULL,Non_Wetland,Forest
741,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
742,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
