Value,AFRICA_2024_DynamicWorld_2024_36PZQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZQ_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZQ_M_R,AFRICA_2024_GSW_Yearly_2021_36PZQ_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZQ_M_R,AFRICA_2024_WorldCover_2021_36PZQ_M_R
419,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
420,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL
421,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
422,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
423,Grassland,Built-up,NULL,NULL,Non_Wetland,Built-up
424,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
425,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
426,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
427,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
428,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
429,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
430,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
431,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
432,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
433,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
434,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up
435,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
436,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
437,Grassland,Water,NULL,NULL,Non_Wetland,Cropland
438,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
439,Grassland,Water,NULL,NULL,Non_Wetland,Forest
440,Grassland,Water,NULL,Water,Non_Wetland,Grassland
441,Grassland,Water,NULL,Water,Non_Wetland,Cropland
442,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
443,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
444,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
445,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
446,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
447,Grassland,Water,Shrubland,Water,Non_Wetland,Cropland
448,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
449,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
450,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
451,Grassland,Water,Cropland,Water,Non_Wetland,Cropland
452,Grassland,Water,Wetland,NULL,Wetland,Grassland
453,Grassland,Water,Wetland,NULL,Wetland,Cropland
454,Grassland,Water,Wetland,NULL,Wetland,Wetland
455,Grassland,Water,Wetland,NULL,Wetland,Forest
456,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
457,Grassland,Water,Wetland,Water,Wetland,Cropland
458,Grassland,Water,Wetland,Water,Wetland,Forest
459,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
460,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
461,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
462,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
463,Grassland,Water,Bareland,Water,Non_Wetland,Cropland
464,Grassland,Water,Bareland,Water,Non_Wetland,Wetland
465,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland
466,Grassland,Water,Water,NULL,Water,Grassland
467,Grassland,Water,Water,NULL,Water,Cropland
468,Grassland,Water,Water,Water,Water,Grassland
469,Grassland,Water,Water,Water,Water,Cropland
470,Grassland,Water,Forest,NULL,Non_Wetland,NULL
471,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
472,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
473,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
474,Grassland,Water,Forest,NULL,Non_Wetland,Forest
475,Grassland,Water,Forest,Non_Water,Non_Wetland,Cropland
476,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
477,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
478,Grassland,Water,Forest,Water,Non_Wetland,Grassland
479,Grassland,Water,Forest,Water,Non_Wetland,Cropland
480,Grassland,Water,Forest,Water,Non_Wetland,Wetland
481,Grassland,Water,Forest,Water,Non_Wetland,Forest
482,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
483,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
484,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
485,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
486,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
487,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
488,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
489,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
490,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
491,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
492,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
493,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
494,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL
495,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
496,Grassland,Forest,Shrubland,Water,Non_Wetland,Cropland
497,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
498,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
499,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
500,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
501,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
502,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
503,Grassland,Forest,Cropland,Water,Non_Wetland,Cropland
504,Grassland,Forest,Wetland,NULL,Wetland,Cropland
505,Grassland,Forest,Wetland,NULL,Wetland,Wetland
506,Grassland,Forest,Wetland,NULL,Wetland,Forest
507,Grassland,Forest,Wetland,Water,Wetland,Cropland
508,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
509,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
510,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
511,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
512,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
513,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
514,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
515,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
516,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
517,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
518,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
519,Grassland,Forest,Forest,Water,Non_Wetland,NULL
520,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
521,Grassland,Forest,Forest,Water,Non_Wetland,Cropland
522,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
523,Grassland,Forest,Forest,Water,Non_Wetland,Forest
524,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
525,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
526,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
527,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
528,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
529,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
530,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
531,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
532,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
533,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
534,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
535,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
536,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
537,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
538,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
539,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
540,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
541,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
542,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
543,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
544,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
545,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
546,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
547,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
548,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
549,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
550,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
551,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
552,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
553,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
554,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
555,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
556,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
557,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
558,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
559,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
560,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
561,Cropland,NULL,Wetland,NULL,Wetland,Cropland
562,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
563,Cropland,NULL,Wetland,Water,Wetland,Cropland
564,Cropland,NULL,Wetland,Water,Wetland,Bareland
565,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
566,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
567,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
568,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
569,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
570,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
571,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
572,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
573,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
574,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
575,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
576,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
577,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
578,Cropland,NULL,Water,Water,Water,Cropland
579,Cropland,NULL,Water,Water,Water,Bareland
580,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
581,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
582,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
583,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
584,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
585,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
586,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
587,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
588,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
589,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
590,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
591,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
592,Cropland,NULL,Forest,Water,Non_Wetland,Forest
593,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
594,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
595,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
596,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
597,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
598,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
599,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
600,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
601,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
602,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
603,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
604,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
605,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
606,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
607,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
608,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
609,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
610,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
611,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
612,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
613,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
614,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
615,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
616,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
617,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
618,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
619,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
620,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
621,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
622,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
623,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
624,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
625,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
626,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
627,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
628,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
629,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
630,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
631,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
632,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
633,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
634,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
635,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
636,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
637,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
638,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
639,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
640,Cropland,Cropland,Wetland,NULL,Wetland,NULL
641,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
642,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
643,Cropland,Cropland,Wetland,Water,Wetland,Grassland
644,Cropland,Cropland,Wetland,Water,Wetland,Cropland
645,Cropland,Cropland,Wetland,Water,Wetland,Wetland
646,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
647,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
648,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
649,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
650,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
651,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
652,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
653,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
654,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
655,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
656,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
657,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
658,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
659,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
660,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
661,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
662,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
663,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
664,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
665,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
666,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
667,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
668,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
669,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
670,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
671,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
672,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
673,Cropland,Cropland,Water,NULL,Water,Cropland
674,Cropland,Cropland,Water,NULL,Water,Forest
675,Cropland,Cropland,Water,Non_Water,Water,Cropland
676,Cropland,Cropland,Water,Water,Water,Grassland
677,Cropland,Cropland,Water,Water,Water,Cropland
678,Cropland,Cropland,Water,Water,Water,Wetland
679,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
680,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
681,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
682,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
683,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
684,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
685,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
686,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
687,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
688,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
689,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Bareland
690,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Built-up
691,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
692,Cropland,Cropland,Forest,Water,Non_Wetland,NULL
693,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
694,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
695,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
696,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
697,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
698,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
699,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
700,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
701,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
702,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
703,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
704,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
705,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
706,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
707,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
708,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
709,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
710,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
711,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
712,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
713,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
714,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
715,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
716,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
717,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
718,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
719,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
720,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
721,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
722,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
723,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
724,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
725,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
726,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
727,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
728,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
729,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
730,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
731,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
732,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
733,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
734,Cropland,Water,NULL,Water,Non_Wetland,Grassland
735,Cropland,Water,NULL,Water,Non_Wetland,Cropland
736,Cropland,Water,NULL,Water,Non_Wetland,Wetland
737,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
738,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
739,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
740,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
741,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland
742,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
743,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
744,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
745,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
746,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
747,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
748,Cropland,Water,Wetland,Water,Wetland,Grassland
749,Cropland,Water,Wetland,Water,Wetland,Cropland
750,Cropland,Water,Wetland,Water,Wetland,Wetland
751,Cropland,Water,Wetland,Water,Wetland,Water
752,Cropland,Water,Wetland,Water,Wetland,Forest
753,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
754,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
755,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
756,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
757,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
758,Cropland,Water,Bareland,Water,Non_Wetland,Wetland
759,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
760,Cropland,Water,Built-up,Water,Non_Wetland,Cropland
761,Cropland,Water,Water,Water,Water,Grassland
762,Cropland,Water,Water,Water,Water,Cropland
763,Cropland,Water,Water,Water,Water,Wetland
764,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
765,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
766,Cropland,Water,Forest,NULL,Non_Wetland,Forest
767,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
768,Cropland,Water,Forest,Water,Non_Wetland,Grassland
769,Cropland,Water,Forest,Water,Non_Wetland,Cropland
770,Cropland,Water,Forest,Water,Non_Wetland,Wetland
771,Cropland,Water,Forest,Water,Non_Wetland,Forest
772,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
773,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
774,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
775,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
776,Cropland,Forest,NULL,Water,Non_Wetland,Cropland
777,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
778,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
779,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
780,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
781,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
782,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
783,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
784,Cropland,Forest,Shrubland,Water,Non_Wetland,Cropland
785,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
786,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
787,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
788,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
789,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
790,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
791,Cropland,Forest,Cropland,Water,Non_Wetland,Wetland
792,Cropland,Forest,Wetland,NULL,Wetland,Forest
793,Cropland,Forest,Bareland,Water,Non_Wetland,Cropland
794,Cropland,Forest,Bareland,Water,Non_Wetland,Wetland
795,Cropland,Forest,Water,Water,Water,Cropland
796,Cropland,Forest,Water,Water,Water,Wetland
797,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
798,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
799,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
800,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
801,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
802,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
803,Cropland,Forest,Forest,Water,Non_Wetland,Cropland
804,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
805,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
806,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
807,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
808,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
809,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
810,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
811,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
812,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
813,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
814,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
815,Wetland,NULL,Wetland,NULL,Wetland,Cropland
816,Wetland,NULL,Wetland,NULL,Wetland,Forest
817,Wetland,NULL,Wetland,Water,Wetland,Grassland
818,Wetland,NULL,Wetland,Water,Wetland,Forest
819,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
820,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
821,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
822,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
823,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
824,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
825,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
826,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
827,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
828,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
829,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
830,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
831,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
832,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
833,Wetland,NULL,Forest,Water,Non_Wetland,Forest
834,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
835,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
836,Wetland,Cropland,NULL,NULL,Non_Wetland,Bareland
837,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
838,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
839,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
840,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
841,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
842,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
843,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
844,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
845,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
