Value,AFRICA_2024_DynamicWorld_2024_37PDR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PDR_M_R,AFRICA_2024_GLC_FCS30D_2022_37PDR_M_R,AFRICA_2024_GSW_Yearly_2021_37PDR_M_R,AFRICA_2024_GWL_FCS30D_2022_37PDR_M_R,AFRICA_2024_WorldCover_2021_37PDR_M_R
424,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
425,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL
426,Grassland,Forest,Built-up,NULL,Non_Wetland,Cropland
427,Grassland,Forest,Water,NULL,Water,Forest
428,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
429,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
430,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
431,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
432,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
433,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
434,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
435,Grassland,Forest,Forest,Non_Water,Non_Wetland,Cropland
436,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
437,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
438,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
439,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
440,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
441,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
442,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
443,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
444,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
445,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
446,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
447,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
448,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
449,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
450,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
451,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
452,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
453,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
454,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
455,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
456,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
457,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
458,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
459,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
460,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
461,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
462,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
463,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
464,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
465,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
466,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
467,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
468,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
469,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
470,Cropland,NULL,Wetland,NULL,Wetland,Cropland
471,Cropland,NULL,Wetland,Water,Wetland,Cropland
472,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
473,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
474,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
475,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
476,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
477,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
478,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
479,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
480,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
481,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
482,Cropland,NULL,Bareland,Water,Non_Wetland,Water
483,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
484,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
485,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
486,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
487,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
488,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
489,Cropland,NULL,Water,NULL,Water,NULL
490,Cropland,NULL,Water,NULL,Water,Grassland
491,Cropland,NULL,Water,NULL,Water,Cropland
492,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
493,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
494,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
495,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
496,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
497,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
498,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
499,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
500,Cropland,NULL,Forest,Water,Non_Wetland,NULL
501,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
502,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
503,Cropland,NULL,Forest,Water,Non_Wetland,Forest
504,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
505,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
506,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
507,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
508,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
509,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
510,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
511,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
512,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
513,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
514,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
515,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
516,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
517,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
518,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
519,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
520,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
521,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
522,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
523,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
524,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
525,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
526,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
527,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
528,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
529,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
530,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
531,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
532,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
533,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
534,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
535,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
536,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
537,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
538,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
539,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
540,Cropland,Cropland,Wetland,NULL,Wetland,Forest
541,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
542,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
543,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
544,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
545,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
546,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
547,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
548,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
549,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
550,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
551,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
552,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
553,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
554,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
555,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
556,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
557,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
558,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
559,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
560,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
561,Cropland,Cropland,Water,Non_Water,Water,Cropland
562,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
563,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
564,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
565,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
566,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
567,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
568,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
569,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
570,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
571,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
572,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
573,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
574,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
575,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
576,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
577,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
578,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
579,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
580,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
581,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
582,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
583,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
584,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
585,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
586,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
587,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
588,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
589,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
590,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
591,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
592,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
593,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
594,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
595,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
596,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
597,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
598,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
599,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
600,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
601,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
602,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
603,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
604,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
605,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
606,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
607,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
608,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
609,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
610,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
611,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
612,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
613,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
614,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
615,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
616,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
617,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
618,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
619,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
620,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
621,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
622,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
623,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
624,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
625,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
626,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
627,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
628,Cropland,Water,Wetland,Non_Water,Wetland,NULL
629,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
630,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
631,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
632,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
633,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
634,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
635,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
636,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
637,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
638,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
639,Cropland,Forest,NULL,Water,Non_Wetland,Grassland
640,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
641,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
642,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
643,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
644,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
645,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
646,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
647,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
648,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
649,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
650,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
651,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
652,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
653,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
654,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
655,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
656,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
657,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
658,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
659,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
660,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
661,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
662,Cropland,Forest,Water,NULL,Water,Grassland
663,Cropland,Forest,Water,Water,Water,Grassland
664,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
665,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
666,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
667,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
668,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
669,Cropland,Forest,Forest,Water,Non_Wetland,NULL
670,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
671,Cropland,Forest,Forest,Water,Non_Wetland,Forest
672,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
673,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
674,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
675,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
676,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
677,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
678,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
679,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
680,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
681,Wetland,NULL,Wetland,Water,Wetland,Cropland
682,Wetland,NULL,Wetland,Water,Wetland,Water
683,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
684,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
685,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
686,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
687,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
688,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Water
689,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
690,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
691,Wetland,Wetland,Wetland,NULL,Wetland,Water
692,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
693,Wetland,Wetland,Wetland,Water,Wetland,Water
694,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
695,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
696,Wetland,Water,Wetland,NULL,Wetland,Cropland
697,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
698,Wetland,Water,Wetland,Water,Wetland,Water
699,Wetland,Forest,Grassland,NULL,Non_Wetland,Water
700,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Water
701,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
702,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
703,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
704,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
705,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
706,Bareland,NULL,NULL,NULL,Non_Wetland,Water
707,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
708,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
709,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
710,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
711,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
712,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
713,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
714,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
715,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
716,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
717,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
718,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
719,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
720,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
721,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL
722,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
723,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
724,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
725,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
726,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
727,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
728,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
729,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
730,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
731,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
732,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
733,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
734,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
735,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
736,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
737,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
738,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
739,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
740,Bareland,NULL,Grassland,Water,Non_Wetland,Water
741,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
742,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
743,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
744,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
745,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
746,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
747,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
748,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
749,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
750,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
751,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
752,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
753,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
754,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
755,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
756,Bareland,NULL,Cropland,Water,Non_Wetland,Water
757,Bareland,NULL,Wetland,NULL,Wetland,Cropland
758,Bareland,NULL,Wetland,NULL,Wetland,Bareland
759,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
760,Bareland,NULL,Wetland,Water,Wetland,Cropland
761,Bareland,NULL,Wetland,Water,Wetland,Bareland
762,Bareland,NULL,Wetland,Water,Wetland,Water
763,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
764,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
765,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
766,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
767,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
768,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
769,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
770,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
771,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
772,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
773,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
774,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
775,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
776,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
777,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
778,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
779,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
780,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
781,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
782,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
783,Bareland,NULL,Bareland,Water,Non_Wetland,Water
784,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
785,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
786,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
787,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
788,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
789,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
790,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
791,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
792,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
793,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
794,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
795,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
796,Bareland,NULL,Built-up,Water,Non_Wetland,Water
797,Bareland,NULL,Water,NULL,Water,NULL
798,Bareland,NULL,Water,NULL,Water,Grassland
799,Bareland,NULL,Water,NULL,Water,Cropland
800,Bareland,NULL,Water,Non_Water,Water,Cropland
801,Bareland,NULL,Water,Water,Water,Grassland
802,Bareland,NULL,Water,Water,Water,Cropland
803,Bareland,NULL,Water,Water,Water,Bareland
804,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
805,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
806,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
807,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
808,Bareland,NULL,Forest,NULL,Non_Wetland,Water
809,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
810,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
811,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
812,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
813,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
814,Bareland,NULL,Forest,Water,Non_Wetland,Water
815,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
816,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
817,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
818,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
819,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
820,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
821,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
822,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
823,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
824,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
825,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
826,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
827,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
828,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
829,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
830,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
831,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
832,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
833,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
834,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
835,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
836,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
837,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
838,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
839,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
840,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
841,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
842,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
843,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
844,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
