Value,AFRICA_2024_DynamicWorld_2024_37NFG_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NFG_M_R,AFRICA_2024_GLC_FCS30D_2022_37NFG_M_R,AFRICA_2024_GSW_Yearly_2021_37NFG_M_R,AFRICA_2024_GWL_FCS30D_2022_37NFG_M_R,AFRICA_2024_WorldCover_2021_37NFG_M_R
424,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
425,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
426,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
427,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
428,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
429,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
430,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
431,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
432,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
433,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
434,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
435,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
436,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
437,Cropland,Forest,Wetland,NULL,Wetland,Forest
438,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
439,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
440,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
441,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
442,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
443,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
444,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
445,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
446,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
447,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
448,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
449,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
450,Wetland,NULL,NULL,Water,Non_Wetland,Forest
451,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
452,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
453,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
454,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
455,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
456,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
457,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
458,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
459,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
460,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
461,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
462,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
463,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
464,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
465,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
466,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
467,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
468,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
469,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
470,Wetland,NULL,Wetland,NULL,Wetland,NULL
471,Wetland,NULL,Wetland,NULL,Wetland,Grassland
472,Wetland,NULL,Wetland,NULL,Wetland,Forest
473,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
474,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
475,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
476,Wetland,NULL,Bareland,Water,Non_Wetland,NULL
477,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
478,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
479,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
480,Wetland,NULL,Water,NULL,Water,Forest
481,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
482,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
483,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
484,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
485,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
486,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
487,Wetland,NULL,Forest,Water,Non_Wetland,Forest
488,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
489,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
490,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
491,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
492,Wetland,Wetland,Wetland,NULL,Wetland,Forest
493,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
494,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
495,Wetland,Built-up,Grassland,NULL,Non_Wetland,Forest
496,Wetland,Built-up,Cropland,NULL,Non_Wetland,Forest
497,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
498,Wetland,Water,NULL,NULL,Non_Wetland,NULL
499,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
500,Wetland,Water,NULL,NULL,Non_Wetland,Forest
501,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
502,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest
503,Wetland,Water,NULL,Water,Non_Wetland,Forest
504,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
505,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
506,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
507,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL
508,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
509,Wetland,Water,Shrubland,Water,Non_Wetland,NULL
510,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
511,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
512,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
513,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
514,Wetland,Water,Grassland,NULL,Non_Wetland,Bareland
515,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
516,Wetland,Water,Grassland,Water,Non_Wetland,Grassland
517,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
518,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
519,Wetland,Water,Cropland,NULL,Non_Wetland,Bareland
520,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
521,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL
522,Wetland,Water,Cropland,Non_Water,Non_Wetland,Grassland
523,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
524,Wetland,Water,Cropland,Water,Non_Wetland,NULL
525,Wetland,Water,Cropland,Water,Non_Wetland,Grassland
526,Wetland,Water,Cropland,Water,Non_Wetland,Bareland
527,Wetland,Water,Cropland,Water,Non_Wetland,Forest
528,Wetland,Water,Wetland,NULL,Wetland,NULL
529,Wetland,Water,Wetland,NULL,Wetland,Grassland
530,Wetland,Water,Wetland,NULL,Wetland,Cropland
531,Wetland,Water,Wetland,NULL,Wetland,Bareland
532,Wetland,Water,Wetland,NULL,Wetland,Water
533,Wetland,Water,Wetland,NULL,Wetland,Forest
534,Wetland,Water,Wetland,Non_Water,Wetland,NULL
535,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
536,Wetland,Water,Wetland,Non_Water,Wetland,Forest
537,Wetland,Water,Wetland,Water,Wetland,NULL
538,Wetland,Water,Wetland,Water,Wetland,Grassland
539,Wetland,Water,Wetland,Water,Wetland,Bareland
540,Wetland,Water,Wetland,Water,Wetland,Water
541,Wetland,Water,Wetland,Water,Wetland,Forest
542,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
543,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
544,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
545,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
546,Wetland,Water,Bareland,NULL,Non_Wetland,Water
547,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
548,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL
549,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
550,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
551,Wetland,Water,Bareland,Water,Non_Wetland,NULL
552,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
553,Wetland,Water,Bareland,Water,Non_Wetland,Bareland
554,Wetland,Water,Bareland,Water,Non_Wetland,Forest
555,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
556,Wetland,Water,Built-up,Non_Water,Non_Wetland,Forest
557,Wetland,Water,Built-up,Water,Non_Wetland,Forest
558,Wetland,Water,Water,NULL,Water,NULL
559,Wetland,Water,Water,NULL,Water,Grassland
560,Wetland,Water,Water,NULL,Water,Bareland
561,Wetland,Water,Water,NULL,Water,Forest
562,Wetland,Water,Water,Non_Water,Water,Forest
563,Wetland,Water,Water,Water,Water,Grassland
564,Wetland,Water,Water,Water,Water,Bareland
565,Wetland,Water,Water,Water,Water,Water
566,Wetland,Water,Water,Water,Water,Forest
567,Wetland,Water,Forest,NULL,Non_Wetland,NULL
568,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
569,Wetland,Water,Forest,NULL,Non_Wetland,Forest
570,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
571,Wetland,Water,Forest,Water,Non_Wetland,NULL
572,Wetland,Water,Forest,Water,Non_Wetland,Grassland
573,Wetland,Water,Forest,Water,Non_Wetland,Forest
574,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
575,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
576,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
577,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
578,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
579,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
580,Wetland,Forest,Cropland,NULL,Non_Wetland,NULL
581,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
582,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
583,Wetland,Forest,Wetland,NULL,Wetland,Forest
584,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
585,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
586,Wetland,Forest,Bareland,Water,Non_Wetland,Forest
587,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
588,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
589,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
590,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
591,Wetland,Forest,Forest,Water,Non_Wetland,Forest
592,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
593,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
594,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
595,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
596,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
597,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL
598,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
599,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
600,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
601,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
602,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
603,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
604,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
605,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
606,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
607,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
608,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
609,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
610,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
611,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
612,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
613,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
614,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
615,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
616,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
617,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
618,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
619,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
620,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
621,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
622,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
623,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
624,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
625,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
626,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
627,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
628,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
629,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
630,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
631,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
632,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
633,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
634,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
635,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
636,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
637,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
638,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
639,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
640,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
641,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
642,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
643,Bareland,NULL,Water,NULL,Water,Grassland
644,Bareland,NULL,Water,NULL,Water,Bareland
645,Bareland,NULL,Water,Water,Water,Grassland
646,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
647,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
648,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
649,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
650,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
651,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
652,Bareland,NULL,Forest,Water,Non_Wetland,NULL
653,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
654,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
655,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
656,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
657,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
658,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
659,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
660,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
661,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
662,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
663,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
664,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
665,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
666,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
667,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
668,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
669,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
670,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
671,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
672,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
673,Bareland,Bareland,Cropland,Water,Non_Wetland,Forest
674,Bareland,Bareland,Wetland,Water,Wetland,Grassland
675,Bareland,Bareland,Wetland,Water,Wetland,Water
676,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
677,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
678,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
679,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
680,Bareland,Bareland,Water,Non_Water,Water,Bareland
681,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
682,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
683,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
684,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
685,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
686,Bareland,Water,NULL,NULL,Non_Wetland,NULL
687,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
688,Bareland,Water,NULL,NULL,Non_Wetland,Bareland
689,Bareland,Water,NULL,NULL,Non_Wetland,Forest
690,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
691,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
692,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
693,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
694,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
695,Bareland,Water,Shrubland,Water,Non_Wetland,NULL
696,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
697,Bareland,Water,Shrubland,Water,Non_Wetland,Water
698,Bareland,Water,Shrubland,Water,Non_Wetland,Forest
699,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
700,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
701,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
702,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
703,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL
704,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
705,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
706,Bareland,Water,Grassland,Non_Water,Non_Wetland,Forest
707,Bareland,Water,Grassland,Water,Non_Wetland,NULL
708,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
709,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
710,Bareland,Water,Grassland,Water,Non_Wetland,Water
711,Bareland,Water,Grassland,Water,Non_Wetland,Forest
712,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
713,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
714,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
715,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
716,Bareland,Water,Cropland,Non_Water,Non_Wetland,NULL
717,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
718,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
719,Bareland,Water,Cropland,Non_Water,Non_Wetland,Forest
720,Bareland,Water,Cropland,Water,Non_Wetland,NULL
721,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
722,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
723,Bareland,Water,Cropland,Water,Non_Wetland,Water
724,Bareland,Water,Cropland,Water,Non_Wetland,Forest
725,Bareland,Water,Wetland,NULL,Wetland,Forest
726,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
727,Bareland,Water,Wetland,Water,Wetland,Bareland
728,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
729,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
730,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
731,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
732,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
733,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
734,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
735,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
736,Bareland,Water,Bareland,Water,Non_Wetland,Forest
737,Bareland,Water,Built-up,Non_Water,Non_Wetland,Forest
738,Bareland,Water,Built-up,Water,Non_Wetland,Grassland
739,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
740,Bareland,Water,Built-up,Water,Non_Wetland,Water
741,Bareland,Water,Water,NULL,Water,Grassland
742,Bareland,Water,Water,NULL,Water,Bareland
743,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
744,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
745,Bareland,Water,Forest,NULL,Non_Wetland,Forest
746,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
747,Bareland,Water,Forest,Non_Water,Non_Wetland,Forest
748,Bareland,Water,Forest,Water,Non_Wetland,Forest
749,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
750,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
751,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
752,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
753,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
754,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
755,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
756,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
757,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
758,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
759,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
760,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
761,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
762,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
763,Bareland,Forest,Bareland,NULL,Non_Wetland,Forest
764,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
765,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
766,Water,NULL,NULL,NULL,Non_Wetland,NULL
767,Water,NULL,NULL,NULL,Non_Wetland,Grassland
768,Water,NULL,NULL,NULL,Non_Wetland,Forest
769,Water,NULL,NULL,Water,Non_Wetland,Grassland
770,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
771,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
772,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
773,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
774,Water,NULL,Shrubland,NULL,Non_Wetland,Water
775,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
776,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
777,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
778,Water,NULL,Shrubland,Water,Non_Wetland,NULL
779,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
780,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
781,Water,NULL,Shrubland,Water,Non_Wetland,Water
782,Water,NULL,Shrubland,Water,Non_Wetland,Forest
783,Water,NULL,Grassland,NULL,Non_Wetland,NULL
784,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
785,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
786,Water,NULL,Grassland,NULL,Non_Wetland,Forest
787,Water,NULL,Grassland,Water,Non_Wetland,NULL
788,Water,NULL,Grassland,Water,Non_Wetland,Forest
789,Water,NULL,Cropland,NULL,Non_Wetland,NULL
790,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
791,Water,NULL,Cropland,NULL,Non_Wetland,Forest
792,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
793,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
794,Water,NULL,Cropland,Water,Non_Wetland,NULL
795,Water,NULL,Cropland,Water,Non_Wetland,Forest
796,Water,NULL,Wetland,NULL,Wetland,NULL
797,Water,NULL,Wetland,NULL,Wetland,Forest
798,Water,NULL,Wetland,Water,Wetland,Forest
799,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
800,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
801,Water,NULL,Bareland,NULL,Non_Wetland,NULL
802,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
803,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
804,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
805,Water,NULL,Bareland,NULL,Non_Wetland,Water
806,Water,NULL,Bareland,NULL,Non_Wetland,Forest
807,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
808,Water,NULL,Bareland,Water,Non_Wetland,NULL
809,Water,NULL,Bareland,Water,Non_Wetland,Grassland
810,Water,NULL,Bareland,Water,Non_Wetland,Cropland
811,Water,NULL,Bareland,Water,Non_Wetland,Forest
812,Water,NULL,Built-up,NULL,Non_Wetland,NULL
813,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
814,Water,NULL,Built-up,NULL,Non_Wetland,Forest
815,Water,NULL,Water,NULL,Water,NULL
816,Water,NULL,Water,NULL,Water,Forest
817,Water,NULL,Forest,NULL,Non_Wetland,NULL
818,Water,NULL,Forest,NULL,Non_Wetland,Grassland
819,Water,NULL,Forest,NULL,Non_Wetland,Water
820,Water,NULL,Forest,NULL,Non_Wetland,Forest
821,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
822,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
823,Water,NULL,Forest,Water,Non_Wetland,Forest
824,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
825,Water,Cropland,Water,NULL,Water,Grassland
826,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
827,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
828,Water,Water,NULL,NULL,Non_Wetland,NULL
829,Water,Water,NULL,NULL,Non_Wetland,Grassland
830,Water,Water,NULL,NULL,Non_Wetland,Wetland
831,Water,Water,NULL,NULL,Non_Wetland,Bareland
832,Water,Water,NULL,NULL,Non_Wetland,Water
833,Water,Water,NULL,NULL,Non_Wetland,Forest
834,Water,Water,NULL,Non_Water,Non_Wetland,Water
835,Water,Water,NULL,Non_Water,Non_Wetland,Forest
836,Water,Water,NULL,Water,Non_Wetland,NULL
837,Water,Water,NULL,Water,Non_Wetland,Grassland
838,Water,Water,NULL,Water,Non_Wetland,Cropland
839,Water,Water,NULL,Water,Non_Wetland,Water
840,Water,Water,NULL,Water,Non_Wetland,Forest
841,Water,Water,Shrubland,NULL,Non_Wetland,NULL
842,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
843,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
844,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
845,Water,Water,Shrubland,NULL,Non_Wetland,Water
846,Water,Water,Shrubland,NULL,Non_Wetland,Forest
847,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
848,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
849,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
850,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
851,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
852,Water,Water,Shrubland,Water,Non_Wetland,NULL
853,Water,Water,Shrubland,Water,Non_Wetland,Grassland
854,Water,Water,Shrubland,Water,Non_Wetland,Cropland
855,Water,Water,Shrubland,Water,Non_Wetland,Bareland
856,Water,Water,Shrubland,Water,Non_Wetland,Water
857,Water,Water,Shrubland,Water,Non_Wetland,Forest
858,Water,Water,Grassland,NULL,Non_Wetland,NULL
859,Water,Water,Grassland,NULL,Non_Wetland,Grassland
860,Water,Water,Grassland,NULL,Non_Wetland,Wetland
861,Water,Water,Grassland,NULL,Non_Wetland,Bareland
862,Water,Water,Grassland,NULL,Non_Wetland,Water
863,Water,Water,Grassland,NULL,Non_Wetland,Forest
864,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
