Value,AFRICA_2024_DynamicWorld_2024_36PYT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYT_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYT_M_R,AFRICA_2024_GSW_Yearly_2021_36PYT_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYT_M_R,AFRICA_2024_WorldCover_2021_36PYT_M_R
425,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
426,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
427,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
428,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
429,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
430,Wetland,NULL,Grassland,NULL,Non_Wetland,Built-up
431,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
432,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
433,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
434,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
435,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
436,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
437,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
438,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
439,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
440,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
441,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
442,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
443,Wetland,NULL,Wetland,NULL,Wetland,Forest
444,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
445,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
446,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
447,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
448,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
449,Wetland,NULL,Wetland,Water,Wetland,Grassland
450,Wetland,NULL,Wetland,Water,Wetland,Cropland
451,Wetland,NULL,Wetland,Water,Wetland,Wetland
452,Wetland,NULL,Wetland,Water,Wetland,Water
453,Wetland,NULL,Wetland,Water,Wetland,Forest
454,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
455,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
456,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
457,Wetland,NULL,Water,Water,Water,Grassland
458,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
459,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
460,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
461,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
462,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
463,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
464,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
465,Wetland,NULL,Forest,Water,Non_Wetland,NULL
466,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
467,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
468,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
469,Wetland,NULL,Forest,Water,Non_Wetland,Forest
470,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
471,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
472,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
473,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
474,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
475,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
476,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
477,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
478,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
479,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
480,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
481,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
482,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
483,Wetland,Wetland,Wetland,NULL,Wetland,Forest
484,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
485,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
486,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
487,Wetland,Wetland,Wetland,Water,Wetland,Grassland
488,Wetland,Wetland,Wetland,Water,Wetland,Cropland
489,Wetland,Wetland,Wetland,Water,Wetland,Wetland
490,Wetland,Wetland,Wetland,Water,Wetland,Forest
491,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
492,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
493,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
494,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
495,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
496,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
497,Wetland,Water,NULL,NULL,Non_Wetland,NULL
498,Wetland,Water,NULL,NULL,Non_Wetland,Forest
499,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
500,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
501,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
502,Wetland,Water,Grassland,Water,Non_Wetland,Forest
503,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
504,Wetland,Water,Wetland,NULL,Wetland,Forest
505,Wetland,Water,Wetland,Non_Water,Wetland,Forest
506,Wetland,Water,Wetland,Water,Wetland,Grassland
507,Wetland,Water,Wetland,Water,Wetland,Forest
508,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
509,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
510,Wetland,Water,Bareland,Water,Non_Wetland,Forest
511,Wetland,Water,Forest,NULL,Non_Wetland,NULL
512,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
513,Wetland,Water,Forest,NULL,Non_Wetland,Forest
514,Wetland,Water,Forest,Water,Non_Wetland,Forest
515,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
516,Wetland,Forest,Wetland,Water,Wetland,Forest
517,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
518,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
519,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
520,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
521,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
522,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
523,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
524,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
525,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
526,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
527,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
528,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
529,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
530,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
531,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
532,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
533,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
534,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
535,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
536,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
537,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
538,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
539,Bareland,NULL,Grassland,Water,Non_Wetland,Water
540,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
541,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
542,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
543,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
544,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
545,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
546,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
547,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
548,Bareland,NULL,Wetland,Water,Wetland,Water
549,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
550,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
551,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
552,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
553,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
554,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
555,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
556,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
557,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
558,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
559,Bareland,NULL,Bareland,Water,Non_Wetland,Water
560,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
561,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
562,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
563,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
564,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
565,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
566,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
567,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
568,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
569,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
570,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
571,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
572,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
573,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
574,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
575,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
576,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
577,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
578,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
579,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
580,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
581,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
582,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
583,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
584,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
585,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
586,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
587,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
588,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
589,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
590,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
591,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
592,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
593,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
594,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
595,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
596,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
597,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
598,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
599,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
600,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
601,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Built-up
602,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
603,Bareland,Bareland,Built-up,Water,Non_Wetland,Built-up
604,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
605,Bareland,Bareland,Forest,NULL,Non_Wetland,Forest
606,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
607,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
608,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
609,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
610,Bareland,Built-up,Grassland,NULL,Non_Wetland,Forest
611,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
612,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
613,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
614,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
615,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
616,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
617,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
618,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
619,Bareland,Built-up,Bareland,NULL,Non_Wetland,Forest
620,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
621,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
622,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
623,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
624,Bareland,Built-up,Built-up,NULL,Non_Wetland,Forest
625,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
626,Bareland,Water,NULL,NULL,Non_Wetland,NULL
627,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
628,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
629,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
630,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
631,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
632,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
633,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
634,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
635,Bareland,Water,Grassland,NULL,Non_Wetland,Built-up
636,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
637,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
638,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
639,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
640,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
641,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
642,Bareland,Water,Wetland,Water,Wetland,Cropland
643,Bareland,Water,Wetland,Water,Wetland,Water
644,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
645,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
646,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
647,Bareland,Water,Bareland,NULL,Non_Wetland,Built-up
648,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
649,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
650,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
651,Bareland,Water,Bareland,Water,Non_Wetland,Water
652,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
653,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
654,Bareland,Water,Built-up,NULL,Non_Wetland,Built-up
655,Bareland,Water,Built-up,NULL,Non_Wetland,Forest
656,Bareland,Water,Built-up,Water,Non_Wetland,Bareland
657,Bareland,Water,Forest,NULL,Non_Wetland,NULL
658,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
659,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
660,Bareland,Water,Forest,NULL,Non_Wetland,Forest
661,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
662,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
663,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
664,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
665,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
666,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
667,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
668,Bareland,Forest,Grassland,NULL,Non_Wetland,Forest
669,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
670,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
671,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
672,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
673,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland
674,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
675,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
676,Water,NULL,NULL,NULL,Non_Wetland,NULL
677,Water,NULL,NULL,NULL,Non_Wetland,Grassland
678,Water,NULL,NULL,NULL,Non_Wetland,Cropland
679,Water,NULL,NULL,NULL,Non_Wetland,Bareland
680,Water,NULL,NULL,NULL,Non_Wetland,Water
681,Water,NULL,NULL,NULL,Non_Wetland,Forest
682,Water,NULL,NULL,Water,Non_Wetland,Forest
683,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
684,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
685,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
686,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
687,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
688,Water,NULL,Shrubland,NULL,Non_Wetland,Water
689,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
690,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
691,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
692,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
693,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
694,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
695,Water,NULL,Shrubland,Water,Non_Wetland,Water
696,Water,NULL,Shrubland,Water,Non_Wetland,Forest
697,Water,NULL,Grassland,NULL,Non_Wetland,NULL
698,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
699,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
700,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
701,Water,NULL,Grassland,NULL,Non_Wetland,Forest
702,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
703,Water,NULL,Grassland,Water,Non_Wetland,Grassland
704,Water,NULL,Grassland,Water,Non_Wetland,Wetland
705,Water,NULL,Grassland,Water,Non_Wetland,Bareland
706,Water,NULL,Grassland,Water,Non_Wetland,Forest
707,Water,NULL,Cropland,NULL,Non_Wetland,NULL
708,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
709,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
710,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
711,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
712,Water,NULL,Cropland,NULL,Non_Wetland,Water
713,Water,NULL,Cropland,NULL,Non_Wetland,Forest
714,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
715,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
716,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
717,Water,NULL,Cropland,Water,Non_Wetland,Grassland
718,Water,NULL,Cropland,Water,Non_Wetland,Cropland
719,Water,NULL,Cropland,Water,Non_Wetland,Wetland
720,Water,NULL,Cropland,Water,Non_Wetland,Bareland
721,Water,NULL,Cropland,Water,Non_Wetland,Water
722,Water,NULL,Cropland,Water,Non_Wetland,Forest
723,Water,NULL,Wetland,NULL,Wetland,Grassland
724,Water,NULL,Wetland,NULL,Wetland,Cropland
725,Water,NULL,Wetland,NULL,Wetland,Forest
726,Water,NULL,Wetland,Non_Water,Wetland,Grassland
727,Water,NULL,Wetland,Non_Water,Wetland,Forest
728,Water,NULL,Wetland,Water,Wetland,Grassland
729,Water,NULL,Wetland,Water,Wetland,Cropland
730,Water,NULL,Wetland,Water,Wetland,Wetland
731,Water,NULL,Wetland,Water,Wetland,Bareland
732,Water,NULL,Wetland,Water,Wetland,Water
733,Water,NULL,Wetland,Water,Wetland,Forest
734,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
735,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
736,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
737,Water,NULL,Bareland,NULL,Non_Wetland,Forest
738,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
739,Water,NULL,Bareland,Water,Non_Wetland,Grassland
740,Water,NULL,Bareland,Water,Non_Wetland,Cropland
741,Water,NULL,Bareland,Water,Non_Wetland,Wetland
742,Water,NULL,Bareland,Water,Non_Wetland,Bareland
743,Water,NULL,Bareland,Water,Non_Wetland,Forest
744,Water,NULL,Built-up,NULL,Non_Wetland,NULL
745,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
746,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
747,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
748,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
749,Water,NULL,Built-up,NULL,Non_Wetland,Forest
750,Water,NULL,Built-up,Water,Non_Wetland,Grassland
751,Water,NULL,Built-up,Water,Non_Wetland,Bareland
752,Water,NULL,Water,NULL,Water,Grassland
753,Water,NULL,Water,NULL,Water,Wetland
754,Water,NULL,Water,NULL,Water,Forest
755,Water,NULL,Water,Water,Water,Cropland
756,Water,NULL,Water,Water,Water,Wetland
757,Water,NULL,Forest,NULL,Non_Wetland,NULL
758,Water,NULL,Forest,NULL,Non_Wetland,Grassland
759,Water,NULL,Forest,NULL,Non_Wetland,Cropland
760,Water,NULL,Forest,NULL,Non_Wetland,Bareland
761,Water,NULL,Forest,NULL,Non_Wetland,Forest
762,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
763,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
764,Water,NULL,Forest,Water,Non_Wetland,Grassland
765,Water,NULL,Forest,Water,Non_Wetland,Cropland
766,Water,NULL,Forest,Water,Non_Wetland,Wetland
767,Water,NULL,Forest,Water,Non_Wetland,Bareland
768,Water,NULL,Forest,Water,Non_Wetland,Forest
769,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
770,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
771,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
772,Water,Cropland,Wetland,Non_Water,Wetland,Forest
773,Water,Cropland,Forest,NULL,Non_Wetland,Forest
774,Water,Cropland,Forest,Non_Water,Non_Wetland,Forest
775,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
776,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
777,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
778,Water,Wetland,Forest,NULL,Non_Wetland,NULL
779,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
780,Water,Wetland,Forest,NULL,Non_Wetland,Forest
781,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
782,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
783,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
784,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
785,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
786,Water,Bareland,Grassland,NULL,Non_Wetland,Built-up
787,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
788,Water,Bareland,Wetland,Water,Wetland,Bareland
789,Water,Bareland,Wetland,Water,Wetland,Water
790,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
791,Water,Bareland,Bareland,NULL,Non_Wetland,Built-up
792,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
793,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
794,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
795,Water,Bareland,Bareland,Water,Non_Wetland,Built-up
796,Water,Bareland,Bareland,Water,Non_Wetland,Water
797,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
798,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
799,Water,Bareland,Built-up,NULL,Non_Wetland,Built-up
800,Water,Bareland,Built-up,Water,Non_Wetland,Grassland
801,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
802,Water,Bareland,Built-up,Water,Non_Wetland,Built-up
803,Water,Bareland,Built-up,Water,Non_Wetland,Water
804,Water,Bareland,Water,Water,Water,Bareland
805,Water,Bareland,Water,Water,Water,Water
806,Water,Bareland,Forest,NULL,Non_Wetland,NULL
807,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
808,Water,Bareland,Forest,NULL,Non_Wetland,Forest
809,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
810,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
811,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
812,Water,Built-up,Wetland,Water,Wetland,Bareland
813,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
814,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
815,Water,Built-up,Bareland,NULL,Non_Wetland,Built-up
816,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
817,Water,Built-up,Bareland,Water,Non_Wetland,Water
818,Water,Built-up,Built-up,Water,Non_Wetland,Bareland
819,Water,Built-up,Water,Water,Water,Water
820,Water,Water,NULL,NULL,Non_Wetland,NULL
821,Water,Water,NULL,NULL,Non_Wetland,Grassland
822,Water,Water,NULL,NULL,Non_Wetland,Cropland
823,Water,Water,NULL,NULL,Non_Wetland,Wetland
824,Water,Water,NULL,NULL,Non_Wetland,Bareland
825,Water,Water,NULL,NULL,Non_Wetland,Water
826,Water,Water,NULL,NULL,Non_Wetland,Forest
827,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
828,Water,Water,NULL,Non_Water,Non_Wetland,Water
829,Water,Water,NULL,Water,Non_Wetland,NULL
830,Water,Water,NULL,Water,Non_Wetland,Grassland
831,Water,Water,NULL,Water,Non_Wetland,Cropland
832,Water,Water,NULL,Water,Non_Wetland,Wetland
833,Water,Water,NULL,Water,Non_Wetland,Bareland
834,Water,Water,NULL,Water,Non_Wetland,Water
835,Water,Water,NULL,Water,Non_Wetland,Forest
836,Water,Water,Shrubland,NULL,Non_Wetland,NULL
837,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
838,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
839,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
840,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
841,Water,Water,Shrubland,NULL,Non_Wetland,Water
842,Water,Water,Shrubland,NULL,Non_Wetland,Forest
843,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
844,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
845,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
846,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
847,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
848,Water,Water,Shrubland,Water,Non_Wetland,NULL
849,Water,Water,Shrubland,Water,Non_Wetland,Grassland
850,Water,Water,Shrubland,Water,Non_Wetland,Cropland
851,Water,Water,Shrubland,Water,Non_Wetland,Wetland
852,Water,Water,Shrubland,Water,Non_Wetland,Bareland
853,Water,Water,Shrubland,Water,Non_Wetland,Water
854,Water,Water,Shrubland,Water,Non_Wetland,Forest
855,Water,Water,Grassland,NULL,Non_Wetland,NULL
856,Water,Water,Grassland,NULL,Non_Wetland,Grassland
857,Water,Water,Grassland,NULL,Non_Wetland,Cropland
858,Water,Water,Grassland,NULL,Non_Wetland,Wetland
859,Water,Water,Grassland,NULL,Non_Wetland,Bareland
860,Water,Water,Grassland,NULL,Non_Wetland,Built-up
861,Water,Water,Grassland,NULL,Non_Wetland,Water
862,Water,Water,Grassland,NULL,Non_Wetland,Forest
863,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
864,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland
865,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
866,Water,Water,Grassland,Non_Water,Non_Wetland,Water
