Value,AFRICA_2024_DynamicWorld_2024_37NHE_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NHE_M_R,AFRICA_2024_GLC_FCS30D_2022_37NHE_M_R,AFRICA_2024_GSW_Yearly_2021_37NHE_M_R,AFRICA_2024_GWL_FCS30D_2022_37NHE_M_R,AFRICA_2024_WorldCover_2021_37NHE_M_R
422,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
423,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
424,Grassland,Forest,Shrubland,Water,Non_Wetland,Cropland
425,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
426,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
427,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
428,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
429,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
430,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
431,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL
432,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
433,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
434,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest
435,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland
436,Grassland,Forest,Grassland,Water,Non_Wetland,Cropland
437,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
438,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
439,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
440,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
441,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
442,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL
443,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
444,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
445,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
446,Grassland,Forest,Cropland,Water,Non_Wetland,Grassland
447,Grassland,Forest,Cropland,Water,Non_Wetland,Cropland
448,Grassland,Forest,Cropland,Water,Non_Wetland,Wetland
449,Grassland,Forest,Wetland,NULL,Wetland,Grassland
450,Grassland,Forest,Wetland,NULL,Wetland,Cropland
451,Grassland,Forest,Wetland,Water,Wetland,Grassland
452,Grassland,Forest,Wetland,Water,Wetland,Cropland
453,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL
454,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Forest
455,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
456,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
457,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
458,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
459,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
460,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
461,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
462,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
463,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
464,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
465,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
466,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
467,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
468,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
469,Cropland,NULL,NULL,Water,Non_Wetland,Forest
470,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
471,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
472,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
473,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
474,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
475,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
476,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
477,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
478,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
479,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
480,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
481,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
482,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
483,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
484,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
485,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
486,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
487,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
488,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
489,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
490,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
491,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
492,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
493,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
494,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
495,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
496,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
497,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
498,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
499,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
500,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
501,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
502,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
503,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
504,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
505,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
506,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
507,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
508,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
509,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
510,Cropland,NULL,Wetland,NULL,Wetland,NULL
511,Cropland,NULL,Wetland,NULL,Wetland,Grassland
512,Cropland,NULL,Wetland,NULL,Wetland,Cropland
513,Cropland,NULL,Wetland,NULL,Wetland,Forest
514,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
515,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
516,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
517,Cropland,NULL,Wetland,Water,Wetland,NULL
518,Cropland,NULL,Wetland,Water,Wetland,Grassland
519,Cropland,NULL,Wetland,Water,Wetland,Cropland
520,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
521,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
522,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Forest
523,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
524,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
525,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
526,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
527,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
528,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
529,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
530,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
531,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
532,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
533,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
534,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
535,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
536,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
537,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
538,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
539,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
540,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
541,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Forest
542,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
543,Cropland,NULL,Built-up,Water,Non_Wetland,Water
544,Cropland,NULL,Water,NULL,Water,NULL
545,Cropland,NULL,Water,NULL,Water,Grassland
546,Cropland,NULL,Water,NULL,Water,Cropland
547,Cropland,NULL,Water,NULL,Water,Forest
548,Cropland,NULL,Water,Non_Water,Water,Cropland
549,Cropland,NULL,Water,Water,Water,Grassland
550,Cropland,NULL,Water,Water,Water,Cropland
551,Cropland,NULL,Water,Water,Water,Forest
552,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
553,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
554,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
555,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
556,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
557,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
558,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
559,Cropland,NULL,Forest,Water,Non_Wetland,Forest
560,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
561,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
562,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
563,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
564,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
565,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
566,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
567,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
568,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
569,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
570,Cropland,Cropland,NULL,Water,Non_Wetland,Forest
571,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
572,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
573,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
574,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
575,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
576,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
577,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
578,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
579,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
580,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
581,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
582,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
583,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
584,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
585,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
586,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
587,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
588,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
589,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
590,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
591,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
592,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
593,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
594,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
595,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL
596,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
597,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
598,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
599,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
600,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
601,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
602,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
603,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
604,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
605,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
606,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
607,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
608,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
609,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
610,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
611,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
612,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
613,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
614,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
615,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
616,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
617,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
618,Cropland,Cropland,Wetland,NULL,Wetland,Forest
619,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
620,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
621,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
622,Cropland,Cropland,Wetland,Water,Wetland,Grassland
623,Cropland,Cropland,Wetland,Water,Wetland,Cropland
624,Cropland,Cropland,Wetland,Water,Wetland,Forest
625,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
626,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
627,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
628,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
629,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
630,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
631,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
632,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
633,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
634,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
635,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
636,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
637,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
638,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
639,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
640,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
641,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
642,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
643,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
644,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
645,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
646,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
647,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
648,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
649,Cropland,Cropland,Water,NULL,Water,NULL
650,Cropland,Cropland,Water,NULL,Water,Grassland
651,Cropland,Cropland,Water,NULL,Water,Cropland
652,Cropland,Cropland,Water,NULL,Water,Forest
653,Cropland,Cropland,Water,Non_Water,Water,Grassland
654,Cropland,Cropland,Water,Non_Water,Water,Cropland
655,Cropland,Cropland,Water,Non_Water,Water,Forest
656,Cropland,Cropland,Water,Water,Water,Grassland
657,Cropland,Cropland,Water,Water,Water,Cropland
658,Cropland,Cropland,Water,Water,Water,Forest
659,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
660,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
661,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
662,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
663,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
664,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
665,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
666,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
667,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
668,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
669,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
670,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
671,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
672,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
673,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
674,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
675,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
676,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
677,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
678,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
679,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
680,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
681,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
682,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
683,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
684,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
685,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
686,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
687,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
688,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
689,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
690,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
691,Cropland,Bareland,Grassland,Water,Non_Wetland,Grassland
692,Cropland,Bareland,Grassland,Water,Non_Wetland,Cropland
693,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
694,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
695,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
696,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
697,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
698,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
699,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
700,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
701,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
702,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
703,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
704,Cropland,Bareland,Bareland,Water,Non_Wetland,Grassland
705,Cropland,Bareland,Bareland,Water,Non_Wetland,Cropland
706,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
707,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
708,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
709,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
710,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
711,Cropland,Bareland,Water,Water,Water,Cropland
712,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
713,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
714,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
715,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
716,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
717,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
718,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
719,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
720,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
721,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
722,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
723,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
724,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
725,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
726,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
727,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
728,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
729,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
730,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
731,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
732,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
733,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
734,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
735,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
736,Cropland,Water,NULL,NULL,Non_Wetland,Forest
737,Cropland,Water,NULL,Non_Water,Non_Wetland,Forest
738,Cropland,Water,NULL,Water,Non_Wetland,Forest
739,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
740,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
741,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
742,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
743,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
744,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
745,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
746,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
747,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
748,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
749,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
750,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
751,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
752,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
753,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
754,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
755,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
756,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
757,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland
758,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
759,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
760,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
761,Cropland,Water,Grassland,Water,Non_Wetland,Forest
762,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
763,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
764,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
765,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
766,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
767,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
768,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
769,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
770,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
771,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
772,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
773,Cropland,Water,Cropland,Water,Non_Wetland,Forest
774,Cropland,Water,Wetland,NULL,Wetland,Grassland
775,Cropland,Water,Wetland,NULL,Wetland,Cropland
776,Cropland,Water,Wetland,NULL,Wetland,Forest
777,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
778,Cropland,Water,Wetland,Non_Water,Wetland,Forest
779,Cropland,Water,Wetland,Water,Wetland,Grassland
780,Cropland,Water,Wetland,Water,Wetland,Cropland
781,Cropland,Water,Wetland,Water,Wetland,Bareland
782,Cropland,Water,Wetland,Water,Wetland,Forest
783,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
784,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
785,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
786,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
787,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
788,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
789,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
790,Cropland,Water,Bareland,Water,Non_Wetland,NULL
791,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
792,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
793,Cropland,Water,Bareland,Water,Non_Wetland,Forest
794,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
795,Cropland,Water,Water,NULL,Water,Grassland
796,Cropland,Water,Water,NULL,Water,Cropland
797,Cropland,Water,Water,NULL,Water,Forest
798,Cropland,Water,Water,Water,Water,Grassland
799,Cropland,Water,Water,Water,Water,Cropland
800,Cropland,Water,Water,Water,Water,Forest
801,Cropland,Water,Forest,NULL,Non_Wetland,Forest
802,Cropland,Water,Forest,Non_Water,Non_Wetland,Cropland
803,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
804,Cropland,Water,Forest,Water,Non_Wetland,Forest
805,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
806,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
807,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
808,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
809,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
810,Cropland,Forest,NULL,Water,Non_Wetland,Forest
811,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
812,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
813,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
814,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
815,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
816,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
817,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
818,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
819,Cropland,Forest,Shrubland,Water,Non_Wetland,Cropland
820,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
821,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
822,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
823,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
824,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
825,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
826,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
827,Cropland,Forest,Grassland,Water,Non_Wetland,Grassland
828,Cropland,Forest,Grassland,Water,Non_Wetland,Cropland
829,Cropland,Forest,Grassland,Water,Non_Wetland,Forest
830,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
831,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
832,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
833,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
834,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
835,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
836,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
837,Cropland,Forest,Cropland,Water,Non_Wetland,Grassland
838,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
839,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
840,Cropland,Forest,Wetland,NULL,Wetland,Grassland
841,Cropland,Forest,Wetland,NULL,Wetland,Cropland
842,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland
843,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
844,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
