Value,AFRICA_2024_DynamicWorld_2024_37NCE_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NCE_M_R,AFRICA_2024_GLC_FCS30D_2022_37NCE_M_R,AFRICA_2024_GSW_Yearly_2021_37NCE_M_R,AFRICA_2024_GWL_FCS30D_2022_37NCE_M_R,AFRICA_2024_WorldCover_2021_37NCE_M_R
417,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
418,Water,NULL,Bareland,Water,Non_Wetland,Grassland
419,Water,NULL,Bareland,Water,Non_Wetland,Bareland
420,Water,NULL,Built-up,NULL,Non_Wetland,NULL
421,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
422,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
423,Water,NULL,Water,NULL,Water,NULL
424,Water,NULL,Water,NULL,Water,Grassland
425,Water,NULL,Water,NULL,Water,Forest
426,Water,NULL,Forest,NULL,Non_Wetland,NULL
427,Water,NULL,Forest,NULL,Non_Wetland,Grassland
428,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
429,Water,Cropland,Grassland,NULL,Non_Wetland,NULL
430,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
431,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
432,Water,Cropland,Bareland,NULL,Non_Wetland,NULL
433,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
434,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
435,Water,Cropland,Built-up,NULL,Non_Wetland,NULL
436,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
437,Water,Cropland,Built-up,NULL,Non_Wetland,Bareland
438,Water,Wetland,Bareland,NULL,Non_Wetland,NULL
439,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
440,Water,Wetland,Bareland,NULL,Non_Wetland,Forest
441,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
442,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
443,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
444,Water,Bareland,Wetland,Water,Wetland,Bareland
445,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
446,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
447,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
448,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
449,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
450,Water,Bareland,Water,Water,Water,Water
451,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
452,Water,Water,Grassland,NULL,Non_Wetland,Grassland
453,Water,Water,Grassland,NULL,Non_Wetland,Bareland
454,Water,Water,Grassland,NULL,Non_Wetland,Water
455,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
456,Water,Water,Grassland,Water,Non_Wetland,Grassland
457,Water,Water,Grassland,Water,Non_Wetland,Bareland
458,Water,Water,Cropland,NULL,Non_Wetland,Grassland
459,Water,Water,Wetland,NULL,Wetland,Bareland
460,Water,Water,Wetland,Non_Water,Wetland,Bareland
461,Water,Water,Wetland,Water,Wetland,Grassland
462,Water,Water,Wetland,Water,Wetland,Bareland
463,Water,Water,Wetland,Water,Wetland,Water
464,Water,Water,Bareland,NULL,Non_Wetland,NULL
465,Water,Water,Bareland,NULL,Non_Wetland,Grassland
466,Water,Water,Bareland,NULL,Non_Wetland,Bareland
467,Water,Water,Bareland,NULL,Non_Wetland,Water
468,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
469,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
470,Water,Water,Bareland,Water,Non_Wetland,Grassland
471,Water,Water,Bareland,Water,Non_Wetland,Bareland
472,Water,Water,Bareland,Water,Non_Wetland,Water
473,Water,Water,Built-up,NULL,Non_Wetland,Bareland
474,Water,Water,Water,NULL,Water,Bareland
475,Water,Water,Water,Non_Water,Water,Grassland
476,Water,Water,Water,Water,Water,Grassland
477,Water,Water,Water,Water,Water,Bareland
478,Water,Water,Water,Water,Water,Water
479,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
480,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
481,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
482,Water,Forest,Grassland,NULL,Non_Wetland,NULL
483,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
484,Water,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
485,Water,Forest,Bareland,NULL,Non_Wetland,NULL
486,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
487,Water,Forest,Bareland,NULL,Non_Wetland,Forest
488,Water,Forest,Built-up,NULL,Non_Wetland,NULL
489,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Grassland
490,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
491,Forest,NULL,NULL,NULL,Non_Wetland,NULL
492,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
493,Forest,NULL,NULL,NULL,Non_Wetland,Forest
494,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
495,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
496,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
497,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
498,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
499,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
500,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
501,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
502,Forest,NULL,Grassland,NULL,Non_Wetland,Water
503,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
504,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
505,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
506,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
507,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
508,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
509,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
510,Forest,NULL,Wetland,NULL,Wetland,Forest
511,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
512,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
513,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
514,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
515,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
516,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
517,Forest,NULL,Bareland,NULL,Non_Wetland,Water
518,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
519,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
520,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
521,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
522,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
523,Forest,NULL,Water,NULL,Water,NULL
524,Forest,NULL,Water,NULL,Water,Grassland
525,Forest,NULL,Water,NULL,Water,Forest
526,Forest,NULL,Forest,NULL,Non_Wetland,NULL
527,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
528,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
529,Forest,NULL,Forest,NULL,Non_Wetland,Water
530,Forest,NULL,Forest,NULL,Non_Wetland,Forest
531,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
532,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
533,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
534,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
535,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
536,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
537,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
538,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
539,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
540,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
541,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
542,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
543,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
544,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
545,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
546,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
547,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
548,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
549,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
550,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL
551,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
552,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
553,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL
554,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
555,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
556,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL
557,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
558,Forest,Wetland,Built-up,NULL,Non_Wetland,Forest
559,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
560,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
561,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
562,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
563,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
564,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
565,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
566,Forest,Water,Forest,NULL,Non_Wetland,NULL
567,Forest,Forest,NULL,NULL,Non_Wetland,NULL
568,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
569,Forest,Forest,NULL,NULL,Non_Wetland,Forest
570,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
571,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
572,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
573,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
574,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
575,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
576,Forest,Forest,Shrubland,Water,Non_Wetland,NULL
577,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
578,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
579,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
580,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
581,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
582,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
583,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
584,Forest,Forest,Wetland,NULL,Wetland,NULL
585,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
586,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
587,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
588,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
589,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
590,Forest,Forest,Bareland,NULL,Non_Wetland,Water
591,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
592,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
593,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
594,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
595,Forest,Forest,Water,NULL,Water,NULL
596,Forest,Forest,Water,NULL,Water,Grassland
597,Forest,Forest,Water,NULL,Water,Forest
598,Forest,Forest,Water,Water,Water,Grassland
599,Forest,Forest,Forest,NULL,Non_Wetland,NULL
600,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
601,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
602,Forest,Forest,Forest,NULL,Non_Wetland,Forest
603,Forest,Forest,Forest,Water,Non_Wetland,NULL
604,Forest,Forest,Forest,Water,Non_Wetland,Grassland
605,Forest,Forest,Forest,Water,Non_Wetland,Forest
