Value,AFRICA_2024_DynamicWorld_2024_36NXP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NXP_M_R,AFRICA_2024_GLC_FCS30D_2022_36NXP_M_R,AFRICA_2024_GSW_Yearly_2021_36NXP_M_R,AFRICA_2024_GWL_FCS30D_2022_36NXP_M_R,AFRICA_2024_WorldCover_2021_36NXP_M_R
426,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
427,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
428,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
429,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
430,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
431,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
432,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
433,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
434,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
435,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
436,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
437,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
438,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
439,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
440,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
441,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
442,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
443,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
444,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
445,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
446,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
447,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
448,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
449,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
450,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
451,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
452,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
453,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
454,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
455,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
456,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
457,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
458,Cropland,NULL,Wetland,NULL,Wetland,Grassland
459,Cropland,NULL,Wetland,NULL,Wetland,Wetland
460,Cropland,NULL,Wetland,NULL,Wetland,Forest
461,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
462,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
463,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
464,Cropland,NULL,Wetland,Water,Wetland,Wetland
465,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
466,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
467,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
468,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
469,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
470,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
471,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
472,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
473,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
474,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
475,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
476,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
477,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
478,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
479,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
480,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
481,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
482,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
483,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
484,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
485,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
486,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
487,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
488,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
489,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
490,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
491,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
492,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
493,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
494,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
495,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
496,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
497,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
498,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
499,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
500,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
501,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
502,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
503,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
504,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
505,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
506,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
507,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
508,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
509,Cropland,Cropland,Wetland,NULL,Wetland,Forest
510,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
511,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
512,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
513,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
514,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
515,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
516,Cropland,Cropland,Water,NULL,Water,Wetland
517,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
518,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
519,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
520,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
521,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
522,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
523,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
524,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
525,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
526,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
527,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
528,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
529,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
530,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
531,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
532,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
533,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
534,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
535,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
536,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
537,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
538,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
539,Cropland,Wetland,Wetland,NULL,Wetland,Forest
540,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
541,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
542,Cropland,Wetland,Bareland,NULL,Non_Wetland,Forest
543,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
544,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
545,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
546,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
547,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
548,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
549,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
550,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
551,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
552,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
553,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
554,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
555,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
556,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
557,Cropland,Water,NULL,NULL,Non_Wetland,Wetland
558,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
559,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
560,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
561,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
562,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
563,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
564,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
565,Cropland,Water,Wetland,NULL,Wetland,Wetland
566,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
567,Cropland,Water,Built-up,Non_Water,Non_Wetland,Forest
568,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
569,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
570,Cropland,Water,Forest,NULL,Non_Wetland,Forest
571,Cropland,Water,Forest,Water,Non_Wetland,Forest
572,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
573,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
574,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
575,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
576,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
577,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
578,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
579,Cropland,Forest,Wetland,NULL,Wetland,Grassland
580,Cropland,Forest,Wetland,NULL,Wetland,Wetland
581,Cropland,Forest,Wetland,NULL,Wetland,Forest
582,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
583,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
584,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
585,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
586,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
587,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
588,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
589,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
590,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
591,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
592,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
593,Cropland,Forest,Forest,Water,Non_Wetland,Water
594,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
595,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
596,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
597,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
598,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
599,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
600,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
601,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
602,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
603,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
604,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
605,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
606,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
607,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
608,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
609,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
610,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
611,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
612,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
613,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
614,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
615,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
616,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
617,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
618,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
619,Wetland,NULL,Wetland,NULL,Wetland,NULL
620,Wetland,NULL,Wetland,NULL,Wetland,Grassland
621,Wetland,NULL,Wetland,NULL,Wetland,Wetland
622,Wetland,NULL,Wetland,NULL,Wetland,Forest
623,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
624,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
625,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
626,Wetland,NULL,Wetland,Water,Wetland,Grassland
627,Wetland,NULL,Wetland,Water,Wetland,Wetland
628,Wetland,NULL,Wetland,Water,Wetland,Water
629,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
630,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
631,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
632,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
633,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
634,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
635,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
636,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
637,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
638,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
639,Wetland,NULL,Water,NULL,Water,Grassland
640,Wetland,NULL,Water,NULL,Water,Wetland
641,Wetland,NULL,Water,Non_Water,Water,Grassland
642,Wetland,NULL,Water,Non_Water,Water,Wetland
643,Wetland,NULL,Water,Water,Water,Grassland
644,Wetland,NULL,Water,Water,Water,Wetland
645,Wetland,NULL,Water,Water,Water,Water
646,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
647,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
648,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
649,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
650,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
651,Wetland,NULL,Forest,NULL,Non_Wetland,Water
652,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
653,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
654,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
655,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
656,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
657,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
658,Wetland,NULL,Forest,Water,Non_Wetland,Forest
659,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
660,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
661,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
662,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
663,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
664,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
665,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water
666,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
667,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
668,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
669,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
670,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
671,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
672,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
673,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
674,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
675,Wetland,Cropland,Wetland,NULL,Wetland,Forest
676,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
677,Wetland,Cropland,Wetland,Water,Wetland,Wetland
678,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
679,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
680,Wetland,Cropland,Bareland,NULL,Non_Wetland,Water
681,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
682,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
683,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
684,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
685,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
686,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
687,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
688,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
689,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
690,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
691,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
692,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
693,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
694,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
695,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
696,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
697,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
698,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
699,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
700,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
701,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
702,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
703,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
704,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
705,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
706,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
707,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
708,Wetland,Wetland,Wetland,NULL,Wetland,Forest
709,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
710,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
711,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
712,Wetland,Wetland,Wetland,Water,Wetland,Grassland
713,Wetland,Wetland,Wetland,Water,Wetland,Wetland
714,Wetland,Wetland,Wetland,Water,Wetland,Water
715,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
716,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
717,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
718,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
719,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
720,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
721,Wetland,Wetland,Water,NULL,Water,Grassland
722,Wetland,Wetland,Water,NULL,Water,Wetland
723,Wetland,Wetland,Water,Non_Water,Water,Wetland
724,Wetland,Wetland,Water,Water,Water,Wetland
725,Wetland,Wetland,Water,Water,Water,Water
726,Wetland,Wetland,Water,Water,Water,Forest
727,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
728,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
729,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
730,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
731,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
732,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
733,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
734,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
735,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
736,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
737,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
738,Wetland,Water,NULL,NULL,Non_Wetland,Forest
739,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
740,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
741,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
742,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
743,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
744,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
745,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
746,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
747,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
748,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
749,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
750,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
751,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
752,Wetland,Water,Wetland,NULL,Wetland,Grassland
753,Wetland,Water,Wetland,NULL,Wetland,Wetland
754,Wetland,Water,Wetland,NULL,Wetland,Water
755,Wetland,Water,Wetland,NULL,Wetland,Forest
756,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
757,Wetland,Water,Wetland,Non_Water,Wetland,Forest
758,Wetland,Water,Wetland,Water,Wetland,Wetland
759,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
760,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
761,Wetland,Water,Bareland,NULL,Non_Wetland,Water
762,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
763,Wetland,Water,Bareland,Non_Water,Non_Wetland,Grassland
764,Wetland,Water,Bareland,Water,Non_Wetland,Grassland
765,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
766,Wetland,Water,Bareland,Water,Non_Wetland,Water
767,Wetland,Water,Water,NULL,Water,Grassland
768,Wetland,Water,Water,NULL,Water,Wetland
769,Wetland,Water,Water,NULL,Water,Water
770,Wetland,Water,Water,NULL,Water,Forest
771,Wetland,Water,Water,Non_Water,Water,Grassland
772,Wetland,Water,Water,Non_Water,Water,Wetland
773,Wetland,Water,Water,Non_Water,Water,Water
774,Wetland,Water,Water,Non_Water,Water,Forest
775,Wetland,Water,Water,Water,Water,Wetland
776,Wetland,Water,Water,Water,Water,Water
777,Wetland,Water,Water,Water,Water,Forest
778,Wetland,Water,Forest,NULL,Non_Wetland,NULL
779,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
780,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
781,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
782,Wetland,Water,Forest,NULL,Non_Wetland,Forest
783,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
784,Wetland,Water,Forest,Non_Water,Non_Wetland,Water
785,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
786,Wetland,Water,Forest,Water,Non_Wetland,Cropland
787,Wetland,Water,Forest,Water,Non_Wetland,Wetland
788,Wetland,Water,Forest,Water,Non_Wetland,Water
789,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
790,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
791,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
792,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
793,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
794,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
795,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
796,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
797,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
798,Wetland,Forest,Wetland,NULL,Wetland,Grassland
799,Wetland,Forest,Wetland,NULL,Wetland,Wetland
800,Wetland,Forest,Wetland,NULL,Wetland,Forest
801,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
802,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
803,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
804,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
805,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
806,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
807,Wetland,Forest,Water,NULL,Water,Wetland
808,Wetland,Forest,Water,Non_Water,Water,Wetland
809,Wetland,Forest,Water,Non_Water,Water,Forest
810,Wetland,Forest,Water,Water,Water,Wetland
811,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
812,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
813,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
814,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
815,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
816,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
817,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
818,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
819,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
820,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
821,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
822,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
823,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
824,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
825,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
826,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
827,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
828,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
829,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
830,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
831,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
832,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
833,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
834,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
835,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
836,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
837,Water,NULL,NULL,NULL,Non_Wetland,NULL
838,Water,NULL,NULL,NULL,Non_Wetland,Grassland
839,Water,NULL,NULL,NULL,Non_Wetland,Wetland
840,Water,NULL,NULL,NULL,Non_Wetland,Bareland
841,Water,NULL,NULL,NULL,Non_Wetland,Forest
842,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
843,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
844,Water,NULL,NULL,Water,Non_Wetland,Wetland
845,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
846,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
847,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
848,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
849,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
850,Water,NULL,Shrubland,NULL,Non_Wetland,Water
851,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
852,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
853,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
854,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
855,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
