Value,AFRICA_2024_DynamicWorld_2024_35PPM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PPM_M_R,AFRICA_2024_GLC_FCS30D_2022_35PPM_M_R,AFRICA_2024_GSW_Yearly_2021_35PPM_M_R,AFRICA_2024_GWL_FCS30D_2022_35PPM_M_R,AFRICA_2024_WorldCover_2021_35PPM_M_R
429,Cropland,NULL,Forest,Non_Water,Non_Wetland,Built-up
430,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
431,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
432,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
433,Cropland,NULL,Forest,Water,Non_Wetland,Water
434,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
435,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
436,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
437,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
438,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
439,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
440,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
441,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
442,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
443,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
444,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
445,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
446,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
447,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
448,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
449,Cropland,Cropland,Wetland,NULL,Wetland,NULL
450,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
451,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
452,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
453,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
454,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
455,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
456,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
457,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
458,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
459,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
460,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
461,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
462,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
463,Cropland,Wetland,Wetland,NULL,Wetland,NULL
464,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
465,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
466,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
467,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
468,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
469,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
470,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
471,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
472,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
473,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
474,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
475,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
476,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
477,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
478,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
479,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
480,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
481,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
482,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
483,Cropland,Forest,Wetland,NULL,Wetland,NULL
484,Cropland,Forest,Wetland,NULL,Wetland,Grassland
485,Cropland,Forest,Wetland,NULL,Wetland,Wetland
486,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
487,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
488,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
489,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
490,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
491,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
492,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland
493,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
494,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
495,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
496,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
497,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
498,Wetland,NULL,NULL,Water,Non_Wetland,Bareland
499,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
500,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
501,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
502,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
503,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
504,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
505,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
506,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
507,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
508,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
509,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
510,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
511,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
512,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
513,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
514,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
515,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
516,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
517,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
518,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
519,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
520,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
521,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
522,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
523,Wetland,NULL,Cropland,NULL,Non_Wetland,Water
524,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
525,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
526,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
527,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
528,Wetland,NULL,Wetland,NULL,Wetland,NULL
529,Wetland,NULL,Wetland,NULL,Wetland,Grassland
530,Wetland,NULL,Wetland,NULL,Wetland,Cropland
531,Wetland,NULL,Wetland,NULL,Wetland,Wetland
532,Wetland,NULL,Wetland,NULL,Wetland,Forest
533,Wetland,NULL,Wetland,Water,Wetland,Cropland
534,Wetland,NULL,Wetland,Water,Wetland,Forest
535,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
536,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
537,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
538,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
539,Wetland,NULL,Water,NULL,Water,Cropland
540,Wetland,NULL,Water,Non_Water,Water,Bareland
541,Wetland,NULL,Water,Water,Water,Grassland
542,Wetland,NULL,Water,Water,Water,Cropland
543,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
544,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
545,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
546,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
547,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
548,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
549,Wetland,NULL,Forest,Water,Non_Wetland,NULL
550,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
551,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
552,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
553,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
554,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
555,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
556,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
557,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
558,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
559,Wetland,Cropland,Wetland,NULL,Wetland,NULL
560,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
561,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
562,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
563,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
564,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
565,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
566,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
567,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
568,Wetland,Water,Wetland,NULL,Wetland,Wetland
569,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
570,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
571,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
572,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
573,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
574,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
575,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
576,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
577,Wetland,Forest,Wetland,NULL,Wetland,NULL
578,Wetland,Forest,Wetland,NULL,Wetland,Grassland
579,Wetland,Forest,Wetland,NULL,Wetland,Cropland
580,Wetland,Forest,Wetland,NULL,Wetland,Wetland
581,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
582,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
583,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
584,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
585,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
586,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
587,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
588,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
589,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
590,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
591,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland
592,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
593,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
594,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
595,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
596,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
597,Bareland,NULL,NULL,Water,Non_Wetland,Built-up
598,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
599,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
600,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
601,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
602,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
603,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
604,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
605,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
606,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
607,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
608,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
609,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
610,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
611,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
612,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
613,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
614,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
615,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
616,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
617,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
618,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
619,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
620,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
621,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
622,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
623,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
624,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
625,Bareland,NULL,Grassland,Water,Non_Wetland,Water
626,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
627,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
628,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
629,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
630,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
631,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
632,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
633,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
634,Bareland,NULL,Wetland,NULL,Wetland,NULL
635,Bareland,NULL,Wetland,NULL,Wetland,Grassland
636,Bareland,NULL,Wetland,NULL,Wetland,Cropland
637,Bareland,NULL,Wetland,NULL,Wetland,Wetland
638,Bareland,NULL,Wetland,NULL,Wetland,Bareland
639,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
640,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
641,Bareland,NULL,Wetland,Water,Wetland,Grassland
642,Bareland,NULL,Wetland,Water,Wetland,Cropland
643,Bareland,NULL,Wetland,Water,Wetland,Wetland
644,Bareland,NULL,Wetland,Water,Wetland,Bareland
645,Bareland,NULL,Wetland,Water,Wetland,Water
646,Bareland,NULL,Wetland,Water,Wetland,Forest
647,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
648,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
649,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
650,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
651,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
652,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
653,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
654,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
655,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
656,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
657,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
658,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
659,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
660,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
661,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
662,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
663,Bareland,NULL,Water,NULL,Water,Grassland
664,Bareland,NULL,Water,NULL,Water,Wetland
665,Bareland,NULL,Water,NULL,Water,Bareland
666,Bareland,NULL,Water,Water,Water,Grassland
667,Bareland,NULL,Water,Water,Water,Wetland
668,Bareland,NULL,Water,Water,Water,Bareland
669,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
670,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
671,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
672,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
673,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
674,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
675,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
676,Bareland,NULL,Forest,Water,Non_Wetland,Grassland
677,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
678,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
679,Bareland,NULL,Forest,Water,Non_Wetland,Bareland
680,Bareland,NULL,Forest,Water,Non_Wetland,Water
681,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
682,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
683,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland
684,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
685,Bareland,Cropland,NULL,Water,Non_Wetland,Cropland
686,Bareland,Cropland,NULL,Water,Non_Wetland,Wetland
687,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
688,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
689,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
690,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
691,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
692,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
693,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
694,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
695,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
696,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
697,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
698,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
699,Bareland,Cropland,Cropland,Water,Non_Wetland,Wetland
700,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
701,Bareland,Cropland,Wetland,NULL,Wetland,Cropland
702,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
703,Bareland,Cropland,Wetland,Water,Wetland,Wetland
704,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
705,Bareland,Cropland,Water,NULL,Water,Wetland
706,Bareland,Cropland,Water,Water,Water,Wetland
707,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
708,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
709,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
710,Bareland,Cropland,Forest,Water,Non_Wetland,Cropland
711,Bareland,Cropland,Forest,Water,Non_Wetland,Wetland
712,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
713,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
714,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
715,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
716,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
717,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
718,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
719,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
720,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
721,Bareland,Bareland,Water,NULL,Water,Bareland
722,Bareland,Bareland,Forest,Non_Water,Non_Wetland,Grassland
723,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
724,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
725,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
726,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
727,Bareland,Built-up,Grassland,Water,Non_Wetland,Grassland
728,Bareland,Built-up,Grassland,Water,Non_Wetland,Wetland
729,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
730,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
731,Bareland,Water,NULL,NULL,Non_Wetland,Grassland
732,Bareland,Water,NULL,NULL,Non_Wetland,Cropland
733,Bareland,Water,NULL,Water,Non_Wetland,Grassland
734,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
735,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
736,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
737,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
738,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
739,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
740,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
741,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
742,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
743,Bareland,Water,Wetland,NULL,Wetland,Grassland
744,Bareland,Water,Wetland,NULL,Wetland,Cropland
745,Bareland,Water,Wetland,NULL,Wetland,Wetland
746,Bareland,Water,Wetland,Non_Water,Wetland,Grassland
747,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
748,Bareland,Water,Bareland,Water,Non_Wetland,Grassland
749,Bareland,Water,Water,Non_Water,Water,Wetland
750,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
751,Bareland,Water,Forest,Non_Water,Non_Wetland,Grassland
752,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
753,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
754,Water,NULL,NULL,NULL,Non_Wetland,NULL
755,Water,NULL,NULL,NULL,Non_Wetland,Grassland
756,Water,NULL,NULL,NULL,Non_Wetland,Cropland
757,Water,NULL,NULL,NULL,Non_Wetland,Wetland
758,Water,NULL,NULL,NULL,Non_Wetland,Bareland
759,Water,NULL,NULL,NULL,Non_Wetland,Water
760,Water,NULL,NULL,NULL,Non_Wetland,Forest
761,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
762,Water,NULL,NULL,Non_Water,Non_Wetland,Cropland
763,Water,NULL,NULL,Non_Water,Non_Wetland,Bareland
764,Water,NULL,NULL,Water,Non_Wetland,NULL
765,Water,NULL,NULL,Water,Non_Wetland,Grassland
766,Water,NULL,NULL,Water,Non_Wetland,Cropland
767,Water,NULL,NULL,Water,Non_Wetland,Wetland
768,Water,NULL,NULL,Water,Non_Wetland,Bareland
769,Water,NULL,NULL,Water,Non_Wetland,Water
770,Water,NULL,NULL,Water,Non_Wetland,Forest
771,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
772,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
773,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
774,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
775,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
776,Water,NULL,Shrubland,NULL,Non_Wetland,Water
777,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
778,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
779,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
780,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
781,Water,NULL,Shrubland,Non_Water,Non_Wetland,Water
782,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
783,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
784,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
785,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
786,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
787,Water,NULL,Shrubland,Water,Non_Wetland,Water
788,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
789,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
790,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
791,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
792,Water,NULL,Grassland,NULL,Non_Wetland,Water
793,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
794,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
795,Water,NULL,Grassland,Non_Water,Non_Wetland,Wetland
796,Water,NULL,Grassland,Water,Non_Wetland,Grassland
797,Water,NULL,Grassland,Water,Non_Wetland,Cropland
798,Water,NULL,Grassland,Water,Non_Wetland,Wetland
799,Water,NULL,Grassland,Water,Non_Wetland,Bareland
800,Water,NULL,Grassland,Water,Non_Wetland,Water
801,Water,NULL,Grassland,Water,Non_Wetland,Forest
802,Water,NULL,Cropland,NULL,Non_Wetland,NULL
803,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
804,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
805,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
806,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
807,Water,NULL,Cropland,NULL,Non_Wetland,Water
808,Water,NULL,Cropland,NULL,Non_Wetland,Forest
809,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
810,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
811,Water,NULL,Cropland,Water,Non_Wetland,NULL
812,Water,NULL,Cropland,Water,Non_Wetland,Grassland
813,Water,NULL,Cropland,Water,Non_Wetland,Cropland
814,Water,NULL,Cropland,Water,Non_Wetland,Wetland
815,Water,NULL,Cropland,Water,Non_Wetland,Bareland
816,Water,NULL,Cropland,Water,Non_Wetland,Water
817,Water,NULL,Wetland,NULL,Wetland,NULL
818,Water,NULL,Wetland,NULL,Wetland,Grassland
819,Water,NULL,Wetland,NULL,Wetland,Cropland
820,Water,NULL,Wetland,NULL,Wetland,Wetland
821,Water,NULL,Wetland,NULL,Wetland,Bareland
822,Water,NULL,Wetland,NULL,Wetland,Water
823,Water,NULL,Wetland,NULL,Wetland,Forest
824,Water,NULL,Wetland,Non_Water,Wetland,Grassland
825,Water,NULL,Wetland,Non_Water,Wetland,Cropland
826,Water,NULL,Wetland,Non_Water,Wetland,Wetland
827,Water,NULL,Wetland,Non_Water,Wetland,Water
828,Water,NULL,Wetland,Non_Water,Wetland,Forest
829,Water,NULL,Wetland,Water,Wetland,NULL
830,Water,NULL,Wetland,Water,Wetland,Grassland
831,Water,NULL,Wetland,Water,Wetland,Cropland
832,Water,NULL,Wetland,Water,Wetland,Wetland
833,Water,NULL,Wetland,Water,Wetland,Bareland
834,Water,NULL,Wetland,Water,Wetland,Water
835,Water,NULL,Wetland,Water,Wetland,Forest
836,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
837,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
838,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
839,Water,NULL,Bareland,NULL,Non_Wetland,Water
840,Water,NULL,Bareland,Non_Water,Non_Wetland,Grassland
841,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
842,Water,NULL,Bareland,Water,Non_Wetland,Grassland
843,Water,NULL,Bareland,Water,Non_Wetland,Cropland
844,Water,NULL,Bareland,Water,Non_Wetland,Bareland
845,Water,NULL,Bareland,Water,Non_Wetland,Water
846,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
847,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
848,Water,NULL,Built-up,Non_Water,Non_Wetland,Bareland
849,Water,NULL,Built-up,Water,Non_Wetland,Grassland
850,Water,NULL,Built-up,Water,Non_Wetland,Water
851,Water,NULL,Water,NULL,Water,Grassland
852,Water,NULL,Water,NULL,Water,Wetland
853,Water,NULL,Water,NULL,Water,Bareland
854,Water,NULL,Water,NULL,Water,Water
855,Water,NULL,Water,Non_Water,Water,Water
856,Water,NULL,Water,Water,Water,Grassland
857,Water,NULL,Water,Water,Water,Cropland
858,Water,NULL,Water,Water,Water,Bareland
859,Water,NULL,Forest,NULL,Non_Wetland,NULL
860,Water,NULL,Forest,NULL,Non_Wetland,Grassland
861,Water,NULL,Forest,NULL,Non_Wetland,Cropland
862,Water,NULL,Forest,NULL,Non_Wetland,Wetland
863,Water,NULL,Forest,NULL,Non_Wetland,Bareland
864,Water,NULL,Forest,NULL,Non_Wetland,Water
865,Water,NULL,Forest,NULL,Non_Wetland,Forest
