Value,AFRICA_2024_DynamicWorld_2024_36PTQ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PTQ_M_R,AFRICA_2024_GLC_FCS30D_2022_36PTQ_M_R,AFRICA_2024_GSW_Yearly_2021_36PTQ_M_R,AFRICA_2024_GWL_FCS30D_2022_36PTQ_M_R,AFRICA_2024_WorldCover_2021_36PTQ_M_R
439,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
440,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
441,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
442,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
443,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
444,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
445,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
446,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
447,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
448,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
449,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
450,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
451,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
452,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
453,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
454,Cropland,NULL,Wetland,NULL,Wetland,NULL
455,Cropland,NULL,Wetland,NULL,Wetland,Grassland
456,Cropland,NULL,Wetland,NULL,Wetland,Wetland
457,Cropland,NULL,Wetland,NULL,Wetland,Built-up
458,Cropland,NULL,Wetland,NULL,Wetland,Forest
459,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
460,Cropland,NULL,Water,NULL,Water,Grassland
461,Cropland,NULL,Water,Water,Water,Grassland
462,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
463,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
464,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
465,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
466,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
467,Cropland,Cropland,Wetland,NULL,Wetland,NULL
468,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
469,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
470,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
471,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
472,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
473,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
474,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
475,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
476,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
477,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
478,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
479,Cropland,Wetland,Wetland,NULL,Wetland,NULL
480,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
481,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
482,Cropland,Wetland,Wetland,NULL,Wetland,Forest
483,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
484,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
485,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
486,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
487,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
488,Cropland,Water,Grassland,NULL,Non_Wetland,Built-up
489,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
490,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
491,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
492,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
493,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
494,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
495,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
496,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
497,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
498,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
499,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
500,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
501,Cropland,Forest,Wetland,NULL,Wetland,NULL
502,Cropland,Forest,Wetland,NULL,Wetland,Grassland
503,Cropland,Forest,Wetland,NULL,Wetland,Wetland
504,Cropland,Forest,Wetland,NULL,Wetland,Forest
505,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
506,Cropland,Forest,Water,NULL,Water,Grassland
507,Cropland,Forest,Water,NULL,Water,Wetland
508,Cropland,Forest,Water,NULL,Water,Forest
509,Cropland,Forest,Water,Water,Water,Grassland
510,Cropland,Forest,Water,Water,Water,Wetland
511,Cropland,Forest,Water,Water,Water,Forest
512,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
513,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
514,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
515,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
516,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
517,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
518,Cropland,Forest,Forest,Water,Non_Wetland,Forest
519,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
520,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
521,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
522,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland
523,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
524,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
525,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
526,Wetland,NULL,NULL,Water,Non_Wetland,NULL
527,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
528,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
529,Wetland,NULL,NULL,Water,Non_Wetland,Forest
530,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
531,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
532,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
533,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
534,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
535,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
536,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
537,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
538,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
539,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
540,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
541,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
542,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
543,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
544,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
545,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
546,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
547,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
548,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
549,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
550,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
551,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
552,Wetland,NULL,Wetland,NULL,Wetland,NULL
553,Wetland,NULL,Wetland,NULL,Wetland,Grassland
554,Wetland,NULL,Wetland,NULL,Wetland,Wetland
555,Wetland,NULL,Wetland,NULL,Wetland,Water
556,Wetland,NULL,Wetland,NULL,Wetland,Forest
557,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
558,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
559,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
560,Wetland,NULL,Wetland,Non_Water,Wetland,Water
561,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
562,Wetland,NULL,Wetland,Water,Wetland,Grassland
563,Wetland,NULL,Wetland,Water,Wetland,Wetland
564,Wetland,NULL,Wetland,Water,Wetland,Water
565,Wetland,NULL,Wetland,Water,Wetland,Forest
566,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
567,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
568,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
569,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
570,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
571,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
572,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
573,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
574,Wetland,NULL,Water,NULL,Water,NULL
575,Wetland,NULL,Water,NULL,Water,Grassland
576,Wetland,NULL,Water,NULL,Water,Wetland
577,Wetland,NULL,Water,NULL,Water,Water
578,Wetland,NULL,Water,NULL,Water,Forest
579,Wetland,NULL,Water,Non_Water,Water,Wetland
580,Wetland,NULL,Water,Water,Water,NULL
581,Wetland,NULL,Water,Water,Water,Grassland
582,Wetland,NULL,Water,Water,Water,Wetland
583,Wetland,NULL,Water,Water,Water,Bareland
584,Wetland,NULL,Water,Water,Water,Water
585,Wetland,NULL,Water,Water,Water,Forest
586,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
587,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
588,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
589,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
590,Wetland,NULL,Forest,NULL,Non_Wetland,Water
591,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
592,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
593,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
594,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
595,Wetland,NULL,Forest,Water,Non_Wetland,NULL
596,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
597,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
598,Wetland,NULL,Forest,Water,Non_Wetland,Forest
599,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
600,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
601,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
602,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
603,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
604,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
605,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
606,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
607,Wetland,Cropland,Wetland,NULL,Wetland,NULL
608,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
609,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
610,Wetland,Cropland,Wetland,NULL,Wetland,Forest
611,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
612,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
613,Wetland,Cropland,Water,NULL,Water,Wetland
614,Wetland,Cropland,Water,Non_Water,Water,Wetland
615,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
616,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
617,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
618,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
619,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
620,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
621,Wetland,Wetland,NULL,NULL,Non_Wetland,Bareland
622,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
623,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
624,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
625,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
626,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
627,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
628,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
629,Wetland,Wetland,NULL,Water,Non_Wetland,Water
630,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
631,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
632,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
633,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
634,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
635,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
636,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
637,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
638,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
639,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
640,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
641,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
642,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
643,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
644,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
645,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
646,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
647,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
648,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
649,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
650,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
651,Wetland,Wetland,Grassland,NULL,Non_Wetland,Built-up
652,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
653,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
654,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
655,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
656,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
657,Wetland,Wetland,Cropland,NULL,Non_Wetland,Built-up
658,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
659,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
660,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
661,Wetland,Wetland,Wetland,NULL,Wetland,NULL
662,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
663,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
664,Wetland,Wetland,Wetland,NULL,Wetland,Water
665,Wetland,Wetland,Wetland,NULL,Wetland,Forest
666,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
667,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
668,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
669,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
670,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
671,Wetland,Wetland,Wetland,Water,Wetland,NULL
672,Wetland,Wetland,Wetland,Water,Wetland,Grassland
673,Wetland,Wetland,Wetland,Water,Wetland,Wetland
674,Wetland,Wetland,Wetland,Water,Wetland,Water
675,Wetland,Wetland,Wetland,Water,Wetland,Forest
676,Wetland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
677,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
678,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
679,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
680,Wetland,Wetland,Bareland,NULL,Non_Wetland,Water
681,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
682,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
683,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
684,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Water
685,Wetland,Wetland,Bareland,Water,Non_Wetland,Grassland
686,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
687,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
688,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
689,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
690,Wetland,Wetland,Built-up,NULL,Non_Wetland,Built-up
691,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
692,Wetland,Wetland,Water,NULL,Water,NULL
693,Wetland,Wetland,Water,NULL,Water,Grassland
694,Wetland,Wetland,Water,NULL,Water,Wetland
695,Wetland,Wetland,Water,NULL,Water,Bareland
696,Wetland,Wetland,Water,NULL,Water,Water
697,Wetland,Wetland,Water,NULL,Water,Forest
698,Wetland,Wetland,Water,Non_Water,Water,NULL
699,Wetland,Wetland,Water,Non_Water,Water,Grassland
700,Wetland,Wetland,Water,Non_Water,Water,Wetland
701,Wetland,Wetland,Water,Non_Water,Water,Water
702,Wetland,Wetland,Water,Non_Water,Water,Forest
703,Wetland,Wetland,Water,Water,Water,NULL
704,Wetland,Wetland,Water,Water,Water,Grassland
705,Wetland,Wetland,Water,Water,Water,Wetland
706,Wetland,Wetland,Water,Water,Water,Bareland
707,Wetland,Wetland,Water,Water,Water,Water
708,Wetland,Wetland,Water,Water,Water,Forest
709,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
710,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
711,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
712,Wetland,Wetland,Forest,NULL,Non_Wetland,Bareland
713,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
714,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
715,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
716,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
717,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
718,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
719,Wetland,Wetland,Forest,Water,Non_Wetland,NULL
720,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
721,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
722,Wetland,Wetland,Forest,Water,Non_Wetland,Bareland
723,Wetland,Wetland,Forest,Water,Non_Wetland,Water
724,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
725,Wetland,Bareland,NULL,NULL,Non_Wetland,Wetland
726,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
727,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
728,Wetland,Bareland,Shrubland,Water,Non_Wetland,Wetland
729,Wetland,Bareland,Wetland,NULL,Wetland,Grassland
730,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
731,Wetland,Bareland,Wetland,NULL,Wetland,Water
732,Wetland,Bareland,Wetland,Non_Water,Wetland,Wetland
733,Wetland,Bareland,Wetland,Water,Wetland,Wetland
734,Wetland,Bareland,Wetland,Water,Wetland,Water
735,Wetland,Bareland,Water,NULL,Water,Wetland
736,Wetland,Bareland,Water,Non_Water,Water,Wetland
737,Wetland,Bareland,Water,Water,Water,Wetland
738,Wetland,Bareland,Water,Water,Water,Water
739,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
740,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Forest
741,Wetland,Built-up,Wetland,NULL,Wetland,Wetland
742,Wetland,Built-up,Wetland,NULL,Wetland,Forest
743,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
744,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
745,Wetland,Water,NULL,NULL,Non_Wetland,Forest
746,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
747,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
748,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
749,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
750,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
751,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
752,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
753,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
754,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Water
755,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
756,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
757,Wetland,Water,Grassland,NULL,Non_Wetland,Wetland
758,Wetland,Water,Wetland,NULL,Wetland,Grassland
759,Wetland,Water,Wetland,NULL,Wetland,Wetland
760,Wetland,Water,Wetland,NULL,Wetland,Water
761,Wetland,Water,Wetland,NULL,Wetland,Forest
762,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
763,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
764,Wetland,Water,Wetland,Non_Water,Wetland,Water
765,Wetland,Water,Wetland,Non_Water,Wetland,Forest
766,Wetland,Water,Wetland,Water,Wetland,Grassland
767,Wetland,Water,Wetland,Water,Wetland,Wetland
768,Wetland,Water,Wetland,Water,Wetland,Water
769,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
770,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
771,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
772,Wetland,Water,Water,NULL,Water,Grassland
773,Wetland,Water,Water,NULL,Water,Wetland
774,Wetland,Water,Water,NULL,Water,Water
775,Wetland,Water,Water,NULL,Water,Forest
776,Wetland,Water,Water,Non_Water,Water,Grassland
777,Wetland,Water,Water,Non_Water,Water,Wetland
778,Wetland,Water,Water,Non_Water,Water,Water
779,Wetland,Water,Water,Water,Water,Grassland
780,Wetland,Water,Water,Water,Water,Wetland
781,Wetland,Water,Water,Water,Water,Water
782,Wetland,Water,Water,Water,Water,Forest
783,Wetland,Water,Forest,NULL,Non_Wetland,NULL
784,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
785,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
786,Wetland,Water,Forest,NULL,Non_Wetland,Forest
787,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
788,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
789,Wetland,Water,Forest,Water,Non_Wetland,Wetland
790,Wetland,Water,Forest,Water,Non_Wetland,Forest
791,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
792,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
793,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
794,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
795,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland
796,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
797,Wetland,Forest,NULL,Water,Non_Wetland,NULL
798,Wetland,Forest,NULL,Water,Non_Wetland,Grassland
799,Wetland,Forest,NULL,Water,Non_Wetland,Wetland
800,Wetland,Forest,NULL,Water,Non_Wetland,Forest
801,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
802,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
803,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
804,Wetland,Forest,Shrubland,NULL,Non_Wetland,Bareland
805,Wetland,Forest,Shrubland,NULL,Non_Wetland,Built-up
806,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water
807,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
808,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
809,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
810,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
811,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
812,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
813,Wetland,Forest,Shrubland,Water,Non_Wetland,Bareland
814,Wetland,Forest,Shrubland,Water,Non_Wetland,Water
815,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
816,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
817,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
818,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
819,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
820,Wetland,Forest,Wetland,NULL,Wetland,NULL
821,Wetland,Forest,Wetland,NULL,Wetland,Grassland
822,Wetland,Forest,Wetland,NULL,Wetland,Wetland
823,Wetland,Forest,Wetland,NULL,Wetland,Water
824,Wetland,Forest,Wetland,NULL,Wetland,Forest
825,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
826,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
827,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
828,Wetland,Forest,Wetland,Non_Water,Wetland,Water
829,Wetland,Forest,Wetland,Water,Wetland,Grassland
830,Wetland,Forest,Wetland,Water,Wetland,Wetland
831,Wetland,Forest,Wetland,Water,Wetland,Water
832,Wetland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
833,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
834,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
835,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
836,Wetland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
837,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
838,Wetland,Forest,Water,NULL,Water,NULL
839,Wetland,Forest,Water,NULL,Water,Grassland
840,Wetland,Forest,Water,NULL,Water,Wetland
841,Wetland,Forest,Water,NULL,Water,Water
842,Wetland,Forest,Water,NULL,Water,Forest
843,Wetland,Forest,Water,Non_Water,Water,Grassland
844,Wetland,Forest,Water,Non_Water,Water,Wetland
845,Wetland,Forest,Water,Water,Water,NULL
846,Wetland,Forest,Water,Water,Water,Grassland
847,Wetland,Forest,Water,Water,Water,Wetland
848,Wetland,Forest,Water,Water,Water,Bareland
849,Wetland,Forest,Water,Water,Water,Water
850,Wetland,Forest,Water,Water,Water,Forest
851,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
852,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
853,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
854,Wetland,Forest,Forest,NULL,Non_Wetland,Water
855,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
856,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
857,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
858,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
859,Wetland,Forest,Forest,Water,Non_Wetland,NULL
860,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
861,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
862,Wetland,Forest,Forest,Water,Non_Wetland,Bareland
863,Wetland,Forest,Forest,Water,Non_Wetland,Water
864,Wetland,Forest,Forest,Water,Non_Wetland,Forest
865,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
866,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
867,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
868,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
869,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
870,Bareland,NULL,Wetland,NULL,Wetland,Wetland
871,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
872,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
873,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
874,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
875,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
876,Water,NULL,NULL,NULL,Non_Wetland,NULL
877,Water,NULL,NULL,NULL,Non_Wetland,Grassland
878,Water,NULL,NULL,NULL,Non_Wetland,Wetland
879,Water,NULL,NULL,NULL,Non_Wetland,Forest
880,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
