Value,AFRICA_2024_DynamicWorld_2024_37PBN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBN_M_R,AFRICA_2024_GSW_Yearly_2021_37PBN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBN_M_R,AFRICA_2024_WorldCover_2021_37PBN_M_R
428,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
429,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
430,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
431,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
432,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
433,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
434,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
435,Grassland,NULL,Forest,Water,Non_Wetland,Forest
436,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
437,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
438,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
439,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
440,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland
441,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
442,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL
443,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
444,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
445,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
446,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland
447,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland
448,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
449,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
450,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
451,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
452,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
453,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
454,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
455,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
456,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
457,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
458,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
459,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
460,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
461,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
462,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
463,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
464,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
465,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
466,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
467,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
468,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland
469,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland
470,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
471,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
472,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
473,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
474,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
475,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
476,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water
477,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
478,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
479,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
480,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
481,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
482,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
483,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
484,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
485,Grassland,Cropland,Wetland,NULL,Wetland,NULL
486,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
487,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
488,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
489,Grassland,Cropland,Wetland,NULL,Wetland,Bareland
490,Grassland,Cropland,Wetland,NULL,Wetland,Forest
491,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
492,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
493,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
494,Grassland,Cropland,Wetland,Water,Wetland,Grassland
495,Grassland,Cropland,Wetland,Water,Wetland,Cropland
496,Grassland,Cropland,Wetland,Water,Wetland,Wetland
497,Grassland,Cropland,Wetland,Water,Wetland,Bareland
498,Grassland,Cropland,Wetland,Water,Wetland,Water
499,Grassland,Cropland,Wetland,Water,Wetland,Forest
500,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
501,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
502,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
503,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
504,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
505,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
506,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
507,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
508,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
509,Grassland,Cropland,Bareland,Water,Non_Wetland,Wetland
510,Grassland,Cropland,Bareland,Water,Non_Wetland,Water
511,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
512,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
513,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
514,Grassland,Cropland,Built-up,Water,Non_Wetland,Wetland
515,Grassland,Cropland,Water,NULL,Water,Cropland
516,Grassland,Cropland,Water,NULL,Water,Wetland
517,Grassland,Cropland,Water,Non_Water,Water,Grassland
518,Grassland,Cropland,Water,Non_Water,Water,Wetland
519,Grassland,Cropland,Water,Water,Water,Cropland
520,Grassland,Cropland,Water,Water,Water,Wetland
521,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
522,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
523,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
524,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
525,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland
526,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
527,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL
528,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
529,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
530,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
531,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
532,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
533,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
534,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
535,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
536,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland
537,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
538,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
539,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
540,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
541,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
542,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
543,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
544,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
545,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
546,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
547,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water
548,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL
549,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
550,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
551,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
552,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
553,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water
554,Grassland,Wetland,Grassland,Water,Non_Wetland,Cropland
555,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland
556,Grassland,Wetland,Grassland,Water,Non_Wetland,Forest
557,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
558,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
559,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
560,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
561,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
562,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland
563,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
564,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
565,Grassland,Wetland,Cropland,Water,Non_Wetland,Water
566,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
567,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
568,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
569,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland
570,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
571,Grassland,Wetland,Wetland,Water,Wetland,Grassland
572,Grassland,Wetland,Wetland,Water,Wetland,Cropland
573,Grassland,Wetland,Wetland,Water,Wetland,Wetland
574,Grassland,Wetland,Wetland,Water,Wetland,Water
575,Grassland,Wetland,Bareland,NULL,Non_Wetland,Cropland
576,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
577,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland
578,Grassland,Wetland,Bareland,Water,Non_Wetland,Water
579,Grassland,Wetland,Built-up,NULL,Non_Wetland,Wetland
580,Grassland,Wetland,Water,NULL,Water,Wetland
581,Grassland,Wetland,Water,NULL,Water,Water
582,Grassland,Wetland,Water,Non_Water,Water,Wetland
583,Grassland,Wetland,Water,Water,Water,Wetland
584,Grassland,Wetland,Water,Water,Water,Water
585,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
586,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
587,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
588,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
589,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
590,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
591,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
592,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland
593,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
594,Grassland,Wetland,Forest,Water,Non_Wetland,Water
595,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
596,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
597,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
598,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
599,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
600,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
601,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
602,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
603,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
604,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
605,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
606,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
607,Grassland,Built-up,Cropland,NULL,Non_Wetland,Forest
608,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
609,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
610,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
611,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland
612,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
613,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
614,Grassland,Water,NULL,Non_Water,Non_Wetland,Wetland
615,Grassland,Water,NULL,Water,Non_Wetland,Cropland
616,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
617,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
618,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
619,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
620,Grassland,Water,Shrubland,Water,Non_Wetland,Cropland
621,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
622,Grassland,Water,Grassland,NULL,Non_Wetland,Cropland
623,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland
624,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
625,Grassland,Water,Cropland,Non_Water,Non_Wetland,Cropland
626,Grassland,Water,Cropland,Non_Water,Non_Wetland,Wetland
627,Grassland,Water,Cropland,Water,Non_Wetland,Cropland
628,Grassland,Water,Cropland,Water,Non_Wetland,Wetland
629,Grassland,Water,Wetland,NULL,Wetland,Wetland
630,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
631,Grassland,Water,Wetland,Water,Wetland,Cropland
632,Grassland,Water,Wetland,Water,Wetland,Wetland
633,Grassland,Water,Wetland,Water,Wetland,Water
634,Grassland,Water,Wetland,Water,Wetland,Forest
635,Grassland,Water,Bareland,Water,Non_Wetland,Water
636,Grassland,Water,Water,Non_Water,Water,Wetland
637,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
638,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
639,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
640,Grassland,Water,Forest,Water,Non_Wetland,Cropland
641,Grassland,Water,Forest,Water,Non_Wetland,Wetland
642,Grassland,Water,Forest,Water,Non_Wetland,Forest
643,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
644,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
645,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
646,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
647,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
648,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland
649,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
650,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
651,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
652,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
653,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
654,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
655,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
656,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
657,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
658,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
659,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
660,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
661,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
662,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
663,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
664,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
665,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
666,Grassland,Forest,Cropland,Water,Non_Wetland,Wetland
667,Grassland,Forest,Wetland,NULL,Wetland,Cropland
668,Grassland,Forest,Wetland,NULL,Wetland,Wetland
669,Grassland,Forest,Wetland,NULL,Wetland,Forest
670,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
671,Grassland,Forest,Wetland,Water,Wetland,Wetland
672,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
673,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
674,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
675,Grassland,Forest,Water,Non_Water,Water,Wetland
676,Grassland,Forest,Water,Water,Water,Water
677,Grassland,Forest,Water,Water,Water,Forest
678,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
679,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
680,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
681,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
682,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
683,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
684,Grassland,Forest,Forest,Non_Water,Non_Wetland,Cropland
685,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
686,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
687,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
688,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
689,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
690,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
691,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
692,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
693,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
694,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
695,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
696,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
697,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
698,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
699,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
700,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
701,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
702,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
703,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
704,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
705,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
706,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
707,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
708,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
709,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
710,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
711,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
712,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
713,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
714,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
715,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
716,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
717,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
718,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
719,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
720,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
721,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
722,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
723,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
724,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
725,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
726,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
727,Cropland,NULL,Wetland,NULL,Wetland,NULL
728,Cropland,NULL,Wetland,NULL,Wetland,Grassland
729,Cropland,NULL,Wetland,NULL,Wetland,Cropland
730,Cropland,NULL,Wetland,NULL,Wetland,Wetland
731,Cropland,NULL,Wetland,NULL,Wetland,Forest
732,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
733,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
734,Cropland,NULL,Wetland,Water,Wetland,Cropland
735,Cropland,NULL,Wetland,Water,Wetland,Wetland
736,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
737,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
738,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
739,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
740,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
741,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
742,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
743,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
744,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
745,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
746,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
747,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
748,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
749,Cropland,NULL,Water,NULL,Water,Forest
750,Cropland,NULL,Water,Water,Water,Cropland
751,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
752,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
753,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
754,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
755,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
756,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
757,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
758,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
759,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
760,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
761,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
762,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
763,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
764,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
765,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
766,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
767,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
768,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
769,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
770,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
771,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
772,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
773,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
774,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
775,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
776,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
777,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
778,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
779,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
780,Cropland,Cropland,NULL,Water,Non_Wetland,Bareland
781,Cropland,Cropland,NULL,Water,Non_Wetland,Water
782,Cropland,Cropland,NULL,Water,Non_Wetland,Forest
783,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
784,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
785,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
786,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
787,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
788,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
789,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
790,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
791,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
792,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
793,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
794,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
795,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
796,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
797,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
798,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
799,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
800,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
801,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
802,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
803,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
804,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
805,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
806,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
807,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
808,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
809,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
810,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
811,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
812,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
813,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
814,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
815,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
816,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
817,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
818,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
819,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
820,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
821,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
822,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
823,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
824,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
825,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
826,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
827,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
828,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
829,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
830,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
831,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
832,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
833,Cropland,Cropland,Wetland,NULL,Wetland,NULL
834,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
835,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
836,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
837,Cropland,Cropland,Wetland,NULL,Wetland,Forest
838,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
839,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
840,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
841,Cropland,Cropland,Wetland,Water,Wetland,Grassland
842,Cropland,Cropland,Wetland,Water,Wetland,Cropland
843,Cropland,Cropland,Wetland,Water,Wetland,Wetland
844,Cropland,Cropland,Wetland,Water,Wetland,Bareland
845,Cropland,Cropland,Wetland,Water,Wetland,Water
846,Cropland,Cropland,Wetland,Water,Wetland,Forest
847,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
848,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
849,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
