Value,AFRICA_2024_DynamicWorld_2024_36NUL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NUL_M_R,AFRICA_2024_GLC_FCS30D_2022_36NUL_M_R,AFRICA_2024_GSW_Yearly_2021_36NUL_M_R,AFRICA_2024_GWL_FCS30D_2022_36NUL_M_R,AFRICA_2024_WorldCover_2021_36NUL_M_R
423,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
424,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
425,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
426,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
427,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
428,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
429,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
430,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
431,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
432,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
433,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
434,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
435,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
436,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
437,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
438,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
439,Grassland,Wetland,Wetland,Water,Wetland,Grassland
440,Grassland,Wetland,Wetland,Water,Wetland,Wetland
441,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
442,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
443,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland
444,Grassland,Wetland,Water,NULL,Water,Wetland
445,Grassland,Wetland,Water,Non_Water,Water,Wetland
446,Grassland,Wetland,Water,Water,Water,Wetland
447,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
448,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
449,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
450,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
451,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
452,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
453,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
454,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL
455,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
456,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
457,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
458,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
459,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
460,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
461,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland
462,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
463,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
464,Grassland,Built-up,Forest,NULL,Non_Wetland,Wetland
465,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
466,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
467,Grassland,Water,NULL,Water,Non_Wetland,Wetland
468,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
469,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
470,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
471,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
472,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
473,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland
474,Grassland,Water,Cropland,Non_Water,Non_Wetland,Wetland
475,Grassland,Water,Wetland,NULL,Wetland,Wetland
476,Grassland,Water,Wetland,NULL,Wetland,Forest
477,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
478,Grassland,Water,Wetland,Water,Wetland,Wetland
479,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
480,Grassland,Water,Bareland,Water,Non_Wetland,Wetland
481,Grassland,Water,Water,NULL,Water,Wetland
482,Grassland,Water,Water,Non_Water,Water,Wetland
483,Grassland,Water,Water,Water,Water,Wetland
484,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
485,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
486,Grassland,Water,Forest,NULL,Non_Wetland,Forest
487,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
488,Grassland,Water,Forest,Water,Non_Wetland,Wetland
489,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
490,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
491,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
492,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
493,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland
494,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland
495,Grassland,Forest,NULL,Water,Non_Wetland,Wetland
496,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
497,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
498,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
499,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
500,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
501,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
502,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
503,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
504,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
505,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
506,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
507,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
508,Grassland,Forest,Grassland,Water,Non_Wetland,Grassland
509,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
510,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
511,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
512,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
513,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
514,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
515,Grassland,Forest,Wetland,NULL,Wetland,Grassland
516,Grassland,Forest,Wetland,NULL,Wetland,Wetland
517,Grassland,Forest,Wetland,NULL,Wetland,Forest
518,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
519,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
520,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
521,Grassland,Forest,Wetland,Water,Wetland,Wetland
522,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
523,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
524,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
525,Grassland,Forest,Built-up,NULL,Non_Wetland,Wetland
526,Grassland,Forest,Water,NULL,Water,Wetland
527,Grassland,Forest,Water,Non_Water,Water,Wetland
528,Grassland,Forest,Water,Water,Water,Wetland
529,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
530,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
531,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
532,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
533,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
534,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
535,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
536,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
537,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
538,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
539,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
540,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
541,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
542,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
543,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
544,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
545,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
546,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
547,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
548,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
549,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
550,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
551,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
552,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
553,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
554,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
555,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
556,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
557,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
558,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
559,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
560,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
561,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
562,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
563,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
564,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
565,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
566,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
567,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
568,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
569,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
570,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
571,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
572,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
573,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
574,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
575,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
576,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
577,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
578,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
579,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
580,Cropland,NULL,Wetland,NULL,Wetland,Wetland
581,Cropland,NULL,Wetland,NULL,Wetland,Forest
582,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
583,Cropland,NULL,Wetland,Water,Wetland,Wetland
584,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
585,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
586,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
587,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
588,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
589,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
590,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
591,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
592,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
593,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
594,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
595,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
596,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
597,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
598,Cropland,NULL,Water,NULL,Water,Wetland
599,Cropland,NULL,Water,Water,Water,Wetland
600,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
601,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
602,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
603,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
604,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
605,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
606,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
607,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
608,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
609,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
610,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
611,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
612,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
613,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
614,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
615,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
616,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
617,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
618,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
619,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
620,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
621,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
622,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
623,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
624,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
625,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
626,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
627,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
628,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
629,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
630,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
631,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
632,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
633,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
634,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
635,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
636,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
637,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
638,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
639,Cropland,Cropland,Wetland,NULL,Wetland,Forest
640,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
641,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
642,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
643,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
644,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
645,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
646,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
647,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
648,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
649,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
650,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
651,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
652,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
653,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
654,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
655,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
656,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
657,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
658,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
659,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
660,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
661,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
662,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
663,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
664,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
665,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
666,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
667,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
668,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
669,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
670,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
671,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
672,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
673,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
674,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
675,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
676,Cropland,Wetland,Wetland,NULL,Wetland,Forest
677,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
678,Cropland,Wetland,Wetland,Water,Wetland,Wetland
679,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
680,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
681,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland
682,Cropland,Wetland,Water,Water,Water,Wetland
683,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
684,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
685,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
686,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
687,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
688,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
689,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
690,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
691,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
692,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
693,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
694,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
695,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
696,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
697,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
698,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
699,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
700,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
701,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland
702,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
703,Cropland,Built-up,Shrubland,Water,Non_Wetland,Grassland
704,Cropland,Built-up,Shrubland,Water,Non_Wetland,Wetland
705,Cropland,Built-up,Shrubland,Water,Non_Wetland,Forest
706,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
707,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
708,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
709,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
710,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
711,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
712,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
713,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
714,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
715,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
716,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
717,Cropland,Built-up,Cropland,Water,Non_Wetland,Wetland
718,Cropland,Built-up,Wetland,NULL,Wetland,Forest
719,Cropland,Built-up,Wetland,Water,Wetland,Wetland
720,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
721,Cropland,Built-up,Bareland,NULL,Non_Wetland,Wetland
722,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
723,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
724,Cropland,Built-up,Built-up,NULL,Non_Wetland,Wetland
725,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
726,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
727,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
728,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
729,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
730,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
731,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
732,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
733,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
734,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
735,Cropland,Built-up,Forest,Non_Water,Non_Wetland,Wetland
736,Cropland,Built-up,Forest,Water,Non_Wetland,Wetland
737,Cropland,Water,NULL,NULL,Non_Wetland,Wetland
738,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
739,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
740,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
741,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
742,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
743,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
744,Cropland,Water,Cropland,Non_Water,Non_Wetland,Wetland
745,Cropland,Water,Wetland,NULL,Wetland,Wetland
746,Cropland,Water,Wetland,Non_Water,Wetland,Wetland
747,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
748,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
749,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
750,Cropland,Water,Water,Water,Water,Wetland
751,Cropland,Water,Forest,NULL,Non_Wetland,Wetland
752,Cropland,Water,Forest,NULL,Non_Wetland,Forest
753,Cropland,Water,Forest,Non_Water,Non_Wetland,Wetland
754,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
755,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
756,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
757,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
758,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
759,Cropland,Forest,NULL,Non_Water,Non_Wetland,Wetland
760,Cropland,Forest,NULL,Water,Non_Wetland,Wetland
761,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
762,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
763,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
764,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
765,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
766,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
767,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
768,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
769,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
770,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
771,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
772,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
773,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
774,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
775,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
776,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
777,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
778,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
779,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
780,Cropland,Forest,Wetland,NULL,Wetland,Wetland
781,Cropland,Forest,Wetland,NULL,Wetland,Forest
782,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
783,Cropland,Forest,Wetland,Water,Wetland,Wetland
784,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
785,Cropland,Forest,Built-up,NULL,Non_Wetland,Wetland
786,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up
787,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
788,Cropland,Forest,Water,Water,Water,Wetland
789,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
790,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
791,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
792,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
793,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
794,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
795,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
796,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
797,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
798,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
799,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
800,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
801,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
802,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
803,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
804,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
805,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
806,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
807,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
808,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
809,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
810,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
811,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
812,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
813,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
814,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
815,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
816,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
817,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
818,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
819,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
820,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
821,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
822,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
823,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
824,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
825,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
826,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
827,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
828,Wetland,NULL,Wetland,NULL,Wetland,Wetland
829,Wetland,NULL,Wetland,NULL,Wetland,Forest
830,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
831,Wetland,NULL,Wetland,Water,Wetland,Grassland
832,Wetland,NULL,Wetland,Water,Wetland,Wetland
833,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
834,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
835,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
836,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
837,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
838,Wetland,NULL,Bareland,Water,Non_Wetland,Bareland
839,Wetland,NULL,Water,NULL,Water,Wetland
840,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
841,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
842,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
843,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
844,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
845,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
