Value,AFRICA_2024_DynamicWorld_2024_36PVT_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVT_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVT_M_R,AFRICA_2024_GSW_Yearly_2021_36PVT_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVT_M_R,AFRICA_2024_WorldCover_2021_36PVT_M_R
426,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland
427,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
428,Grassland,Water,Grassland,Non_Water,Non_Wetland,Wetland
429,Grassland,Water,Grassland,Non_Water,Non_Wetland,Forest
430,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
431,Grassland,Water,Cropland,NULL,Non_Wetland,Forest
432,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland
433,Grassland,Water,Wetland,NULL,Wetland,NULL
434,Grassland,Water,Wetland,NULL,Wetland,Grassland
435,Grassland,Water,Wetland,NULL,Wetland,Wetland
436,Grassland,Water,Wetland,NULL,Wetland,Forest
437,Grassland,Water,Wetland,Non_Water,Wetland,Grassland
438,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
439,Grassland,Water,Wetland,Non_Water,Wetland,Forest
440,Grassland,Water,Wetland,Water,Wetland,Grassland
441,Grassland,Water,Wetland,Water,Wetland,Wetland
442,Grassland,Water,Wetland,Water,Wetland,Water
443,Grassland,Water,Wetland,Water,Wetland,Forest
444,Grassland,Water,Water,NULL,Water,Forest
445,Grassland,Water,Water,Non_Water,Water,Wetland
446,Grassland,Water,Water,Non_Water,Water,Forest
447,Grassland,Water,Water,Water,Water,Wetland
448,Grassland,Water,Water,Water,Water,Water
449,Grassland,Water,Water,Water,Water,Forest
450,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
451,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
452,Grassland,Water,Forest,NULL,Non_Wetland,Forest
453,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
454,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
455,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
456,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
457,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
458,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
459,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
460,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
461,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
462,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
463,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
464,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
465,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
466,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Forest
467,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
468,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
469,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
470,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
471,Grassland,Forest,Wetland,NULL,Wetland,NULL
472,Grassland,Forest,Wetland,NULL,Wetland,Grassland
473,Grassland,Forest,Wetland,NULL,Wetland,Wetland
474,Grassland,Forest,Wetland,NULL,Wetland,Forest
475,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
476,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
477,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
478,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
479,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
480,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
481,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
482,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
483,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
484,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
485,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
486,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
487,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
488,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
489,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
490,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
491,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
492,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
493,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
494,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
495,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
496,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
497,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
498,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
499,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
500,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
501,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
502,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
503,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
504,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
505,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
506,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
507,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
508,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
509,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
510,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
511,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
512,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
513,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
514,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
515,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
516,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
517,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
518,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
519,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
520,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
521,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
522,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
523,Cropland,NULL,Wetland,NULL,Wetland,NULL
524,Cropland,NULL,Wetland,NULL,Wetland,Grassland
525,Cropland,NULL,Wetland,NULL,Wetland,Cropland
526,Cropland,NULL,Wetland,NULL,Wetland,Wetland
527,Cropland,NULL,Wetland,NULL,Wetland,Forest
528,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
529,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
530,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
531,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
532,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
533,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
534,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
535,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
536,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
537,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
538,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
539,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
540,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
541,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
542,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
543,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
544,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
545,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
546,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
547,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
548,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
549,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
550,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
551,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
552,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
553,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
554,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
555,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
556,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
557,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
558,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
559,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
560,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
561,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
562,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
563,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
564,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
565,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
566,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
567,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
568,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
569,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
570,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
571,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
572,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
573,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
574,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
575,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
576,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
577,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
578,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
579,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
580,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
581,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
582,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
583,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
584,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
585,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
586,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
587,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
588,Cropland,Wetland,Wetland,NULL,Wetland,NULL
589,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
590,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
591,Cropland,Wetland,Wetland,NULL,Wetland,Forest
592,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
593,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
594,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
595,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
596,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
597,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
598,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
599,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
600,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
601,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
602,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
603,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
604,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
605,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
606,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
607,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
608,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
609,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
610,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
611,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
612,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
613,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
614,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
615,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
616,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
617,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
618,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
619,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
620,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
621,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
622,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
623,Cropland,Water,Wetland,NULL,Wetland,Grassland
624,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
625,Cropland,Water,Forest,NULL,Non_Wetland,NULL
626,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
627,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
628,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
629,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
630,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
631,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
632,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
633,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
634,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
635,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
636,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
637,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
638,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
639,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
640,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
641,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
642,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
643,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
644,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
645,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
646,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
647,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
648,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
649,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
650,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
651,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
652,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
653,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
654,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
655,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
656,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
657,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
658,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
659,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
660,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
661,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
662,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
663,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
664,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
665,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
666,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
667,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
668,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
669,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
670,Wetland,NULL,Grassland,NULL,Non_Wetland,Built-up
671,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
672,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
673,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
674,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
675,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
676,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
677,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
678,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
679,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
680,Wetland,NULL,Cropland,NULL,Non_Wetland,Built-up
681,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
682,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
683,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
684,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
685,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
686,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
687,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
688,Wetland,NULL,Cropland,Water,Non_Wetland,Bareland
689,Wetland,NULL,Wetland,NULL,Wetland,NULL
690,Wetland,NULL,Wetland,NULL,Wetland,Grassland
691,Wetland,NULL,Wetland,NULL,Wetland,Cropland
692,Wetland,NULL,Wetland,NULL,Wetland,Wetland
693,Wetland,NULL,Wetland,NULL,Wetland,Forest
694,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
695,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
696,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
697,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
698,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
699,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
700,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
701,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
702,Wetland,NULL,Water,NULL,Water,Grassland
703,Wetland,NULL,Water,Non_Water,Water,Water
704,Wetland,NULL,Water,Water,Water,Grassland
705,Wetland,NULL,Water,Water,Water,Forest
706,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
707,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
708,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
709,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
710,Wetland,NULL,Forest,NULL,Non_Wetland,Water
711,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
712,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
713,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
714,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
715,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
716,Wetland,NULL,Forest,Water,Non_Wetland,Forest
717,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
718,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
719,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
720,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
721,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
722,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
723,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
724,Wetland,Cropland,Wetland,NULL,Wetland,Forest
725,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
726,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
727,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
728,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
729,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
730,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
731,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
732,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
733,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
734,Wetland,Wetland,NULL,Water,Non_Wetland,NULL
735,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
736,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
737,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
738,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
739,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
740,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
741,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
742,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
743,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
744,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
745,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
746,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
747,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
748,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
749,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
750,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
751,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
752,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
753,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
754,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
755,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
756,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
757,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
758,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
759,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
760,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
761,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
762,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
763,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
764,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
765,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
766,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
767,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
768,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
769,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
770,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
771,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
772,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
773,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
774,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
775,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
776,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
777,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
778,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
779,Wetland,Wetland,Cropland,Water,Non_Wetland,Bareland
780,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
781,Wetland,Wetland,Wetland,NULL,Wetland,NULL
782,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
783,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
784,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
785,Wetland,Wetland,Wetland,NULL,Wetland,Water
786,Wetland,Wetland,Wetland,NULL,Wetland,Forest
787,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
788,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
789,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
790,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
791,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
792,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
793,Wetland,Wetland,Wetland,Water,Wetland,Grassland
794,Wetland,Wetland,Wetland,Water,Wetland,Cropland
795,Wetland,Wetland,Wetland,Water,Wetland,Wetland
796,Wetland,Wetland,Wetland,Water,Wetland,Water
797,Wetland,Wetland,Wetland,Water,Wetland,Forest
798,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
799,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
800,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
801,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
802,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
803,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
804,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
805,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
806,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL
807,Wetland,Wetland,Water,NULL,Water,NULL
808,Wetland,Wetland,Water,NULL,Water,Grassland
809,Wetland,Wetland,Water,NULL,Water,Cropland
810,Wetland,Wetland,Water,NULL,Water,Wetland
811,Wetland,Wetland,Water,NULL,Water,Forest
812,Wetland,Wetland,Water,Non_Water,Water,NULL
813,Wetland,Wetland,Water,Non_Water,Water,Wetland
814,Wetland,Wetland,Water,Non_Water,Water,Water
815,Wetland,Wetland,Water,Non_Water,Water,Forest
816,Wetland,Wetland,Water,Water,Water,NULL
817,Wetland,Wetland,Water,Water,Water,Grassland
818,Wetland,Wetland,Water,Water,Water,Cropland
819,Wetland,Wetland,Water,Water,Water,Wetland
820,Wetland,Wetland,Water,Water,Water,Water
821,Wetland,Wetland,Water,Water,Water,Forest
822,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
823,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
824,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
825,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
826,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
827,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
828,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
829,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
830,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
831,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
832,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
833,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
834,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
835,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL
836,Wetland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
837,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
838,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
839,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
840,Wetland,Built-up,Grassland,NULL,Non_Wetland,Cropland
841,Wetland,Built-up,Cropland,NULL,Non_Wetland,Grassland
842,Wetland,Built-up,Cropland,NULL,Non_Wetland,Cropland
843,Wetland,Built-up,Wetland,NULL,Wetland,Forest
844,Wetland,Water,NULL,NULL,Non_Wetland,NULL
845,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
846,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
847,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
848,Wetland,Water,NULL,NULL,Non_Wetland,Forest
849,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest
850,Wetland,Water,NULL,Water,Non_Wetland,Grassland
851,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
852,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
