Value,AFRICA_2024_DynamicWorld_2024_36PUS_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PUS_M_R,AFRICA_2024_GLC_FCS30D_2022_36PUS_M_R,AFRICA_2024_GSW_Yearly_2021_36PUS_M_R,AFRICA_2024_GWL_FCS30D_2022_36PUS_M_R,AFRICA_2024_WorldCover_2021_36PUS_M_R
424,Grassland,Water,Wetland,NULL,Wetland,Forest
425,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
426,Grassland,Water,Wetland,Non_Water,Wetland,Forest
427,Grassland,Water,Wetland,Water,Wetland,Grassland
428,Grassland,Water,Wetland,Water,Wetland,Forest
429,Grassland,Water,Bareland,NULL,Non_Wetland,NULL
430,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
431,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
432,Grassland,Water,Water,NULL,Water,Forest
433,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
434,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
435,Grassland,Water,Forest,NULL,Non_Wetland,Forest
436,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
437,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
438,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
439,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL
440,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland
441,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
442,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
443,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
444,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
445,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
446,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
447,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
448,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
449,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
450,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
451,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
452,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
453,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
454,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
455,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
456,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
457,Grassland,Forest,Wetland,NULL,Wetland,NULL
458,Grassland,Forest,Wetland,NULL,Wetland,Grassland
459,Grassland,Forest,Wetland,NULL,Wetland,Wetland
460,Grassland,Forest,Wetland,NULL,Wetland,Forest
461,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
462,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
463,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
464,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
465,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
466,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
467,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
468,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
469,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
470,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
471,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
472,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
473,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
474,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
475,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
476,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
477,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
478,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
479,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
480,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
481,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
482,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
483,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
484,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
485,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
486,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
487,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
488,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
489,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
490,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
491,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
492,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
493,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
494,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
495,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
496,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
497,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
498,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
499,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
500,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
501,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
502,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
503,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
504,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
505,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
506,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
507,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
508,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
509,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
510,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
511,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
512,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
513,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
514,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
515,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
516,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
517,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
518,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
519,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
520,Cropland,NULL,Wetland,NULL,Wetland,Grassland
521,Cropland,NULL,Wetland,NULL,Wetland,Cropland
522,Cropland,NULL,Wetland,NULL,Wetland,Wetland
523,Cropland,NULL,Wetland,NULL,Wetland,Forest
524,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
525,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
526,Cropland,NULL,Wetland,Water,Wetland,Wetland
527,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
528,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
529,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
530,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
531,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
532,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
533,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
534,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
535,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
536,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
537,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
538,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
539,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
540,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
541,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
542,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
543,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
544,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
545,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
546,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
547,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
548,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
549,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
550,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
551,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
552,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
553,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
554,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
555,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
556,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
557,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
558,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
559,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
560,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
561,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
562,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
563,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
564,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
565,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
566,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
567,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
568,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
569,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
570,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
571,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
572,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
573,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
574,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
575,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
576,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
577,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
578,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
579,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
580,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
581,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
582,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
583,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
584,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
585,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
586,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
587,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Water
588,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
589,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
590,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
591,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
592,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
593,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
594,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
595,Cropland,Wetland,Wetland,NULL,Wetland,Forest
596,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
597,Cropland,Wetland,Wetland,Non_Water,Wetland,Water
598,Cropland,Wetland,Wetland,Water,Wetland,Grassland
599,Cropland,Wetland,Built-up,NULL,Non_Wetland,Grassland
600,Cropland,Wetland,Water,Water,Water,Grassland
601,Cropland,Wetland,Water,Water,Water,Water
602,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
603,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
604,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
605,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
606,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
607,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
608,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
609,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
610,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
611,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
612,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
613,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
614,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
615,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
616,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
617,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
618,Cropland,Water,Wetland,NULL,Wetland,Grassland
619,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
620,Cropland,Water,Forest,NULL,Non_Wetland,NULL
621,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
622,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
623,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
624,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
625,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
626,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
627,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
628,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
629,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
630,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
631,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
632,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
633,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
634,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
635,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
636,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
637,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
638,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
639,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
640,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
641,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
642,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
643,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
644,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
645,Wetland,NULL,NULL,Water,Non_Wetland,NULL
646,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
647,Wetland,NULL,NULL,Water,Non_Wetland,Forest
648,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
649,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
650,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
651,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
652,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
653,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
654,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
655,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
656,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
657,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
658,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
659,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
660,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
661,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
662,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
663,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
664,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
665,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
666,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
667,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
668,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
669,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
670,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
671,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
672,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
673,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
674,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
675,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
676,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
677,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
678,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
679,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
680,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
681,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
682,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
683,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
684,Wetland,NULL,Wetland,NULL,Wetland,NULL
685,Wetland,NULL,Wetland,NULL,Wetland,Grassland
686,Wetland,NULL,Wetland,NULL,Wetland,Cropland
687,Wetland,NULL,Wetland,NULL,Wetland,Wetland
688,Wetland,NULL,Wetland,NULL,Wetland,Forest
689,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
690,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
691,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
692,Wetland,NULL,Wetland,Water,Wetland,Grassland
693,Wetland,NULL,Wetland,Water,Wetland,Wetland
694,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
695,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
696,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
697,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
698,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
699,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
700,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
701,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
702,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
703,Wetland,NULL,Water,NULL,Water,NULL
704,Wetland,NULL,Water,NULL,Water,Grassland
705,Wetland,NULL,Water,NULL,Water,Water
706,Wetland,NULL,Water,NULL,Water,Forest
707,Wetland,NULL,Water,Water,Water,NULL
708,Wetland,NULL,Water,Water,Water,Grassland
709,Wetland,NULL,Water,Water,Water,Wetland
710,Wetland,NULL,Water,Water,Water,Water
711,Wetland,NULL,Water,Water,Water,Forest
712,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
713,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
714,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
715,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
716,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
717,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
718,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
719,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
720,Wetland,NULL,Forest,Water,Non_Wetland,NULL
721,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
722,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
723,Wetland,NULL,Forest,Water,Non_Wetland,Forest
724,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
725,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
726,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
727,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
728,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
729,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
730,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
731,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
732,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
733,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
734,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
735,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
736,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
737,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
738,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
739,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL
740,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
741,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
742,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
743,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
744,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
745,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
746,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
747,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
748,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
749,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
750,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
751,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
752,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
753,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
754,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
755,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
756,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
757,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
758,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
759,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
760,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
761,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
762,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
763,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
764,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
765,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
766,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
767,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
768,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
769,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
770,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
771,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
772,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
773,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
774,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
775,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
776,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
777,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
778,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
779,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
780,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
781,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
782,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
783,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
784,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
785,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
786,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
787,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
788,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
789,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
790,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
791,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
792,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
793,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
794,Wetland,Wetland,Wetland,NULL,Wetland,NULL
795,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
796,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
797,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
798,Wetland,Wetland,Wetland,NULL,Wetland,Water
799,Wetland,Wetland,Wetland,NULL,Wetland,Forest
800,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
801,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
802,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
803,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
804,Wetland,Wetland,Wetland,Water,Wetland,NULL
805,Wetland,Wetland,Wetland,Water,Wetland,Grassland
806,Wetland,Wetland,Wetland,Water,Wetland,Wetland
807,Wetland,Wetland,Wetland,Water,Wetland,Water
808,Wetland,Wetland,Wetland,Water,Wetland,Forest
809,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
810,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
811,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
812,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
813,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL
814,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
815,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
816,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
817,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
818,Wetland,Wetland,Water,NULL,Water,NULL
819,Wetland,Wetland,Water,NULL,Water,Grassland
820,Wetland,Wetland,Water,NULL,Water,Wetland
821,Wetland,Wetland,Water,NULL,Water,Water
822,Wetland,Wetland,Water,NULL,Water,Forest
823,Wetland,Wetland,Water,Non_Water,Water,Wetland
824,Wetland,Wetland,Water,Non_Water,Water,Forest
825,Wetland,Wetland,Water,Water,Water,NULL
826,Wetland,Wetland,Water,Water,Water,Grassland
827,Wetland,Wetland,Water,Water,Water,Wetland
828,Wetland,Wetland,Water,Water,Water,Water
829,Wetland,Wetland,Water,Water,Water,Forest
830,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
831,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
832,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
833,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
834,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
835,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
836,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
837,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
838,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
839,Wetland,Wetland,Forest,Water,Non_Wetland,NULL
840,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
841,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
842,Wetland,Wetland,Forest,Water,Non_Wetland,Water
843,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
844,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL
845,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL
846,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
847,Wetland,Water,NULL,NULL,Non_Wetland,NULL
848,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
849,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
