Value,AFRICA_2024_DynamicWorld_2024_38PKR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PKR_M_R,AFRICA_2024_GLC_FCS30D_2022_38PKR_M_R,AFRICA_2024_GSW_Yearly_2021_38PKR_M_R,AFRICA_2024_GWL_FCS30D_2022_38PKR_M_R,AFRICA_2024_WorldCover_2021_38PKR_M_R
418,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
419,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
420,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
421,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
422,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
423,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
424,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
425,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
426,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
427,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
428,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
429,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
430,Cropland,NULL,Bareland,Water,Non_Wetland,Water
431,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
432,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
433,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
434,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
435,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
436,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
437,Cropland,NULL,Built-up,NULL,Non_Wetland,Water
438,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
439,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
440,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
441,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
442,Cropland,NULL,Water,NULL,Water,Cropland
443,Cropland,NULL,Water,NULL,Water,Bareland
444,Cropland,NULL,Water,NULL,Water,Water
445,Cropland,NULL,Water,Water,Water,Cropland
446,Cropland,NULL,Water,Water,Water,Water
447,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
448,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
449,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
450,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
451,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
452,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
453,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
454,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
455,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
456,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
457,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
458,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
459,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
460,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
461,Cropland,Cropland,NULL,NULL,Non_Wetland,Water
462,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
463,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
464,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
465,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
466,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
467,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
468,Cropland,Cropland,NULL,Water,Non_Wetland,Water
469,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
470,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
471,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
472,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
473,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
474,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
475,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
476,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
477,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
478,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
479,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
480,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
481,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
482,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
483,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
484,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
485,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
486,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
487,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
488,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
489,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
490,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
491,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
492,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
493,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
494,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
495,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
496,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
497,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
498,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
499,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
500,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
501,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
502,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
503,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
504,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
505,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
506,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
507,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
508,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
509,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
510,Cropland,Cropland,Wetland,NULL,Wetland,Water
511,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
512,Cropland,Cropland,Wetland,Water,Wetland,Grassland
513,Cropland,Cropland,Wetland,Water,Wetland,Cropland
514,Cropland,Cropland,Wetland,Water,Wetland,Water
515,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
516,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
517,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
518,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
519,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
520,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
521,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
522,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
523,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
524,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
525,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
526,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
527,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
528,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
529,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
530,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
531,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
532,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
533,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
534,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
535,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
536,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
537,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
538,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
539,Cropland,Cropland,Built-up,Water,Non_Wetland,Built-up
540,Cropland,Cropland,Water,NULL,Water,Grassland
541,Cropland,Cropland,Water,NULL,Water,Cropland
542,Cropland,Cropland,Water,NULL,Water,Wetland
543,Cropland,Cropland,Water,NULL,Water,Water
544,Cropland,Cropland,Water,Non_Water,Water,NULL
545,Cropland,Cropland,Water,Non_Water,Water,Grassland
546,Cropland,Cropland,Water,Non_Water,Water,Cropland
547,Cropland,Cropland,Water,Water,Water,Cropland
548,Cropland,Cropland,Water,Water,Water,Bareland
549,Cropland,Cropland,Water,Water,Water,Water
550,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
551,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
552,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
553,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
554,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
555,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
556,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
557,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
558,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
559,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
560,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
561,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL
562,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
563,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
564,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
565,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
566,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
567,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
568,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
569,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
570,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
571,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
572,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
573,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
574,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
575,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
576,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
577,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
578,Cropland,Bareland,Water,NULL,Water,Cropland
579,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
580,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
581,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
582,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
583,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
584,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
585,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
586,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
587,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
588,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
589,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
590,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
591,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
592,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
593,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
594,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
595,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
596,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
597,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
598,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
599,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
600,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
601,Cropland,Built-up,Cropland,NULL,Non_Wetland,Water
602,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
603,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
604,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
605,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
606,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
607,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
608,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
609,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
610,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
611,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
612,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
613,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
614,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
615,Cropland,Built-up,Water,NULL,Water,Cropland
616,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
617,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
618,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
619,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
620,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
621,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
622,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
623,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
624,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
625,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
626,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
627,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
628,Cropland,Water,Grassland,Water,Non_Wetland,Water
629,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
630,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
631,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
632,Cropland,Water,Cropland,Water,Non_Wetland,Water
633,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
634,Cropland,Water,Bareland,Water,Non_Wetland,Water
635,Cropland,Water,Water,NULL,Water,Water
636,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
637,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
638,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
639,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
640,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
641,Cropland,Forest,NULL,Non_Water,Non_Wetland,Cropland
642,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
643,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
644,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
645,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
646,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
647,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
648,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
649,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
650,Cropland,Forest,Shrubland,Water,Non_Wetland,Cropland
651,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
652,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
653,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
654,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
655,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
656,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
657,Cropland,Forest,Grassland,Water,Non_Wetland,Cropland
658,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
659,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
660,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
661,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
662,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
663,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
664,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
665,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
666,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
667,Cropland,Forest,Wetland,Water,Wetland,Cropland
668,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
669,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
670,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
671,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Cropland
672,Cropland,Forest,Bareland,Water,Non_Wetland,Cropland
673,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
674,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
675,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
676,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Cropland
677,Cropland,Forest,Water,Water,Water,Cropland
678,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
679,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
680,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
681,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
682,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
683,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
684,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL
685,Cropland,Forest,Forest,Non_Water,Non_Wetland,Cropland
686,Cropland,Forest,Forest,Water,Non_Wetland,Cropland
687,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
688,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
689,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
690,Wetland,Wetland,Water,NULL,Water,Wetland
691,Wetland,Water,Water,NULL,Water,Wetland
692,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
693,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
694,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
695,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
696,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
697,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
698,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
699,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
700,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
701,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
702,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
703,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
704,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
705,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
706,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
707,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
708,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
709,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
710,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
711,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
712,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
713,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
714,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
715,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
716,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
717,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
718,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
719,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
720,Bareland,NULL,Grassland,Water,Non_Wetland,Water
721,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
722,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
723,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
724,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
725,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
726,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
727,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
728,Bareland,NULL,Cropland,Water,Non_Wetland,Water
729,Bareland,NULL,Wetland,NULL,Wetland,Water
730,Bareland,NULL,Wetland,Water,Wetland,Water
731,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
732,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
733,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
734,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
735,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
736,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
737,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
738,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
739,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
740,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
741,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
742,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
743,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
744,Bareland,NULL,Bareland,Water,Non_Wetland,Water
745,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
746,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
747,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
748,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
749,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
750,Bareland,NULL,Water,NULL,Water,Bareland
751,Bareland,NULL,Water,NULL,Water,Water
752,Bareland,NULL,Water,Water,Water,Water
753,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
754,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
755,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
756,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
757,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
758,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
759,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
760,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
761,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
762,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
763,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
764,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
765,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
766,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
767,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
768,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
769,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
770,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
771,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
772,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
773,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
774,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
775,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
776,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
777,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
778,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
779,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
780,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
781,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
782,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
783,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
784,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
785,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
786,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
787,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
788,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
789,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
790,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
791,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
792,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
793,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
794,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
795,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
796,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
797,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
798,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
799,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
800,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
801,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
802,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
803,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
804,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
805,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
806,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
807,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
808,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
809,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
810,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
811,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
812,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
813,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
814,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
815,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
816,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
817,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
818,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
819,Bareland,Built-up,NULL,NULL,Non_Wetland,Built-up
820,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
821,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
822,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
823,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
824,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
825,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
826,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
827,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
828,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
829,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
830,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water
831,Bareland,Built-up,Grassland,Water,Non_Wetland,Water
832,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
833,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
834,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
835,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
836,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
