Value,AFRICA_2024_DynamicWorld_2024_36NTM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NTM_M_R,AFRICA_2024_GLC_FCS30D_2022_36NTM_M_R,AFRICA_2024_GSW_Yearly_2021_36NTM_M_R,AFRICA_2024_GWL_FCS30D_2022_36NTM_M_R,AFRICA_2024_WorldCover_2021_36NTM_M_R
422,Wetland,Water,Forest,NULL,Non_Wetland,NULL
423,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
424,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
425,Wetland,Water,Forest,NULL,Non_Wetland,Forest
426,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
427,Wetland,Water,Forest,Water,Non_Wetland,Grassland
428,Wetland,Water,Forest,Water,Non_Wetland,Forest
429,Wetland,Forest,NULL,NULL,Non_Wetland,NULL
430,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
431,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
432,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
433,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
434,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
435,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
436,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
437,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
438,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
439,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
440,Wetland,Forest,Shrubland,Water,Non_Wetland,Forest
441,Wetland,Forest,Wetland,NULL,Wetland,Wetland
442,Wetland,Forest,Wetland,NULL,Wetland,Forest
443,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
444,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
445,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
446,Wetland,Forest,Bareland,Water,Non_Wetland,Forest
447,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
448,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
449,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
450,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
451,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
452,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
453,Wetland,Forest,Forest,Water,Non_Wetland,Forest
454,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
455,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
456,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
457,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
458,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
459,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
460,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
461,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
462,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
463,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
464,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
465,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
466,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
467,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
468,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
469,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
470,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
471,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
472,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
473,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
474,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
475,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
476,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
477,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
478,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
479,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
480,Bareland,Water,NULL,NULL,Non_Wetland,Built-up
481,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
482,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
483,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
484,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
485,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
486,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
487,Bareland,Water,Forest,NULL,Non_Wetland,NULL
488,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
489,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
490,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
491,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
492,Bareland,Forest,Shrubland,NULL,Non_Wetland,Built-up
493,Bareland,Forest,Shrubland,NULL,Non_Wetland,Forest
494,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
495,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
496,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up
497,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
498,Water,NULL,NULL,NULL,Non_Wetland,NULL
499,Water,NULL,NULL,NULL,Non_Wetland,Grassland
500,Water,NULL,NULL,NULL,Non_Wetland,Wetland
501,Water,NULL,NULL,NULL,Non_Wetland,Forest
502,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
503,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
504,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
505,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
506,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
507,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
508,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
509,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
510,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
511,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
512,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
513,Water,NULL,Shrubland,Water,Non_Wetland,Forest
514,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
515,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
516,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
517,Water,NULL,Grassland,Water,Non_Wetland,Bareland
518,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
519,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
520,Water,NULL,Wetland,NULL,Wetland,Grassland
521,Water,NULL,Wetland,NULL,Wetland,Wetland
522,Water,NULL,Wetland,NULL,Wetland,Forest
523,Water,NULL,Bareland,NULL,Non_Wetland,NULL
524,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
525,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
526,Water,NULL,Bareland,Non_Water,Non_Wetland,Forest
527,Water,NULL,Bareland,Water,Non_Wetland,Grassland
528,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
529,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
530,Water,NULL,Built-up,Non_Water,Non_Wetland,Wetland
531,Water,NULL,Built-up,Water,Non_Wetland,Bareland
532,Water,NULL,Water,NULL,Water,Grassland
533,Water,NULL,Forest,NULL,Non_Wetland,NULL
534,Water,NULL,Forest,NULL,Non_Wetland,Grassland
535,Water,NULL,Forest,NULL,Non_Wetland,Wetland
536,Water,NULL,Forest,NULL,Non_Wetland,Bareland
537,Water,NULL,Forest,NULL,Non_Wetland,Forest
538,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
539,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
540,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
541,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
542,Water,Cropland,Forest,NULL,Non_Wetland,NULL
543,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
544,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
545,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
546,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL
547,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
548,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
549,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
550,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
551,Water,Wetland,Shrubland,Water,Non_Wetland,Grassland
552,Water,Wetland,Wetland,NULL,Wetland,NULL
553,Water,Wetland,Wetland,NULL,Wetland,Wetland
554,Water,Wetland,Wetland,NULL,Wetland,Forest
555,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
556,Water,Wetland,Wetland,Water,Wetland,Forest
557,Water,Wetland,Bareland,NULL,Non_Wetland,Grassland
558,Water,Wetland,Bareland,NULL,Non_Wetland,Wetland
559,Water,Wetland,Bareland,Water,Non_Wetland,Grassland
560,Water,Wetland,Water,Water,Water,Forest
561,Water,Wetland,Forest,NULL,Non_Wetland,NULL
562,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
563,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
564,Water,Wetland,Forest,NULL,Non_Wetland,Forest
565,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
566,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
567,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
568,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
569,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
570,Water,Bareland,Water,Water,Water,Wetland
571,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
572,Water,Built-up,Forest,NULL,Non_Wetland,Forest
573,Water,Water,NULL,NULL,Non_Wetland,NULL
574,Water,Water,NULL,NULL,Non_Wetland,Grassland
575,Water,Water,NULL,NULL,Non_Wetland,Wetland
576,Water,Water,NULL,NULL,Non_Wetland,Water
577,Water,Water,NULL,NULL,Non_Wetland,Forest
578,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
579,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
580,Water,Water,NULL,Non_Water,Non_Wetland,Water
581,Water,Water,NULL,Non_Water,Non_Wetland,Forest
582,Water,Water,NULL,Water,Non_Wetland,Wetland
583,Water,Water,NULL,Water,Non_Wetland,Water
584,Water,Water,NULL,Water,Non_Wetland,Forest
585,Water,Water,Shrubland,NULL,Non_Wetland,NULL
586,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
587,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
588,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
589,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
590,Water,Water,Shrubland,NULL,Non_Wetland,Water
591,Water,Water,Shrubland,NULL,Non_Wetland,Forest
592,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
593,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
594,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
595,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
596,Water,Water,Shrubland,Water,Non_Wetland,Grassland
597,Water,Water,Shrubland,Water,Non_Wetland,Wetland
598,Water,Water,Shrubland,Water,Non_Wetland,Bareland
599,Water,Water,Shrubland,Water,Non_Wetland,Water
600,Water,Water,Shrubland,Water,Non_Wetland,Forest
601,Water,Water,Grassland,NULL,Non_Wetland,NULL
602,Water,Water,Grassland,NULL,Non_Wetland,Grassland
603,Water,Water,Grassland,NULL,Non_Wetland,Bareland
604,Water,Water,Grassland,Non_Water,Non_Wetland,Water
605,Water,Water,Grassland,Water,Non_Wetland,Wetland
606,Water,Water,Cropland,NULL,Non_Wetland,Grassland
607,Water,Water,Cropland,NULL,Non_Wetland,Wetland
608,Water,Water,Cropland,NULL,Non_Wetland,Water
609,Water,Water,Cropland,NULL,Non_Wetland,Forest
610,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland
611,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
612,Water,Water,Cropland,Water,Non_Wetland,Grassland
613,Water,Water,Cropland,Water,Non_Wetland,Wetland
614,Water,Water,Cropland,Water,Non_Wetland,Bareland
615,Water,Water,Cropland,Water,Non_Wetland,Water
616,Water,Water,Cropland,Water,Non_Wetland,Forest
617,Water,Water,Wetland,NULL,Wetland,NULL
618,Water,Water,Wetland,NULL,Wetland,Grassland
619,Water,Water,Wetland,NULL,Wetland,Wetland
620,Water,Water,Wetland,NULL,Wetland,Bareland
621,Water,Water,Wetland,NULL,Wetland,Water
622,Water,Water,Wetland,NULL,Wetland,Forest
623,Water,Water,Wetland,Non_Water,Wetland,Grassland
624,Water,Water,Wetland,Non_Water,Wetland,Wetland
625,Water,Water,Wetland,Non_Water,Wetland,Water
626,Water,Water,Wetland,Non_Water,Wetland,Forest
627,Water,Water,Wetland,Water,Wetland,Grassland
628,Water,Water,Wetland,Water,Wetland,Wetland
629,Water,Water,Wetland,Water,Wetland,Bareland
630,Water,Water,Wetland,Water,Wetland,Water
631,Water,Water,Wetland,Water,Wetland,Forest
632,Water,Water,Bareland,NULL,Non_Wetland,NULL
633,Water,Water,Bareland,NULL,Non_Wetland,Grassland
634,Water,Water,Bareland,NULL,Non_Wetland,Wetland
635,Water,Water,Bareland,NULL,Non_Wetland,Bareland
636,Water,Water,Bareland,NULL,Non_Wetland,Water
637,Water,Water,Bareland,NULL,Non_Wetland,Forest
638,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
639,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
640,Water,Water,Bareland,Non_Water,Non_Wetland,Wetland
641,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
642,Water,Water,Bareland,Non_Water,Non_Wetland,Water
643,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
644,Water,Water,Bareland,Water,Non_Wetland,Grassland
645,Water,Water,Bareland,Water,Non_Wetland,Wetland
646,Water,Water,Bareland,Water,Non_Wetland,Bareland
647,Water,Water,Bareland,Water,Non_Wetland,Water
648,Water,Water,Bareland,Water,Non_Wetland,Forest
649,Water,Water,Built-up,NULL,Non_Wetland,Wetland
650,Water,Water,Built-up,NULL,Non_Wetland,Water
651,Water,Water,Built-up,NULL,Non_Wetland,Forest
652,Water,Water,Built-up,Non_Water,Non_Wetland,Water
653,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
654,Water,Water,Built-up,Water,Non_Wetland,Grassland
655,Water,Water,Built-up,Water,Non_Wetland,Bareland
656,Water,Water,Built-up,Water,Non_Wetland,Water
657,Water,Water,Built-up,Water,Non_Wetland,Forest
658,Water,Water,Water,NULL,Water,NULL
659,Water,Water,Water,NULL,Water,Grassland
660,Water,Water,Water,NULL,Water,Wetland
661,Water,Water,Water,NULL,Water,Bareland
662,Water,Water,Water,NULL,Water,Water
663,Water,Water,Water,NULL,Water,Forest
664,Water,Water,Water,Non_Water,Water,NULL
665,Water,Water,Water,Non_Water,Water,Grassland
666,Water,Water,Water,Non_Water,Water,Wetland
667,Water,Water,Water,Non_Water,Water,Water
668,Water,Water,Water,Non_Water,Water,Forest
669,Water,Water,Water,Water,Water,Grassland
670,Water,Water,Water,Water,Water,Wetland
671,Water,Water,Water,Water,Water,Bareland
672,Water,Water,Water,Water,Water,Water
673,Water,Water,Water,Water,Water,Forest
674,Water,Water,Forest,NULL,Non_Wetland,NULL
675,Water,Water,Forest,NULL,Non_Wetland,Grassland
676,Water,Water,Forest,NULL,Non_Wetland,Wetland
677,Water,Water,Forest,NULL,Non_Wetland,Water
678,Water,Water,Forest,NULL,Non_Wetland,Forest
679,Water,Water,Forest,Non_Water,Non_Wetland,NULL
680,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
681,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
682,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
683,Water,Water,Forest,Non_Water,Non_Wetland,Water
684,Water,Water,Forest,Non_Water,Non_Wetland,Forest
685,Water,Water,Forest,Water,Non_Wetland,Grassland
686,Water,Water,Forest,Water,Non_Wetland,Wetland
687,Water,Water,Forest,Water,Non_Wetland,Water
688,Water,Water,Forest,Water,Non_Wetland,Forest
689,Water,Forest,NULL,NULL,Non_Wetland,NULL
690,Water,Forest,NULL,NULL,Non_Wetland,Grassland
691,Water,Forest,NULL,NULL,Non_Wetland,Forest
692,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
693,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
694,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
695,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
696,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
697,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
698,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
699,Water,Forest,Cropland,NULL,Non_Wetland,Forest
700,Water,Forest,Wetland,NULL,Wetland,Grassland
701,Water,Forest,Wetland,NULL,Wetland,Wetland
702,Water,Forest,Wetland,NULL,Wetland,Forest
703,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
704,Water,Forest,Bareland,NULL,Non_Wetland,Forest
705,Water,Forest,Forest,NULL,Non_Wetland,NULL
706,Water,Forest,Forest,NULL,Non_Wetland,Grassland
707,Water,Forest,Forest,NULL,Non_Wetland,Wetland
708,Water,Forest,Forest,NULL,Non_Wetland,Forest
709,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
710,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
711,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
712,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Bareland
713,Permanent_ice_and_snow,NULL,Bareland,Water,Non_Wetland,Bareland
714,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
715,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
716,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland
717,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL
718,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
719,Forest,NULL,NULL,NULL,Non_Wetland,NULL
720,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
721,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
722,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
723,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
724,Forest,NULL,NULL,NULL,Non_Wetland,Forest
725,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
726,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
727,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
728,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
729,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
730,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
731,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
732,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
733,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
734,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
735,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
736,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
737,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
738,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
739,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
740,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
741,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
742,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
743,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
744,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
745,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
746,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
747,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
748,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
749,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
750,Forest,NULL,Wetland,NULL,Wetland,Grassland
751,Forest,NULL,Wetland,NULL,Wetland,Wetland
752,Forest,NULL,Wetland,NULL,Wetland,Forest
753,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
754,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
755,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
756,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
757,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
758,Forest,NULL,Bareland,Water,Non_Wetland,NULL
759,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
760,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
761,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
762,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland
763,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
764,Forest,NULL,Water,Water,Water,Grassland
765,Forest,NULL,Forest,NULL,Non_Wetland,NULL
766,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
767,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
768,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
769,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
770,Forest,NULL,Forest,NULL,Non_Wetland,Forest
771,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
772,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
773,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
774,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
775,Forest,NULL,Forest,Water,Non_Wetland,Grassland
776,Forest,NULL,Forest,Water,Non_Wetland,Forest
777,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
778,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
779,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland
780,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
781,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
782,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
783,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
784,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
785,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
786,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
787,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
788,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
789,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
790,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
791,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
792,Forest,Cropland,Forest,NULL,Non_Wetland,Wetland
793,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
794,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
795,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
796,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
797,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
798,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
799,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
800,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
801,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
802,Forest,Wetland,Wetland,NULL,Wetland,Grassland
803,Forest,Wetland,Wetland,NULL,Wetland,Wetland
804,Forest,Wetland,Wetland,NULL,Wetland,Forest
805,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
806,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
807,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
808,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
809,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
810,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
811,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
812,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
813,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
814,Forest,Built-up,NULL,NULL,Non_Wetland,Cropland
815,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
816,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
817,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
818,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
819,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
820,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
821,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
822,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
823,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
824,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
825,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
826,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
827,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
828,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
829,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
830,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
831,Forest,Water,NULL,NULL,Non_Wetland,NULL
832,Forest,Water,NULL,NULL,Non_Wetland,Grassland
833,Forest,Water,NULL,NULL,Non_Wetland,Forest
834,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
835,Forest,Water,NULL,Water,Non_Wetland,Forest
836,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
837,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
838,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
839,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
840,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
841,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
842,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
843,Forest,Water,Shrubland,Water,Non_Wetland,Water
844,Forest,Water,Shrubland,Water,Non_Wetland,Forest
845,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
846,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
847,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
848,Forest,Water,Cropland,Water,Non_Wetland,Forest
849,Forest,Water,Wetland,NULL,Wetland,NULL
850,Forest,Water,Wetland,NULL,Wetland,Grassland
851,Forest,Water,Wetland,NULL,Wetland,Forest
852,Forest,Water,Wetland,Non_Water,Wetland,Forest
853,Forest,Water,Wetland,Water,Wetland,Forest
854,Forest,Water,Bareland,NULL,Non_Wetland,NULL
855,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
856,Forest,Water,Bareland,NULL,Non_Wetland,Forest
857,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
858,Forest,Water,Bareland,Water,Non_Wetland,Water
859,Forest,Water,Bareland,Water,Non_Wetland,Forest
860,Forest,Water,Built-up,NULL,Non_Wetland,Grassland
861,Forest,Water,Built-up,NULL,Non_Wetland,Forest
862,Forest,Water,Water,NULL,Water,Grassland
863,Forest,Water,Water,NULL,Water,Forest
864,Forest,Water,Water,Non_Water,Water,Forest
865,Forest,Water,Water,Water,Water,Forest
866,Forest,Water,Forest,NULL,Non_Wetland,NULL
867,Forest,Water,Forest,NULL,Non_Wetland,Grassland
868,Forest,Water,Forest,NULL,Non_Wetland,Forest
869,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
870,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
871,Forest,Water,Forest,Water,Non_Wetland,Forest
872,Forest,Forest,NULL,NULL,Non_Wetland,NULL
873,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
