Value,AFRICA_2024_DynamicWorld_2024_36PYC_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYC_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYC_M_R,AFRICA_2024_GSW_Yearly_2021_36PYC_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYC_M_R,AFRICA_2024_WorldCover_2021_36PYC_M_R
415,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
416,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
417,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
418,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Water
419,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
420,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
421,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
422,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
423,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
424,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
425,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
426,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
427,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
428,Cropland,Cropland,Wetland,NULL,Wetland,Forest
429,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
430,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
431,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
432,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland
433,Cropland,Cropland,Wetland,Non_Water,Wetland,Water
434,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
435,Cropland,Cropland,Wetland,Water,Wetland,Grassland
436,Cropland,Cropland,Wetland,Water,Wetland,Cropland
437,Cropland,Cropland,Wetland,Water,Wetland,Wetland
438,Cropland,Cropland,Wetland,Water,Wetland,Bareland
439,Cropland,Cropland,Wetland,Water,Wetland,Water
440,Cropland,Cropland,Wetland,Water,Wetland,Forest
441,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
442,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
443,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
444,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
445,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
446,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
447,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
448,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
449,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
450,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
451,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
452,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
453,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
454,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Water
455,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
456,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
457,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
458,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
459,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
460,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
461,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
462,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
463,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
464,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
465,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
466,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
467,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
468,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
469,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
470,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
471,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
472,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
473,Cropland,Cropland,Built-up,Water,Non_Wetland,Wetland
474,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
475,Cropland,Cropland,Built-up,Water,Non_Wetland,Water
476,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
477,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
478,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
479,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
480,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
481,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
482,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
483,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
484,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
485,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
486,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
487,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
488,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
489,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
490,Cropland,Bareland,NULL,NULL,Non_Wetland,Cropland
491,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland
492,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
493,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
494,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
495,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
496,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
497,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
498,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
499,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
500,Cropland,Bareland,Grassland,Water,Non_Wetland,Cropland
501,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
502,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
503,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
504,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
505,Cropland,Bareland,Cropland,NULL,Non_Wetland,Forest
506,Cropland,Bareland,Cropland,Water,Non_Wetland,Grassland
507,Cropland,Bareland,Cropland,Water,Non_Wetland,Cropland
508,Cropland,Bareland,Cropland,Water,Non_Wetland,Bareland
509,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
510,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
511,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
512,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
513,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
514,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
515,Cropland,Bareland,Bareland,NULL,Non_Wetland,Forest
516,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
517,Cropland,Bareland,Bareland,Water,Non_Wetland,Cropland
518,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
519,Cropland,Bareland,Bareland,Water,Non_Wetland,Forest
520,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
521,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
522,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
523,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
524,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
525,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
526,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
527,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
528,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
529,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
530,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
531,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
532,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
533,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
534,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
535,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
536,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
537,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
538,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
539,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
540,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
541,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
542,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
543,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
544,Cropland,Built-up,Cropland,Water,Non_Wetland,Cropland
545,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
546,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
547,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
548,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
549,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
550,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
551,Cropland,Built-up,Bareland,Water,Non_Wetland,Cropland
552,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
553,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
554,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
555,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
556,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
557,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
558,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
559,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
560,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
561,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
562,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
563,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
564,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
565,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
566,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
567,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
568,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
569,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
570,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
571,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
572,Cropland,Water,Cropland,Water,Non_Wetland,Water
573,Cropland,Water,Cropland,Water,Non_Wetland,Forest
574,Cropland,Water,Wetland,NULL,Wetland,Grassland
575,Cropland,Water,Wetland,NULL,Wetland,Water
576,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
577,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
578,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
579,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
580,Cropland,Water,Bareland,Non_Water,Non_Wetland,Cropland
581,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
582,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
583,Cropland,Water,Bareland,Water,Non_Wetland,Water
584,Cropland,Water,Bareland,Water,Non_Wetland,Forest
585,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
586,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
587,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
588,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
589,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
590,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
591,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
592,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
593,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
594,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
595,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
596,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
597,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
598,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
599,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
600,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
601,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
602,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
603,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
604,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
605,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
606,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
607,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
608,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
609,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
610,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
611,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
612,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
613,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
614,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
615,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
616,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
617,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
618,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
619,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
620,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
621,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
622,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
623,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
624,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
625,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
626,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
627,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
628,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
629,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
630,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
631,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
632,Wetland,NULL,Wetland,NULL,Wetland,Cropland
633,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
634,Wetland,NULL,Wetland,Water,Wetland,Cropland
635,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
636,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
637,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
638,Wetland,NULL,Built-up,Water,Non_Wetland,Cropland
639,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
640,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
641,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
642,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
643,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
644,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
645,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
646,Wetland,NULL,Forest,Water,Non_Wetland,Cropland
647,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
648,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
649,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
650,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
651,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
652,Wetland,Cropland,NULL,Water,Non_Wetland,Cropland
653,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
654,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
655,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
656,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
657,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
658,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
659,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
660,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
661,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
662,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
663,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
664,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
665,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
666,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
667,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
668,Wetland,Cropland,Wetland,Water,Wetland,Cropland
669,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
670,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
671,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
672,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
673,Wetland,Cropland,Built-up,NULL,Non_Wetland,Cropland
674,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
675,Wetland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
676,Wetland,Cropland,Built-up,Water,Non_Wetland,Cropland
677,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
678,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
679,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
680,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
681,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
682,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
683,Wetland,Cropland,Forest,Water,Non_Wetland,Cropland
684,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
685,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
686,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
687,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
688,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
689,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
690,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
691,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
692,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
693,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
694,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
695,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
696,Wetland,Forest,NULL,NULL,Non_Wetland,Cropland
697,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
698,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
699,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
700,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
701,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
702,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
703,Wetland,Forest,Cropland,Water,Non_Wetland,Cropland
704,Wetland,Forest,Built-up,NULL,Non_Wetland,Cropland
705,Wetland,Forest,Built-up,Water,Non_Wetland,Cropland
706,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
707,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
708,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
709,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
710,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
711,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
712,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
713,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
714,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
715,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
716,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
717,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
718,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
719,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
720,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
721,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
722,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
723,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
724,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
725,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
726,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
727,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
728,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
729,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
730,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
731,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
732,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
733,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
734,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
735,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
736,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
737,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
738,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
739,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
740,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
741,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
742,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
743,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
744,Bareland,NULL,Cropland,Water,Non_Wetland,Water
745,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
746,Bareland,NULL,Wetland,NULL,Wetland,Grassland
747,Bareland,NULL,Wetland,NULL,Wetland,Cropland
748,Bareland,NULL,Wetland,NULL,Wetland,Bareland
749,Bareland,NULL,Wetland,NULL,Wetland,Water
750,Bareland,NULL,Wetland,NULL,Wetland,Forest
751,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
752,Bareland,NULL,Wetland,Water,Wetland,Grassland
753,Bareland,NULL,Wetland,Water,Wetland,Cropland
754,Bareland,NULL,Wetland,Water,Wetland,Bareland
755,Bareland,NULL,Wetland,Water,Wetland,Water
756,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
757,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
758,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
759,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
760,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
761,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
762,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
763,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
764,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
765,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
766,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
767,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
768,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
769,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
770,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
771,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
772,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
773,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
774,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
775,Bareland,NULL,Bareland,Water,Non_Wetland,Water
776,Bareland,NULL,Bareland,Water,Non_Wetland,Forest
777,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
778,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
779,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
780,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
781,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
782,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Forest
783,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
784,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
785,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
786,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
787,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
788,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
789,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
790,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
791,Bareland,Cropland,NULL,NULL,Non_Wetland,Built-up
792,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland
793,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
794,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
795,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
796,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
797,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
798,Bareland,Cropland,Shrubland,Water,Non_Wetland,Bareland
799,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
800,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
801,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
802,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
803,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
804,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
805,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
806,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
807,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
808,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
809,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
810,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
811,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
812,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
813,Bareland,Cropland,Cropland,NULL,Non_Wetland,Water
814,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
815,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
816,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
817,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
818,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
819,Bareland,Cropland,Cropland,Water,Non_Wetland,Forest
820,Bareland,Cropland,Wetland,NULL,Wetland,Water
821,Bareland,Cropland,Wetland,Water,Wetland,Bareland
822,Bareland,Cropland,Wetland,Water,Wetland,Water
823,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
824,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
825,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
826,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
827,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
828,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
829,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
