Value,AFRICA_2024_DynamicWorld_2024_36NXN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NXN_M_R,AFRICA_2024_GLC_FCS30D_2022_36NXN_M_R,AFRICA_2024_GSW_Yearly_2021_36NXN_M_R,AFRICA_2024_GWL_FCS30D_2022_36NXN_M_R,AFRICA_2024_WorldCover_2021_36NXN_M_R
431,Cropland,NULL,Wetland,Water,Wetland,Water
432,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
433,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
434,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
435,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
436,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
437,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
438,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
439,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
440,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
441,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
442,Cropland,NULL,Bareland,Water,Non_Wetland,Water
443,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
444,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
445,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Forest
446,Cropland,NULL,Water,NULL,Water,Wetland
447,Cropland,NULL,Water,NULL,Water,Forest
448,Cropland,NULL,Water,Non_Water,Water,Wetland
449,Cropland,NULL,Water,Non_Water,Water,Water
450,Cropland,NULL,Water,Water,Water,Wetland
451,Cropland,NULL,Water,Water,Water,Water
452,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
453,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
454,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
455,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
456,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
457,Cropland,NULL,Forest,NULL,Non_Wetland,Water
458,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
459,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
460,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
461,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
462,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
463,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
464,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
465,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
466,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
467,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
468,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
469,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
470,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
471,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
472,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
473,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
474,Cropland,Cropland,Wetland,NULL,Wetland,Water
475,Cropland,Cropland,Wetland,NULL,Wetland,Forest
476,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
477,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
478,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
479,Cropland,Cropland,Water,Non_Water,Water,Wetland
480,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
481,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
482,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
483,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
484,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
485,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
486,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
487,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
488,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
489,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
490,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
491,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
492,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
493,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
494,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
495,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
496,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
497,Cropland,Water,NULL,NULL,Non_Wetland,Forest
498,Cropland,Water,Shrubland,NULL,Non_Wetland,Water
499,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
500,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
501,Cropland,Water,Wetland,NULL,Wetland,Water
502,Cropland,Water,Wetland,NULL,Wetland,Forest
503,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
504,Cropland,Water,Bareland,NULL,Non_Wetland,Water
505,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
506,Cropland,Water,Water,Non_Water,Water,Wetland
507,Cropland,Water,Water,Water,Water,Water
508,Cropland,Water,Forest,NULL,Non_Wetland,Water
509,Cropland,Water,Forest,NULL,Non_Wetland,Forest
510,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
511,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
512,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
513,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
514,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
515,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
516,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
517,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
518,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
519,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
520,Cropland,Forest,Wetland,NULL,Wetland,Grassland
521,Cropland,Forest,Wetland,NULL,Wetland,Forest
522,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
523,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
524,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
525,Cropland,Forest,Water,Non_Water,Water,Wetland
526,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
527,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
528,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
529,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
530,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
531,Cropland,Forest,Forest,Non_Water,Non_Wetland,Grassland
532,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
533,Cropland,Forest,Forest,Non_Water,Non_Wetland,Forest
534,Cropland,Forest,Forest,Water,Non_Wetland,Grassland
535,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
536,Cropland,Forest,Forest,Water,Non_Wetland,Forest
537,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
538,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
539,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
540,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
541,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
542,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
543,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
544,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
545,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
546,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
547,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
548,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
549,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
550,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
551,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
552,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
553,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
554,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
555,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
556,Wetland,NULL,Wetland,NULL,Wetland,NULL
557,Wetland,NULL,Wetland,NULL,Wetland,Grassland
558,Wetland,NULL,Wetland,NULL,Wetland,Wetland
559,Wetland,NULL,Wetland,NULL,Wetland,Forest
560,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
561,Wetland,NULL,Wetland,Water,Wetland,Grassland
562,Wetland,NULL,Wetland,Water,Wetland,Wetland
563,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
564,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
565,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
566,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
567,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
568,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
569,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
570,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
571,Wetland,NULL,Water,NULL,Water,Forest
572,Wetland,NULL,Water,Water,Water,Wetland
573,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
574,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
575,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
576,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
577,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland
578,Wetland,NULL,Forest,NULL,Non_Wetland,Water
579,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
580,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
581,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
582,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
583,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
584,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
585,Wetland,NULL,Forest,Water,Non_Wetland,Water
586,Wetland,NULL,Forest,Water,Non_Wetland,Forest
587,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
588,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
589,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
590,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
591,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
592,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
593,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
594,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
595,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
596,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
597,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
598,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
599,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
600,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
601,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
602,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
603,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
604,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
605,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
606,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
607,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
608,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
609,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
610,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
611,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
612,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
613,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
614,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
615,Wetland,Wetland,Wetland,NULL,Wetland,NULL
616,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
617,Wetland,Wetland,Wetland,NULL,Wetland,Forest
618,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
619,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
620,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
621,Wetland,Wetland,Wetland,Water,Wetland,Wetland
622,Wetland,Wetland,Wetland,Water,Wetland,Water
623,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
624,Wetland,Wetland,Bareland,NULL,Non_Wetland,Wetland
625,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
626,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
627,Wetland,Wetland,Bareland,Water,Non_Wetland,Wetland
628,Wetland,Wetland,Bareland,Water,Non_Wetland,Forest
629,Wetland,Wetland,Built-up,Water,Non_Wetland,Grassland
630,Wetland,Wetland,Water,NULL,Water,Grassland
631,Wetland,Wetland,Water,NULL,Water,Wetland
632,Wetland,Wetland,Water,Non_Water,Water,Wetland
633,Wetland,Wetland,Water,Non_Water,Water,Water
634,Wetland,Wetland,Water,Water,Water,Wetland
635,Wetland,Wetland,Water,Water,Water,Water
636,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
637,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
638,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
639,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
640,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
641,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
642,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
643,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
644,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
645,Wetland,Wetland,Forest,Water,Non_Wetland,Water
646,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
647,Wetland,Water,NULL,NULL,Non_Wetland,Wetland
648,Wetland,Water,NULL,Non_Water,Non_Wetland,Grassland
649,Wetland,Water,NULL,Non_Water,Non_Wetland,Wetland
650,Wetland,Water,NULL,Water,Non_Wetland,Wetland
651,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
652,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
653,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
654,Wetland,Water,Shrubland,NULL,Non_Wetland,Water
655,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
656,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
657,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
658,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
659,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
660,Wetland,Water,Shrubland,Water,Non_Wetland,Bareland
661,Wetland,Water,Shrubland,Water,Non_Wetland,Water
662,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
663,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
664,Wetland,Water,Wetland,NULL,Wetland,Grassland
665,Wetland,Water,Wetland,NULL,Wetland,Wetland
666,Wetland,Water,Wetland,NULL,Wetland,Forest
667,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
668,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
669,Wetland,Water,Wetland,Water,Wetland,Grassland
670,Wetland,Water,Wetland,Water,Wetland,Wetland
671,Wetland,Water,Wetland,Water,Wetland,Water
672,Wetland,Water,Bareland,NULL,Non_Wetland,Grassland
673,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
674,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
675,Wetland,Water,Bareland,Water,Non_Wetland,Water
676,Wetland,Water,Bareland,Water,Non_Wetland,Forest
677,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
678,Wetland,Water,Water,NULL,Water,Grassland
679,Wetland,Water,Water,NULL,Water,Wetland
680,Wetland,Water,Water,NULL,Water,Water
681,Wetland,Water,Water,NULL,Water,Forest
682,Wetland,Water,Water,Non_Water,Water,Wetland
683,Wetland,Water,Water,Water,Water,Grassland
684,Wetland,Water,Water,Water,Water,Wetland
685,Wetland,Water,Water,Water,Water,Water
686,Wetland,Water,Water,Water,Water,Forest
687,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
688,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
689,Wetland,Water,Forest,NULL,Non_Wetland,Water
690,Wetland,Water,Forest,NULL,Non_Wetland,Forest
691,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
692,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
693,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
694,Wetland,Water,Forest,Water,Non_Wetland,Grassland
695,Wetland,Water,Forest,Water,Non_Wetland,Wetland
696,Wetland,Water,Forest,Water,Non_Wetland,Water
697,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
698,Wetland,Forest,NULL,NULL,Non_Wetland,Wetland
699,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
700,Wetland,Forest,NULL,Non_Water,Non_Wetland,Grassland
701,Wetland,Forest,NULL,Non_Water,Non_Wetland,Wetland
702,Wetland,Forest,NULL,Water,Non_Wetland,Wetland
703,Wetland,Forest,NULL,Water,Non_Wetland,Forest
704,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
705,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
706,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
707,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
708,Wetland,Forest,Shrubland,NULL,Non_Wetland,Water
709,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
710,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
711,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
712,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
713,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
714,Wetland,Forest,Shrubland,Water,Non_Wetland,Cropland
715,Wetland,Forest,Shrubland,Water,Non_Wetland,Wetland
716,Wetland,Forest,Shrubland,Water,Non_Wetland,Water
717,Wetland,Forest,Wetland,NULL,Wetland,NULL
718,Wetland,Forest,Wetland,NULL,Wetland,Grassland
719,Wetland,Forest,Wetland,NULL,Wetland,Forest
720,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
721,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
722,Wetland,Forest,Bareland,NULL,Non_Wetland,Wetland
723,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
724,Wetland,Forest,Bareland,Water,Non_Wetland,Wetland
725,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
726,Wetland,Forest,Water,NULL,Water,Wetland
727,Wetland,Forest,Water,Non_Water,Water,Wetland
728,Wetland,Forest,Water,Water,Water,Wetland
729,Wetland,Forest,Water,Water,Water,Water
730,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
731,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
732,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
733,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
734,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
735,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
736,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
737,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
738,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
739,Wetland,Forest,Forest,Water,Non_Wetland,Cropland
740,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
741,Wetland,Forest,Forest,Water,Non_Wetland,Water
742,Wetland,Forest,Forest,Water,Non_Wetland,Forest
743,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
744,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
745,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
746,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
747,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
748,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
749,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
750,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
751,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
752,Bareland,NULL,Wetland,NULL,Wetland,Grassland
753,Bareland,NULL,Wetland,NULL,Wetland,Forest
754,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
755,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
756,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
757,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
758,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
759,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
760,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
761,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
762,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
763,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
764,Bareland,Bareland,Forest,NULL,Non_Wetland,Grassland
765,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
766,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
767,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
768,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
769,Bareland,Water,Shrubland,NULL,Non_Wetland,Forest
770,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
771,Bareland,Water,Wetland,NULL,Wetland,Bareland
772,Bareland,Water,Wetland,NULL,Wetland,Water
773,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
774,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
775,Bareland,Water,Bareland,NULL,Non_Wetland,Water
776,Bareland,Water,Bareland,NULL,Non_Wetland,Forest
777,Bareland,Water,Forest,NULL,Non_Wetland,Grassland
778,Bareland,Water,Forest,NULL,Non_Wetland,Forest
779,Bareland,Forest,NULL,NULL,Non_Wetland,Forest
780,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
781,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
782,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
783,Bareland,Forest,Forest,NULL,Non_Wetland,Forest
784,Water,NULL,NULL,NULL,Non_Wetland,Grassland
785,Water,NULL,NULL,NULL,Non_Wetland,Wetland
786,Water,NULL,NULL,NULL,Non_Wetland,Forest
787,Water,NULL,NULL,Non_Water,Non_Wetland,Wetland
788,Water,NULL,NULL,Water,Non_Wetland,Wetland
789,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
790,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
791,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
792,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
793,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
794,Water,NULL,Shrubland,NULL,Non_Wetland,Water
795,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
796,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
797,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
798,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
799,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
800,Water,NULL,Shrubland,Water,Non_Wetland,Forest
801,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
802,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
803,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
804,Water,NULL,Cropland,NULL,Non_Wetland,Forest
805,Water,NULL,Cropland,Non_Water,Non_Wetland,Wetland
806,Water,NULL,Wetland,NULL,Wetland,Grassland
807,Water,NULL,Wetland,NULL,Wetland,Cropland
808,Water,NULL,Wetland,NULL,Wetland,Wetland
809,Water,NULL,Wetland,NULL,Wetland,Bareland
810,Water,NULL,Wetland,NULL,Wetland,Water
811,Water,NULL,Wetland,NULL,Wetland,Forest
812,Water,NULL,Wetland,Non_Water,Wetland,Wetland
813,Water,NULL,Wetland,Non_Water,Wetland,Forest
814,Water,NULL,Wetland,Water,Wetland,Wetland
815,Water,NULL,Wetland,Water,Wetland,Water
816,Water,NULL,Bareland,NULL,Non_Wetland,NULL
817,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
818,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
819,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
820,Water,NULL,Bareland,NULL,Non_Wetland,Water
821,Water,NULL,Bareland,NULL,Non_Wetland,Forest
822,Water,NULL,Bareland,Non_Water,Non_Wetland,Wetland
823,Water,NULL,Bareland,Water,Non_Wetland,Wetland
824,Water,NULL,Bareland,Water,Non_Wetland,Water
825,Water,NULL,Built-up,NULL,Non_Wetland,Forest
826,Water,NULL,Built-up,Water,Non_Wetland,Grassland
827,Water,NULL,Water,NULL,Water,Wetland
828,Water,NULL,Water,NULL,Water,Water
829,Water,NULL,Water,NULL,Water,Forest
830,Water,NULL,Water,Non_Water,Water,Wetland
831,Water,NULL,Water,Water,Water,Wetland
832,Water,NULL,Water,Water,Water,Water
833,Water,NULL,Forest,NULL,Non_Wetland,NULL
834,Water,NULL,Forest,NULL,Non_Wetland,Grassland
835,Water,NULL,Forest,NULL,Non_Wetland,Cropland
836,Water,NULL,Forest,NULL,Non_Wetland,Wetland
837,Water,NULL,Forest,NULL,Non_Wetland,Bareland
838,Water,NULL,Forest,NULL,Non_Wetland,Water
839,Water,NULL,Forest,NULL,Non_Wetland,Forest
840,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
841,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
842,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
843,Water,NULL,Forest,Water,Non_Wetland,Grassland
844,Water,NULL,Forest,Water,Non_Wetland,Wetland
845,Water,NULL,Forest,Water,Non_Wetland,Forest
846,Water,Cropland,NULL,NULL,Non_Wetland,Forest
847,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
848,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
849,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
850,Water,Cropland,Shrubland,NULL,Non_Wetland,Water
851,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
852,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
853,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
854,Water,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
855,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
856,Water,Cropland,Shrubland,Water,Non_Wetland,Wetland
857,Water,Cropland,Wetland,NULL,Wetland,Grassland
858,Water,Cropland,Wetland,NULL,Wetland,Bareland
859,Water,Cropland,Wetland,NULL,Wetland,Water
860,Water,Cropland,Wetland,NULL,Wetland,Forest
861,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
862,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
863,Water,Cropland,Bareland,NULL,Non_Wetland,Water
864,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
865,Water,Cropland,Water,Water,Water,Wetland
866,Water,Cropland,Water,Water,Water,Water
867,Water,Cropland,Forest,NULL,Non_Wetland,NULL
868,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
869,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
870,Water,Cropland,Forest,NULL,Non_Wetland,Forest
871,Water,Wetland,NULL,NULL,Non_Wetland,Grassland
