Value,AFRICA_2024_DynamicWorld_2024_37NGE_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NGE_M_R,AFRICA_2024_GLC_FCS30D_2022_37NGE_M_R,AFRICA_2024_GSW_Yearly_2021_37NGE_M_R,AFRICA_2024_GWL_FCS30D_2022_37NGE_M_R,AFRICA_2024_WorldCover_2021_37NGE_M_R
424,Cropland,NULL,Wetland,Water,Wetland,Bareland
425,Cropland,NULL,Wetland,Water,Wetland,Water
426,Cropland,NULL,Wetland,Water,Wetland,Forest
427,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
428,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
429,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
430,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
431,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
432,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
433,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
434,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL
435,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
436,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
437,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
438,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
439,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
440,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
441,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
442,Cropland,NULL,Bareland,Water,Non_Wetland,Water
443,Cropland,NULL,Bareland,Water,Non_Wetland,Forest
444,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
445,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
446,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
447,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
448,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Forest
449,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
450,Cropland,NULL,Built-up,Water,Non_Wetland,Forest
451,Cropland,NULL,Water,NULL,Water,NULL
452,Cropland,NULL,Water,NULL,Water,Grassland
453,Cropland,NULL,Water,NULL,Water,Cropland
454,Cropland,NULL,Water,NULL,Water,Bareland
455,Cropland,NULL,Water,NULL,Water,Water
456,Cropland,NULL,Water,NULL,Water,Forest
457,Cropland,NULL,Water,Non_Water,Water,NULL
458,Cropland,NULL,Water,Non_Water,Water,Grassland
459,Cropland,NULL,Water,Non_Water,Water,Cropland
460,Cropland,NULL,Water,Non_Water,Water,Bareland
461,Cropland,NULL,Water,Non_Water,Water,Forest
462,Cropland,NULL,Water,Water,Water,NULL
463,Cropland,NULL,Water,Water,Water,Grassland
464,Cropland,NULL,Water,Water,Water,Cropland
465,Cropland,NULL,Water,Water,Water,Wetland
466,Cropland,NULL,Water,Water,Water,Bareland
467,Cropland,NULL,Water,Water,Water,Water
468,Cropland,NULL,Water,Water,Water,Forest
469,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
470,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
471,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
472,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
473,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
474,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
475,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
476,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
477,Cropland,NULL,Forest,Water,Non_Wetland,NULL
478,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
479,Cropland,NULL,Forest,Water,Non_Wetland,Forest
480,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
481,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
482,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
483,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
484,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
485,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
486,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
487,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
488,Cropland,Cropland,NULL,Water,Non_Wetland,NULL
489,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
490,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
491,Cropland,Cropland,NULL,Water,Non_Wetland,Forest
492,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
493,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
494,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
495,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
496,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
497,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
498,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
499,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
500,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
501,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
502,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL
503,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
504,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
505,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
506,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
507,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
508,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
509,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
510,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
511,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
512,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
513,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
514,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
515,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
516,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
517,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
518,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
519,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
520,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
521,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
522,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
523,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
524,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
525,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
526,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
527,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
528,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
529,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
530,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
531,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
532,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
533,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
534,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
535,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
536,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
537,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
538,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
539,Cropland,Cropland,Wetland,NULL,Wetland,NULL
540,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
541,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
542,Cropland,Cropland,Wetland,NULL,Wetland,Forest
543,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
544,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
545,Cropland,Cropland,Wetland,Water,Wetland,NULL
546,Cropland,Cropland,Wetland,Water,Wetland,Grassland
547,Cropland,Cropland,Wetland,Water,Wetland,Cropland
548,Cropland,Cropland,Wetland,Water,Wetland,Wetland
549,Cropland,Cropland,Wetland,Water,Wetland,Bareland
550,Cropland,Cropland,Wetland,Water,Wetland,Water
551,Cropland,Cropland,Wetland,Water,Wetland,Forest
552,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
553,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
554,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
555,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
556,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
557,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
558,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
559,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
560,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
561,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
562,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
563,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
564,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
565,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
566,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
567,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
568,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
569,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
570,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Forest
571,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
572,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
573,Cropland,Cropland,Built-up,Water,Non_Wetland,Forest
574,Cropland,Cropland,Water,NULL,Water,NULL
575,Cropland,Cropland,Water,NULL,Water,Grassland
576,Cropland,Cropland,Water,NULL,Water,Cropland
577,Cropland,Cropland,Water,NULL,Water,Forest
578,Cropland,Cropland,Water,Non_Water,Water,NULL
579,Cropland,Cropland,Water,Non_Water,Water,Grassland
580,Cropland,Cropland,Water,Non_Water,Water,Cropland
581,Cropland,Cropland,Water,Non_Water,Water,Bareland
582,Cropland,Cropland,Water,Non_Water,Water,Forest
583,Cropland,Cropland,Water,Water,Water,NULL
584,Cropland,Cropland,Water,Water,Water,Grassland
585,Cropland,Cropland,Water,Water,Water,Cropland
586,Cropland,Cropland,Water,Water,Water,Bareland
587,Cropland,Cropland,Water,Water,Water,Forest
588,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
589,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
590,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
591,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
592,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
593,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
594,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
595,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
596,Cropland,Cropland,Forest,Water,Non_Wetland,NULL
597,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
598,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
599,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
600,Cropland,Wetland,Grassland,Water,Non_Wetland,Grassland
601,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
602,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
603,Cropland,Bareland,Grassland,Water,Non_Wetland,Grassland
604,Cropland,Bareland,Wetland,Water,Wetland,Water
605,Cropland,Bareland,Water,Water,Water,Grassland
606,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
607,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
608,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
609,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
610,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
611,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
612,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
613,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
614,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
615,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
616,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
617,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
618,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
619,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
620,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
621,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
622,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
623,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
624,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
625,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
626,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
627,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
628,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
629,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
630,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
631,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
632,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL
633,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
634,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
635,Cropland,Built-up,Wetland,NULL,Wetland,Forest
636,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
637,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
638,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
639,Cropland,Water,NULL,NULL,Non_Wetland,NULL
640,Cropland,Water,NULL,NULL,Non_Wetland,Forest
641,Cropland,Water,NULL,Non_Water,Non_Wetland,Cropland
642,Cropland,Water,NULL,Non_Water,Non_Wetland,Forest
643,Cropland,Water,NULL,Water,Non_Wetland,Forest
644,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
645,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
646,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
647,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
648,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
649,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL
650,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
651,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
652,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland
653,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
654,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland
655,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
656,Cropland,Water,Shrubland,Water,Non_Wetland,Forest
657,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
658,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
659,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
660,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
661,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
662,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
663,Cropland,Water,Grassland,Non_Water,Non_Wetland,Bareland
664,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
665,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
666,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
667,Cropland,Water,Grassland,Water,Non_Wetland,Water
668,Cropland,Water,Grassland,Water,Non_Wetland,Forest
669,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
670,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
671,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
672,Cropland,Water,Cropland,NULL,Non_Wetland,Water
673,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
674,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
675,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
676,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
677,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
678,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
679,Cropland,Water,Cropland,Water,Non_Wetland,Forest
680,Cropland,Water,Wetland,NULL,Wetland,Grassland
681,Cropland,Water,Wetland,NULL,Wetland,Forest
682,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
683,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
684,Cropland,Water,Wetland,Water,Wetland,Grassland
685,Cropland,Water,Wetland,Water,Wetland,Bareland
686,Cropland,Water,Wetland,Water,Wetland,Water
687,Cropland,Water,Wetland,Water,Wetland,Forest
688,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
689,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
690,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
691,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
692,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
693,Cropland,Water,Built-up,Water,Non_Wetland,Grassland
694,Cropland,Water,Water,NULL,Water,Grassland
695,Cropland,Water,Water,NULL,Water,Cropland
696,Cropland,Water,Water,NULL,Water,Bareland
697,Cropland,Water,Water,NULL,Water,Forest
698,Cropland,Water,Water,Water,Water,Grassland
699,Cropland,Water,Water,Water,Water,Cropland
700,Cropland,Water,Water,Water,Water,Wetland
701,Cropland,Water,Water,Water,Water,Bareland
702,Cropland,Water,Water,Water,Water,Water
703,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
704,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
705,Cropland,Water,Forest,NULL,Non_Wetland,Forest
706,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
707,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
708,Cropland,Water,Forest,Water,Non_Wetland,Forest
709,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
710,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
711,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
712,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
713,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
714,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
715,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
716,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
717,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
718,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
719,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
720,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
721,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
722,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
723,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
724,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
725,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
726,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
727,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
728,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
729,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
730,Cropland,Forest,Grassland,Water,Non_Wetland,Cropland
731,Cropland,Forest,Grassland,Water,Non_Wetland,Forest
732,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
733,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
734,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
735,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
736,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
737,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
738,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
739,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
740,Cropland,Forest,Cropland,Water,Non_Wetland,Cropland
741,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
742,Cropland,Forest,Wetland,NULL,Wetland,Grassland
743,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
744,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
745,Cropland,Forest,Bareland,Water,Non_Wetland,Cropland
746,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
747,Cropland,Forest,Water,NULL,Water,Cropland
748,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
749,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
750,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
751,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
752,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
753,Wetland,NULL,NULL,Water,Non_Wetland,NULL
754,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
755,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
756,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
757,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
758,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
759,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
760,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
761,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
762,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
763,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
764,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
765,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
766,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
767,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
768,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
769,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
770,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
771,Wetland,NULL,Grassland,Water,Non_Wetland,NULL
772,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
773,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
774,Wetland,NULL,Grassland,Water,Non_Wetland,Forest
775,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
776,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
777,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
778,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
779,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
780,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
781,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
782,Wetland,NULL,Cropland,Water,Non_Wetland,NULL
783,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
784,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
785,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
786,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
787,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
788,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
789,Wetland,NULL,Water,Water,Water,Grassland
790,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
791,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
792,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
793,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
794,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
795,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
796,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
797,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
798,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
799,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
800,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
801,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
802,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
803,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
804,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
805,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
806,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
807,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
808,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
809,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
810,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
811,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
812,Wetland,Wetland,NULL,Water,Non_Wetland,NULL
813,Wetland,Wetland,NULL,Water,Non_Wetland,Forest
814,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
815,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
816,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
817,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
818,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
819,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
820,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
821,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
822,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
823,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
824,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
825,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
826,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
827,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
828,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
829,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL
830,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
831,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
832,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
833,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
834,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
835,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
836,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
837,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
838,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
839,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Bareland
840,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
841,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL
842,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
843,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
844,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
845,Wetland,Wetland,Wetland,NULL,Wetland,Forest
846,Wetland,Wetland,Wetland,Water,Wetland,NULL
847,Wetland,Wetland,Wetland,Water,Wetland,Grassland
848,Wetland,Wetland,Wetland,Water,Wetland,Water
849,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
850,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
851,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL
