Value,AFRICA_2024_DynamicWorld_2024_36PUB_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PUB_M_R,AFRICA_2024_GLC_FCS30D_2022_36PUB_M_R,AFRICA_2024_GSW_Yearly_2021_36PUB_M_R,AFRICA_2024_GWL_FCS30D_2022_36PUB_M_R,AFRICA_2024_WorldCover_2021_36PUB_M_R
412,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
413,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
414,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
415,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
416,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
417,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
418,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Forest
419,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
420,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
421,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
422,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
423,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
424,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
425,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
426,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
427,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
428,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
429,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
430,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
431,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
432,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
433,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
434,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
435,Cropland,Wetland,Grassland,NULL,Non_Wetland,Forest
436,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
437,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
438,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
439,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
440,Cropland,Wetland,Grassland,Water,Non_Wetland,Cropland
441,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
442,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
443,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
444,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
445,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
446,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
447,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
448,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
449,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
450,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
451,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
452,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
453,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
454,Cropland,Wetland,Wetland,NULL,Wetland,Forest
455,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL
456,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
457,Cropland,Wetland,Wetland,Non_Water,Wetland,Cropland
458,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
459,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
460,Cropland,Wetland,Wetland,Water,Wetland,Grassland
461,Cropland,Wetland,Wetland,Water,Wetland,Cropland
462,Cropland,Wetland,Wetland,Water,Wetland,Wetland
463,Cropland,Wetland,Built-up,NULL,Non_Wetland,Forest
464,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
465,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
466,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
467,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
468,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
469,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL
470,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
471,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
472,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
473,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Forest
474,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
475,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
476,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
477,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
478,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
479,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
480,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
481,Cropland,Bareland,Grassland,Water,Non_Wetland,Grassland
482,Cropland,Bareland,Grassland,Water,Non_Wetland,Cropland
483,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
484,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
485,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
486,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
487,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
488,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
489,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
490,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
491,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
492,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
493,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
494,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
495,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL
496,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Grassland
497,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
498,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Built-up
499,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Forest
500,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
501,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
502,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
503,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
504,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
505,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
506,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
507,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Forest
508,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
509,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
510,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
511,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
512,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
513,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
514,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
515,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Grassland
516,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Cropland
517,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Bareland
518,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Built-up
519,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,Forest
520,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
521,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
522,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
523,Cropland,Water,Wetland,Non_Water,Wetland,Cropland
524,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
525,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
526,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
527,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
528,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
529,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
530,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
531,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
532,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
533,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
534,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
535,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
536,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
537,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
538,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
539,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
540,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
541,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
542,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
543,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
544,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
545,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
546,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
547,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
548,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
549,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
550,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
551,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
552,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
553,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
554,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
555,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
556,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
557,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
558,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
559,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
560,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
561,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
562,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
563,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
564,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
565,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
566,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
567,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
568,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
569,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
570,Wetland,NULL,Wetland,NULL,Wetland,NULL
571,Wetland,NULL,Wetland,NULL,Wetland,Grassland
572,Wetland,NULL,Wetland,NULL,Wetland,Cropland
573,Wetland,NULL,Wetland,NULL,Wetland,Wetland
574,Wetland,NULL,Wetland,NULL,Wetland,Forest
575,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
576,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
577,Wetland,NULL,Wetland,Non_Water,Wetland,Cropland
578,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
579,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
580,Wetland,NULL,Wetland,Water,Wetland,Grassland
581,Wetland,NULL,Wetland,Water,Wetland,Cropland
582,Wetland,NULL,Wetland,Water,Wetland,Wetland
583,Wetland,NULL,Wetland,Water,Wetland,Water
584,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Forest
585,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
586,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
587,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
588,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
589,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
590,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
591,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
592,Wetland,NULL,Forest,Non_Water,Non_Wetland,Cropland
593,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
594,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
595,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
596,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
597,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
598,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
599,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL
600,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
601,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
602,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
603,Wetland,Cropland,NULL,Non_Water,Non_Wetland,Forest
604,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
605,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
606,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
607,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
608,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
609,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
610,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
611,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
612,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
613,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
614,Wetland,Cropland,Shrubland,Water,Non_Wetland,Cropland
615,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
616,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL
617,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
618,Wetland,Cropland,Grassland,NULL,Non_Wetland,Cropland
619,Wetland,Cropland,Grassland,NULL,Non_Wetland,Wetland
620,Wetland,Cropland,Grassland,NULL,Non_Wetland,Built-up
621,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
622,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
623,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
624,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
625,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
626,Wetland,Cropland,Grassland,Water,Non_Wetland,Cropland
627,Wetland,Cropland,Grassland,Water,Non_Wetland,Water
628,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL
629,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
630,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
631,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
632,Wetland,Cropland,Cropland,NULL,Non_Wetland,Bareland
633,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
634,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
635,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
636,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
637,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
638,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
639,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
640,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
641,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
642,Wetland,Cropland,Cropland,Water,Non_Wetland,Water
643,Wetland,Cropland,Cropland,Water,Non_Wetland,Forest
644,Wetland,Cropland,Wetland,NULL,Wetland,NULL
645,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
646,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
647,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
648,Wetland,Cropland,Wetland,NULL,Wetland,Forest
649,Wetland,Cropland,Wetland,Non_Water,Wetland,NULL
650,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
651,Wetland,Cropland,Wetland,Non_Water,Wetland,Cropland
652,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
653,Wetland,Cropland,Wetland,Non_Water,Wetland,Water
654,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
655,Wetland,Cropland,Wetland,Water,Wetland,Grassland
656,Wetland,Cropland,Wetland,Water,Wetland,Cropland
657,Wetland,Cropland,Wetland,Water,Wetland,Wetland
658,Wetland,Cropland,Wetland,Water,Wetland,Water
659,Wetland,Cropland,Wetland,Water,Wetland,Forest
660,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
661,Wetland,Cropland,Bareland,Water,Non_Wetland,Water
662,Wetland,Cropland,Built-up,NULL,Non_Wetland,Forest
663,Wetland,Cropland,Water,Water,Water,Water
664,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
665,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
666,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
667,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
668,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
669,Wetland,Cropland,Forest,Non_Water,Non_Wetland,NULL
670,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
671,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
672,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
673,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
674,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
675,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
676,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
677,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
678,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL
679,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
680,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
681,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
682,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
683,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
684,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
685,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
686,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
687,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
688,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
689,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
690,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
691,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
692,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
693,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
694,Wetland,Wetland,Shrubland,Water,Non_Wetland,Cropland
695,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
696,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
697,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
698,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
699,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
700,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
701,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
702,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
703,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
704,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
705,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
706,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
707,Wetland,Wetland,Grassland,Water,Non_Wetland,Cropland
708,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
709,Wetland,Wetland,Grassland,Water,Non_Wetland,Forest
710,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
711,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
712,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
713,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
714,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
715,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
716,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
717,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
718,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
719,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
720,Wetland,Wetland,Cropland,Water,Non_Wetland,Grassland
721,Wetland,Wetland,Cropland,Water,Non_Wetland,Cropland
722,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
723,Wetland,Wetland,Cropland,Water,Non_Wetland,Water
724,Wetland,Wetland,Cropland,Water,Non_Wetland,Forest
725,Wetland,Wetland,Wetland,NULL,Wetland,NULL
726,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
727,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
728,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
729,Wetland,Wetland,Wetland,NULL,Wetland,Forest
730,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL
731,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
732,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
733,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
734,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
735,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
736,Wetland,Wetland,Wetland,Water,Wetland,NULL
737,Wetland,Wetland,Wetland,Water,Wetland,Grassland
738,Wetland,Wetland,Wetland,Water,Wetland,Cropland
739,Wetland,Wetland,Wetland,Water,Wetland,Wetland
740,Wetland,Wetland,Wetland,Water,Wetland,Water
741,Wetland,Wetland,Wetland,Water,Wetland,Forest
742,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
743,Wetland,Wetland,Bareland,Water,Non_Wetland,Cropland
744,Wetland,Wetland,Bareland,Water,Non_Wetland,Water
745,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
746,Wetland,Wetland,Built-up,NULL,Non_Wetland,Cropland
747,Wetland,Wetland,Built-up,NULL,Non_Wetland,Forest
748,Wetland,Wetland,Water,Non_Water,Water,Wetland
749,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
750,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
751,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
752,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
753,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
754,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL
755,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
756,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
757,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
758,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
759,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
760,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
761,Wetland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
762,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
763,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Cropland
764,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
765,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
766,Wetland,Water,Grassland,NULL,Non_Wetland,Cropland
767,Wetland,Water,Grassland,Non_Water,Non_Wetland,Cropland
768,Wetland,Water,Grassland,Non_Water,Non_Wetland,Wetland
769,Wetland,Water,Grassland,Water,Non_Wetland,Wetland
770,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
771,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
772,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
773,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
774,Wetland,Water,Cropland,Non_Water,Non_Wetland,Wetland
775,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
776,Wetland,Water,Cropland,Water,Non_Wetland,Cropland
777,Wetland,Water,Cropland,Water,Non_Wetland,Wetland
778,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
779,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
780,Wetland,Water,Wetland,Non_Water,Wetland,Water
781,Wetland,Water,Wetland,Water,Wetland,Cropland
782,Wetland,Water,Wetland,Water,Wetland,Wetland
783,Wetland,Water,Wetland,Water,Wetland,Water
784,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
785,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
786,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
787,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
788,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
789,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
790,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
791,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
792,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
793,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
794,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
795,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
796,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
797,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
798,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
799,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
800,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
801,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
802,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
803,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
804,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
805,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
806,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
807,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
808,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
809,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
810,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
811,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
812,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
813,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
814,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
815,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
816,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
817,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
818,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
819,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
820,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
821,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
822,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
823,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
824,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
825,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
