Value,AFRICA_2024_DynamicWorld_2024_35NPF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NPF_M_R,AFRICA_2024_GLC_FCS30D_2022_35NPF_M_R,AFRICA_2024_GSW_Yearly_2021_35NPF_M_R,AFRICA_2024_GWL_FCS30D_2022_35NPF_M_R,AFRICA_2024_WorldCover_2021_35NPF_M_R
433,Water,Forest,Forest,NULL,Non_Wetland,Forest
434,Water,Forest,Forest,Non_Water,Non_Wetland,NULL
435,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
436,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
437,Water,Forest,Forest,Water,Non_Wetland,NULL
438,Water,Forest,Forest,Water,Non_Wetland,Grassland
439,Water,Forest,Forest,Water,Non_Wetland,Forest
440,Forest,NULL,NULL,NULL,Non_Wetland,NULL
441,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
442,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
443,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
444,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
445,Forest,NULL,NULL,NULL,Non_Wetland,Forest
446,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
447,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
448,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
449,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
450,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
451,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
452,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
453,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
454,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
455,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
456,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
457,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
458,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
459,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
460,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
461,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
462,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
463,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
464,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
465,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
466,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
467,Forest,NULL,Wetland,NULL,Wetland,NULL
468,Forest,NULL,Wetland,NULL,Wetland,Grassland
469,Forest,NULL,Wetland,NULL,Wetland,Wetland
470,Forest,NULL,Wetland,NULL,Wetland,Forest
471,Forest,NULL,Wetland,Water,Wetland,Forest
472,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
473,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
474,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
475,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
476,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
477,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
478,Forest,NULL,Water,NULL,Water,NULL
479,Forest,NULL,Forest,NULL,Non_Wetland,NULL
480,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
481,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
482,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
483,Forest,NULL,Forest,NULL,Non_Wetland,Forest
484,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
485,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
486,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
487,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
488,Forest,NULL,Forest,Water,Non_Wetland,NULL
489,Forest,NULL,Forest,Water,Non_Wetland,Grassland
490,Forest,NULL,Forest,Water,Non_Wetland,Forest
491,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
492,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
493,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
494,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
495,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
496,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
497,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
498,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
499,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
500,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
501,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
502,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
503,Forest,Wetland,NULL,NULL,Non_Wetland,NULL
504,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
505,Forest,Wetland,NULL,NULL,Non_Wetland,Wetland
506,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
507,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
508,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
509,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
510,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
511,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland
512,Forest,Wetland,Cropland,NULL,Non_Wetland,NULL
513,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
514,Forest,Wetland,Cropland,NULL,Non_Wetland,Built-up
515,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
516,Forest,Wetland,Wetland,NULL,Wetland,Forest
517,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland
518,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL
519,Forest,Wetland,Built-up,NULL,Non_Wetland,Grassland
520,Forest,Wetland,Built-up,NULL,Non_Wetland,Built-up
521,Forest,Wetland,Forest,NULL,Non_Wetland,NULL
522,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
523,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
524,Forest,Wetland,Forest,NULL,Non_Wetland,Built-up
525,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
526,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL
527,Forest,Built-up,NULL,NULL,Non_Wetland,NULL
528,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
529,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
530,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
531,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
532,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
533,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
534,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
535,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
536,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
537,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
538,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
539,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
540,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
541,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
542,Forest,Built-up,Wetland,NULL,Wetland,Grassland
543,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
544,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
545,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
546,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
547,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
548,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
549,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
550,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
551,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
552,Forest,Water,NULL,NULL,Non_Wetland,Grassland
553,Forest,Water,NULL,NULL,Non_Wetland,Forest
554,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
555,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
556,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
557,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
558,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
559,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
560,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
561,Forest,Water,Shrubland,Water,Non_Wetland,Forest
562,Forest,Water,Wetland,NULL,Wetland,Grassland
563,Forest,Water,Wetland,NULL,Wetland,Forest
564,Forest,Water,Wetland,Non_Water,Wetland,Forest
565,Forest,Water,Wetland,Water,Wetland,Forest
566,Forest,Water,Bareland,NULL,Non_Wetland,Forest
567,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
568,Forest,Water,Bareland,Water,Non_Wetland,Forest
569,Forest,Water,Built-up,NULL,Non_Wetland,Forest
570,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest
571,Forest,Water,Water,NULL,Water,Forest
572,Forest,Water,Water,Non_Water,Water,Forest
573,Forest,Water,Water,Water,Water,Forest
574,Forest,Water,Forest,NULL,Non_Wetland,NULL
575,Forest,Water,Forest,NULL,Non_Wetland,Grassland
576,Forest,Water,Forest,NULL,Non_Wetland,Forest
577,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
578,Forest,Water,Forest,Water,Non_Wetland,Forest
579,Forest,Forest,NULL,NULL,Non_Wetland,NULL
580,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
581,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
582,Forest,Forest,NULL,NULL,Non_Wetland,Built-up
583,Forest,Forest,NULL,NULL,Non_Wetland,Forest
584,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
585,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
586,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
587,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
588,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
589,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
590,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
591,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
592,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
593,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
594,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
595,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
596,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
597,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
598,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
599,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland
600,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
601,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
602,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
603,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
604,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
605,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
606,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
607,Forest,Forest,Wetland,NULL,Wetland,NULL
608,Forest,Forest,Wetland,NULL,Wetland,Grassland
609,Forest,Forest,Wetland,NULL,Wetland,Wetland
610,Forest,Forest,Wetland,NULL,Wetland,Forest
611,Forest,Forest,Wetland,Non_Water,Wetland,NULL
612,Forest,Forest,Wetland,Non_Water,Wetland,Forest
613,Forest,Forest,Wetland,Water,Wetland,Forest
614,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
615,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
616,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
617,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
618,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
619,Forest,Forest,Bareland,Water,Non_Wetland,Forest
620,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
621,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
622,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
623,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
624,Forest,Forest,Water,NULL,Water,NULL
625,Forest,Forest,Water,NULL,Water,Forest
626,Forest,Forest,Water,Non_Water,Water,Forest
627,Forest,Forest,Forest,NULL,Non_Wetland,NULL
628,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
629,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
630,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
631,Forest,Forest,Forest,NULL,Non_Wetland,Forest
632,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
633,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
634,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
635,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
636,Forest,Forest,Forest,Water,Non_Wetland,NULL
637,Forest,Forest,Forest,Water,Non_Wetland,Grassland
638,Forest,Forest,Forest,Water,Non_Wetland,Wetland
639,Forest,Forest,Forest,Water,Non_Wetland,Forest
