Value,AFRICA_2024_DynamicWorld_2024_38PLV_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38PLV_M_R,AFRICA_2024_GLC_FCS30D_2022_38PLV_M_R,AFRICA_2024_GSW_Yearly_2021_38PLV_M_R,AFRICA_2024_GWL_FCS30D_2022_38PLV_M_R,AFRICA_2024_WorldCover_2021_38PLV_M_R
430,NULL,Water,Water,NULL,Water,Water
431,NULL,Water,Water,Non_Water,NULL,Bareland
432,NULL,Water,Water,Non_Water,NULL,Water
433,NULL,Water,Water,Non_Water,Water,Bareland
434,NULL,Water,Water,Non_Water,Water,Water
435,NULL,Water,Water,Water,NULL,Bareland
436,NULL,Water,Water,Water,NULL,Water
437,NULL,Water,Water,Water,Water,Wetland
438,NULL,Water,Water,Water,Water,Bareland
439,NULL,Water,Water,Water,Water,Water
440,NULL,Forest,NULL,NULL,Non_Wetland,NULL
441,NULL,Forest,NULL,NULL,Non_Wetland,Grassland
442,NULL,Forest,NULL,NULL,Non_Wetland,Cropland
443,NULL,Forest,NULL,NULL,Non_Wetland,Forest
444,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL
445,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland
446,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland
447,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland
448,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland
449,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest
450,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
451,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
452,NULL,Forest,Grassland,NULL,Non_Wetland,NULL
453,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland
454,NULL,Forest,Grassland,NULL,Non_Wetland,Cropland
455,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland
456,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland
457,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up
458,NULL,Forest,Grassland,NULL,Non_Wetland,Forest
459,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL
460,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland
461,NULL,Forest,Cropland,NULL,Non_Wetland,NULL
462,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland
463,NULL,Forest,Cropland,NULL,Non_Wetland,Cropland
464,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland
465,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland
466,NULL,Forest,Cropland,NULL,Non_Wetland,Water
467,NULL,Forest,Cropland,NULL,Non_Wetland,Forest
468,NULL,Forest,Wetland,NULL,Wetland,NULL
469,NULL,Forest,Wetland,NULL,Wetland,Grassland
470,NULL,Forest,Wetland,NULL,Wetland,Cropland
471,NULL,Forest,Wetland,NULL,Wetland,Wetland
472,NULL,Forest,Wetland,NULL,Wetland,Bareland
473,NULL,Forest,Wetland,NULL,Wetland,Forest
474,NULL,Forest,Wetland,Non_Water,Wetland,NULL
475,NULL,Forest,Wetland,Non_Water,Wetland,Cropland
476,NULL,Forest,Wetland,Non_Water,Wetland,Wetland
477,NULL,Forest,Wetland,Non_Water,Wetland,Bareland
478,NULL,Forest,Wetland,Non_Water,Wetland,Water
479,NULL,Forest,Wetland,Water,Wetland,NULL
480,NULL,Forest,Wetland,Water,Wetland,Grassland
481,NULL,Forest,Wetland,Water,Wetland,Bareland
482,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
483,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
484,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
485,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
486,NULL,Forest,Bareland,NULL,Non_Wetland,NULL
487,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland
488,NULL,Forest,Bareland,NULL,Non_Wetland,Cropland
489,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland
490,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland
491,NULL,Forest,Bareland,NULL,Non_Wetland,Forest
492,NULL,Forest,Bareland,Non_Water,Non_Wetland,Wetland
493,NULL,Forest,Bareland,Water,Non_Wetland,Bareland
494,NULL,Forest,Bareland,Water,Non_Wetland,Forest
495,NULL,Forest,Built-up,NULL,Non_Wetland,NULL
496,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
497,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
498,NULL,Forest,Built-up,NULL,Non_Wetland,Forest
499,NULL,Forest,Built-up,Non_Water,Non_Wetland,Wetland
500,NULL,Forest,Built-up,Non_Water,Non_Wetland,Bareland
501,NULL,Forest,Water,NULL,Water,Grassland
502,NULL,Forest,Water,Non_Water,Water,Wetland
503,NULL,Forest,Forest,NULL,Non_Wetland,NULL
504,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
505,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
506,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
507,NULL,Forest,Forest,NULL,Non_Wetland,Forest
508,NULL,Forest,Forest,Water,Non_Wetland,NULL
509,NULL,Forest,Forest,Water,Non_Wetland,Grassland
510,NULL,Forest,Forest,Water,Non_Wetland,Forest
511,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
512,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
513,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
514,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
515,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
516,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
517,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
518,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
519,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
520,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
521,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
522,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
523,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
524,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
525,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
526,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
527,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
528,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
529,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
530,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
531,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
532,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
533,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
534,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
535,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
536,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
537,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
538,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
539,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
540,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
541,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
542,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
543,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
544,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
545,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
546,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
547,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
548,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
549,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
550,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
551,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
552,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
553,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
554,Wetland,NULL,Wetland,NULL,Wetland,Wetland
555,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
556,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
557,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
558,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
559,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
560,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
561,Wetland,Water,Wetland,NULL,Wetland,Wetland
562,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
563,Wetland,Water,Wetland,Water,Wetland,Wetland
564,Wetland,Water,Bareland,Non_Water,Non_Wetland,Wetland
565,Wetland,Water,Built-up,NULL,Non_Wetland,Wetland
566,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
567,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
568,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
569,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
570,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
571,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
572,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
573,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
574,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
575,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
576,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
577,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
578,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
579,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
580,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
581,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
582,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
583,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
584,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
585,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
586,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
587,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
588,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
589,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
590,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
591,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
592,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
593,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
594,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
595,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
596,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
597,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
598,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
599,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
600,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
601,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL
602,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
603,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
604,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
605,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
606,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
607,Bareland,NULL,Wetland,NULL,Wetland,NULL
608,Bareland,NULL,Wetland,NULL,Wetland,Grassland
609,Bareland,NULL,Wetland,NULL,Wetland,Cropland
610,Bareland,NULL,Wetland,NULL,Wetland,Wetland
611,Bareland,NULL,Wetland,NULL,Wetland,Bareland
612,Bareland,NULL,Wetland,NULL,Wetland,Water
613,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
614,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
615,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
616,Bareland,NULL,Wetland,Water,Wetland,Grassland
617,Bareland,NULL,Wetland,Water,Wetland,Wetland
618,Bareland,NULL,Wetland,Water,Wetland,Bareland
619,Bareland,NULL,Wetland,Water,Wetland,Water
620,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
621,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
622,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
623,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
624,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
625,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
626,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
627,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
628,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
629,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
630,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
631,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
632,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
633,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
634,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
635,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
636,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
637,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
638,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
639,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
640,Bareland,NULL,Bareland,Water,Non_Wetland,Water
641,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
642,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
643,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
644,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
645,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
646,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
647,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
648,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL
649,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
650,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
651,Bareland,NULL,Water,NULL,Water,Bareland
652,Bareland,NULL,Water,Water,Water,Bareland
653,Bareland,NULL,Water,Water,Water,Water
654,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
655,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
656,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
657,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
658,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
659,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
660,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
661,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
662,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
663,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
664,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
665,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
666,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
667,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
668,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
669,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
670,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
671,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
672,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
673,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
674,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
675,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
676,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
677,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
678,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
679,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
680,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
681,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
682,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
683,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
684,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
685,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
686,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
687,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL
688,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
689,Bareland,Wetland,Grassland,NULL,Non_Wetland,Cropland
690,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
691,Bareland,Wetland,Grassland,NULL,Non_Wetland,Bareland
692,Bareland,Wetland,Grassland,Water,Non_Wetland,Wetland
693,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL
694,Bareland,Wetland,Cropland,NULL,Non_Wetland,Grassland
695,Bareland,Wetland,Cropland,NULL,Non_Wetland,Cropland
696,Bareland,Wetland,Cropland,NULL,Non_Wetland,Wetland
697,Bareland,Wetland,Cropland,NULL,Non_Wetland,Bareland
698,Bareland,Wetland,Wetland,NULL,Wetland,Cropland
699,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
700,Bareland,Wetland,Wetland,NULL,Wetland,Bareland
701,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL
702,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
703,Bareland,Wetland,Wetland,Non_Water,Wetland,Bareland
704,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL
705,Bareland,Wetland,Bareland,NULL,Non_Wetland,Cropland
706,Bareland,Wetland,Bareland,NULL,Non_Wetland,Wetland
707,Bareland,Wetland,Bareland,NULL,Non_Wetland,Bareland
708,Bareland,Wetland,Bareland,Water,Non_Wetland,NULL
709,Bareland,Wetland,Bareland,Water,Non_Wetland,Wetland
710,Bareland,Wetland,Bareland,Water,Non_Wetland,Bareland
711,Bareland,Wetland,Bareland,Water,Non_Wetland,Water
712,Bareland,Wetland,Built-up,NULL,Non_Wetland,Wetland
713,Bareland,Wetland,Water,NULL,Water,Wetland
714,Bareland,Wetland,Water,Non_Water,Water,Bareland
715,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
716,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
717,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
718,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
719,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
720,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
721,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
722,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
723,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
724,Bareland,Bareland,Grassland,NULL,Non_Wetland,Wetland
725,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
726,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
727,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
728,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
729,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
730,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
731,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
732,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
733,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
734,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
735,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
736,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
737,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
738,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
739,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
740,Bareland,Bareland,Cropland,Water,Non_Wetland,Wetland
741,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
742,Bareland,Bareland,Wetland,NULL,Wetland,Wetland
743,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
744,Bareland,Bareland,Wetland,NULL,Wetland,Water
745,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL
746,Bareland,Bareland,Wetland,Non_Water,Wetland,Wetland
747,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
748,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
749,Bareland,Bareland,Wetland,Water,NULL,Bareland
750,Bareland,Bareland,Wetland,Water,NULL,Water
751,Bareland,Bareland,Wetland,Water,Wetland,NULL
752,Bareland,Bareland,Wetland,Water,Wetland,Grassland
753,Bareland,Bareland,Wetland,Water,Wetland,Wetland
754,Bareland,Bareland,Wetland,Water,Wetland,Bareland
755,Bareland,Bareland,Wetland,Water,Wetland,Water
756,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
757,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
758,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
759,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
760,Bareland,Bareland,Bareland,NULL,Non_Wetland,Wetland
761,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
762,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
763,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
764,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
765,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
766,Bareland,Bareland,Bareland,Water,Non_Wetland,Wetland
767,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
768,Bareland,Bareland,Bareland,Water,Non_Wetland,Built-up
769,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
770,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
771,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
772,Bareland,Bareland,Built-up,NULL,Non_Wetland,Wetland
773,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
774,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
775,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
776,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
777,Bareland,Bareland,Built-up,Water,Non_Wetland,Wetland
778,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
779,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
780,Bareland,Bareland,Water,NULL,NULL,Bareland
781,Bareland,Bareland,Water,NULL,Water,Bareland
782,Bareland,Bareland,Water,NULL,Water,Water
783,Bareland,Bareland,Water,Non_Water,Water,Bareland
784,Bareland,Bareland,Water,Non_Water,Water,Water
785,Bareland,Bareland,Water,Water,NULL,Bareland
786,Bareland,Bareland,Water,Water,NULL,Water
787,Bareland,Bareland,Water,Water,Water,Bareland
788,Bareland,Bareland,Water,Water,Water,Water
789,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
790,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
791,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
792,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
793,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
794,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
795,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
796,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
797,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
798,Bareland,Built-up,Grassland,NULL,Non_Wetland,Water
799,Bareland,Built-up,Grassland,Water,Non_Wetland,Bareland
800,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
801,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
802,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
803,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
804,Bareland,Built-up,Wetland,Water,Wetland,Bareland
805,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
806,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
807,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
808,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
809,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
810,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
811,Bareland,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
812,Bareland,Built-up,Bareland,Water,Non_Wetland,Bareland
813,Bareland,Built-up,Bareland,Water,Non_Wetland,Built-up
814,Bareland,Built-up,Bareland,Water,Non_Wetland,Water
815,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
816,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
817,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
818,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
819,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
820,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
821,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
822,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
823,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
824,Bareland,Water,Grassland,NULL,Non_Wetland,Wetland
825,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
826,Bareland,Water,Grassland,NULL,Non_Wetland,Water
827,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
828,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
829,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
830,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
831,Bareland,Water,Cropland,NULL,Non_Wetland,Wetland
832,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
833,Bareland,Water,Cropland,NULL,Non_Wetland,Water
834,Bareland,Water,Wetland,NULL,Wetland,NULL
835,Bareland,Water,Wetland,NULL,Wetland,Wetland
836,Bareland,Water,Wetland,NULL,Wetland,Bareland
837,Bareland,Water,Wetland,NULL,Wetland,Water
838,Bareland,Water,Wetland,Non_Water,Wetland,Wetland
839,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
840,Bareland,Water,Wetland,Water,NULL,Bareland
841,Bareland,Water,Wetland,Water,NULL,Water
842,Bareland,Water,Wetland,Water,Wetland,Wetland
843,Bareland,Water,Wetland,Water,Wetland,Bareland
844,Bareland,Water,Wetland,Water,Wetland,Water
845,Bareland,Water,Bareland,NULL,Non_Wetland,Wetland
846,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
847,Bareland,Water,Bareland,NULL,Non_Wetland,Water
848,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
849,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
850,Bareland,Water,Bareland,Water,Non_Wetland,Wetland
851,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
852,Bareland,Water,Bareland,Water,Non_Wetland,Water
853,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland
854,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
855,Bareland,Water,Built-up,Water,Non_Wetland,Water
856,Bareland,Water,Water,Non_Water,NULL,Bareland
857,Bareland,Water,Water,Non_Water,NULL,Water
