Value,AFRICA_2024_DynamicWorld_2024_36PVA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVA_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVA_M_R,AFRICA_2024_GSW_Yearly_2021_36PVA_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVA_M_R,AFRICA_2024_WorldCover_2021_36PVA_M_R
419,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
420,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
421,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
422,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
423,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
424,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
425,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
426,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
427,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
428,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
429,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
430,Grassland,Cropland,NULL,Water,Non_Wetland,Grassland
431,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland
432,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
433,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
434,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
435,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
436,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
437,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
438,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
439,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
440,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
441,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
442,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland
443,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
444,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
445,Grassland,Cropland,Shrubland,Water,Non_Wetland,Forest
446,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
447,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
448,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
449,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland
450,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
451,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
452,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
453,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
454,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
455,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland
456,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
457,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
458,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
459,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
460,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
461,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
462,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
463,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
464,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
465,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
466,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
467,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
468,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
469,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
470,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland
471,Grassland,Cropland,Cropland,Water,Non_Wetland,Water
472,Grassland,Cropland,Wetland,NULL,Wetland,NULL
473,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
474,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
475,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
476,Grassland,Cropland,Wetland,NULL,Wetland,Forest
477,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland
478,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
479,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
480,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
481,Grassland,Cropland,Wetland,Water,Wetland,Cropland
482,Grassland,Cropland,Wetland,Water,Wetland,Wetland
483,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
484,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
485,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
486,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
487,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
488,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
489,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
490,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
491,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
492,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
493,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
494,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
495,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest
496,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
497,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
498,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
499,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland
500,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest
501,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
502,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
503,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
504,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest
505,Grassland,Wetland,NULL,Water,Non_Wetland,Cropland
506,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
507,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
508,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
509,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
510,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
511,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
512,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
513,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
514,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
515,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
516,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
517,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
518,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
519,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
520,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland
521,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
522,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
523,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
524,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
525,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
526,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
527,Grassland,Wetland,Grassland,Water,Non_Wetland,Cropland
528,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland
529,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL
530,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
531,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
532,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
533,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
534,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
535,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
536,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
537,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
538,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
539,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland
540,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
541,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
542,Grassland,Wetland,Wetland,NULL,Wetland,NULL
543,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
544,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
545,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
546,Grassland,Wetland,Wetland,NULL,Wetland,Forest
547,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
548,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
549,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland
550,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
551,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
552,Grassland,Wetland,Wetland,Water,Wetland,Grassland
553,Grassland,Wetland,Wetland,Water,Wetland,Cropland
554,Grassland,Wetland,Wetland,Water,Wetland,Wetland
555,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
556,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
557,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
558,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
559,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL
560,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
561,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
562,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
563,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
564,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
565,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland
566,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
567,Grassland,Water,Wetland,Non_Water,Wetland,Cropland
568,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
569,Grassland,Water,Wetland,Water,Wetland,Cropland
570,Grassland,Water,Wetland,Water,Wetland,Wetland
571,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
572,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
573,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland
574,Grassland,Forest,NULL,Water,Non_Wetland,Cropland
575,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
576,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
577,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
578,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
579,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
580,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
581,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
582,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
583,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
584,Grassland,Forest,Shrubland,Water,Non_Wetland,Cropland
585,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
586,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
587,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
588,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
589,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
590,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
591,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
592,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
593,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
594,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
595,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest
596,Grassland,Forest,Cropland,Water,Non_Wetland,Cropland
597,Grassland,Forest,Cropland,Water,Non_Wetland,Wetland
598,Grassland,Forest,Cropland,Water,Non_Wetland,Forest
599,Grassland,Forest,Wetland,NULL,Wetland,NULL
600,Grassland,Forest,Wetland,NULL,Wetland,Grassland
601,Grassland,Forest,Wetland,NULL,Wetland,Cropland
602,Grassland,Forest,Wetland,NULL,Wetland,Wetland
603,Grassland,Forest,Wetland,NULL,Wetland,Forest
604,Grassland,Forest,Wetland,Non_Water,Wetland,Cropland
605,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
606,Grassland,Forest,Water,Non_Water,Water,Wetland
607,Grassland,Forest,Water,Water,Water,Wetland
608,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
609,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
610,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
611,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
612,Grassland,Forest,Forest,Non_Water,Non_Wetland,Cropland
613,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
614,Grassland,Forest,Forest,Water,Non_Wetland,Cropland
615,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
616,Grassland,Forest,Forest,Water,Non_Wetland,Forest
617,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
618,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
619,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
620,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
621,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
622,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
623,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
624,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
625,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
626,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
627,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland
628,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
629,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
630,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
631,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
632,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
633,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
634,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
635,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
636,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
637,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
638,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
639,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
640,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
641,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
642,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
643,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
644,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
645,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
646,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
647,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
648,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
649,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
650,Cropland,NULL,Shrubland,Water,Non_Wetland,Water
651,Cropland,NULL,Shrubland,Water,Non_Wetland,Forest
652,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
653,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
654,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
655,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
656,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
657,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
658,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
659,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
660,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
661,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
662,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
663,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
664,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Built-up
665,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Water
666,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
667,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
668,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
669,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
670,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
671,Cropland,NULL,Grassland,Water,Non_Wetland,Water
672,Cropland,NULL,Grassland,Water,Non_Wetland,Forest
673,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
674,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
675,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
676,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
677,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
678,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
679,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
680,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
681,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
682,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
683,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
684,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
685,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
686,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Built-up
687,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water
688,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
689,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
690,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
691,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
692,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
693,Cropland,NULL,Cropland,Water,Non_Wetland,Water
694,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
695,Cropland,NULL,Wetland,NULL,Wetland,NULL
696,Cropland,NULL,Wetland,NULL,Wetland,Grassland
697,Cropland,NULL,Wetland,NULL,Wetland,Cropland
698,Cropland,NULL,Wetland,NULL,Wetland,Wetland
699,Cropland,NULL,Wetland,NULL,Wetland,Forest
700,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
701,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
702,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
703,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
704,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
705,Cropland,NULL,Wetland,Water,Wetland,Grassland
706,Cropland,NULL,Wetland,Water,Wetland,Cropland
707,Cropland,NULL,Wetland,Water,Wetland,Wetland
708,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
709,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
710,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
711,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
712,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
713,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
714,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
715,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
716,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
717,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
718,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
719,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
720,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
721,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
722,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
723,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Forest
724,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
725,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
726,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
727,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
728,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
729,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
730,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
731,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
732,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
733,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL
734,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
735,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
736,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
737,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
738,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
739,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
740,Cropland,NULL,Built-up,Water,Non_Wetland,Forest
741,Cropland,NULL,Water,Water,Water,Wetland
742,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
743,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
744,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
745,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
746,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
747,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
748,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
749,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
750,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
751,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
752,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
753,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
754,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
755,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
756,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
757,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
758,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
759,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
760,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
761,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
762,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
763,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
764,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
765,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
766,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
767,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Bareland
768,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
769,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
770,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
771,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
772,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
773,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
774,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
775,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
776,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
777,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
778,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
779,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
780,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
781,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
782,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
783,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
784,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
785,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
786,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
787,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
788,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
789,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
790,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
791,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
792,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
793,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
794,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
795,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
796,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
797,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
798,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
799,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
800,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
801,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
802,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
803,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Built-up
804,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
805,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
806,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
807,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
808,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
809,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
810,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
811,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
812,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
813,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
814,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
815,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
816,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
817,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
818,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
819,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
820,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
821,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
822,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
823,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
824,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Built-up
825,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
826,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
827,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
828,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
829,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
830,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
831,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
832,Cropland,Cropland,Wetland,NULL,Wetland,NULL
833,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
