Value,AFRICA_2024_DynamicWorld_2024_36NVJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NVJ_M_R,AFRICA_2024_GLC_FCS30D_2022_36NVJ_M_R,AFRICA_2024_GSW_Yearly_2021_36NVJ_M_R,AFRICA_2024_GWL_FCS30D_2022_36NVJ_M_R,AFRICA_2024_WorldCover_2021_36NVJ_M_R
441,NULL,Forest,Forest,NULL,Non_Wetland,Built-up
442,NULL,Forest,Forest,NULL,Non_Wetland,Water
443,NULL,Forest,Forest,NULL,Non_Wetland,Forest
444,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL
445,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland
446,NULL,Forest,Forest,Non_Water,Non_Wetland,Cropland
447,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest
448,NULL,Forest,Forest,Water,Non_Wetland,NULL
449,NULL,Forest,Forest,Water,Non_Wetland,Grassland
450,NULL,Forest,Forest,Water,Non_Wetland,Forest
451,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
452,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
453,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
454,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
455,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland
456,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
457,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
458,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
459,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
460,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
461,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
462,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
463,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
464,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up
465,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
466,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
467,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
468,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
469,Grassland,NULL,Wetland,NULL,Wetland,NULL
470,Grassland,NULL,Wetland,NULL,Wetland,Grassland
471,Grassland,NULL,Wetland,NULL,Wetland,Wetland
472,Grassland,NULL,Bareland,Water,Non_Wetland,Forest
473,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
474,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up
475,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
476,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
477,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
478,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
479,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up
480,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
481,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL
482,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
483,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
484,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
485,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
486,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
487,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
488,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
489,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
490,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
491,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
492,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
493,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up
494,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
495,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
496,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
497,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
498,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
499,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
500,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
501,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
502,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
503,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
504,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
505,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up
506,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
507,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
508,Grassland,Water,Wetland,NULL,Wetland,Forest
509,Grassland,Water,Wetland,Water,Wetland,Forest
510,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland
511,Grassland,Water,Forest,NULL,Non_Wetland,Forest
512,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
513,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
514,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
515,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
516,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
517,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland
518,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
519,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
520,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
521,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
522,Grassland,Forest,Shrubland,NULL,Non_Wetland,Built-up
523,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
524,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
525,Grassland,Forest,Shrubland,Water,Non_Wetland,Forest
526,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
527,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
528,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
529,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
530,Grassland,Forest,Wetland,NULL,Wetland,NULL
531,Grassland,Forest,Wetland,NULL,Wetland,Grassland
532,Grassland,Forest,Wetland,NULL,Wetland,Forest
533,Grassland,Forest,Wetland,Water,Wetland,Forest
534,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
535,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
536,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
537,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
538,Grassland,Forest,Forest,NULL,Non_Wetland,Built-up
539,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
540,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL
541,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
542,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
543,Grassland,Forest,Forest,Water,Non_Wetland,Grassland
544,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
545,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
546,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
547,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
548,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
549,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
550,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
551,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
552,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
553,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
554,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
555,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
556,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
557,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
558,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
559,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
560,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
561,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
562,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
563,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
564,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
565,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
566,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
567,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
568,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
569,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
570,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
571,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
572,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
573,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
574,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
575,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
576,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
577,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
578,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
579,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
580,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
581,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
582,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
583,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
584,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
585,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
586,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
587,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
588,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
589,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
590,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
591,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
592,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
593,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
594,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
595,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
596,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
597,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
598,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
599,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
600,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
601,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
602,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
603,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
604,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
605,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
606,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
607,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
608,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
609,Water,NULL,NULL,NULL,Non_Wetland,NULL
610,Water,NULL,NULL,NULL,Non_Wetland,Grassland
611,Water,NULL,NULL,NULL,Non_Wetland,Cropland
612,Water,NULL,NULL,NULL,Non_Wetland,Wetland
613,Water,NULL,NULL,NULL,Non_Wetland,Built-up
614,Water,NULL,NULL,NULL,Non_Wetland,Forest
615,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
616,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
617,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
618,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
619,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
620,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
621,Water,NULL,Shrubland,NULL,Non_Wetland,Built-up
622,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
623,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
624,Water,NULL,Grassland,NULL,Non_Wetland,NULL
625,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
626,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
627,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
628,Water,NULL,Grassland,NULL,Non_Wetland,Built-up
629,Water,NULL,Cropland,NULL,Non_Wetland,NULL
630,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
631,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
632,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
633,Water,NULL,Cropland,NULL,Non_Wetland,Built-up
634,Water,NULL,Cropland,NULL,Non_Wetland,Forest
635,Water,NULL,Wetland,NULL,Wetland,Grassland
636,Water,NULL,Wetland,NULL,Wetland,Wetland
637,Water,NULL,Wetland,NULL,Wetland,Forest
638,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
639,Water,NULL,Bareland,NULL,Non_Wetland,Forest
640,Water,NULL,Bareland,Water,Non_Wetland,Water
641,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
642,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
643,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
644,Water,NULL,Built-up,NULL,Non_Wetland,Built-up
645,Water,NULL,Forest,NULL,Non_Wetland,NULL
646,Water,NULL,Forest,NULL,Non_Wetland,Grassland
647,Water,NULL,Forest,NULL,Non_Wetland,Cropland
648,Water,NULL,Forest,NULL,Non_Wetland,Wetland
649,Water,NULL,Forest,NULL,Non_Wetland,Bareland
650,Water,NULL,Forest,NULL,Non_Wetland,Built-up
651,Water,NULL,Forest,NULL,Non_Wetland,Forest
652,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
653,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
654,Water,NULL,Forest,Non_Water,Non_Wetland,Cropland
655,Water,Cropland,NULL,NULL,Non_Wetland,NULL
656,Water,Cropland,NULL,NULL,Non_Wetland,Grassland
657,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
658,Water,Cropland,NULL,NULL,Non_Wetland,Built-up
659,Water,Cropland,NULL,NULL,Non_Wetland,Forest
660,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL
661,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
662,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
663,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
664,Water,Cropland,Shrubland,NULL,Non_Wetland,Built-up
665,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
666,Water,Cropland,Grassland,NULL,Non_Wetland,Grassland
667,Water,Cropland,Grassland,NULL,Non_Wetland,Cropland
668,Water,Cropland,Grassland,NULL,Non_Wetland,Bareland
669,Water,Cropland,Cropland,NULL,Non_Wetland,NULL
670,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
671,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
672,Water,Cropland,Cropland,NULL,Non_Wetland,Built-up
673,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
674,Water,Cropland,Wetland,NULL,Wetland,Wetland
675,Water,Cropland,Built-up,NULL,Non_Wetland,Grassland
676,Water,Cropland,Built-up,NULL,Non_Wetland,Built-up
677,Water,Cropland,Forest,NULL,Non_Wetland,NULL
678,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
679,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
680,Water,Cropland,Forest,NULL,Non_Wetland,Built-up
681,Water,Cropland,Forest,NULL,Non_Wetland,Forest
682,Water,Cropland,Forest,Non_Water,Non_Wetland,Grassland
683,Water,Built-up,NULL,NULL,Non_Wetland,NULL
684,Water,Built-up,NULL,NULL,Non_Wetland,Grassland
685,Water,Built-up,NULL,NULL,Non_Wetland,Cropland
686,Water,Built-up,NULL,NULL,Non_Wetland,Built-up
687,Water,Built-up,NULL,NULL,Non_Wetland,Forest
688,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL
689,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
690,Water,Built-up,Shrubland,NULL,Non_Wetland,Cropland
691,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
692,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
693,Water,Built-up,Grassland,NULL,Non_Wetland,Cropland
694,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
695,Water,Built-up,Cropland,NULL,Non_Wetland,NULL
696,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
697,Water,Built-up,Cropland,NULL,Non_Wetland,Cropland
698,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
699,Water,Built-up,Cropland,NULL,Non_Wetland,Built-up
700,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
701,Water,Built-up,Built-up,NULL,Non_Wetland,NULL
702,Water,Built-up,Built-up,NULL,Non_Wetland,Grassland
703,Water,Built-up,Built-up,NULL,Non_Wetland,Cropland
704,Water,Built-up,Built-up,NULL,Non_Wetland,Built-up
705,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
706,Water,Built-up,Forest,NULL,Non_Wetland,NULL
707,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
708,Water,Built-up,Forest,NULL,Non_Wetland,Cropland
709,Water,Built-up,Forest,NULL,Non_Wetland,Built-up
710,Water,Built-up,Forest,NULL,Non_Wetland,Forest
711,Water,Water,NULL,NULL,Non_Wetland,Water
712,Water,Water,NULL,NULL,Non_Wetland,Forest
713,Water,Water,NULL,Non_Water,Non_Wetland,Water
714,Water,Water,NULL,Non_Water,Non_Wetland,Forest
715,Water,Water,NULL,Water,Non_Wetland,Water
716,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
717,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
718,Water,Water,Shrubland,NULL,Non_Wetland,Water
719,Water,Water,Shrubland,NULL,Non_Wetland,Forest
720,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
721,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
722,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
723,Water,Water,Shrubland,Water,Non_Wetland,Grassland
724,Water,Water,Shrubland,Water,Non_Wetland,Bareland
725,Water,Water,Shrubland,Water,Non_Wetland,Water
726,Water,Water,Shrubland,Water,Non_Wetland,Forest
727,Water,Water,Grassland,Non_Water,Non_Wetland,Water
728,Water,Water,Grassland,Water,Non_Wetland,Grassland
729,Water,Water,Grassland,Water,Non_Wetland,Bareland
730,Water,Water,Grassland,Water,Non_Wetland,Water
731,Water,Water,Grassland,Water,Non_Wetland,Forest
732,Water,Water,Cropland,NULL,Non_Wetland,Grassland
733,Water,Water,Cropland,NULL,Non_Wetland,Water
734,Water,Water,Cropland,NULL,Non_Wetland,Forest
735,Water,Water,Wetland,NULL,Wetland,NULL
736,Water,Water,Wetland,NULL,Wetland,Grassland
737,Water,Water,Wetland,NULL,Wetland,Bareland
738,Water,Water,Wetland,NULL,Wetland,Water
739,Water,Water,Wetland,NULL,Wetland,Forest
740,Water,Water,Wetland,Non_Water,Wetland,Grassland
741,Water,Water,Wetland,Non_Water,Wetland,Water
742,Water,Water,Wetland,Non_Water,Wetland,Forest
743,Water,Water,Wetland,Water,Wetland,Grassland
744,Water,Water,Wetland,Water,Wetland,Bareland
745,Water,Water,Wetland,Water,Wetland,Water
746,Water,Water,Wetland,Water,Wetland,Forest
747,Water,Water,Bareland,NULL,Non_Wetland,NULL
748,Water,Water,Bareland,NULL,Non_Wetland,Grassland
749,Water,Water,Bareland,NULL,Non_Wetland,Bareland
750,Water,Water,Bareland,NULL,Non_Wetland,Water
751,Water,Water,Bareland,NULL,Non_Wetland,Forest
752,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
753,Water,Water,Bareland,Non_Water,Non_Wetland,Water
754,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
755,Water,Water,Bareland,Water,Non_Wetland,NULL
756,Water,Water,Bareland,Water,Non_Wetland,Grassland
757,Water,Water,Bareland,Water,Non_Wetland,Bareland
758,Water,Water,Bareland,Water,Non_Wetland,Water
759,Water,Water,Bareland,Water,Non_Wetland,Forest
760,Water,Water,Water,NULL,Water,Water
761,Water,Water,Water,NULL,Water,Forest
762,Water,Water,Water,Non_Water,Water,Water
763,Water,Water,Water,Water,Water,Bareland
764,Water,Water,Water,Water,Water,Water
765,Water,Water,Water,Water,Water,Forest
766,Water,Water,Forest,NULL,Non_Wetland,NULL
767,Water,Water,Forest,NULL,Non_Wetland,Grassland
768,Water,Water,Forest,NULL,Non_Wetland,Wetland
769,Water,Water,Forest,NULL,Non_Wetland,Bareland
770,Water,Water,Forest,NULL,Non_Wetland,Water
771,Water,Water,Forest,NULL,Non_Wetland,Forest
772,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
773,Water,Water,Forest,Non_Water,Non_Wetland,Water
774,Water,Water,Forest,Non_Water,Non_Wetland,Forest
775,Water,Water,Forest,Water,Non_Wetland,Grassland
776,Water,Water,Forest,Water,Non_Wetland,Water
777,Water,Water,Forest,Water,Non_Wetland,Forest
778,Water,Forest,NULL,NULL,Non_Wetland,NULL
779,Water,Forest,NULL,NULL,Non_Wetland,Grassland
780,Water,Forest,NULL,NULL,Non_Wetland,Cropland
781,Water,Forest,NULL,NULL,Non_Wetland,Wetland
782,Water,Forest,NULL,NULL,Non_Wetland,Forest
783,Water,Forest,NULL,Non_Water,Non_Wetland,Grassland
784,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
785,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
786,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
787,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
788,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
789,Water,Forest,Shrubland,Water,Non_Wetland,Forest
790,Water,Forest,Cropland,NULL,Non_Wetland,NULL
791,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
792,Water,Forest,Cropland,NULL,Non_Wetland,Cropland
793,Water,Forest,Cropland,NULL,Non_Wetland,Wetland
794,Water,Forest,Cropland,NULL,Non_Wetland,Forest
795,Water,Forest,Wetland,NULL,Wetland,NULL
796,Water,Forest,Wetland,NULL,Wetland,Grassland
797,Water,Forest,Wetland,NULL,Wetland,Cropland
798,Water,Forest,Wetland,NULL,Wetland,Wetland
799,Water,Forest,Wetland,NULL,Wetland,Forest
800,Water,Forest,Wetland,Non_Water,Wetland,Forest
801,Water,Forest,Wetland,Water,Wetland,Forest
802,Water,Forest,Bareland,NULL,Non_Wetland,Wetland
803,Water,Forest,Bareland,NULL,Non_Wetland,Forest
804,Water,Forest,Built-up,NULL,Non_Wetland,NULL
805,Water,Forest,Forest,NULL,Non_Wetland,NULL
806,Water,Forest,Forest,NULL,Non_Wetland,Grassland
807,Water,Forest,Forest,NULL,Non_Wetland,Cropland
808,Water,Forest,Forest,NULL,Non_Wetland,Wetland
809,Water,Forest,Forest,NULL,Non_Wetland,Built-up
810,Water,Forest,Forest,NULL,Non_Wetland,Forest
811,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
812,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
813,Water,Forest,Forest,Water,Non_Wetland,Forest
814,Forest,NULL,NULL,NULL,Non_Wetland,NULL
815,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
816,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
817,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
818,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
819,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
820,Forest,NULL,NULL,NULL,Non_Wetland,Forest
821,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
822,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
823,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
824,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
825,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
826,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
827,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
828,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
829,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
830,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
831,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
832,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
833,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
834,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
835,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland
836,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
837,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
838,Forest,NULL,Wetland,NULL,Wetland,NULL
839,Forest,NULL,Wetland,NULL,Wetland,Grassland
840,Forest,NULL,Wetland,NULL,Wetland,Wetland
841,Forest,NULL,Wetland,NULL,Wetland,Forest
842,Forest,NULL,Wetland,Water,Wetland,Water
843,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
844,Forest,NULL,Bareland,NULL,Non_Wetland,Water
845,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
846,Forest,NULL,Bareland,Water,Non_Wetland,Water
847,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
848,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
849,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
850,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
851,Forest,NULL,Built-up,Water,Non_Wetland,Water
852,Forest,NULL,Forest,NULL,Non_Wetland,NULL
853,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
854,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
855,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
856,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
857,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
858,Forest,NULL,Forest,NULL,Non_Wetland,Forest
859,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
860,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
861,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
862,Forest,NULL,Forest,Water,Non_Wetland,Water
863,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
864,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
865,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland
866,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up
867,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
868,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
869,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
870,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
871,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
872,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
873,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
874,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
875,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
876,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
877,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
878,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
879,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
880,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
881,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
882,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
883,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
