Value,AFRICA_2024_DynamicWorld_2024_37PFM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PFM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PFM_M_R,AFRICA_2024_GSW_Yearly_2021_37PFM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PFM_M_R,AFRICA_2024_WorldCover_2021_37PFM_M_R
422,NULL,Forest,Built-up,NULL,Non_Wetland,Cropland
423,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland
424,NULL,Forest,Forest,NULL,Non_Wetland,NULL
425,NULL,Forest,Forest,NULL,Non_Wetland,Grassland
426,NULL,Forest,Forest,NULL,Non_Wetland,Cropland
427,NULL,Forest,Forest,NULL,Non_Wetland,Wetland
428,NULL,Forest,Forest,NULL,Non_Wetland,Forest
429,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland
430,Grassland,NULL,NULL,NULL,Non_Wetland,NULL
431,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland
432,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland
433,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland
434,Grassland,NULL,NULL,NULL,Non_Wetland,Forest
435,Grassland,NULL,NULL,Non_Water,Non_Wetland,Cropland
436,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland
437,Grassland,NULL,NULL,Water,Non_Wetland,Cropland
438,Grassland,NULL,NULL,Water,Non_Wetland,Wetland
439,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL
440,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland
441,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland
442,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland
443,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland
444,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up
445,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest
446,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
447,Grassland,NULL,Shrubland,Water,Non_Wetland,Cropland
448,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland
449,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL
450,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland
451,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland
452,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland
453,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland
454,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest
455,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
456,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
457,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
458,Grassland,NULL,Grassland,Water,Non_Wetland,Cropland
459,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland
460,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL
461,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland
462,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland
463,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland
464,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland
465,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up
466,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest
467,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL
468,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
469,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
470,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
471,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland
472,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland
473,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland
474,Grassland,NULL,Wetland,NULL,Wetland,NULL
475,Grassland,NULL,Wetland,NULL,Wetland,Grassland
476,Grassland,NULL,Wetland,NULL,Wetland,Cropland
477,Grassland,NULL,Wetland,NULL,Wetland,Wetland
478,Grassland,NULL,Wetland,Non_Water,Wetland,NULL
479,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland
480,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland
481,Grassland,NULL,Wetland,Non_Water,Wetland,Forest
482,Grassland,NULL,Wetland,Water,Wetland,NULL
483,Grassland,NULL,Wetland,Water,Wetland,Grassland
484,Grassland,NULL,Wetland,Water,Wetland,Cropland
485,Grassland,NULL,Wetland,Water,Wetland,Wetland
486,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
487,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
488,Grassland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Wetland
489,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL
490,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland
491,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland
492,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland
493,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland
494,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL
495,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
496,Grassland,NULL,Bareland,Water,Non_Wetland,Cropland
497,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland
498,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL
499,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland
500,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland
501,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland
502,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
503,Grassland,NULL,Built-up,Water,Non_Wetland,Wetland
504,Grassland,NULL,Water,NULL,Water,Wetland
505,Grassland,NULL,Water,Water,Water,Cropland
506,Grassland,NULL,Water,Water,Water,Wetland
507,Grassland,NULL,Water,Water,Water,Water
508,Grassland,NULL,Forest,NULL,Non_Wetland,NULL
509,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland
510,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland
511,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland
512,Grassland,NULL,Forest,NULL,Non_Wetland,Forest
513,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
514,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
515,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
516,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
517,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
518,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL
519,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
520,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
521,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
522,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
523,Grassland,Cropland,NULL,Water,Non_Wetland,Cropland
524,Grassland,Cropland,NULL,Water,Non_Wetland,Wetland
525,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
526,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
527,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
528,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
529,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
530,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
531,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
532,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
533,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
534,Grassland,Cropland,Shrubland,Water,Non_Wetland,Wetland
535,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL
536,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
537,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
538,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
539,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest
540,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
541,Grassland,Cropland,Grassland,Water,Non_Wetland,Grassland
542,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland
543,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland
544,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
545,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
546,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
547,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
548,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland
549,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
550,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
551,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
552,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
553,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
554,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
555,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
556,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
557,Grassland,Cropland,Wetland,NULL,Wetland,NULL
558,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
559,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
560,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
561,Grassland,Cropland,Wetland,Water,Wetland,Cropland
562,Grassland,Cropland,Wetland,Water,Wetland,Wetland
563,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
564,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL
565,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
566,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
567,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
568,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland
569,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
570,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
571,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
572,Grassland,Cropland,Bareland,Water,Non_Wetland,Wetland
573,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
574,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
575,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up
576,Grassland,Cropland,Built-up,Water,Non_Wetland,Cropland
577,Grassland,Cropland,Water,NULL,Water,Wetland
578,Grassland,Cropland,Water,Water,Water,Cropland
579,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
580,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
581,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
582,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
583,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
584,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
585,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
586,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
587,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
588,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
589,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland
590,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
591,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
592,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
593,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
594,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
595,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
596,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland
597,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
598,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
599,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland
600,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL
601,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
602,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
603,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
604,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
605,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
606,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
607,Grassland,Wetland,Wetland,NULL,Wetland,NULL
608,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
609,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
610,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
611,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
612,Grassland,Wetland,Wetland,Water,Wetland,Cropland
613,Grassland,Wetland,Wetland,Water,Wetland,Wetland
614,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
615,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
616,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland
617,Grassland,Wetland,Water,Non_Water,Water,Wetland
618,Grassland,Wetland,Water,Water,Water,Wetland
619,Grassland,Wetland,Water,Water,Water,Water
620,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
621,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
622,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
623,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland
624,Grassland,Bareland,Grassland,NULL,Non_Wetland,Cropland
625,Grassland,Bareland,Wetland,Water,Wetland,Wetland
626,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL
627,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
628,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
629,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
630,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland
631,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
632,Grassland,Water,Shrubland,Water,Non_Wetland,Cropland
633,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland
634,Grassland,Water,Wetland,NULL,Wetland,Wetland
635,Grassland,Water,Wetland,NULL,Wetland,Forest
636,Grassland,Water,Wetland,Water,Wetland,Wetland
637,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
638,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
639,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
640,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
641,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
642,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
643,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
644,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
645,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
646,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
647,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
648,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
649,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
650,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
651,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
652,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
653,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
654,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
655,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
656,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
657,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
658,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
659,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL
660,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
661,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
662,Grassland,Forest,Wetland,NULL,Wetland,NULL
663,Grassland,Forest,Wetland,NULL,Wetland,Grassland
664,Grassland,Forest,Wetland,NULL,Wetland,Wetland
665,Grassland,Forest,Wetland,NULL,Wetland,Forest
666,Grassland,Forest,Wetland,Non_Water,Wetland,NULL
667,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
668,Grassland,Forest,Wetland,Water,Wetland,Wetland
669,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
670,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
671,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
672,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
673,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
674,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
675,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
676,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
677,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
678,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
679,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
680,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
681,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
682,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
683,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
684,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
685,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL
686,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
687,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
688,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
689,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
690,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
691,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
692,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
693,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
694,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
695,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
696,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
697,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
698,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
699,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
700,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
701,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
702,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
703,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
704,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
705,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
706,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
707,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
708,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
709,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
710,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
711,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
712,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
713,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
714,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
715,Cropland,NULL,Grassland,Water,Non_Wetland,NULL
716,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
717,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
718,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
719,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
720,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
721,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
722,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
723,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
724,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
725,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
726,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
727,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
728,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
729,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
730,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
731,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
732,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
733,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
734,Cropland,NULL,Wetland,NULL,Wetland,NULL
735,Cropland,NULL,Wetland,NULL,Wetland,Grassland
736,Cropland,NULL,Wetland,NULL,Wetland,Cropland
737,Cropland,NULL,Wetland,NULL,Wetland,Wetland
738,Cropland,NULL,Wetland,NULL,Wetland,Bareland
739,Cropland,NULL,Wetland,NULL,Wetland,Water
740,Cropland,NULL,Wetland,NULL,Wetland,Forest
741,Cropland,NULL,Wetland,Non_Water,Wetland,NULL
742,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
743,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
744,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
745,Cropland,NULL,Wetland,Water,Wetland,NULL
746,Cropland,NULL,Wetland,Water,Wetland,Cropland
747,Cropland,NULL,Wetland,Water,Wetland,Wetland
748,Cropland,NULL,Wetland,Water,Wetland,Water
749,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
750,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
751,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
752,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
753,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
754,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
755,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
756,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
757,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
758,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
759,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
760,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
761,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
762,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
763,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
764,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
765,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
766,Cropland,NULL,Bareland,Water,Non_Wetland,NULL
767,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
768,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
769,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
770,Cropland,NULL,Bareland,Water,Non_Wetland,Water
771,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
772,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
773,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
774,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
775,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
776,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
777,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
778,Cropland,NULL,Built-up,Water,Non_Wetland,Wetland
779,Cropland,NULL,Water,NULL,Water,Wetland
780,Cropland,NULL,Water,Non_Water,Water,Wetland
781,Cropland,NULL,Water,Water,Water,Cropland
782,Cropland,NULL,Water,Water,Water,Wetland
783,Cropland,NULL,Water,Water,Water,Water
784,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
785,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
786,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
787,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
788,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
789,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
790,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
791,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
792,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
793,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
794,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
795,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
796,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
797,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
798,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
799,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
800,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
801,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
802,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
803,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
804,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
805,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
806,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
807,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
808,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
809,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
810,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
811,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
812,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
813,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
814,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
815,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
816,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
817,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
818,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
819,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
820,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
821,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
822,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
823,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
824,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
825,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
826,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL
827,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
828,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
829,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
830,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
831,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
832,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
833,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
834,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
835,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
836,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
837,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
838,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
839,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
840,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
841,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
