Value,AFRICA_2024_DynamicWorld_2024_36PVU_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PVU_M_R,AFRICA_2024_GLC_FCS30D_2022_36PVU_M_R,AFRICA_2024_GSW_Yearly_2021_36PVU_M_R,AFRICA_2024_GWL_FCS30D_2022_36PVU_M_R,AFRICA_2024_WorldCover_2021_36PVU_M_R
424,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland
425,Grassland,NULL,Forest,Non_Water,Non_Wetland,Cropland
426,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland
427,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest
428,Grassland,NULL,Forest,Water,Non_Wetland,Grassland
429,Grassland,NULL,Forest,Water,Non_Wetland,Cropland
430,Grassland,NULL,Forest,Water,Non_Wetland,Wetland
431,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland
432,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland
433,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland
434,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest
435,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
436,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL
437,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
438,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
439,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
440,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest
441,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
442,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
443,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
444,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
445,Grassland,Cropland,Shrubland,Water,Non_Wetland,Cropland
446,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland
447,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland
448,Grassland,Cropland,Grassland,NULL,Non_Wetland,Wetland
449,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
450,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
451,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
452,Grassland,Cropland,Grassland,Water,Non_Wetland,Cropland
453,Grassland,Cropland,Grassland,Water,Non_Wetland,Wetland
454,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL
455,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
456,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
457,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
458,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
459,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
460,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
461,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
462,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
463,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
464,Grassland,Cropland,Wetland,NULL,Wetland,NULL
465,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
466,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
467,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
468,Grassland,Cropland,Wetland,NULL,Wetland,Forest
469,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL
470,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
471,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
472,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest
473,Grassland,Cropland,Wetland,Water,Wetland,Wetland
474,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
475,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
476,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
477,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
478,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
479,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
480,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
481,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
482,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL
483,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland
484,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland
485,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
486,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest
487,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL
488,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
489,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
490,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest
491,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
492,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL
493,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
494,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
495,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
496,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
497,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
498,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
499,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
500,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
501,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
502,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland
503,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
504,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
505,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL
506,Grassland,Wetland,Grassland,NULL,Non_Wetland,Grassland
507,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland
508,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
509,Grassland,Wetland,Grassland,NULL,Non_Wetland,Forest
510,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
511,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
512,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
513,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
514,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
515,Grassland,Wetland,Grassland,Water,Non_Wetland,Grassland
516,Grassland,Wetland,Grassland,Water,Non_Wetland,Cropland
517,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland
518,Grassland,Wetland,Grassland,Water,Non_Wetland,Water
519,Grassland,Wetland,Grassland,Water,Non_Wetland,Forest
520,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL
521,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
522,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
523,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
524,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
525,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
526,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
527,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
528,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
529,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
530,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland
531,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
532,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
533,Grassland,Wetland,Wetland,NULL,Wetland,NULL
534,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
535,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
536,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
537,Grassland,Wetland,Wetland,NULL,Wetland,Water
538,Grassland,Wetland,Wetland,NULL,Wetland,Forest
539,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL
540,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
541,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland
542,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
543,Grassland,Wetland,Wetland,Non_Water,Wetland,Water
544,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
545,Grassland,Wetland,Wetland,Water,Wetland,NULL
546,Grassland,Wetland,Wetland,Water,Wetland,Grassland
547,Grassland,Wetland,Wetland,Water,Wetland,Cropland
548,Grassland,Wetland,Wetland,Water,Wetland,Wetland
549,Grassland,Wetland,Wetland,Water,Wetland,Water
550,Grassland,Wetland,Wetland,Water,Wetland,Forest
551,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL
552,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland
553,Grassland,Wetland,Bareland,NULL,Non_Wetland,Cropland
554,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
555,Grassland,Wetland,Bareland,NULL,Non_Wetland,Forest
556,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
557,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
558,Grassland,Wetland,Bareland,Water,Non_Wetland,Grassland
559,Grassland,Wetland,Water,NULL,Water,Wetland
560,Grassland,Wetland,Water,NULL,Water,Forest
561,Grassland,Wetland,Water,Non_Water,Water,Wetland
562,Grassland,Wetland,Water,Non_Water,Water,Water
563,Grassland,Wetland,Water,Non_Water,Water,Forest
564,Grassland,Wetland,Water,Water,Water,Grassland
565,Grassland,Wetland,Water,Water,Water,Wetland
566,Grassland,Wetland,Water,Water,Water,Water
567,Grassland,Wetland,Water,Water,Water,Forest
568,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
569,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
570,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
571,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
572,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
573,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL
574,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
575,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
576,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
577,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
578,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
579,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
580,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
581,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
582,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland
583,Grassland,Built-up,Grassland,NULL,Non_Wetland,Cropland
584,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
585,Grassland,Built-up,Wetland,NULL,Wetland,Cropland
586,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
587,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL
588,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
589,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
590,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Forest
591,Grassland,Water,Grassland,NULL,Non_Wetland,Forest
592,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
593,Grassland,Water,Wetland,NULL,Wetland,NULL
594,Grassland,Water,Wetland,NULL,Wetland,Grassland
595,Grassland,Water,Wetland,NULL,Wetland,Cropland
596,Grassland,Water,Wetland,NULL,Wetland,Wetland
597,Grassland,Water,Wetland,NULL,Wetland,Forest
598,Grassland,Water,Wetland,Non_Water,Wetland,NULL
599,Grassland,Water,Wetland,Non_Water,Wetland,Cropland
600,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
601,Grassland,Water,Wetland,Non_Water,Wetland,Water
602,Grassland,Water,Wetland,Non_Water,Wetland,Forest
603,Grassland,Water,Wetland,Water,Wetland,Wetland
604,Grassland,Water,Wetland,Water,Wetland,Water
605,Grassland,Water,Wetland,Water,Wetland,Forest
606,Grassland,Water,Water,NULL,Water,Forest
607,Grassland,Water,Water,Water,Water,Wetland
608,Grassland,Water,Water,Water,Water,Water
609,Grassland,Water,Forest,NULL,Non_Wetland,Forest
610,Grassland,Water,Forest,Non_Water,Non_Wetland,Cropland
611,Grassland,Water,Forest,Non_Water,Non_Wetland,Forest
612,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
613,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
614,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
615,Grassland,Forest,NULL,Non_Water,Non_Wetland,Cropland
616,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland
617,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
618,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
619,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
620,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
621,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
622,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
623,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
624,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
625,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
626,Grassland,Forest,Shrubland,Water,Non_Wetland,Cropland
627,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
628,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland
629,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
630,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
631,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
632,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
633,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
634,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
635,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
636,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
637,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
638,Grassland,Forest,Wetland,NULL,Wetland,NULL
639,Grassland,Forest,Wetland,NULL,Wetland,Grassland
640,Grassland,Forest,Wetland,NULL,Wetland,Cropland
641,Grassland,Forest,Wetland,NULL,Wetland,Wetland
642,Grassland,Forest,Wetland,NULL,Wetland,Forest
643,Grassland,Forest,Wetland,Non_Water,Wetland,NULL
644,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
645,Grassland,Forest,Wetland,Non_Water,Wetland,Cropland
646,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
647,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
648,Grassland,Forest,Wetland,Water,Wetland,Cropland
649,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
650,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
651,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
652,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
653,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
654,Grassland,Forest,Forest,Non_Water,Non_Wetland,Cropland
655,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
656,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
657,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
658,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
659,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
660,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
661,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
662,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
663,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
664,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland
665,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
666,Cropland,NULL,NULL,Water,Non_Wetland,Grassland
667,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
668,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
669,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
670,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
671,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
672,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
673,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
674,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
675,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
676,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
677,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
678,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
679,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
680,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
681,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
682,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
683,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL
684,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
685,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
686,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
687,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
688,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
689,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
690,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
691,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland
692,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
693,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
694,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
695,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
696,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
697,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
698,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
699,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
700,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
701,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Forest
702,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
703,Cropland,NULL,Grassland,Water,Non_Wetland,Cropland
704,Cropland,NULL,Grassland,Water,Non_Wetland,Wetland
705,Cropland,NULL,Grassland,Water,Non_Wetland,Bareland
706,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
707,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
708,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
709,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
710,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
711,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
712,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
713,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
714,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
715,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
716,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
717,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
718,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
719,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
720,Cropland,NULL,Cropland,Water,Non_Wetland,NULL
721,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland
722,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
723,Cropland,NULL,Cropland,Water,Non_Wetland,Wetland
724,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
725,Cropland,NULL,Cropland,Water,Non_Wetland,Water
726,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
727,Cropland,NULL,Wetland,NULL,Wetland,NULL
728,Cropland,NULL,Wetland,NULL,Wetland,Grassland
729,Cropland,NULL,Wetland,NULL,Wetland,Cropland
730,Cropland,NULL,Wetland,NULL,Wetland,Wetland
731,Cropland,NULL,Wetland,NULL,Wetland,Forest
732,Cropland,NULL,Wetland,Non_Water,Wetland,Cropland
733,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
734,Cropland,NULL,Wetland,Water,Wetland,Cropland
735,Cropland,NULL,Wetland,Water,Wetland,Bareland
736,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
737,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
738,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
739,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
740,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
741,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
742,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
743,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
744,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
745,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
746,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
747,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
748,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
749,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
750,Cropland,NULL,Bareland,Water,Non_Wetland,Water
751,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
752,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
753,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
754,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
755,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
756,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
757,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Cropland
758,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
759,Cropland,NULL,Built-up,Water,Non_Wetland,Grassland
760,Cropland,NULL,Built-up,Water,Non_Wetland,Cropland
761,Cropland,NULL,Built-up,Water,Non_Wetland,Bareland
762,Cropland,NULL,Built-up,Water,Non_Wetland,Built-up
763,Cropland,NULL,Water,Water,Water,Cropland
764,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
765,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
766,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
767,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
768,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
769,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
770,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
771,Cropland,NULL,Forest,Water,Non_Wetland,Wetland
772,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
773,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
774,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
775,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
776,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
777,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
778,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
779,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
780,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
781,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
782,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
783,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
784,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
785,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
786,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
787,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
788,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
789,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
790,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL
791,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
792,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
793,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
794,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
795,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
796,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
797,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
798,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
799,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
800,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
801,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
802,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
803,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
804,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
805,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
806,Cropland,Cropland,Grassland,Water,Non_Wetland,Cropland
807,Cropland,Cropland,Grassland,Water,Non_Wetland,Wetland
808,Cropland,Cropland,Grassland,Water,Non_Wetland,Bareland
809,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
810,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
811,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
812,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
813,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
814,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
815,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
816,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
817,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
818,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
819,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
820,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
821,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
822,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
823,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
824,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
825,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
826,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
827,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
828,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
829,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
830,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
831,Cropland,Cropland,Wetland,NULL,Wetland,Bareland
832,Cropland,Cropland,Wetland,NULL,Wetland,Forest
833,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
834,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
835,Cropland,Cropland,Wetland,Non_Water,Wetland,Bareland
836,Cropland,Cropland,Wetland,Water,Wetland,Cropland
837,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
838,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
839,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
840,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
841,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
842,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
843,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
