Value,AFRICA_2024_DynamicWorld_2024_37PGN_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PGN_M_R,AFRICA_2024_GLC_FCS30D_2022_37PGN_M_R,AFRICA_2024_GSW_Yearly_2021_37PGN_M_R,AFRICA_2024_GWL_FCS30D_2022_37PGN_M_R,AFRICA_2024_WorldCover_2021_37PGN_M_R
874,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
875,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
876,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
877,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
878,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
879,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
880,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
881,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL
882,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
883,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
884,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
885,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
886,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
887,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL
888,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
889,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
890,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
891,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
892,Cropland,Cropland,Cropland,Water,Non_Wetland,Water
893,Cropland,Cropland,Wetland,NULL,Wetland,NULL
894,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
895,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
896,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
897,Cropland,Cropland,Wetland,NULL,Wetland,Forest
898,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL
899,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
900,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
901,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
902,Cropland,Cropland,Wetland,Water,Wetland,NULL
903,Cropland,Cropland,Wetland,Water,Wetland,Cropland
904,Cropland,Cropland,Wetland,Water,Wetland,Wetland
905,Cropland,Cropland,Wetland,Water,Wetland,Water
906,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
907,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
908,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
909,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
910,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
911,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL
912,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland
913,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
914,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
915,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Cropland
916,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Wetland
917,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
918,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
919,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
920,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
921,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
922,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
923,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
924,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
925,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL
926,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
927,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
928,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
929,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
930,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL
931,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
932,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
933,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
934,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
935,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
936,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
937,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
938,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
939,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
940,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
941,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL
942,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
943,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Cropland
944,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
945,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland
946,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL
947,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
948,Cropland,Cropland,Built-up,Water,Non_Wetland,Wetland
949,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
950,Cropland,Cropland,Water,NULL,Water,Wetland
951,Cropland,Cropland,Water,NULL,Water,Water
952,Cropland,Cropland,Water,Non_Water,Water,Wetland
953,Cropland,Cropland,Water,Water,Water,Wetland
954,Cropland,Cropland,Water,Water,Water,Water
955,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
956,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
957,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
958,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
959,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
960,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
961,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
962,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
963,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
964,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
965,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
966,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
967,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL
968,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
969,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
970,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
971,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
972,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
973,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
974,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
975,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
976,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
977,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
978,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
979,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland
980,Cropland,Wetland,Shrubland,Water,Non_Wetland,Cropland
981,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
982,Cropland,Wetland,Shrubland,Water,Non_Wetland,Bareland
983,Cropland,Wetland,Shrubland,Water,Non_Wetland,Water
984,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
985,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
986,Cropland,Wetland,Grassland,NULL,Non_Wetland,Cropland
987,Cropland,Wetland,Grassland,NULL,Non_Wetland,Wetland
988,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
989,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL
990,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
991,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
992,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
993,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL
994,Cropland,Wetland,Grassland,Water,Non_Wetland,Cropland
995,Cropland,Wetland,Grassland,Water,Non_Wetland,Wetland
996,Cropland,Wetland,Grassland,Water,Non_Wetland,Bareland
997,Cropland,Wetland,Grassland,Water,Non_Wetland,Water
998,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
999,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1000,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
1001,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1002,Cropland,Wetland,Cropland,NULL,Non_Wetland,Bareland
1003,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
1004,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL
1005,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1006,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Cropland
1007,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1008,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL
1009,Cropland,Wetland,Cropland,Water,Non_Wetland,Cropland
1010,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
1011,Cropland,Wetland,Wetland,NULL,Wetland,NULL
1012,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
1013,Cropland,Wetland,Wetland,NULL,Wetland,Cropland
1014,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
1015,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL
1016,Cropland,Wetland,Wetland,Non_Water,Wetland,Cropland
1017,Cropland,Wetland,Wetland,Non_Water,Wetland,Wetland
1018,Cropland,Wetland,Wetland,Water,Wetland,NULL
1019,Cropland,Wetland,Wetland,Water,Wetland,Wetland
1020,Cropland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1021,Cropland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
1022,Cropland,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland
1023,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL
1024,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
1025,Cropland,Wetland,Bareland,NULL,Non_Wetland,Cropland
1026,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
1027,Cropland,Wetland,Bareland,NULL,Non_Wetland,Bareland
1028,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL
1029,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
1030,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Cropland
1031,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
1032,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL
1033,Cropland,Wetland,Bareland,Water,Non_Wetland,Cropland
1034,Cropland,Wetland,Bareland,Water,Non_Wetland,Wetland
1035,Cropland,Wetland,Bareland,Water,Non_Wetland,Bareland
1036,Cropland,Wetland,Bareland,Water,Non_Wetland,Water
1037,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL
1038,Cropland,Wetland,Built-up,NULL,Non_Wetland,Grassland
1039,Cropland,Wetland,Built-up,NULL,Non_Wetland,Cropland
1040,Cropland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1041,Cropland,Wetland,Built-up,NULL,Non_Wetland,Bareland
1042,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,NULL
1043,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
1044,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,Cropland
1045,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
1046,Cropland,Wetland,Built-up,Water,Non_Wetland,Cropland
1047,Cropland,Wetland,Built-up,Water,Non_Wetland,Wetland
1048,Cropland,Wetland,Built-up,Water,Non_Wetland,Water
1049,Cropland,Wetland,Water,NULL,Water,Wetland
1050,Cropland,Wetland,Water,Non_Water,Water,Wetland
1051,Cropland,Wetland,Water,Water,Water,Wetland
1052,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
1053,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
1054,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
1055,Cropland,Wetland,Forest,NULL,Non_Wetland,Bareland
1056,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1057,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1058,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
1059,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL
1060,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland
1061,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
1062,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1063,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1064,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1065,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1066,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1067,Cropland,Bareland,Shrubland,Water,Non_Wetland,Cropland
1068,Cropland,Bareland,Shrubland,Water,Non_Wetland,Wetland
1069,Cropland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1070,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
1071,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1072,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
1073,Cropland,Bareland,Grassland,NULL,Non_Wetland,Wetland
1074,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1075,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL
1076,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
1077,Cropland,Bareland,Grassland,Water,Non_Wetland,Cropland
1078,Cropland,Bareland,Grassland,Water,Non_Wetland,Wetland
1079,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
1080,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
1081,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1082,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
1083,Cropland,Bareland,Cropland,NULL,Non_Wetland,Wetland
1084,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1085,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
1086,Cropland,Bareland,Cropland,Water,Non_Wetland,Cropland
1087,Cropland,Bareland,Wetland,NULL,Wetland,Wetland
1088,Cropland,Bareland,Wetland,Water,Wetland,Wetland
1089,Cropland,Bareland,Wetland,Water,Wetland,Water
1090,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1091,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
1092,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
1093,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL
1094,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
1095,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
1096,Cropland,Bareland,Bareland,NULL,Non_Wetland,Wetland
1097,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
1098,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1099,Cropland,Bareland,Bareland,Water,Non_Wetland,Wetland
1100,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
1101,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL
1102,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
1103,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
1104,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
1105,Cropland,Bareland,Built-up,Water,Non_Wetland,Wetland
1106,Cropland,Bareland,Water,Water,Water,Wetland
1107,Cropland,Bareland,Water,Water,Water,Water
1108,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
1109,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
1110,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
1111,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
1112,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1113,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
1114,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL
1115,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
1116,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1117,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
1118,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
1119,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
1120,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL
1121,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Wetland
1122,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Bareland
1123,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
1124,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
1125,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
1126,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
1127,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL
1128,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Wetland
1129,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1130,Cropland,Built-up,Bareland,NULL,Non_Wetland,Wetland
1131,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Wetland
1132,Cropland,Water,NULL,NULL,Non_Wetland,NULL
1133,Cropland,Water,NULL,NULL,Non_Wetland,Wetland
1134,Cropland,Water,NULL,Water,Non_Wetland,Wetland
1135,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
1136,Cropland,Water,Shrubland,NULL,Non_Wetland,Wetland
1137,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1138,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland
1139,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
1140,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
1141,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland
1142,Cropland,Water,Grassland,Non_Water,Non_Wetland,Wetland
1143,Cropland,Water,Grassland,Water,Non_Wetland,Wetland
1144,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
1145,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
1146,Cropland,Water,Cropland,NULL,Non_Wetland,Wetland
1147,Cropland,Water,Cropland,Non_Water,Non_Wetland,Wetland
1148,Cropland,Water,Cropland,Water,Non_Wetland,Wetland
1149,Cropland,Water,Wetland,NULL,Wetland,Wetland
1150,Cropland,Water,Wetland,Non_Water,Wetland,Wetland
1151,Cropland,Water,Wetland,Water,Wetland,Wetland
1152,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
1153,Cropland,Water,Bareland,NULL,Non_Wetland,Wetland
1154,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
1155,Cropland,Water,Bareland,Non_Water,Non_Wetland,Wetland
1156,Cropland,Water,Bareland,Water,Non_Wetland,Wetland
1157,Cropland,Water,Water,Non_Water,Water,Wetland
1158,Cropland,Water,Water,Water,Water,Wetland
1159,Cropland,Water,Forest,Non_Water,Non_Wetland,Wetland
1160,Cropland,Water,Forest,Water,Non_Wetland,Wetland
1161,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
1162,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
1163,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
1164,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
1165,Cropland,Forest,NULL,Water,Non_Wetland,Wetland
1166,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
1167,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1168,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
1169,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
1170,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
1171,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
1172,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1173,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
1174,Cropland,Forest,Shrubland,Water,Non_Wetland,Wetland
1175,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
1176,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
1177,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
1178,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
1179,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
1180,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
1181,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL
1182,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1183,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
1184,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
1185,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1186,Cropland,Forest,Grassland,Water,Non_Wetland,Wetland
1187,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
1188,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
1189,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
1190,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
1191,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
1192,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
1193,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL
1194,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1195,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1196,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
1197,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1198,Cropland,Forest,Cropland,Water,Non_Wetland,Wetland
1199,Cropland,Forest,Wetland,NULL,Wetland,NULL
1200,Cropland,Forest,Wetland,NULL,Wetland,Wetland
1201,Cropland,Forest,Wetland,NULL,Wetland,Forest
1202,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
1203,Cropland,Forest,Wetland,Water,Wetland,Wetland
1204,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
1205,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
1206,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
1207,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
1208,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
1209,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
1210,Cropland,Forest,Bareland,NULL,Non_Wetland,Water
1211,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
1212,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
1213,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1214,Cropland,Forest,Bareland,Water,Non_Wetland,Wetland
1215,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
1216,Cropland,Forest,Built-up,NULL,Non_Wetland,Cropland
1217,Cropland,Forest,Built-up,NULL,Non_Wetland,Wetland
1218,Cropland,Forest,Built-up,Non_Water,Non_Wetland,Wetland
1219,Cropland,Forest,Built-up,Water,Non_Wetland,Wetland
1220,Cropland,Forest,Water,Non_Water,Water,NULL
1221,Cropland,Forest,Water,Non_Water,Water,Cropland
1222,Cropland,Forest,Water,Water,Water,Wetland
1223,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
1224,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
1225,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1226,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
1227,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
1228,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
1229,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
1230,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland
1231,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
1232,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL
1233,Wetland,NULL,NULL,Non_Water,Non_Wetland,Cropland
1234,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1235,Wetland,NULL,NULL,Non_Water,Non_Wetland,Bareland
1236,Wetland,NULL,NULL,Water,Non_Wetland,NULL
1237,Wetland,NULL,NULL,Water,Non_Wetland,Wetland
1238,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
1239,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1240,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1241,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1242,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1243,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
1244,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1245,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1246,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1247,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1248,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1249,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL
1250,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
1251,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
1252,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
1253,Wetland,NULL,Shrubland,Water,Non_Wetland,Bareland
1254,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
1255,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
1256,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
1257,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
1258,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
1259,Wetland,NULL,Grassland,NULL,Non_Wetland,Built-up
1260,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
1261,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL
1262,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1263,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1264,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1265,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1266,Wetland,NULL,Grassland,Water,Non_Wetland,NULL
1267,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
1268,Wetland,NULL,Grassland,Water,Non_Wetland,Cropland
1269,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
1270,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
1271,Wetland,NULL,Grassland,Water,Non_Wetland,Water
1272,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
1273,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
1274,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
1275,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
1276,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
1277,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
1278,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL
