Value,AFRICA_2024_DynamicWorld_2024_36NWM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NWM_M_R,AFRICA_2024_GLC_FCS30D_2022_36NWM_M_R,AFRICA_2024_GSW_Yearly_2021_36NWM_M_R,AFRICA_2024_GWL_FCS30D_2022_36NWM_M_R,AFRICA_2024_WorldCover_2021_36NWM_M_R
424,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
425,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
426,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
427,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
428,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
429,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
430,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
431,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
432,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
433,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
434,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
435,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
436,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
437,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
438,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
439,Forest,NULL,Wetland,NULL,Wetland,NULL
440,Forest,NULL,Wetland,NULL,Wetland,Grassland
441,Forest,NULL,Wetland,NULL,Wetland,Wetland
442,Forest,NULL,Wetland,NULL,Wetland,Forest
443,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
444,Forest,NULL,Wetland,Non_Water,Wetland,Wetland
445,Forest,NULL,Wetland,Water,Wetland,Wetland
446,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
447,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
448,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
449,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland
450,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
451,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
452,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland
453,Forest,NULL,Bareland,Water,Non_Wetland,Wetland
454,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
455,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
456,Forest,NULL,Water,Water,Water,Wetland
457,Forest,NULL,Forest,NULL,Non_Wetland,NULL
458,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
459,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
460,Forest,NULL,Forest,NULL,Non_Wetland,Forest
461,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
462,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
463,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland
464,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
465,Forest,NULL,Forest,Water,Non_Wetland,Grassland
466,Forest,NULL,Forest,Water,Non_Wetland,Wetland
467,Forest,NULL,Forest,Water,Non_Wetland,Forest
468,Forest,Cropland,NULL,NULL,Non_Wetland,NULL
469,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
470,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
471,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
472,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
473,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
474,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
475,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
476,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
477,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
478,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
479,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
480,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
481,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
482,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
483,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
484,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
485,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland
486,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
487,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
488,Forest,Wetland,Shrubland,Water,Non_Wetland,Wetland
489,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
490,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland
491,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
492,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
493,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
494,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
495,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
496,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
497,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
498,Forest,Water,Shrubland,Water,Non_Wetland,Wetland
499,Forest,Water,Forest,NULL,Non_Wetland,Wetland
500,Forest,Forest,NULL,NULL,Non_Wetland,NULL
501,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
502,Forest,Forest,NULL,NULL,Non_Wetland,Wetland
503,Forest,Forest,NULL,NULL,Non_Wetland,Forest
504,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL
505,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
506,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland
507,Forest,Forest,NULL,Water,Non_Wetland,Wetland
508,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
509,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
510,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
511,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
512,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
513,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL
514,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
515,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
516,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
517,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
518,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland
519,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
520,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
521,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
522,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
523,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
524,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland
525,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
526,Forest,Forest,Wetland,NULL,Wetland,NULL
527,Forest,Forest,Wetland,NULL,Wetland,Grassland
528,Forest,Forest,Wetland,NULL,Wetland,Wetland
529,Forest,Forest,Wetland,NULL,Wetland,Forest
530,Forest,Forest,Wetland,Non_Water,Wetland,NULL
531,Forest,Forest,Wetland,Non_Water,Wetland,Forest
532,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
533,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
534,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland
535,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
536,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
537,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
538,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
539,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
540,Forest,Forest,Water,NULL,Water,NULL
541,Forest,Forest,Forest,NULL,Non_Wetland,NULL
542,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
543,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
544,Forest,Forest,Forest,NULL,Non_Wetland,Forest
545,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL
546,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
547,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
548,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
549,Forest,Forest,Forest,Water,Non_Wetland,Wetland
