Value,AFRICA_2024_DynamicWorld_2024_37PHM_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PHM_M_R,AFRICA_2024_GLC_FCS30D_2022_37PHM_M_R,AFRICA_2024_GSW_Yearly_2021_37PHM_M_R,AFRICA_2024_GWL_FCS30D_2022_37PHM_M_R,AFRICA_2024_WorldCover_2021_37PHM_M_R
419,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
420,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
421,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
422,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
423,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
424,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
425,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
426,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
427,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
428,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
429,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
430,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
431,Cropland,Cropland,Built-up,Water,Non_Wetland,Water
432,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
433,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
434,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
435,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
436,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
437,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
438,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL
439,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
440,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
441,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
442,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
443,Cropland,Bareland,NULL,NULL,Non_Wetland,Bareland
444,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL
445,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
446,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
447,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
448,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL
449,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
450,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
451,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
452,Cropland,Bareland,Grassland,NULL,Non_Wetland,Forest
453,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL
454,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
455,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
456,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
457,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
458,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL
459,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
460,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
461,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
462,Cropland,Bareland,Bareland,NULL,Non_Wetland,Water
463,Cropland,Bareland,Bareland,Water,Non_Wetland,Water
464,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
465,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
466,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
467,Cropland,Bareland,Water,Water,Water,Water
468,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
469,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
470,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
471,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
472,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
473,Cropland,Built-up,Grassland,NULL,Non_Wetland,Wetland
474,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
475,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
476,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
477,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
478,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
479,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
480,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
481,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
482,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
483,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
484,Cropland,Water,NULL,NULL,Non_Wetland,Wetland
485,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
486,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
487,Cropland,Water,Grassland,NULL,Non_Wetland,Wetland
488,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
489,Cropland,Water,Grassland,NULL,Non_Wetland,Water
490,Cropland,Water,Grassland,Water,Non_Wetland,Water
491,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
492,Cropland,Water,Cropland,Water,Non_Wetland,NULL
493,Cropland,Water,Wetland,Water,Wetland,Wetland
494,Cropland,Water,Wetland,Water,Wetland,Water
495,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
496,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
497,Cropland,Water,Bareland,Water,Non_Wetland,Wetland
498,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
499,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
500,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
501,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
502,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
503,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
504,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
505,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
506,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
507,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
508,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
509,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
510,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
511,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland
512,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
513,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
514,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Wetland
515,Cropland,Forest,Grassland,Water,Non_Wetland,Wetland
516,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
517,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
518,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
519,Cropland,Forest,Cropland,NULL,Non_Wetland,Wetland
520,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
521,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
522,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL
523,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Wetland
524,Cropland,Forest,Wetland,NULL,Wetland,Wetland
525,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
526,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
527,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
528,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
529,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
530,Cropland,Forest,Bareland,NULL,Non_Wetland,Bareland
531,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
532,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
533,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
534,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
535,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
536,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
537,Cropland,Forest,Forest,Non_Water,Non_Wetland,Wetland
538,Cropland,Forest,Forest,Water,Non_Wetland,Wetland
539,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
540,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
541,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
542,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
543,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
544,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
545,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
546,Wetland,NULL,Cropland,Water,Non_Wetland,Wetland
547,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
548,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
549,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
550,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
551,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
552,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL
553,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland
554,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
555,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
556,Wetland,Cropland,Wetland,NULL,Wetland,NULL
557,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
558,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
559,Wetland,Wetland,Cropland,NULL,Non_Wetland,Cropland
560,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
561,Wetland,Water,Bareland,NULL,Non_Wetland,NULL
562,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
563,Wetland,Forest,Bareland,NULL,Non_Wetland,Grassland
564,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
565,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
566,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
567,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
568,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
569,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland
570,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
571,Bareland,NULL,NULL,Water,Non_Wetland,Cropland
572,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
573,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
574,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
575,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
576,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
577,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
578,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
579,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
580,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
581,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
582,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
583,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
584,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
585,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
586,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
587,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
588,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
589,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
590,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
591,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
592,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
593,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
594,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
595,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
596,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
597,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
598,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
599,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
600,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
601,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
602,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
603,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
604,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
605,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
606,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
607,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
608,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
609,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
610,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
611,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
612,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
613,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
614,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
615,Bareland,NULL,Cropland,Water,Non_Wetland,NULL
616,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
617,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
618,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
619,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
620,Bareland,NULL,Cropland,Water,Non_Wetland,Water
621,Bareland,NULL,Wetland,Water,Wetland,Water
622,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
623,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
624,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
625,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
626,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
627,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Grassland
628,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
629,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
630,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
631,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
632,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
633,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
634,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
635,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
636,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
637,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
638,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Water
639,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
640,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
641,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
642,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
643,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
644,Bareland,NULL,Bareland,Water,Non_Wetland,Water
645,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
646,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
647,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
648,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
649,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
650,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
651,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
652,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
653,Bareland,NULL,Built-up,Water,Non_Wetland,NULL
654,Bareland,NULL,Built-up,Water,Non_Wetland,Cropland
655,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
656,Bareland,NULL,Built-up,Water,Non_Wetland,Water
657,Bareland,NULL,Water,NULL,Water,Wetland
658,Bareland,NULL,Water,NULL,Water,Water
659,Bareland,NULL,Water,Non_Water,Water,Grassland
660,Bareland,NULL,Water,Non_Water,Water,Bareland
661,Bareland,NULL,Water,Water,Water,Wetland
662,Bareland,NULL,Water,Water,Water,Bareland
663,Bareland,NULL,Water,Water,Water,Water
664,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
665,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
666,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
667,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
668,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL
669,Bareland,NULL,Forest,Non_Water,Non_Wetland,Wetland
670,Bareland,NULL,Forest,Water,Non_Wetland,NULL
671,Bareland,NULL,Forest,Water,Non_Wetland,Cropland
672,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
673,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
674,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
675,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
676,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
677,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
678,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
679,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
680,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
681,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
682,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
683,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
684,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
685,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
686,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
687,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
688,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
689,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
690,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
691,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
692,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
693,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
694,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
695,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland
696,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
697,Bareland,Cropland,Bareland,NULL,Non_Wetland,Built-up
698,Bareland,Cropland,Bareland,Water,Non_Wetland,Wetland
699,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
700,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL
701,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
702,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
703,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
704,Bareland,Wetland,Bareland,NULL,Non_Wetland,Grassland
705,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
706,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL
707,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
708,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
709,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
710,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
711,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
712,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
713,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
714,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
715,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
716,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
717,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
718,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
719,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
720,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
721,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
722,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
723,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
724,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
725,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
726,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
727,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
728,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
729,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
730,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
731,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
732,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL
733,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
734,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
735,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
736,Bareland,Bareland,Bareland,NULL,Non_Wetland,Built-up
737,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
738,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
739,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
740,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
741,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL
742,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
743,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
744,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
745,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
746,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
747,Bareland,Bareland,Water,NULL,Water,Water
748,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
749,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
750,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
751,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
752,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
753,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL
754,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
755,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
756,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
757,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
758,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL
759,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
760,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
761,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL
762,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL
763,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
764,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
765,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
766,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL
767,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
768,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
769,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
770,Bareland,Water,Grassland,NULL,Non_Wetland,NULL
771,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
772,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
773,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
774,Bareland,Water,Cropland,NULL,Non_Wetland,NULL
775,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
776,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
777,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
778,Bareland,Water,Wetland,Water,Wetland,Water
779,Bareland,Water,Bareland,NULL,Non_Wetland,NULL
780,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
781,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
782,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
783,Bareland,Forest,NULL,NULL,Non_Wetland,NULL
784,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL
785,Bareland,Forest,Shrubland,NULL,Non_Wetland,Cropland
786,Bareland,Forest,Shrubland,NULL,Non_Wetland,Wetland
787,Bareland,Forest,Shrubland,NULL,Non_Wetland,Bareland
788,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL
789,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
790,Bareland,Forest,Grassland,NULL,Non_Wetland,Cropland
791,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland
792,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL
793,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
794,Bareland,Forest,Cropland,NULL,Non_Wetland,Cropland
795,Bareland,Forest,Cropland,NULL,Non_Wetland,Wetland
796,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
797,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
798,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL
799,Bareland,Forest,Bareland,NULL,Non_Wetland,Grassland
800,Bareland,Forest,Bareland,NULL,Non_Wetland,Bareland
801,Bareland,Forest,Forest,NULL,Non_Wetland,NULL
802,Bareland,Forest,Forest,NULL,Non_Wetland,Grassland
803,Bareland,Forest,Forest,NULL,Non_Wetland,Wetland
804,Water,NULL,NULL,NULL,Non_Wetland,NULL
805,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
806,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
807,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
808,Water,NULL,Shrubland,NULL,Non_Wetland,Water
809,Water,NULL,Grassland,NULL,Non_Wetland,NULL
810,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
811,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
812,Water,NULL,Grassland,NULL,Non_Wetland,Wetland
813,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
814,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
815,Water,NULL,Grassland,Water,Non_Wetland,NULL
816,Water,NULL,Grassland,Water,Non_Wetland,Cropland
817,Water,NULL,Grassland,Water,Non_Wetland,Bareland
818,Water,NULL,Grassland,Water,Non_Wetland,Water
819,Water,NULL,Cropland,NULL,Non_Wetland,NULL
820,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
821,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
822,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
823,Water,NULL,Cropland,NULL,Non_Wetland,Water
824,Water,NULL,Cropland,Water,Non_Wetland,Cropland
825,Water,NULL,Cropland,Water,Non_Wetland,Bareland
826,Water,NULL,Cropland,Water,Non_Wetland,Water
827,Water,NULL,Wetland,NULL,Wetland,Wetland
828,Water,NULL,Wetland,Water,Wetland,Bareland
829,Water,NULL,Wetland,Water,Wetland,Water
830,Water,NULL,Bareland,NULL,Non_Wetland,NULL
831,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
832,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
833,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
834,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
835,Water,NULL,Bareland,NULL,Non_Wetland,Water
836,Water,NULL,Bareland,Non_Water,Non_Wetland,Bareland
837,Water,NULL,Bareland,Water,Non_Wetland,NULL
838,Water,NULL,Bareland,Water,Non_Wetland,Grassland
839,Water,NULL,Bareland,Water,Non_Wetland,Cropland
