Value,AFRICA_2024_DynamicWorld_2024_38NKK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_38NKK_M_R,AFRICA_2024_GLC_FCS30D_2022_38NKK_M_R,AFRICA_2024_GSW_Yearly_2021_38NKK_M_R,AFRICA_2024_GWL_FCS30D_2022_38NKK_M_R,AFRICA_2024_WorldCover_2021_38NKK_M_R
419,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
420,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL
421,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
422,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
423,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
424,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
425,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
426,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
427,Cropland,Bareland,Bareland,Water,Non_Wetland,Grassland
428,Cropland,Bareland,Bareland,Water,Non_Wetland,Cropland
429,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
430,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
431,Cropland,Bareland,Built-up,NULL,Non_Wetland,Cropland
432,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
433,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
434,Cropland,Bareland,Water,Non_Water,Water,Cropland
435,Cropland,Bareland,Water,Water,Water,Cropland
436,Cropland,Bareland,Forest,NULL,Non_Wetland,Grassland
437,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
438,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
439,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
440,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
441,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
442,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
443,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
444,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
445,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
446,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
447,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
448,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
449,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
450,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
451,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
452,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
453,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
454,Cropland,Water,NULL,NULL,Non_Wetland,Forest
455,Cropland,Water,NULL,Non_Water,Non_Wetland,Forest
456,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
457,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
458,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
459,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Forest
460,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
461,Cropland,Water,Grassland,NULL,Non_Wetland,NULL
462,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
463,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
464,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
465,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
466,Cropland,Water,Grassland,Non_Water,Non_Wetland,Grassland
467,Cropland,Water,Grassland,Non_Water,Non_Wetland,Cropland
468,Cropland,Water,Grassland,Non_Water,Non_Wetland,Forest
469,Cropland,Water,Grassland,Water,Non_Wetland,Grassland
470,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
471,Cropland,Water,Grassland,Water,Non_Wetland,Forest
472,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
473,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
474,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
475,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
476,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
477,Cropland,Water,Cropland,Non_Water,Non_Wetland,Grassland
478,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
479,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
480,Cropland,Water,Cropland,Water,Non_Wetland,Grassland
481,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
482,Cropland,Water,Cropland,Water,Non_Wetland,Forest
483,Cropland,Water,Wetland,NULL,Wetland,Grassland
484,Cropland,Water,Wetland,NULL,Wetland,Forest
485,Cropland,Water,Wetland,Non_Water,Wetland,Grassland
486,Cropland,Water,Wetland,Water,Wetland,Grassland
487,Cropland,Water,Wetland,Water,Wetland,Cropland
488,Cropland,Water,Wetland,Water,Wetland,Forest
489,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
490,Cropland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
491,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
492,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
493,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
494,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
495,Cropland,Water,Bareland,Non_Water,Non_Wetland,Grassland
496,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
497,Cropland,Water,Bareland,Water,Non_Wetland,Grassland
498,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
499,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
500,Cropland,Water,Built-up,Water,Non_Wetland,Grassland
501,Cropland,Water,Water,NULL,Water,Grassland
502,Cropland,Water,Water,NULL,Water,Cropland
503,Cropland,Water,Water,NULL,Water,Forest
504,Cropland,Water,Water,Non_Water,Water,Forest
505,Cropland,Water,Water,Water,Water,Cropland
506,Cropland,Water,Forest,NULL,Non_Wetland,Forest
507,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
508,Cropland,Water,Forest,Water,Non_Wetland,Forest
509,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
510,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
511,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
512,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
513,Cropland,Forest,NULL,Non_Water,Non_Wetland,Forest
514,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
515,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
516,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
517,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
518,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
519,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
520,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
521,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
522,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
523,Cropland,Forest,Grassland,Non_Water,Non_Wetland,Forest
524,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
525,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
526,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
527,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
528,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
529,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
530,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
531,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
532,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
533,Cropland,Forest,Water,NULL,Water,Grassland
534,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
535,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
536,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
537,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
538,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
539,Wetland,NULL,NULL,Non_Water,Non_Wetland,Forest
540,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
541,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
542,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
543,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
544,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
545,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
546,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
547,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
548,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
549,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
550,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
551,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
552,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Forest
553,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
554,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
555,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
556,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
557,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
558,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Forest
559,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
560,Wetland,NULL,Wetland,NULL,Wetland,Forest
561,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
562,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
563,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
564,Wetland,NULL,Water,NULL,Water,Forest
565,Wetland,NULL,Water,Non_Water,Water,Forest
566,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
567,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
568,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
569,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL
570,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
571,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
572,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
573,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
574,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
575,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
576,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
577,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
578,Wetland,Cropland,Wetland,NULL,Wetland,Forest
579,Wetland,Cropland,Bareland,NULL,Non_Wetland,Forest
580,Wetland,Cropland,Water,NULL,Water,Forest
581,Wetland,Cropland,Water,Non_Water,Water,Forest
582,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
583,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
584,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
585,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
586,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
587,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
588,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL
589,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
590,Wetland,Wetland,Grassland,NULL,Non_Wetland,Cropland
591,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL
592,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
593,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
594,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL
595,Wetland,Wetland,Bareland,NULL,Non_Wetland,Grassland
596,Wetland,Wetland,Bareland,NULL,Non_Wetland,Forest
597,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL
598,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
599,Wetland,Bareland,Grassland,NULL,Non_Wetland,Bareland
600,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
601,Wetland,Water,NULL,NULL,Non_Wetland,Forest
602,Wetland,Water,NULL,Non_Water,Non_Wetland,Forest
603,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL
604,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
605,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
606,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
607,Wetland,Water,Grassland,NULL,Non_Wetland,NULL
608,Wetland,Water,Grassland,NULL,Non_Wetland,Grassland
609,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
610,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
611,Wetland,Water,Grassland,Non_Water,Non_Wetland,Cropland
612,Wetland,Water,Grassland,Non_Water,Non_Wetland,Forest
613,Wetland,Water,Cropland,NULL,Non_Wetland,NULL
614,Wetland,Water,Cropland,NULL,Non_Wetland,Grassland
615,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
616,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
617,Wetland,Water,Cropland,Non_Water,Non_Wetland,Cropland
618,Wetland,Water,Cropland,Non_Water,Non_Wetland,Forest
619,Wetland,Water,Wetland,NULL,Wetland,Forest
620,Wetland,Water,Wetland,Non_Water,Wetland,Forest
621,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
622,Wetland,Water,Built-up,Non_Water,Non_Wetland,Forest
623,Wetland,Water,Water,NULL,Water,Forest
624,Wetland,Water,Water,Non_Water,Water,Cropland
625,Wetland,Water,Forest,NULL,Non_Wetland,Forest
626,Wetland,Forest,NULL,NULL,Non_Wetland,Forest
627,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
628,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
629,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
630,Wetland,Forest,Grassland,NULL,Non_Wetland,NULL
631,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
632,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
633,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Cropland
634,Wetland,Forest,Cropland,NULL,Non_Wetland,Grassland
635,Wetland,Forest,Cropland,NULL,Non_Wetland,Cropland
636,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
637,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
638,Wetland,Forest,Cropland,Non_Water,Non_Wetland,Forest
639,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
640,Wetland,Forest,Water,Non_Water,Water,Cropland
641,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
642,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
643,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
644,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
645,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
646,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
647,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
648,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
649,Bareland,NULL,NULL,Non_Water,Non_Wetland,Cropland
650,Bareland,NULL,NULL,Non_Water,Non_Wetland,Forest
651,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
652,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
653,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
654,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
655,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
656,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
657,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
658,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
659,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
660,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
661,Bareland,NULL,Shrubland,Water,Non_Wetland,Cropland
662,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
663,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
664,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
665,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
666,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
667,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
668,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
669,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL
670,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
671,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
672,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
673,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Forest
674,Bareland,NULL,Grassland,Water,Non_Wetland,NULL
675,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
676,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
677,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
678,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
679,Bareland,NULL,Grassland,Water,Non_Wetland,Water
680,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
681,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
682,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
683,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
684,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
685,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
686,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
687,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
688,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
689,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
690,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
691,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
692,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
693,Bareland,NULL,Cropland,Water,Non_Wetland,Water
694,Bareland,NULL,Cropland,Water,Non_Wetland,Forest
695,Bareland,NULL,Wetland,NULL,Wetland,Bareland
696,Bareland,NULL,Wetland,NULL,Wetland,Forest
697,Bareland,NULL,Wetland,Non_Water,Wetland,Cropland
698,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
699,Bareland,NULL,Wetland,Water,Wetland,Grassland
700,Bareland,NULL,Wetland,Water,Wetland,Cropland
701,Bareland,NULL,Wetland,Water,Wetland,Bareland
702,Bareland,NULL,Wetland,Water,Wetland,Forest
703,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
704,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
705,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
706,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
707,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
708,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
709,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
710,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
711,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL
712,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
713,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Cropland
714,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
715,Bareland,NULL,Bareland,Water,Non_Wetland,NULL
716,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
717,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
718,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
719,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
720,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
721,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
722,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
723,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
724,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
725,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
726,Bareland,NULL,Built-up,Water,Non_Wetland,NULL
727,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
728,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
729,Bareland,NULL,Water,NULL,Water,Grassland
730,Bareland,NULL,Water,NULL,Water,Cropland
731,Bareland,NULL,Water,NULL,Water,Bareland
732,Bareland,NULL,Water,Non_Water,Water,Bareland
733,Bareland,NULL,Water,Water,Water,Cropland
734,Bareland,NULL,Water,Water,Water,Bareland
735,Bareland,NULL,Water,Water,Water,Water
736,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
737,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
738,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
739,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
740,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
741,Bareland,NULL,Forest,Non_Water,Non_Wetland,Cropland
742,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL
743,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
744,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
745,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
746,Bareland,Cropland,NULL,NULL,Non_Wetland,Forest
747,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Forest
748,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
749,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
750,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
751,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
752,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Forest
753,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
754,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
755,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
756,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
757,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
758,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
759,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
760,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
761,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
762,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
763,Bareland,Cropland,Grassland,Water,Non_Wetland,Forest
764,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
765,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
766,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
767,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
768,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
769,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
770,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
771,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
772,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
773,Bareland,Cropland,Cropland,Water,Non_Wetland,Forest
774,Bareland,Cropland,Wetland,NULL,Wetland,Forest
775,Bareland,Cropland,Wetland,Water,Wetland,Forest
776,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
777,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL
778,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
779,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
780,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
781,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
782,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
783,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
784,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
785,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
786,Bareland,Cropland,Bareland,Water,Non_Wetland,Forest
787,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
788,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
789,Bareland,Cropland,Water,NULL,Water,Cropland
790,Bareland,Cropland,Water,NULL,Water,Bareland
791,Bareland,Cropland,Water,NULL,Water,Forest
792,Bareland,Cropland,Water,Non_Water,Water,Forest
793,Bareland,Cropland,Water,Water,Water,Cropland
794,Bareland,Cropland,Water,Water,Water,Forest
795,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
796,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
797,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
798,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
799,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
800,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Forest
801,Bareland,Wetland,NULL,NULL,Non_Wetland,Forest
802,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
803,Bareland,Wetland,Cropland,NULL,Non_Wetland,Forest
804,Bareland,Wetland,Wetland,NULL,Wetland,Forest
805,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
806,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
807,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
808,Bareland,Bareland,NULL,NULL,Non_Wetland,Forest
809,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Cropland
810,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL
811,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
812,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
813,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
814,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
815,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Cropland
816,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
817,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
818,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
819,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL
820,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
821,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
822,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
823,Bareland,Bareland,Grassland,NULL,Non_Wetland,Built-up
824,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
825,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
826,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Cropland
827,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
828,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
829,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
830,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
831,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
832,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
833,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL
834,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
835,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
836,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
837,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
838,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
839,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
840,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
841,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
842,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Forest
843,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
