Value,AFRICA_2024_DynamicWorld_2024_37NCF_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37NCF_M_R,AFRICA_2024_GLC_FCS30D_2022_37NCF_M_R,AFRICA_2024_GSW_Yearly_2021_37NCF_M_R,AFRICA_2024_GWL_FCS30D_2022_37NCF_M_R,AFRICA_2024_WorldCover_2021_37NCF_M_R
421,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland
422,Grassland,Water,Wetland,NULL,Wetland,Grassland
423,Grassland,Water,Wetland,Non_Water,Wetland,Grassland
424,Grassland,Water,Wetland,Non_Water,Wetland,Cropland
425,Grassland,Water,Wetland,Water,Wetland,Grassland
426,Grassland,Water,Wetland,Water,Wetland,Water
427,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
428,Grassland,Water,Bareland,Water,Non_Wetland,Forest
429,Grassland,Water,Forest,NULL,Non_Wetland,Forest
430,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
431,Grassland,Water,Forest,Water,Non_Wetland,Grassland
432,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
433,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
434,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
435,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
436,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
437,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
438,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
439,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
440,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
441,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
442,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
443,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
444,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest
445,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
446,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
447,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
448,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
449,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland
450,Grassland,Forest,Wetland,NULL,Wetland,NULL
451,Grassland,Forest,Wetland,NULL,Wetland,Grassland
452,Grassland,Forest,Wetland,NULL,Wetland,Cropland
453,Grassland,Forest,Wetland,NULL,Wetland,Forest
454,Grassland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
455,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
456,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
457,Grassland,Forest,Bareland,NULL,Non_Wetland,Cropland
458,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
459,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
460,Grassland,Forest,Bareland,Water,Non_Wetland,Grassland
461,Grassland,Forest,Water,Non_Water,Water,Grassland
462,Grassland,Forest,Water,Non_Water,Water,Cropland
463,Grassland,Forest,Water,Water,Water,Cropland
464,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
465,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
466,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
467,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
468,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
469,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
470,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
471,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
472,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
473,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
474,Cropland,NULL,NULL,NULL,Non_Wetland,Water
475,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
476,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
477,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
478,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
479,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
480,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
481,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
482,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
483,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
484,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
485,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
486,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
487,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
488,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
489,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
490,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
491,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
492,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
493,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
494,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
495,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL
496,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
497,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
498,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
499,Cropland,NULL,Grassland,Water,Non_Wetland,Water
500,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
501,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
502,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
503,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
504,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
505,Cropland,NULL,Cropland,NULL,Non_Wetland,Water
506,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
507,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL
508,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
509,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
510,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
511,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Forest
512,Cropland,NULL,Cropland,Water,Non_Wetland,Forest
513,Cropland,NULL,Wetland,NULL,Wetland,NULL
514,Cropland,NULL,Wetland,NULL,Wetland,Grassland
515,Cropland,NULL,Wetland,NULL,Wetland,Cropland
516,Cropland,NULL,Wetland,NULL,Wetland,Water
517,Cropland,NULL,Wetland,NULL,Wetland,Forest
518,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
519,Cropland,NULL,Wetland,Water,Wetland,Grassland
520,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
521,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
522,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
523,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
524,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
525,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
526,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
527,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
528,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
529,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
530,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
531,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
532,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
533,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
534,Cropland,NULL,Bareland,Water,Non_Wetland,Water
535,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
536,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
537,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
538,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
539,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
540,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
541,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
542,Cropland,NULL,Water,NULL,Water,NULL
543,Cropland,NULL,Water,NULL,Water,Grassland
544,Cropland,NULL,Water,Non_Water,Water,Grassland
545,Cropland,NULL,Water,Water,Water,Grassland
546,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
547,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
548,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
549,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
550,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
551,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
552,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
553,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
554,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
555,Cropland,NULL,Forest,Water,Non_Wetland,Water
556,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
557,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
558,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
559,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
560,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
561,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
562,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
563,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Grassland
564,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Forest
565,Cropland,Cropland,NULL,Water,Non_Wetland,Grassland
566,Cropland,Cropland,NULL,Water,Non_Wetland,Water
567,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
568,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
569,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
570,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
571,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
572,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
573,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Water
574,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
575,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
576,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
577,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
578,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
579,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
580,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
581,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
582,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
583,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
584,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
585,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
586,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
587,Cropland,Cropland,Grassland,NULL,Non_Wetland,Water
588,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
589,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
590,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,Cropland
591,Cropland,Cropland,Grassland,Water,Non_Wetland,Grassland
592,Cropland,Cropland,Grassland,Water,Non_Wetland,Water
593,Cropland,Cropland,Grassland,Water,Non_Wetland,Forest
594,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
595,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
596,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
597,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
598,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
599,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
600,Cropland,Cropland,Cropland,NULL,Non_Wetland,Water
601,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
602,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
603,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
604,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
605,Cropland,Cropland,Cropland,Water,Non_Wetland,Grassland
606,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
607,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
608,Cropland,Cropland,Cropland,Water,Non_Wetland,Bareland
609,Cropland,Cropland,Cropland,Water,Non_Wetland,Forest
610,Cropland,Cropland,Wetland,NULL,Wetland,NULL
611,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
612,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
613,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
614,Cropland,Cropland,Wetland,NULL,Wetland,Water
615,Cropland,Cropland,Wetland,NULL,Wetland,Forest
616,Cropland,Cropland,Wetland,Non_Water,Wetland,Grassland
617,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
618,Cropland,Cropland,Wetland,Non_Water,Wetland,Forest
619,Cropland,Cropland,Wetland,Water,Wetland,Grassland
620,Cropland,Cropland,Wetland,Water,Wetland,Wetland
621,Cropland,Cropland,Wetland,Water,Wetland,Water
622,Cropland,Cropland,Wetland,Water,Wetland,Forest
623,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
624,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
625,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
626,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
627,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
628,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
629,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
630,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
631,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
632,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
633,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
634,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
635,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
636,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
637,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
638,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Forest
639,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
640,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
641,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
642,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
643,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
644,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
645,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
646,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
647,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
648,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
649,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
650,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
651,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
652,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
653,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
654,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
655,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
656,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
657,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
658,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
659,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
660,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
661,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
662,Cropland,Cropland,Forest,Water,Non_Wetland,Water
663,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
664,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL
665,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
666,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
667,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
668,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
669,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
670,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
671,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
672,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
673,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
674,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL
675,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
676,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL
677,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
678,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
679,Cropland,Wetland,Wetland,NULL,Wetland,NULL
680,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
681,Cropland,Wetland,Wetland,NULL,Wetland,Forest
682,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL
683,Cropland,Wetland,Wetland,Non_Water,Wetland,Grassland
684,Cropland,Wetland,Wetland,Non_Water,Wetland,Forest
685,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL
686,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
687,Cropland,Wetland,Bareland,NULL,Non_Wetland,Forest
688,Cropland,Wetland,Built-up,Water,Non_Wetland,Water
689,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
690,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
691,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
692,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL
693,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
694,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
695,Cropland,Bareland,NULL,NULL,Non_Wetland,Grassland
696,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
697,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
698,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
699,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
700,Cropland,Bareland,Cropland,NULL,Non_Wetland,Grassland
701,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
702,Cropland,Bareland,Bareland,NULL,Non_Wetland,Grassland
703,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
704,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
705,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
706,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
707,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
708,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
709,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
710,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
711,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
712,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
713,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
714,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
715,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
716,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
717,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
718,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
719,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
720,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
721,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
722,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
723,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL
724,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
725,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
726,Cropland,Built-up,Bareland,NULL,Non_Wetland,Forest
727,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
728,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
729,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
730,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
731,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
732,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
733,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
734,Cropland,Water,NULL,NULL,Non_Wetland,NULL
735,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
736,Cropland,Water,NULL,NULL,Non_Wetland,Forest
737,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL
738,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
739,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
740,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
741,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland
742,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
743,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
744,Cropland,Water,Cropland,NULL,Non_Wetland,NULL
745,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
746,Cropland,Water,Cropland,NULL,Non_Wetland,Bareland
747,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
748,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
749,Cropland,Water,Wetland,NULL,Wetland,NULL
750,Cropland,Water,Wetland,NULL,Wetland,Grassland
751,Cropland,Water,Wetland,NULL,Wetland,Forest
752,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
753,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
754,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
755,Cropland,Water,Forest,NULL,Non_Wetland,NULL
756,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
757,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
758,Cropland,Water,Forest,NULL,Non_Wetland,Forest
759,Cropland,Water,Forest,Non_Water,Non_Wetland,Forest
760,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
761,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
762,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
763,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland
764,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
765,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
766,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
767,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
768,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
769,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
770,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
771,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
772,Cropland,Forest,Shrubland,Water,Non_Wetland,Grassland
773,Cropland,Forest,Shrubland,Water,Non_Wetland,Forest
774,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
775,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
776,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
777,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland
778,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
779,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
780,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
781,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
782,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
783,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
784,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Bareland
785,Cropland,Forest,Cropland,Water,Non_Wetland,Water
786,Cropland,Forest,Wetland,NULL,Wetland,NULL
787,Cropland,Forest,Wetland,NULL,Wetland,Grassland
788,Cropland,Forest,Wetland,NULL,Wetland,Forest
789,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL
790,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
791,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest
792,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL
793,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
794,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
795,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
796,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
797,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland
798,Cropland,Forest,Built-up,NULL,Non_Wetland,Forest
799,Cropland,Forest,Built-up,Water,Non_Wetland,Grassland
800,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
801,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
802,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
803,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
804,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
805,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
806,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
807,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
808,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
809,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
810,Wetland,NULL,NULL,Water,Non_Wetland,Forest
811,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
812,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
813,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
814,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
815,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
816,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
817,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
818,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
819,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
820,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
821,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
822,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL
823,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
824,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
825,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL
826,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
827,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
828,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
829,Wetland,NULL,Cropland,Water,Non_Wetland,Water
830,Wetland,NULL,Cropland,Water,Non_Wetland,Forest
831,Wetland,NULL,Wetland,NULL,Wetland,Grassland
832,Wetland,NULL,Wetland,NULL,Wetland,Wetland
833,Wetland,NULL,Wetland,NULL,Wetland,Water
834,Wetland,NULL,Wetland,NULL,Wetland,Forest
835,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
836,Wetland,NULL,Wetland,Water,Wetland,Water
837,Wetland,NULL,Wetland,Water,Wetland,Forest
838,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
839,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
840,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
841,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
842,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
