Value,AFRICA_2024_DynamicWorld_2024_36PYA_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PYA_M_R,AFRICA_2024_GLC_FCS30D_2022_36PYA_M_R,AFRICA_2024_GSW_Yearly_2021_36PYA_M_R,AFRICA_2024_GWL_FCS30D_2022_36PYA_M_R,AFRICA_2024_WorldCover_2021_36PYA_M_R
416,Cropland,Cropland,Wetland,Water,Wetland,Grassland
417,Cropland,Cropland,Wetland,Water,Wetland,Cropland
418,Cropland,Cropland,Wetland,Water,Wetland,Wetland
419,Cropland,Cropland,Wetland,Water,Wetland,Bareland
420,Cropland,Cropland,Wetland,Water,Wetland,Water
421,Cropland,Cropland,Wetland,Water,Wetland,Forest
422,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
423,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
424,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,Cropland
425,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
426,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
427,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
428,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
429,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
430,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
431,Cropland,Cropland,Bareland,NULL,Non_Wetland,Water
432,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
433,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
434,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
435,Cropland,Cropland,Bareland,Water,Non_Wetland,Grassland
436,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
437,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
438,Cropland,Cropland,Bareland,Water,Non_Wetland,Bareland
439,Cropland,Cropland,Bareland,Water,Non_Wetland,Water
440,Cropland,Cropland,Bareland,Water,Non_Wetland,Forest
441,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
442,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
443,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
444,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
445,Cropland,Cropland,Built-up,NULL,Non_Wetland,Water
446,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland
447,Cropland,Cropland,Built-up,Water,Non_Wetland,Grassland
448,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
449,Cropland,Cropland,Built-up,Water,Non_Wetland,Bareland
450,Cropland,Cropland,Water,Non_Water,Water,Grassland
451,Cropland,Cropland,Water,Non_Water,Water,Cropland
452,Cropland,Cropland,Water,Water,Water,Water
453,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
454,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
455,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
456,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
457,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
458,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
459,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
460,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
461,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
462,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
463,Cropland,Cropland,Forest,Water,Non_Wetland,Bareland
464,Cropland,Cropland,Forest,Water,Non_Wetland,Water
465,Cropland,Bareland,Grassland,NULL,Non_Wetland,Grassland
466,Cropland,Bareland,Grassland,NULL,Non_Wetland,Cropland
467,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
468,Cropland,Bareland,Grassland,Water,Non_Wetland,Bareland
469,Cropland,Bareland,Cropland,NULL,Non_Wetland,Cropland
470,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
471,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
472,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
473,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
474,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
475,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
476,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
477,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
478,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
479,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
480,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
481,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
482,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
483,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
484,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
485,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
486,Cropland,Built-up,Grassland,NULL,Non_Wetland,Forest
487,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,Cropland
488,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
489,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
490,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
491,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
492,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
493,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
494,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
495,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,Cropland
496,Cropland,Built-up,Cropland,Water,Non_Wetland,Grassland
497,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
498,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
499,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
500,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
501,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,Cropland
502,Cropland,Built-up,Bareland,Water,Non_Wetland,Cropland
503,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
504,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
505,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
506,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
507,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
508,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
509,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
510,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
511,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
512,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
513,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
514,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland
515,Cropland,Water,Grassland,NULL,Non_Wetland,Forest
516,Cropland,Water,Grassland,Water,Non_Wetland,Cropland
517,Cropland,Water,Grassland,Water,Non_Wetland,Bareland
518,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
519,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
520,Cropland,Water,Cropland,NULL,Non_Wetland,Water
521,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
522,Cropland,Water,Cropland,Non_Water,Non_Wetland,Cropland
523,Cropland,Water,Cropland,Non_Water,Non_Wetland,Forest
524,Cropland,Water,Cropland,Water,Non_Wetland,Cropland
525,Cropland,Water,Cropland,Water,Non_Wetland,Bareland
526,Cropland,Water,Wetland,Water,Wetland,Grassland
527,Cropland,Water,Wetland,Water,Wetland,Cropland
528,Cropland,Water,Wetland,Water,Wetland,Bareland
529,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
530,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
531,Cropland,Water,Bareland,Non_Water,Non_Wetland,Forest
532,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
533,Cropland,Water,Bareland,Water,Non_Wetland,Water
534,Cropland,Water,Bareland,Water,Non_Wetland,Forest
535,Cropland,Water,Built-up,NULL,Non_Wetland,Forest
536,Cropland,Water,Forest,Non_Water,Non_Wetland,Grassland
537,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
538,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
539,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
540,Cropland,Forest,NULL,Non_Water,Non_Wetland,Grassland
541,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
542,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
543,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
544,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
545,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
546,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
547,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
548,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
549,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Cropland
550,Cropland,Forest,Cropland,Non_Water,Non_Wetland,Forest
551,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
552,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
553,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
554,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
555,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
556,Wetland,NULL,Shrubland,Water,Non_Wetland,Cropland
557,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
558,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
559,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
560,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
561,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
562,Wetland,NULL,Cropland,Water,Non_Wetland,Grassland
563,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
564,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
565,Wetland,Cropland,Cropland,NULL,Non_Wetland,Cropland
566,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
567,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
568,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
569,Wetland,Cropland,Cropland,Water,Non_Wetland,Cropland
570,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
571,Wetland,Cropland,Bareland,Water,Non_Wetland,Cropland
572,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
573,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
574,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
575,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
576,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
577,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
578,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
579,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
580,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
581,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
582,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
583,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
584,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
585,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
586,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
587,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
588,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
589,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
590,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
591,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
592,Bareland,NULL,Grassland,Water,Non_Wetland,Water
593,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
594,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
595,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
596,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
597,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
598,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
599,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
600,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
601,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
602,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
603,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Water
604,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
605,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
606,Bareland,NULL,Cropland,Water,Non_Wetland,Wetland
607,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
608,Bareland,NULL,Wetland,Water,Wetland,Bareland
609,Bareland,NULL,Wetland,Water,Wetland,Water
610,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
611,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
612,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
613,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
614,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
615,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
616,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
617,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
618,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
619,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
620,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
621,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Forest
622,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
623,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
624,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
625,Bareland,NULL,Bareland,Water,Non_Wetland,Water
626,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
627,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
628,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
629,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
630,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
631,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
632,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
633,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
634,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
635,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
636,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
637,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
638,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
639,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
640,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
641,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
642,Bareland,Cropland,Shrubland,Water,Non_Wetland,Grassland
643,Bareland,Cropland,Shrubland,Water,Non_Wetland,Cropland
644,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
645,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
646,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
647,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
648,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
649,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
650,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
651,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
652,Bareland,Cropland,Grassland,Water,Non_Wetland,Grassland
653,Bareland,Cropland,Grassland,Water,Non_Wetland,Cropland
654,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
655,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
656,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
657,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
658,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
659,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
660,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
661,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
662,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
663,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
664,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
665,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
666,Bareland,Cropland,Cropland,Water,Non_Wetland,Grassland
667,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
668,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland
669,Bareland,Cropland,Cropland,Water,Non_Wetland,Water
670,Bareland,Cropland,Wetland,Water,Wetland,Water
671,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
672,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
673,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
674,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
675,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
676,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
677,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
678,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
679,Bareland,Cropland,Bareland,Water,Non_Wetland,Grassland
680,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
681,Bareland,Cropland,Bareland,Water,Non_Wetland,Wetland
682,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
683,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
684,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
685,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
686,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
687,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
688,Bareland,Cropland,Built-up,Water,Non_Wetland,Cropland
689,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
690,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
691,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
692,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
693,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
694,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
695,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
696,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
697,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
698,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
699,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
700,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
701,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
702,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
703,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Water
704,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
705,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
706,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
707,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
708,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
709,Bareland,Bareland,Cropland,NULL,Non_Wetland,Water
710,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
711,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Water
712,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
713,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
714,Bareland,Bareland,Wetland,NULL,Wetland,Water
715,Bareland,Bareland,Wetland,Non_Water,Wetland,Bareland
716,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
717,Bareland,Bareland,Wetland,Water,Wetland,Bareland
718,Bareland,Bareland,Wetland,Water,Wetland,Water
719,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
720,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
721,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
722,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Water
723,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Forest
724,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
725,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
726,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
727,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
728,Bareland,Bareland,Built-up,NULL,Non_Wetland,Water
729,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
730,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
731,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
732,Bareland,Bareland,Water,NULL,Water,Water
733,Bareland,Bareland,Water,NULL,Water,Forest
734,Bareland,Bareland,Water,Non_Water,Water,Bareland
735,Bareland,Bareland,Water,Non_Water,Water,Water
736,Bareland,Bareland,Water,Water,Water,Bareland
737,Bareland,Bareland,Water,Water,Water,Water
738,Bareland,Bareland,Forest,Water,Non_Wetland,Water
739,Bareland,Built-up,NULL,NULL,Non_Wetland,Cropland
740,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
741,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
742,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
743,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
744,Bareland,Built-up,Grassland,NULL,Non_Wetland,Cropland
745,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
746,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
747,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
748,Bareland,Built-up,Cropland,NULL,Non_Wetland,Cropland
749,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
750,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
751,Bareland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
752,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
753,Bareland,Built-up,Bareland,NULL,Non_Wetland,Cropland
754,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
755,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
756,Bareland,Built-up,Bareland,Water,Non_Wetland,Cropland
757,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
758,Bareland,Built-up,Built-up,NULL,Non_Wetland,Cropland
759,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
760,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
761,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
762,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
763,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
764,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
765,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
766,Bareland,Water,Grassland,NULL,Non_Wetland,Water
767,Bareland,Water,Grassland,NULL,Non_Wetland,Forest
768,Bareland,Water,Grassland,Non_Water,Non_Wetland,Grassland
769,Bareland,Water,Grassland,Non_Water,Non_Wetland,Bareland
770,Bareland,Water,Grassland,Water,Non_Wetland,Grassland
771,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
772,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
773,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
774,Bareland,Water,Cropland,NULL,Non_Wetland,Forest
775,Bareland,Water,Cropland,Non_Water,Non_Wetland,Grassland
776,Bareland,Water,Cropland,Non_Water,Non_Wetland,Bareland
777,Bareland,Water,Cropland,Non_Water,Non_Wetland,Water
778,Bareland,Water,Cropland,Water,Non_Wetland,Bareland
779,Bareland,Water,Wetland,Non_Water,Wetland,Bareland
780,Bareland,Water,Wetland,Water,Wetland,Grassland
781,Bareland,Water,Wetland,Water,Wetland,Bareland
782,Bareland,Water,Wetland,Water,Wetland,Water
783,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
784,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
785,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
786,Bareland,Water,Bareland,Non_Water,Non_Wetland,Grassland
787,Bareland,Water,Bareland,Non_Water,Non_Wetland,Bareland
788,Bareland,Water,Bareland,Non_Water,Non_Wetland,Water
789,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
790,Bareland,Water,Bareland,Water,Non_Wetland,Water
791,Bareland,Water,Built-up,NULL,Non_Wetland,Grassland
792,Bareland,Water,Built-up,NULL,Non_Wetland,Wetland
793,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
794,Bareland,Water,Built-up,Non_Water,Non_Wetland,Water
795,Bareland,Water,Water,Water,Water,Water
796,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland
797,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
798,Water,NULL,NULL,NULL,Non_Wetland,Forest
799,Water,NULL,NULL,Water,Non_Wetland,Cropland
800,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
801,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
802,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
803,Water,NULL,Shrubland,NULL,Non_Wetland,Water
804,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
805,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
806,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
807,Water,NULL,Shrubland,Water,Non_Wetland,Water
808,Water,NULL,Shrubland,Water,Non_Wetland,Forest
809,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
810,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
811,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
812,Water,NULL,Grassland,NULL,Non_Wetland,Water
813,Water,NULL,Grassland,NULL,Non_Wetland,Forest
814,Water,NULL,Grassland,Non_Water,Non_Wetland,Grassland
815,Water,NULL,Grassland,Non_Water,Non_Wetland,Cropland
816,Water,NULL,Grassland,Non_Water,Non_Wetland,Water
817,Water,NULL,Grassland,Non_Water,Non_Wetland,Forest
818,Water,NULL,Grassland,Water,Non_Wetland,Grassland
819,Water,NULL,Grassland,Water,Non_Wetland,Cropland
820,Water,NULL,Grassland,Water,Non_Wetland,Bareland
821,Water,NULL,Grassland,Water,Non_Wetland,Water
822,Water,NULL,Grassland,Water,Non_Wetland,Forest
823,Water,NULL,Cropland,NULL,Non_Wetland,NULL
824,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
825,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
826,Water,NULL,Cropland,NULL,Non_Wetland,Wetland
827,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
828,Water,NULL,Cropland,NULL,Non_Wetland,Water
829,Water,NULL,Cropland,NULL,Non_Wetland,Forest
830,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL
831,Water,NULL,Cropland,Non_Water,Non_Wetland,Grassland
832,Water,NULL,Cropland,Non_Water,Non_Wetland,Cropland
833,Water,NULL,Cropland,Non_Water,Non_Wetland,Bareland
834,Water,NULL,Cropland,Non_Water,Non_Wetland,Water
835,Water,NULL,Cropland,Non_Water,Non_Wetland,Forest
836,Water,NULL,Cropland,Water,Non_Wetland,Grassland
