Value,AFRICA_2024_DynamicWorld_2024_36QYD_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36QYD_M_R,AFRICA_2024_GLC_FCS30D_2022_36QYD_M_R,AFRICA_2024_GSW_Yearly_2021_36QYD_M_R,AFRICA_2024_GWL_FCS30D_2022_36QYD_M_R,AFRICA_2024_WorldCover_2021_36QYD_M_R
422,Cropland,Bareland,Bareland,Water,Non_Wetland,Cropland
423,Cropland,Bareland,Bareland,Water,Non_Wetland,Forest
424,Cropland,Bareland,Built-up,NULL,Non_Wetland,Grassland
425,Cropland,Bareland,Built-up,NULL,Non_Wetland,Bareland
426,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
427,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
428,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
429,Cropland,Water,Cropland,NULL,Non_Wetland,Forest
430,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
431,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
432,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
433,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
434,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
435,Cropland,Forest,Cropland,Water,Non_Wetland,Forest
436,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
437,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
438,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
439,Wetland,Forest,Cropland,NULL,Non_Wetland,Forest
440,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
441,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
442,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
443,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
444,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
445,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
446,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
447,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
448,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
449,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
450,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
451,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
452,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
453,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
454,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
455,Bareland,NULL,Grassland,Water,Non_Wetland,Cropland
456,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
457,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
458,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
459,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
460,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
461,Bareland,NULL,Cropland,NULL,Non_Wetland,Water
462,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
463,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
464,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Cropland
465,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland
466,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
467,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland
468,Bareland,NULL,Wetland,Water,Wetland,Grassland
469,Bareland,NULL,Wetland,Water,Wetland,Cropland
470,Bareland,NULL,Wetland,Water,Wetland,Bareland
471,Bareland,NULL,Wetland,Water,Wetland,Water
472,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
473,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
474,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
475,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
476,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
477,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
478,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
479,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
480,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
481,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
482,Bareland,NULL,Bareland,Water,Non_Wetland,Cropland
483,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
484,Bareland,NULL,Bareland,Water,Non_Wetland,Water
485,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
486,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
487,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
488,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
489,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
490,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
491,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
492,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
493,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
494,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
495,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
496,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
497,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
498,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
499,Bareland,Cropland,Grassland,NULL,Non_Wetland,Forest
500,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,Bareland
501,Bareland,Cropland,Grassland,Water,Non_Wetland,Bareland
502,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
503,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
504,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
505,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
506,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
507,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
508,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
509,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Forest
510,Bareland,Cropland,Cropland,Water,Non_Wetland,Cropland
511,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
512,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
513,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
514,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
515,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
516,Bareland,Cropland,Bareland,NULL,Non_Wetland,Water
517,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
518,Bareland,Cropland,Bareland,Water,Non_Wetland,Cropland
519,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland
520,Bareland,Cropland,Bareland,Water,Non_Wetland,Water
521,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
522,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
523,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland
524,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
525,Bareland,Bareland,NULL,NULL,Non_Wetland,Cropland
526,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
527,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
528,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
529,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
530,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
531,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
532,Bareland,Bareland,Shrubland,Water,Non_Wetland,Cropland
533,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
534,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
535,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
536,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
537,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
538,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
539,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
540,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
541,Bareland,Bareland,Grassland,Water,Non_Wetland,Grassland
542,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
543,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
544,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
545,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
546,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
547,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
548,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
549,Bareland,Bareland,Cropland,Water,Non_Wetland,Grassland
550,Bareland,Bareland,Cropland,Water,Non_Wetland,Cropland
551,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
552,Bareland,Bareland,Wetland,NULL,Wetland,Grassland
553,Bareland,Bareland,Wetland,NULL,Wetland,Bareland
554,Bareland,Bareland,Wetland,Non_Water,Wetland,Water
555,Bareland,Bareland,Wetland,Water,Wetland,Grassland
556,Bareland,Bareland,Wetland,Water,Wetland,Cropland
557,Bareland,Bareland,Wetland,Water,Wetland,Bareland
558,Bareland,Bareland,Wetland,Water,Wetland,Water
559,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
560,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
561,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
562,Bareland,Bareland,Bareland,NULL,Non_Wetland,Grassland
563,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
564,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
565,Bareland,Bareland,Bareland,NULL,Non_Wetland,Water
566,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Cropland
567,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
568,Bareland,Bareland,Bareland,Water,Non_Wetland,Grassland
569,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
570,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
571,Bareland,Bareland,Bareland,Water,Non_Wetland,Water
572,Bareland,Bareland,Built-up,NULL,Non_Wetland,Grassland
573,Bareland,Bareland,Built-up,NULL,Non_Wetland,Cropland
574,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
575,Bareland,Bareland,Built-up,Water,Non_Wetland,Bareland
576,Bareland,Bareland,Built-up,Water,Non_Wetland,Water
577,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
578,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
579,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
580,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
581,Bareland,Water,Grassland,NULL,Non_Wetland,Water
582,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
583,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
584,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
585,Bareland,Water,Cropland,NULL,Non_Wetland,Water
586,Bareland,Water,Cropland,Water,Non_Wetland,Grassland
587,Bareland,Water,Cropland,Water,Non_Wetland,Water
588,Bareland,Water,Wetland,NULL,Wetland,Bareland
589,Bareland,Water,Wetland,NULL,Wetland,Water
590,Bareland,Water,Wetland,Water,Wetland,Bareland
591,Bareland,Water,Wetland,Water,Wetland,Water
592,Bareland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
593,Bareland,Water,Bareland,NULL,Non_Wetland,Grassland
594,Bareland,Water,Bareland,NULL,Non_Wetland,Cropland
595,Bareland,Water,Bareland,NULL,Non_Wetland,Bareland
596,Bareland,Water,Bareland,NULL,Non_Wetland,Water
597,Bareland,Water,Bareland,Water,Non_Wetland,Cropland
598,Bareland,Water,Bareland,Water,Non_Wetland,Bareland
599,Bareland,Water,Bareland,Water,Non_Wetland,Water
600,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland
601,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
602,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
603,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
604,Water,NULL,Shrubland,Water,Non_Wetland,Water
605,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
606,Water,NULL,Grassland,NULL,Non_Wetland,Cropland
607,Water,NULL,Grassland,NULL,Non_Wetland,Bareland
608,Water,NULL,Grassland,Water,Non_Wetland,Cropland
609,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
610,Water,NULL,Cropland,NULL,Non_Wetland,Cropland
611,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
612,Water,NULL,Cropland,NULL,Non_Wetland,Forest
613,Water,NULL,Cropland,Water,Non_Wetland,Cropland
614,Water,NULL,Cropland,Water,Non_Wetland,Bareland
615,Water,NULL,Cropland,Water,Non_Wetland,Forest
616,Water,NULL,Wetland,NULL,Wetland,Grassland
617,Water,NULL,Wetland,NULL,Wetland,Cropland
618,Water,NULL,Wetland,Water,Wetland,Cropland
619,Water,NULL,Wetland,Water,Wetland,Bareland
620,Water,NULL,Wetland,Water,Wetland,Water
621,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
622,Water,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
623,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
624,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
625,Water,NULL,Bareland,NULL,Non_Wetland,Bareland
626,Water,NULL,Bareland,NULL,Non_Wetland,Forest
627,Water,NULL,Bareland,Water,Non_Wetland,Grassland
628,Water,NULL,Bareland,Water,Non_Wetland,Cropland
629,Water,NULL,Bareland,Water,Non_Wetland,Bareland
630,Water,NULL,Bareland,Water,Non_Wetland,Water
631,Water,NULL,Built-up,NULL,Non_Wetland,Cropland
632,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
633,Water,NULL,Built-up,Water,Non_Wetland,Bareland
634,Water,Cropland,Cropland,NULL,Non_Wetland,Cropland
635,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
636,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
637,Water,Cropland,Cropland,Water,Non_Wetland,Cropland
638,Water,Cropland,Cropland,Water,Non_Wetland,Water
639,Water,Cropland,Cropland,Water,Non_Wetland,Forest
640,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
641,Water,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
642,Water,Cropland,Bareland,Water,Non_Wetland,Cropland
643,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
644,Water,Bareland,Shrubland,NULL,Non_Wetland,Cropland
645,Water,Bareland,Shrubland,NULL,Non_Wetland,Bareland
646,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
647,Water,Bareland,Shrubland,Water,Non_Wetland,Water
648,Water,Bareland,Grassland,NULL,Non_Wetland,Grassland
649,Water,Bareland,Grassland,NULL,Non_Wetland,Cropland
650,Water,Bareland,Grassland,NULL,Non_Wetland,Bareland
651,Water,Bareland,Grassland,NULL,Non_Wetland,Water
652,Water,Bareland,Grassland,NULL,Non_Wetland,Forest
653,Water,Bareland,Grassland,Water,Non_Wetland,Cropland
654,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
655,Water,Bareland,Grassland,Water,Non_Wetland,Water
656,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
657,Water,Bareland,Cropland,NULL,Non_Wetland,Cropland
658,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
659,Water,Bareland,Cropland,NULL,Non_Wetland,Water
660,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
661,Water,Bareland,Cropland,Non_Water,Non_Wetland,Cropland
662,Water,Bareland,Cropland,Water,Non_Wetland,Cropland
663,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
664,Water,Bareland,Cropland,Water,Non_Wetland,Water
665,Water,Bareland,Cropland,Water,Non_Wetland,Forest
666,Water,Bareland,Wetland,NULL,Wetland,Cropland
667,Water,Bareland,Wetland,NULL,Wetland,Bareland
668,Water,Bareland,Wetland,NULL,Wetland,Water
669,Water,Bareland,Wetland,Water,Wetland,Cropland
670,Water,Bareland,Wetland,Water,Wetland,Bareland
671,Water,Bareland,Wetland,Water,Wetland,Water
672,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
673,Water,Bareland,Bareland,NULL,Non_Wetland,Cropland
674,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
675,Water,Bareland,Bareland,NULL,Non_Wetland,Water
676,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
677,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
678,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
679,Water,Bareland,Bareland,Water,Non_Wetland,Cropland
680,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
681,Water,Bareland,Bareland,Water,Non_Wetland,Water
682,Water,Bareland,Bareland,Water,Non_Wetland,Forest
683,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
684,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
685,Water,Bareland,Built-up,Water,Non_Wetland,Water
686,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
687,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
688,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
689,Water,Water,Shrubland,NULL,Non_Wetland,Water
690,Water,Water,Shrubland,Water,Non_Wetland,Grassland
691,Water,Water,Shrubland,Water,Non_Wetland,Cropland
692,Water,Water,Shrubland,Water,Non_Wetland,Bareland
693,Water,Water,Shrubland,Water,Non_Wetland,Water
694,Water,Water,Grassland,NULL,Non_Wetland,Grassland
695,Water,Water,Grassland,NULL,Non_Wetland,Cropland
696,Water,Water,Grassland,NULL,Non_Wetland,Bareland
697,Water,Water,Grassland,NULL,Non_Wetland,Water
698,Water,Water,Grassland,NULL,Non_Wetland,Forest
699,Water,Water,Grassland,Water,Non_Wetland,Cropland
700,Water,Water,Grassland,Water,Non_Wetland,Bareland
701,Water,Water,Grassland,Water,Non_Wetland,Water
702,Water,Water,Grassland,Water,Non_Wetland,Forest
703,Water,Water,Cropland,NULL,Non_Wetland,Grassland
704,Water,Water,Cropland,NULL,Non_Wetland,Cropland
705,Water,Water,Cropland,NULL,Non_Wetland,Bareland
706,Water,Water,Cropland,NULL,Non_Wetland,Water
707,Water,Water,Cropland,NULL,Non_Wetland,Forest
708,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
709,Water,Water,Cropland,Water,Non_Wetland,Grassland
710,Water,Water,Cropland,Water,Non_Wetland,Cropland
711,Water,Water,Cropland,Water,Non_Wetland,Bareland
712,Water,Water,Cropland,Water,Non_Wetland,Water
713,Water,Water,Cropland,Water,Non_Wetland,Forest
714,Water,Water,Wetland,NULL,Wetland,Grassland
715,Water,Water,Wetland,NULL,Wetland,Cropland
716,Water,Water,Wetland,NULL,Wetland,Bareland
717,Water,Water,Wetland,NULL,Wetland,Water
718,Water,Water,Wetland,NULL,Wetland,Forest
719,Water,Water,Wetland,Non_Water,Wetland,Water
720,Water,Water,Wetland,Water,Wetland,Grassland
721,Water,Water,Wetland,Water,Wetland,Cropland
722,Water,Water,Wetland,Water,Wetland,Bareland
723,Water,Water,Wetland,Water,Wetland,Water
724,Water,Water,Wetland,Water,Wetland,Forest
725,Water,Water,Bareland,NULL,Non_Wetland,Grassland
726,Water,Water,Bareland,NULL,Non_Wetland,Cropland
727,Water,Water,Bareland,NULL,Non_Wetland,Bareland
728,Water,Water,Bareland,NULL,Non_Wetland,Water
729,Water,Water,Bareland,NULL,Non_Wetland,Forest
730,Water,Water,Bareland,Non_Water,Non_Wetland,Cropland
731,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
732,Water,Water,Bareland,Non_Water,Non_Wetland,Water
733,Water,Water,Bareland,Water,Non_Wetland,Grassland
734,Water,Water,Bareland,Water,Non_Wetland,Cropland
735,Water,Water,Bareland,Water,Non_Wetland,Bareland
736,Water,Water,Bareland,Water,Non_Wetland,Water
737,Water,Water,Bareland,Water,Non_Wetland,Forest
738,Water,Water,Built-up,NULL,Non_Wetland,Cropland
739,Water,Water,Built-up,NULL,Non_Wetland,Bareland
740,Water,Water,Built-up,NULL,Non_Wetland,Water
741,Water,Water,Built-up,Water,Non_Wetland,Cropland
742,Water,Water,Built-up,Water,Non_Wetland,Bareland
743,Water,Water,Built-up,Water,Non_Wetland,Water
744,Water,Water,Built-up,Water,Non_Wetland,Forest
745,Water,Forest,Cropland,NULL,Non_Wetland,Forest
746,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
747,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
748,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
749,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
750,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
751,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
752,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
753,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
754,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
755,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
756,Forest,NULL,Wetland,NULL,Wetland,Cropland
757,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
758,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Forest
759,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
760,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
761,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
762,Forest,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
763,Forest,Water,Cropland,Water,Non_Wetland,Forest
764,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
765,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
