Value,AFRICA_2024_DynamicWorld_2024_35PRK_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35PRK_M_R,AFRICA_2024_GLC_FCS30D_2022_35PRK_M_R,AFRICA_2024_GSW_Yearly_2021_35PRK_M_R,AFRICA_2024_GWL_FCS30D_2022_35PRK_M_R,AFRICA_2024_WorldCover_2021_35PRK_M_R
430,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest
431,Grassland,Wetland,Wetland,NULL,Wetland,NULL
432,Grassland,Wetland,Wetland,NULL,Wetland,Grassland
433,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
434,Grassland,Wetland,Wetland,NULL,Wetland,Water
435,Grassland,Wetland,Wetland,NULL,Wetland,Forest
436,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland
437,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
438,Grassland,Wetland,Wetland,Non_Water,Wetland,Water
439,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest
440,Grassland,Wetland,Wetland,Water,Wetland,Grassland
441,Grassland,Wetland,Wetland,Water,Wetland,Wetland
442,Grassland,Wetland,Wetland,Water,Wetland,Water
443,Grassland,Wetland,Wetland,Water,Wetland,Forest
444,Grassland,Wetland,Bareland,NULL,Non_Wetland,Grassland
445,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
446,Grassland,Wetland,Bareland,NULL,Non_Wetland,Forest
447,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Grassland
448,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
449,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Forest
450,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland
451,Grassland,Wetland,Built-up,NULL,Non_Wetland,Grassland
452,Grassland,Wetland,Built-up,NULL,Non_Wetland,Wetland
453,Grassland,Wetland,Water,NULL,Water,Grassland
454,Grassland,Wetland,Water,NULL,Water,Wetland
455,Grassland,Wetland,Water,NULL,Water,Forest
456,Grassland,Wetland,Water,Non_Water,Water,Grassland
457,Grassland,Wetland,Water,Non_Water,Water,Wetland
458,Grassland,Wetland,Water,Non_Water,Water,Forest
459,Grassland,Wetland,Water,Water,Water,Grassland
460,Grassland,Wetland,Water,Water,Water,Wetland
461,Grassland,Wetland,Water,Water,Water,Water
462,Grassland,Wetland,Water,Water,Water,Forest
463,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
464,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
465,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
466,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
467,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
468,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
469,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest
470,Grassland,Wetland,Forest,Water,Non_Wetland,Grassland
471,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
472,Grassland,Bareland,Wetland,NULL,Wetland,Wetland
473,Grassland,Bareland,Wetland,Water,Wetland,Wetland
474,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland
475,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
476,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Forest
477,Grassland,Built-up,Wetland,NULL,Wetland,Wetland
478,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
479,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
480,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
481,Grassland,Water,NULL,NULL,Non_Wetland,Forest
482,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
483,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
484,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
485,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
486,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
487,Grassland,Water,Shrubland,Water,Non_Wetland,Forest
488,Grassland,Water,Wetland,NULL,Wetland,NULL
489,Grassland,Water,Wetland,NULL,Wetland,Grassland
490,Grassland,Water,Wetland,NULL,Wetland,Wetland
491,Grassland,Water,Wetland,NULL,Wetland,Water
492,Grassland,Water,Wetland,NULL,Wetland,Forest
493,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
494,Grassland,Water,Wetland,Non_Water,Wetland,Forest
495,Grassland,Water,Wetland,Water,Wetland,Wetland
496,Grassland,Water,Wetland,Water,Wetland,Forest
497,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
498,Grassland,Water,Water,NULL,Water,Wetland
499,Grassland,Water,Water,NULL,Water,Forest
500,Grassland,Water,Water,Non_Water,Water,Wetland
501,Grassland,Water,Water,Non_Water,Water,Water
502,Grassland,Water,Water,Non_Water,Water,Forest
503,Grassland,Water,Water,Water,Water,Wetland
504,Grassland,Water,Water,Water,Water,Forest
505,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
506,Grassland,Water,Forest,NULL,Non_Wetland,Forest
507,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland
508,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
509,Grassland,Water,Forest,Water,Non_Wetland,Wetland
510,Grassland,Water,Forest,Water,Non_Wetland,Forest
511,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
512,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
513,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
514,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
515,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland
516,Grassland,Forest,NULL,Non_Water,Non_Wetland,Forest
517,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
518,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
519,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
520,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water
521,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
522,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
523,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
524,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
525,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland
526,Grassland,Forest,Shrubland,Water,Non_Wetland,Water
527,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
528,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland
529,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
530,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
531,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
532,Grassland,Forest,Wetland,NULL,Wetland,NULL
533,Grassland,Forest,Wetland,NULL,Wetland,Grassland
534,Grassland,Forest,Wetland,NULL,Wetland,Wetland
535,Grassland,Forest,Wetland,NULL,Wetland,Water
536,Grassland,Forest,Wetland,NULL,Wetland,Forest
537,Grassland,Forest,Wetland,Non_Water,Wetland,Grassland
538,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
539,Grassland,Forest,Wetland,Non_Water,Wetland,Forest
540,Grassland,Forest,Wetland,Water,Wetland,Grassland
541,Grassland,Forest,Wetland,Water,Wetland,Wetland
542,Grassland,Forest,Wetland,Water,Wetland,Forest
543,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL
544,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland
545,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
546,Grassland,Forest,Bareland,NULL,Non_Wetland,Forest
547,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Grassland
548,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
549,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Forest
550,Grassland,Forest,Water,NULL,Water,Wetland
551,Grassland,Forest,Water,NULL,Water,Forest
552,Grassland,Forest,Water,Non_Water,Water,Wetland
553,Grassland,Forest,Water,Water,Water,Grassland
554,Grassland,Forest,Water,Water,Water,Wetland
555,Grassland,Forest,Water,Water,Water,Water
556,Grassland,Forest,Water,Water,Water,Forest
557,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
558,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
559,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
560,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
561,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland
562,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
563,Grassland,Forest,Forest,Non_Water,Non_Wetland,Forest
564,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
565,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
566,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
567,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
568,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
569,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
570,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
571,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
572,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
573,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
574,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
575,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
576,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
577,Cropland,NULL,Shrubland,Water,Non_Wetland,Grassland
578,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
579,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
580,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
581,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland
582,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
583,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
584,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
585,Cropland,NULL,Wetland,NULL,Wetland,NULL
586,Cropland,NULL,Wetland,NULL,Wetland,Grassland
587,Cropland,NULL,Wetland,NULL,Wetland,Wetland
588,Cropland,NULL,Wetland,NULL,Wetland,Water
589,Cropland,NULL,Wetland,NULL,Wetland,Forest
590,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland
591,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
592,Cropland,NULL,Wetland,Non_Water,Wetland,Forest
593,Cropland,NULL,Wetland,Water,Wetland,Wetland
594,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
595,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
596,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
597,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
598,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
599,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
600,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
601,Cropland,NULL,Water,NULL,Water,Grassland
602,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
603,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
604,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
605,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
606,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
607,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
608,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
609,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
610,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
611,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
612,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
613,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
614,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
615,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
616,Cropland,Cropland,Shrubland,Water,Non_Wetland,Water
617,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
618,Cropland,Cropland,Wetland,NULL,Wetland,Grassland
619,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
620,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
621,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
622,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
623,Cropland,Cropland,Water,NULL,Water,Grassland
624,Cropland,Cropland,Water,Water,Water,Grassland
625,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
626,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
627,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
628,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
629,Cropland,Wetland,NULL,NULL,Non_Wetland,Forest
630,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
631,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Forest
632,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
633,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
634,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
635,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
636,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
637,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Water
638,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
639,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
640,Cropland,Wetland,Shrubland,Water,Non_Wetland,Grassland
641,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
642,Cropland,Wetland,Grassland,NULL,Non_Wetland,Grassland
643,Cropland,Wetland,Grassland,NULL,Non_Wetland,Bareland
644,Cropland,Wetland,Grassland,Water,Non_Wetland,Grassland
645,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
646,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
647,Cropland,Wetland,Cropland,NULL,Non_Wetland,Forest
648,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
649,Cropland,Wetland,Wetland,NULL,Wetland,NULL
650,Cropland,Wetland,Wetland,NULL,Wetland,Grassland
651,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
652,Cropland,Wetland,Wetland,NULL,Wetland,Forest
653,Cropland,Wetland,Bareland,NULL,Non_Wetland,Grassland
654,Cropland,Wetland,Bareland,NULL,Non_Wetland,Wetland
655,Cropland,Wetland,Bareland,NULL,Non_Wetland,Forest
656,Cropland,Wetland,Built-up,NULL,Non_Wetland,Grassland
657,Cropland,Wetland,Water,Water,Water,Water
658,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
659,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
660,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
661,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
662,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
663,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
664,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
665,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
666,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
667,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
668,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
669,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
670,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
671,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
672,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
673,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
674,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
675,Cropland,Water,Wetland,NULL,Wetland,Wetland
676,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
677,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
678,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
679,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
680,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
681,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland
682,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
683,Cropland,Forest,Wetland,NULL,Wetland,NULL
684,Cropland,Forest,Wetland,NULL,Wetland,Grassland
685,Cropland,Forest,Wetland,NULL,Wetland,Wetland
686,Cropland,Forest,Wetland,NULL,Wetland,Forest
687,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland
688,Cropland,Forest,Bareland,NULL,Non_Wetland,Grassland
689,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland
690,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
691,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
692,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
693,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
694,Wetland,NULL,NULL,NULL,Non_Wetland,NULL
695,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
696,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
697,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland
698,Wetland,NULL,NULL,NULL,Non_Wetland,Built-up
699,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
700,Wetland,NULL,NULL,Non_Water,Non_Wetland,Grassland
701,Wetland,NULL,NULL,Non_Water,Non_Wetland,Wetland
702,Wetland,NULL,NULL,Water,Non_Wetland,Grassland
703,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
704,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
705,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
706,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland
707,Wetland,NULL,Shrubland,NULL,Non_Wetland,Built-up
708,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water
709,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
710,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
711,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
712,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
713,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
714,Wetland,NULL,Shrubland,Water,Non_Wetland,Grassland
715,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland
716,Wetland,NULL,Shrubland,Water,Non_Wetland,Water
717,Wetland,NULL,Shrubland,Water,Non_Wetland,Forest
718,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland
719,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland
720,Wetland,NULL,Grassland,NULL,Non_Wetland,Bareland
721,Wetland,NULL,Grassland,NULL,Non_Wetland,Forest
722,Wetland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
723,Wetland,NULL,Grassland,Water,Non_Wetland,Grassland
724,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland
725,Wetland,NULL,Grassland,Water,Non_Wetland,Bareland
726,Wetland,NULL,Grassland,Water,Non_Wetland,Water
727,Wetland,NULL,Cropland,NULL,Non_Wetland,Grassland
728,Wetland,NULL,Cropland,NULL,Non_Wetland,Wetland
729,Wetland,NULL,Cropland,NULL,Non_Wetland,Bareland
730,Wetland,NULL,Cropland,Non_Water,Non_Wetland,Wetland
731,Wetland,NULL,Wetland,NULL,Wetland,NULL
732,Wetland,NULL,Wetland,NULL,Wetland,Grassland
733,Wetland,NULL,Wetland,NULL,Wetland,Wetland
734,Wetland,NULL,Wetland,NULL,Wetland,Forest
735,Wetland,NULL,Wetland,Non_Water,Wetland,NULL
736,Wetland,NULL,Wetland,Non_Water,Wetland,Grassland
737,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland
738,Wetland,NULL,Wetland,Non_Water,Wetland,Water
739,Wetland,NULL,Wetland,Non_Water,Wetland,Forest
740,Wetland,NULL,Wetland,Water,Wetland,Grassland
741,Wetland,NULL,Wetland,Water,Wetland,Wetland
742,Wetland,NULL,Wetland,Water,Wetland,Water
743,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
744,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
745,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland
746,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
747,Wetland,NULL,Bareland,NULL,Non_Wetland,Water
748,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
749,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
750,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
751,Wetland,NULL,Bareland,Water,Non_Wetland,Grassland
752,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
753,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
754,Wetland,NULL,Built-up,NULL,Non_Wetland,Wetland
755,Wetland,NULL,Built-up,NULL,Non_Wetland,Built-up
756,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
757,Wetland,NULL,Built-up,Water,Non_Wetland,Grassland
758,Wetland,NULL,Water,NULL,Water,Grassland
759,Wetland,NULL,Water,NULL,Water,Wetland
760,Wetland,NULL,Water,NULL,Water,Water
761,Wetland,NULL,Water,Non_Water,Water,Grassland
762,Wetland,NULL,Water,Non_Water,Water,Wetland
763,Wetland,NULL,Water,Water,Water,Grassland
764,Wetland,NULL,Water,Water,Water,Wetland
765,Wetland,NULL,Water,Water,Water,Water
766,Wetland,NULL,Water,Water,Water,Forest
767,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
768,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
769,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
770,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
771,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
772,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
773,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
774,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
775,Wetland,NULL,Forest,Water,Non_Wetland,Water
776,Wetland,NULL,Forest,Water,Non_Wetland,Forest
777,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
778,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
779,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
780,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL
781,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
782,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
783,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
784,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Water
785,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
786,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
787,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
788,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,Water
789,Wetland,Cropland,Shrubland,Water,Non_Wetland,Grassland
790,Wetland,Cropland,Shrubland,Water,Non_Wetland,Wetland
791,Wetland,Cropland,Shrubland,Water,Non_Wetland,Water
792,Wetland,Cropland,Shrubland,Water,Non_Wetland,Forest
793,Wetland,Cropland,Grassland,NULL,Non_Wetland,Grassland
794,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
795,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
796,Wetland,Cropland,Cropland,Water,Non_Wetland,Grassland
797,Wetland,Cropland,Wetland,NULL,Wetland,NULL
798,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
799,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
800,Wetland,Cropland,Wetland,NULL,Wetland,Forest
801,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
802,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
803,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
804,Wetland,Cropland,Bareland,NULL,Non_Wetland,Wetland
805,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
806,Wetland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
807,Wetland,Cropland,Bareland,Water,Non_Wetland,Grassland
808,Wetland,Cropland,Built-up,NULL,Non_Wetland,Grassland
809,Wetland,Cropland,Built-up,NULL,Non_Wetland,Built-up
810,Wetland,Cropland,Built-up,Water,Non_Wetland,Bareland
811,Wetland,Cropland,Water,NULL,Water,Grassland
812,Wetland,Cropland,Water,NULL,Water,Wetland
813,Wetland,Cropland,Water,Non_Water,Water,Grassland
814,Wetland,Cropland,Water,Non_Water,Water,Wetland
815,Wetland,Cropland,Water,Water,Water,Grassland
816,Wetland,Cropland,Water,Water,Water,Wetland
817,Wetland,Cropland,Water,Water,Water,Water
818,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
819,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
820,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
821,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
822,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
823,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
824,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
825,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL
826,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
827,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
828,Wetland,Wetland,NULL,NULL,Non_Wetland,Built-up
829,Wetland,Wetland,NULL,NULL,Non_Wetland,Water
830,Wetland,Wetland,NULL,NULL,Non_Wetland,Forest
831,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Grassland
832,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
833,Wetland,Wetland,NULL,Non_Water,Non_Wetland,Forest
834,Wetland,Wetland,NULL,Water,Non_Wetland,Grassland
835,Wetland,Wetland,NULL,Water,Non_Wetland,Wetland
836,Wetland,Wetland,NULL,Water,Non_Wetland,Water
837,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
838,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
839,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
840,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Bareland
841,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Built-up
842,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Water
843,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
844,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL
845,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
846,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
847,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Built-up
848,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Water
849,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
850,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL
851,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
852,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
853,Wetland,Wetland,Shrubland,Water,Non_Wetland,Bareland
854,Wetland,Wetland,Shrubland,Water,Non_Wetland,Built-up
855,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
856,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
857,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
858,Wetland,Wetland,Grassland,NULL,Non_Wetland,Bareland
859,Wetland,Wetland,Grassland,NULL,Non_Wetland,Water
860,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
861,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
