Value,AFRICA_2024_DynamicWorld_2024_36NZP_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36NZP_M_R,AFRICA_2024_GLC_FCS30D_2022_36NZP_M_R,AFRICA_2024_GSW_Yearly_2021_36NZP_M_R,AFRICA_2024_GWL_FCS30D_2022_36NZP_M_R,AFRICA_2024_WorldCover_2021_36NZP_M_R
419,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
420,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
421,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
422,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
423,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
424,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
425,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
426,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
427,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
428,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
429,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
430,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
431,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
432,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
433,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
434,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
435,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
436,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
437,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
438,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
439,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
440,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
441,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
442,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
443,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
444,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
445,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
446,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
447,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
448,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
449,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
450,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
451,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
452,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
453,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
454,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
455,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
456,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
457,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
458,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
459,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
460,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
461,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
462,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
463,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
464,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
465,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
466,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
467,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
468,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
469,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
470,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
471,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
472,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
473,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
474,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
475,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
476,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
477,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
478,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
479,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
480,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
481,Cropland,Cropland,Wetland,NULL,Wetland,Forest
482,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
483,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
484,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
485,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
486,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
487,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
488,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
489,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
490,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
491,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
492,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
493,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
494,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
495,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
496,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
497,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
498,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
499,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
500,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
501,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
502,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
503,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
504,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
505,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
506,Cropland,Bareland,Grassland,NULL,Non_Wetland,Bareland
507,Cropland,Bareland,Cropland,NULL,Non_Wetland,Bareland
508,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
509,Cropland,Bareland,Forest,NULL,Non_Wetland,Cropland
510,Cropland,Bareland,Forest,NULL,Non_Wetland,Bareland
511,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
512,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
513,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
514,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
515,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
516,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
517,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
518,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
519,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
520,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
521,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
522,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
523,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
524,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
525,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
526,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
527,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
528,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
529,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
530,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
531,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
532,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL
533,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
534,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
535,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
536,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
537,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
538,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
539,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
540,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
541,Cropland,Built-up,Forest,NULL,Non_Wetland,Wetland
542,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland
543,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
544,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
545,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
546,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
547,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
548,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
549,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
550,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
551,Cropland,Water,Forest,NULL,Non_Wetland,Forest
552,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
553,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
554,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
555,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland
556,Cropland,Forest,NULL,NULL,Non_Wetland,Built-up
557,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
558,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
559,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
560,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
561,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
562,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
563,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up
564,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
565,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
566,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
567,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
568,Cropland,Forest,Wetland,NULL,Wetland,Forest
569,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
570,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL
571,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
572,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
573,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
574,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland
575,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
576,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
577,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
578,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland
579,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
580,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland
581,Wetland,NULL,Wetland,NULL,Wetland,Wetland
582,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland
583,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
584,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
585,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
586,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
587,Wetland,NULL,Forest,Water,Non_Wetland,Water
588,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
589,Wetland,Cropland,NULL,NULL,Non_Wetland,Wetland
590,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
591,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
592,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
593,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
594,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
595,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
596,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
597,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
598,Wetland,Wetland,NULL,NULL,Non_Wetland,Cropland
599,Wetland,Wetland,NULL,NULL,Non_Wetland,Wetland
600,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
601,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
602,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
603,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
604,Wetland,Wetland,Forest,NULL,Non_Wetland,Cropland
605,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
606,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
607,Wetland,Water,NULL,Water,Non_Wetland,Wetland
608,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
609,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
610,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
611,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
612,Wetland,Water,Wetland,NULL,Wetland,Wetland
613,Wetland,Water,Wetland,NULL,Wetland,Forest
614,Wetland,Water,Wetland,Water,Wetland,Wetland
615,Wetland,Water,Wetland,Water,Wetland,Forest
616,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
617,Wetland,Water,Bareland,Water,Non_Wetland,Wetland
618,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
619,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
620,Wetland,Water,Forest,Water,Non_Wetland,Wetland
621,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
622,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
623,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
624,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
625,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
626,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
627,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
628,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
629,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
630,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
631,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
632,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
633,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
634,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
635,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
636,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
637,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
638,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
639,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL
640,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
641,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
642,Bareland,Cropland,Grassland,NULL,Non_Wetland,Built-up
643,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL
644,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
645,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
646,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
647,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up
648,Bareland,Cropland,Cropland,NULL,Non_Wetland,Forest
649,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
650,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
651,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
652,Bareland,Cropland,Bareland,NULL,Non_Wetland,Forest
653,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
654,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
655,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL
656,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
657,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
658,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
659,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
660,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
661,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
662,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
663,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
664,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
665,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
666,Bareland,Bareland,Forest,NULL,Non_Wetland,Bareland
667,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL
668,Bareland,Built-up,NULL,NULL,Non_Wetland,Grassland
669,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL
670,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
671,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
672,Bareland,Built-up,Grassland,NULL,Non_Wetland,Grassland
673,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
674,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
675,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
676,Bareland,Built-up,Cropland,NULL,Non_Wetland,Built-up
677,Bareland,Built-up,Cropland,NULL,Non_Wetland,Forest
678,Bareland,Built-up,Bareland,NULL,Non_Wetland,Grassland
679,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
680,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL
681,Bareland,Built-up,Forest,NULL,Non_Wetland,Grassland
682,Bareland,Built-up,Forest,NULL,Non_Wetland,Cropland
683,Bareland,Built-up,Forest,NULL,Non_Wetland,Forest
684,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
685,Bareland,Water,Forest,NULL,Non_Wetland,Bareland
686,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland
687,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland
688,Bareland,Forest,Shrubland,NULL,Non_Wetland,Grassland
689,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland
690,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland
691,Bareland,Forest,Cropland,NULL,Non_Wetland,Built-up
692,Bareland,Forest,Cropland,NULL,Non_Wetland,Forest
693,Bareland,Forest,Built-up,NULL,Non_Wetland,Grassland
694,Bareland,Forest,Forest,NULL,Non_Wetland,Cropland
695,Bareland,Forest,Forest,NULL,Non_Wetland,Built-up
696,Water,NULL,NULL,NULL,Non_Wetland,Cropland
697,Water,NULL,NULL,NULL,Non_Wetland,Wetland
698,Water,NULL,NULL,NULL,Non_Wetland,Bareland
699,Water,NULL,NULL,NULL,Non_Wetland,Water
700,Water,NULL,NULL,Water,Non_Wetland,Wetland
701,Water,NULL,NULL,Water,Non_Wetland,Water
702,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
703,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
704,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
705,Water,NULL,Shrubland,NULL,Non_Wetland,Water
706,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
707,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
708,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
709,Water,NULL,Shrubland,Water,Non_Wetland,Water
710,Water,NULL,Wetland,NULL,Wetland,Grassland
711,Water,NULL,Wetland,NULL,Wetland,Cropland
712,Water,NULL,Wetland,NULL,Wetland,Wetland
713,Water,NULL,Wetland,NULL,Wetland,Water
714,Water,NULL,Wetland,NULL,Wetland,Forest
715,Water,NULL,Wetland,Non_Water,Wetland,Grassland
716,Water,NULL,Bareland,NULL,Non_Wetland,NULL
717,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
718,Water,NULL,Bareland,NULL,Non_Wetland,Cropland
719,Water,NULL,Bareland,NULL,Non_Wetland,Wetland
720,Water,NULL,Bareland,NULL,Non_Wetland,Forest
721,Water,NULL,Bareland,Water,Non_Wetland,Water
722,Water,NULL,Built-up,NULL,Non_Wetland,Wetland
723,Water,NULL,Built-up,NULL,Non_Wetland,Forest
724,Water,NULL,Forest,NULL,Non_Wetland,NULL
725,Water,NULL,Forest,NULL,Non_Wetland,Grassland
726,Water,NULL,Forest,NULL,Non_Wetland,Cropland
727,Water,NULL,Forest,NULL,Non_Wetland,Wetland
728,Water,NULL,Forest,NULL,Non_Wetland,Bareland
729,Water,NULL,Forest,NULL,Non_Wetland,Water
730,Water,NULL,Forest,NULL,Non_Wetland,Forest
731,Water,NULL,Forest,Water,Non_Wetland,Grassland
732,Water,NULL,Forest,Water,Non_Wetland,Wetland
733,Water,NULL,Forest,Water,Non_Wetland,Water
734,Water,Cropland,NULL,NULL,Non_Wetland,Cropland
735,Water,Cropland,NULL,NULL,Non_Wetland,Forest
736,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
737,Water,Cropland,Shrubland,NULL,Non_Wetland,Cropland
738,Water,Cropland,Shrubland,NULL,Non_Wetland,Bareland
739,Water,Cropland,Shrubland,NULL,Non_Wetland,Forest
740,Water,Cropland,Shrubland,Water,Non_Wetland,Forest
741,Water,Cropland,Cropland,NULL,Non_Wetland,Grassland
742,Water,Cropland,Cropland,NULL,Non_Wetland,Bareland
743,Water,Cropland,Cropland,NULL,Non_Wetland,Forest
744,Water,Cropland,Wetland,NULL,Wetland,Wetland
745,Water,Cropland,Wetland,NULL,Wetland,Forest
746,Water,Cropland,Wetland,Water,Wetland,Wetland
747,Water,Cropland,Wetland,Water,Wetland,Water
748,Water,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Water
749,Water,Cropland,Bareland,NULL,Non_Wetland,Grassland
750,Water,Cropland,Bareland,NULL,Non_Wetland,Cropland
751,Water,Cropland,Bareland,NULL,Non_Wetland,Bareland
752,Water,Cropland,Bareland,NULL,Non_Wetland,Water
753,Water,Cropland,Bareland,NULL,Non_Wetland,Forest
754,Water,Cropland,Water,NULL,Water,Forest
755,Water,Cropland,Forest,NULL,Non_Wetland,NULL
756,Water,Cropland,Forest,NULL,Non_Wetland,Grassland
757,Water,Cropland,Forest,NULL,Non_Wetland,Cropland
758,Water,Cropland,Forest,NULL,Non_Wetland,Wetland
759,Water,Cropland,Forest,NULL,Non_Wetland,Bareland
760,Water,Cropland,Forest,NULL,Non_Wetland,Forest
761,Water,Cropland,Forest,Water,Non_Wetland,Grassland
762,Water,Cropland,Forest,Water,Non_Wetland,Wetland
763,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
764,Water,Wetland,Wetland,Water,Wetland,Grassland
765,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
766,Water,Wetland,Forest,NULL,Non_Wetland,Wetland
767,Water,Wetland,Forest,NULL,Non_Wetland,Water
768,Water,Wetland,Forest,NULL,Non_Wetland,Forest
769,Water,Bareland,Grassland,Water,Non_Wetland,Bareland
770,Water,Bareland,Cropland,NULL,Non_Wetland,Water
771,Water,Built-up,Wetland,NULL,Wetland,Forest
772,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
773,Water,Water,NULL,NULL,Non_Wetland,Grassland
774,Water,Water,NULL,NULL,Non_Wetland,Cropland
775,Water,Water,NULL,NULL,Non_Wetland,Wetland
776,Water,Water,NULL,NULL,Non_Wetland,Bareland
777,Water,Water,NULL,NULL,Non_Wetland,Forest
778,Water,Water,NULL,Water,Non_Wetland,Wetland
779,Water,Water,NULL,Water,Non_Wetland,Bareland
780,Water,Water,NULL,Water,Non_Wetland,Forest
781,Water,Water,Shrubland,NULL,Non_Wetland,NULL
782,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
783,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
784,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
785,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
786,Water,Water,Shrubland,NULL,Non_Wetland,Forest
787,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
788,Water,Water,Grassland,NULL,Non_Wetland,Cropland
789,Water,Water,Grassland,NULL,Non_Wetland,Forest
790,Water,Water,Cropland,NULL,Non_Wetland,Grassland
791,Water,Water,Cropland,NULL,Non_Wetland,Wetland
792,Water,Water,Cropland,NULL,Non_Wetland,Bareland
793,Water,Water,Cropland,NULL,Non_Wetland,Water
794,Water,Water,Cropland,NULL,Non_Wetland,Forest
795,Water,Water,Wetland,NULL,Wetland,Grassland
796,Water,Water,Wetland,NULL,Wetland,Cropland
797,Water,Water,Wetland,NULL,Wetland,Wetland
798,Water,Water,Wetland,NULL,Wetland,Bareland
799,Water,Water,Wetland,NULL,Wetland,Water
800,Water,Water,Wetland,NULL,Wetland,Forest
801,Water,Water,Wetland,Non_Water,Wetland,Forest
802,Water,Water,Wetland,Water,Wetland,Wetland
803,Water,Water,Wetland,Water,Wetland,Bareland
804,Water,Water,Wetland,Water,Wetland,Water
805,Water,Water,Wetland,Water,Wetland,Forest
806,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
807,Water,Water,Bareland,NULL,Non_Wetland,NULL
808,Water,Water,Bareland,NULL,Non_Wetland,Grassland
809,Water,Water,Bareland,NULL,Non_Wetland,Cropland
810,Water,Water,Bareland,NULL,Non_Wetland,Wetland
811,Water,Water,Bareland,NULL,Non_Wetland,Bareland
812,Water,Water,Bareland,NULL,Non_Wetland,Water
813,Water,Water,Bareland,NULL,Non_Wetland,Forest
814,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
815,Water,Water,Bareland,Water,Non_Wetland,Cropland
816,Water,Water,Bareland,Water,Non_Wetland,Bareland
817,Water,Water,Bareland,Water,Non_Wetland,Water
818,Water,Water,Built-up,NULL,Non_Wetland,Grassland
819,Water,Water,Built-up,NULL,Non_Wetland,Cropland
820,Water,Water,Built-up,NULL,Non_Wetland,Wetland
821,Water,Water,Built-up,NULL,Non_Wetland,Bareland
822,Water,Water,Built-up,NULL,Non_Wetland,Water
823,Water,Water,Built-up,NULL,Non_Wetland,Forest
824,Water,Water,Built-up,Water,Non_Wetland,Forest
825,Water,Water,Water,NULL,Water,Bareland
826,Water,Water,Water,NULL,Water,Water
827,Water,Water,Water,NULL,Water,Forest
828,Water,Water,Water,Non_Water,Water,Bareland
829,Water,Water,Water,Water,Water,Grassland
830,Water,Water,Water,Water,Water,Cropland
831,Water,Water,Water,Water,Water,Bareland
832,Water,Water,Water,Water,Water,Water
833,Water,Water,Water,Water,Water,Forest
834,Water,Water,Forest,NULL,Non_Wetland,NULL
835,Water,Water,Forest,NULL,Non_Wetland,Grassland
836,Water,Water,Forest,NULL,Non_Wetland,Cropland
837,Water,Water,Forest,NULL,Non_Wetland,Wetland
838,Water,Water,Forest,NULL,Non_Wetland,Bareland
839,Water,Water,Forest,NULL,Non_Wetland,Water
840,Water,Water,Forest,NULL,Non_Wetland,Forest
841,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
842,Water,Water,Forest,Non_Water,Non_Wetland,Forest
843,Water,Water,Forest,Water,Non_Wetland,Grassland
844,Water,Water,Forest,Water,Non_Wetland,Cropland
845,Water,Water,Forest,Water,Non_Wetland,Wetland
846,Water,Water,Forest,Water,Non_Wetland,Bareland
847,Water,Water,Forest,Water,Non_Wetland,Water
848,Water,Water,Forest,Water,Non_Wetland,Forest
849,Water,Forest,NULL,NULL,Non_Wetland,Cropland
850,Water,Forest,NULL,NULL,Non_Wetland,Water
851,Water,Forest,NULL,NULL,Non_Wetland,Forest
852,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
853,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
854,Water,Forest,Wetland,NULL,Wetland,Grassland
855,Water,Forest,Wetland,NULL,Wetland,Forest
