Value,AFRICA_2024_DynamicWorld_2024_37PBL_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_37PBL_M_R,AFRICA_2024_GLC_FCS30D_2022_37PBL_M_R,AFRICA_2024_GSW_Yearly_2021_37PBL_M_R,AFRICA_2024_GWL_FCS30D_2022_37PBL_M_R,AFRICA_2024_WorldCover_2021_37PBL_M_R
422,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland
423,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland
424,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland
425,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up
426,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest
427,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
428,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
429,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland
430,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland
431,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland
432,Grassland,Cropland,Wetland,NULL,Wetland,Grassland
433,Grassland,Cropland,Wetland,NULL,Wetland,Cropland
434,Grassland,Cropland,Wetland,NULL,Wetland,Wetland
435,Grassland,Cropland,Wetland,NULL,Wetland,Water
436,Grassland,Cropland,Wetland,NULL,Wetland,Forest
437,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland
438,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland
439,Grassland,Cropland,Wetland,Water,Wetland,Cropland
440,Grassland,Cropland,Wetland,Water,Wetland,Wetland
441,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
442,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland
443,Grassland,Cropland,Bareland,NULL,Non_Wetland,Cropland
444,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland
445,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest
446,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
447,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
448,Grassland,Cropland,Bareland,Water,Non_Wetland,Cropland
449,Grassland,Cropland,Bareland,Water,Non_Wetland,Wetland
450,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland
451,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland
452,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland
453,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
454,Grassland,Cropland,Water,NULL,Water,Wetland
455,Grassland,Cropland,Water,Non_Water,Water,Wetland
456,Grassland,Cropland,Water,Water,Water,Wetland
457,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL
458,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland
459,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland
460,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland
461,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up
462,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest
463,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
464,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
465,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland
466,Grassland,Cropland,Forest,Water,Non_Wetland,Cropland
467,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland
468,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland
469,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
470,Grassland,Wetland,NULL,Water,Non_Wetland,Cropland
471,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland
472,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
473,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
474,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest
475,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland
476,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
477,Grassland,Wetland,Shrubland,Water,Non_Wetland,Cropland
478,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland
479,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland
480,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
481,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland
482,Grassland,Wetland,Cropland,NULL,Non_Wetland,Cropland
483,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland
484,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest
485,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
486,Grassland,Wetland,Cropland,Water,Non_Wetland,Cropland
487,Grassland,Wetland,Cropland,Water,Non_Wetland,Wetland
488,Grassland,Wetland,Wetland,NULL,Wetland,Cropland
489,Grassland,Wetland,Wetland,NULL,Wetland,Wetland
490,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland
491,Grassland,Wetland,Wetland,Water,Wetland,Cropland
492,Grassland,Wetland,Wetland,Water,Wetland,Wetland
493,Grassland,Wetland,Wetland,Water,Wetland,Water
494,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland
495,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland
496,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland
497,Grassland,Wetland,Built-up,NULL,Non_Wetland,Wetland
498,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland
499,Grassland,Wetland,Built-up,Water,Non_Wetland,Wetland
500,Grassland,Wetland,Water,NULL,Water,Wetland
501,Grassland,Wetland,Water,Non_Water,Water,Wetland
502,Grassland,Wetland,Water,Water,Water,Wetland
503,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL
504,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland
505,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland
506,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland
507,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest
508,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Cropland
509,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
510,Grassland,Wetland,Forest,Water,Non_Wetland,Cropland
511,Grassland,Wetland,Forest,Water,Non_Wetland,Wetland
512,Grassland,Built-up,NULL,NULL,Non_Wetland,Cropland
513,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
514,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
515,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL
516,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland
517,Grassland,Built-up,Cropland,NULL,Non_Wetland,Cropland
518,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL
519,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland
520,Grassland,Built-up,Forest,NULL,Non_Wetland,Cropland
521,Grassland,Built-up,Forest,NULL,Non_Wetland,Forest
522,Grassland,Water,NULL,NULL,Non_Wetland,NULL
523,Grassland,Water,NULL,NULL,Non_Wetland,Grassland
524,Grassland,Water,NULL,NULL,Non_Wetland,Wetland
525,Grassland,Water,NULL,NULL,Non_Wetland,Forest
526,Grassland,Water,NULL,Water,Non_Wetland,Wetland
527,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland
528,Grassland,Water,Shrubland,NULL,Non_Wetland,Cropland
529,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland
530,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest
531,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
532,Grassland,Water,Shrubland,Water,Non_Wetland,Cropland
533,Grassland,Water,Shrubland,Water,Non_Wetland,Wetland
534,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland
535,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland
536,Grassland,Water,Cropland,NULL,Non_Wetland,Cropland
537,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland
538,Grassland,Water,Cropland,Water,Non_Wetland,Grassland
539,Grassland,Water,Cropland,Water,Non_Wetland,Cropland
540,Grassland,Water,Wetland,NULL,Wetland,Cropland
541,Grassland,Water,Wetland,NULL,Wetland,Wetland
542,Grassland,Water,Wetland,Non_Water,Wetland,Wetland
543,Grassland,Water,Wetland,Water,Wetland,Wetland
544,Grassland,Water,Bareland,NULL,Non_Wetland,Cropland
545,Grassland,Water,Bareland,NULL,Non_Wetland,Wetland
546,Grassland,Water,Bareland,NULL,Non_Wetland,Forest
547,Grassland,Water,Bareland,Water,Non_Wetland,Wetland
548,Grassland,Water,Built-up,Non_Water,Non_Wetland,Wetland
549,Grassland,Water,Water,NULL,Water,Wetland
550,Grassland,Water,Water,Water,Water,Wetland
551,Grassland,Water,Forest,NULL,Non_Wetland,NULL
552,Grassland,Water,Forest,NULL,Non_Wetland,Grassland
553,Grassland,Water,Forest,NULL,Non_Wetland,Cropland
554,Grassland,Water,Forest,NULL,Non_Wetland,Wetland
555,Grassland,Water,Forest,NULL,Non_Wetland,Forest
556,Grassland,Water,Forest,Non_Water,Non_Wetland,Wetland
557,Grassland,Water,Forest,Water,Non_Wetland,Cropland
558,Grassland,Water,Forest,Water,Non_Wetland,Wetland
559,Grassland,Forest,NULL,NULL,Non_Wetland,NULL
560,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland
561,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland
562,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland
563,Grassland,Forest,NULL,NULL,Non_Wetland,Forest
564,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland
565,Grassland,Forest,NULL,Water,Non_Wetland,Wetland
566,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL
567,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland
568,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland
569,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland
570,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest
571,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
572,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
573,Grassland,Forest,Shrubland,Water,Non_Wetland,Wetland
574,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL
575,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland
576,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL
577,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland
578,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland
579,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland
580,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest
581,Grassland,Forest,Wetland,NULL,Wetland,NULL
582,Grassland,Forest,Wetland,NULL,Wetland,Wetland
583,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland
584,Grassland,Forest,Wetland,Water,Wetland,Cropland
585,Grassland,Forest,Wetland,Water,Wetland,Wetland
586,Grassland,Forest,Bareland,NULL,Non_Wetland,Wetland
587,Grassland,Forest,Bareland,Non_Water,Non_Wetland,Wetland
588,Grassland,Forest,Bareland,Water,Non_Wetland,Wetland
589,Grassland,Forest,Built-up,NULL,Non_Wetland,Wetland
590,Grassland,Forest,Built-up,Non_Water,Non_Wetland,Wetland
591,Grassland,Forest,Water,Water,Water,Wetland
592,Grassland,Forest,Forest,NULL,Non_Wetland,NULL
593,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
594,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
595,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland
596,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
597,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland
598,Grassland,Forest,Forest,Water,Non_Wetland,Wetland
599,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
600,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
601,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
602,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland
603,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
604,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
605,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
606,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland
607,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest
608,Cropland,NULL,NULL,Water,Non_Wetland,Cropland
609,Cropland,NULL,NULL,Water,Non_Wetland,Wetland
610,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
611,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
612,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
613,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland
614,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
615,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
616,Cropland,NULL,Shrubland,NULL,Non_Wetland,Water
617,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
618,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
619,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
620,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
621,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
622,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
623,Cropland,NULL,Shrubland,Water,Non_Wetland,Wetland
624,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
625,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
626,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
627,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
628,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
629,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
630,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
631,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
632,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
633,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
634,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland
635,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
636,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
637,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
638,Cropland,NULL,Cropland,Water,Non_Wetland,Cropland
639,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
640,Cropland,NULL,Wetland,NULL,Wetland,Cropland
641,Cropland,NULL,Wetland,NULL,Wetland,Wetland
642,Cropland,NULL,Wetland,NULL,Wetland,Forest
643,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland
644,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL
645,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
646,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
647,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
648,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
649,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
650,Cropland,NULL,Bareland,NULL,Non_Wetland,Wetland
651,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
652,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
653,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
654,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland
655,Cropland,NULL,Bareland,Water,Non_Wetland,Wetland
656,Cropland,NULL,Bareland,Water,Non_Wetland,Bareland
657,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL
658,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
659,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
660,Cropland,NULL,Built-up,NULL,Non_Wetland,Wetland
661,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
662,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
663,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Wetland
664,Cropland,NULL,Built-up,Water,Non_Wetland,Wetland
665,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
666,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
667,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
668,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
669,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
670,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
671,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
672,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL
673,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
674,Cropland,NULL,Forest,Non_Water,Non_Wetland,Wetland
675,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest
676,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
677,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
678,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
679,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
680,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
681,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
682,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
683,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
684,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
685,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
686,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Cropland
687,Cropland,Cropland,NULL,Non_Water,Non_Wetland,Wetland
688,Cropland,Cropland,NULL,Water,Non_Wetland,Cropland
689,Cropland,Cropland,NULL,Water,Non_Wetland,Wetland
690,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
691,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
692,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
693,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
694,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
695,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
696,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
697,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
698,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
699,Cropland,Cropland,Shrubland,Water,Non_Wetland,Grassland
700,Cropland,Cropland,Shrubland,Water,Non_Wetland,Cropland
701,Cropland,Cropland,Shrubland,Water,Non_Wetland,Wetland
702,Cropland,Cropland,Shrubland,Water,Non_Wetland,Bareland
703,Cropland,Cropland,Shrubland,Water,Non_Wetland,Forest
704,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
705,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
706,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
707,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
708,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
709,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
710,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
711,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
712,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
713,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
714,Cropland,Cropland,Cropland,NULL,Non_Wetland,Wetland
715,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
716,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
717,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
718,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
719,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
720,Cropland,Cropland,Cropland,Water,Non_Wetland,Cropland
721,Cropland,Cropland,Cropland,Water,Non_Wetland,Wetland
722,Cropland,Cropland,Wetland,NULL,Wetland,Cropland
723,Cropland,Cropland,Wetland,NULL,Wetland,Wetland
724,Cropland,Cropland,Wetland,NULL,Wetland,Forest
725,Cropland,Cropland,Wetland,Non_Water,Wetland,Cropland
726,Cropland,Cropland,Wetland,Non_Water,Wetland,Wetland
727,Cropland,Cropland,Wetland,Water,Wetland,Cropland
728,Cropland,Cropland,Wetland,Water,Wetland,Wetland
729,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL
730,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
731,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
732,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland
733,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
734,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
735,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
736,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland
737,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
738,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
739,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
740,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland
741,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
742,Cropland,Cropland,Bareland,NULL,Non_Wetland,Built-up
743,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
744,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
745,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland
746,Cropland,Cropland,Bareland,Water,Non_Wetland,Cropland
747,Cropland,Cropland,Bareland,Water,Non_Wetland,Wetland
748,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
749,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
750,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
751,Cropland,Cropland,Built-up,NULL,Non_Wetland,Wetland
752,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
753,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
754,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
755,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland
756,Cropland,Cropland,Built-up,Water,Non_Wetland,Cropland
757,Cropland,Cropland,Water,NULL,Water,Wetland
758,Cropland,Cropland,Water,Water,Water,Cropland
759,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
760,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
761,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
762,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
763,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
764,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
765,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
766,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
767,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
768,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
769,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
770,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
771,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Forest
772,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
773,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
774,Cropland,Cropland,Forest,Water,Non_Wetland,Wetland
775,Cropland,Cropland,Forest,Water,Non_Wetland,Forest
776,Cropland,Wetland,NULL,NULL,Non_Wetland,Grassland
777,Cropland,Wetland,NULL,NULL,Non_Wetland,Cropland
778,Cropland,Wetland,NULL,NULL,Non_Wetland,Wetland
779,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Cropland
780,Cropland,Wetland,NULL,Non_Water,Non_Wetland,Wetland
781,Cropland,Wetland,NULL,Water,Non_Wetland,Wetland
782,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL
783,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Cropland
784,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
785,Cropland,Wetland,Shrubland,NULL,Non_Wetland,Forest
786,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
787,Cropland,Wetland,Shrubland,Water,Non_Wetland,Wetland
788,Cropland,Wetland,Cropland,NULL,Non_Wetland,Grassland
789,Cropland,Wetland,Cropland,NULL,Non_Wetland,Cropland
790,Cropland,Wetland,Cropland,NULL,Non_Wetland,Wetland
791,Cropland,Wetland,Cropland,Water,Non_Wetland,Wetland
792,Cropland,Wetland,Wetland,NULL,Wetland,Wetland
793,Cropland,Wetland,Wetland,NULL,Wetland,Forest
794,Cropland,Wetland,Wetland,Water,Wetland,Wetland
795,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL
796,Cropland,Wetland,Forest,NULL,Non_Wetland,Grassland
797,Cropland,Wetland,Forest,NULL,Non_Wetland,Cropland
798,Cropland,Wetland,Forest,NULL,Non_Wetland,Wetland
799,Cropland,Wetland,Forest,NULL,Non_Wetland,Forest
800,Cropland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
801,Cropland,Wetland,Forest,Water,Non_Wetland,Cropland
802,Cropland,Wetland,Forest,Water,Non_Wetland,Wetland
803,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
804,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
805,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
806,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
807,Cropland,Built-up,NULL,NULL,Non_Wetland,Wetland
808,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
809,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
810,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
811,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL
812,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
813,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
814,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland
815,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
816,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
817,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
818,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland
819,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL
820,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
821,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
822,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
823,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
824,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL
825,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
826,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
827,Cropland,Built-up,Cropland,NULL,Non_Wetland,Wetland
828,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
829,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
830,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
831,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
832,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland
833,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
834,Cropland,Built-up,Bareland,NULL,Non_Wetland,Bareland
835,Cropland,Built-up,Bareland,NULL,Non_Wetland,Built-up
836,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland
837,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
838,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland
