Value,AFRICA_2024_DynamicWorld_2024_36PZR_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_36PZR_M_R,AFRICA_2024_GLC_FCS30D_2022_36PZR_M_R,AFRICA_2024_GSW_Yearly_2021_36PZR_M_R,AFRICA_2024_GWL_FCS30D_2022_36PZR_M_R,AFRICA_2024_WorldCover_2021_36PZR_M_R
423,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland
424,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland
425,Grassland,Forest,Forest,NULL,Non_Wetland,Forest
426,Grassland,Forest,Forest,Water,Non_Wetland,Cropland
427,Cropland,NULL,NULL,NULL,Non_Wetland,NULL
428,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland
429,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland
430,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland
431,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up
432,Cropland,NULL,NULL,NULL,Non_Wetland,Forest
433,Cropland,NULL,NULL,Non_Water,Non_Wetland,Cropland
434,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL
435,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland
436,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland
437,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland
438,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up
439,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest
440,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
441,Cropland,NULL,Shrubland,Water,Non_Wetland,Cropland
442,Cropland,NULL,Shrubland,Water,Non_Wetland,Bareland
443,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL
444,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland
445,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland
446,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland
447,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up
448,Cropland,NULL,Grassland,NULL,Non_Wetland,Water
449,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest
450,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Cropland
451,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL
452,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland
453,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland
454,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland
455,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up
456,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest
457,Cropland,NULL,Cropland,Water,Non_Wetland,Bareland
458,Cropland,NULL,Cropland,Water,Non_Wetland,Water
459,Cropland,NULL,Wetland,NULL,Wetland,Cropland
460,Cropland,NULL,Wetland,NULL,Wetland,Forest
461,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
462,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
463,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
464,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL
465,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland
466,Cropland,NULL,Bareland,NULL,Non_Wetland,Cropland
467,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland
468,Cropland,NULL,Bareland,NULL,Non_Wetland,Built-up
469,Cropland,NULL,Bareland,NULL,Non_Wetland,Water
470,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest
471,Cropland,NULL,Bareland,Water,Non_Wetland,Grassland
472,Cropland,NULL,Bareland,Water,Non_Wetland,Cropland
473,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland
474,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland
475,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland
476,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up
477,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest
478,Cropland,NULL,Forest,NULL,Non_Wetland,NULL
479,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland
480,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland
481,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland
482,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland
483,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up
484,Cropland,NULL,Forest,NULL,Non_Wetland,Forest
485,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland
486,Cropland,NULL,Forest,Non_Water,Non_Wetland,Cropland
487,Cropland,NULL,Forest,Water,Non_Wetland,Grassland
488,Cropland,NULL,Forest,Water,Non_Wetland,Cropland
489,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL
490,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland
491,Cropland,Cropland,NULL,NULL,Non_Wetland,Cropland
492,Cropland,Cropland,NULL,NULL,Non_Wetland,Wetland
493,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland
494,Cropland,Cropland,NULL,NULL,Non_Wetland,Built-up
495,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest
496,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL
497,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL
498,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
499,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
500,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
501,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
502,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
503,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Forest
504,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
505,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL
506,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland
507,Cropland,Cropland,Grassland,NULL,Non_Wetland,Cropland
508,Cropland,Cropland,Grassland,NULL,Non_Wetland,Wetland
509,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland
510,Cropland,Cropland,Grassland,NULL,Non_Wetland,Built-up
511,Cropland,Cropland,Grassland,NULL,Non_Wetland,Forest
512,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL
513,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland
514,Cropland,Cropland,Cropland,NULL,Non_Wetland,Cropland
515,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland
516,Cropland,Cropland,Cropland,NULL,Non_Wetland,Built-up
517,Cropland,Cropland,Cropland,NULL,Non_Wetland,Forest
518,Cropland,Cropland,Wetland,NULL,Wetland,Forest
519,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
520,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
521,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up
522,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest
523,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL
524,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland
525,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland
526,Cropland,Cropland,Bareland,NULL,Non_Wetland,Bareland
527,Cropland,Cropland,Bareland,NULL,Non_Wetland,Forest
528,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL
529,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland
530,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland
531,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland
532,Cropland,Cropland,Built-up,NULL,Non_Wetland,Built-up
533,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest
534,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL
535,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland
536,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland
537,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland
538,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland
539,Cropland,Cropland,Forest,NULL,Non_Wetland,Built-up
540,Cropland,Cropland,Forest,NULL,Non_Wetland,Water
541,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest
542,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL
543,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
544,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland
545,Cropland,Cropland,Forest,Water,Non_Wetland,Grassland
546,Cropland,Cropland,Forest,Water,Non_Wetland,Cropland
547,Cropland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
548,Cropland,Bareland,Bareland,NULL,Non_Wetland,Cropland
549,Cropland,Bareland,Bareland,NULL,Non_Wetland,Bareland
550,Cropland,Bareland,Bareland,Water,Non_Wetland,Cropland
551,Cropland,Bareland,Bareland,Water,Non_Wetland,Bareland
552,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL
553,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland
554,Cropland,Built-up,NULL,NULL,Non_Wetland,Cropland
555,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland
556,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up
557,Cropland,Built-up,NULL,NULL,Non_Wetland,Forest
558,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
559,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Cropland
560,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
561,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
562,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Forest
563,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland
564,Cropland,Built-up,Grassland,NULL,Non_Wetland,Cropland
565,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland
566,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up
567,Cropland,Built-up,Cropland,NULL,Non_Wetland,Grassland
568,Cropland,Built-up,Cropland,NULL,Non_Wetland,Cropland
569,Cropland,Built-up,Cropland,NULL,Non_Wetland,Bareland
570,Cropland,Built-up,Cropland,NULL,Non_Wetland,Built-up
571,Cropland,Built-up,Cropland,NULL,Non_Wetland,Forest
572,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
573,Cropland,Built-up,Bareland,NULL,Non_Wetland,Cropland
574,Cropland,Built-up,Built-up,NULL,Non_Wetland,Cropland
575,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up
576,Cropland,Built-up,Built-up,NULL,Non_Wetland,Forest
577,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL
578,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland
579,Cropland,Built-up,Forest,NULL,Non_Wetland,Cropland
580,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up
581,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest
582,Cropland,Water,NULL,NULL,Non_Wetland,Grassland
583,Cropland,Water,NULL,NULL,Non_Wetland,Cropland
584,Cropland,Water,NULL,NULL,Non_Wetland,Forest
585,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland
586,Cropland,Water,Shrubland,NULL,Non_Wetland,Cropland
587,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland
588,Cropland,Water,Shrubland,NULL,Non_Wetland,Forest
589,Cropland,Water,Shrubland,Water,Non_Wetland,Cropland
590,Cropland,Water,Grassland,NULL,Non_Wetland,Cropland
591,Cropland,Water,Cropland,NULL,Non_Wetland,Grassland
592,Cropland,Water,Cropland,NULL,Non_Wetland,Cropland
593,Cropland,Water,Cropland,NULL,Non_Wetland,Water
594,Cropland,Water,Wetland,NULL,Wetland,Cropland
595,Cropland,Water,Wetland,NULL,Wetland,Forest
596,Cropland,Water,Wetland,Water,Wetland,Cropland
597,Cropland,Water,Bareland,NULL,Non_Wetland,NULL
598,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland
599,Cropland,Water,Bareland,NULL,Non_Wetland,Cropland
600,Cropland,Water,Bareland,NULL,Non_Wetland,Bareland
601,Cropland,Water,Bareland,NULL,Non_Wetland,Water
602,Cropland,Water,Bareland,NULL,Non_Wetland,Forest
603,Cropland,Water,Bareland,Water,Non_Wetland,Cropland
604,Cropland,Water,Bareland,Water,Non_Wetland,Bareland
605,Cropland,Water,Built-up,NULL,Non_Wetland,Cropland
606,Cropland,Water,Forest,NULL,Non_Wetland,NULL
607,Cropland,Water,Forest,NULL,Non_Wetland,Grassland
608,Cropland,Water,Forest,NULL,Non_Wetland,Cropland
609,Cropland,Water,Forest,NULL,Non_Wetland,Bareland
610,Cropland,Water,Forest,NULL,Non_Wetland,Water
611,Cropland,Water,Forest,NULL,Non_Wetland,Forest
612,Cropland,Water,Forest,Water,Non_Wetland,Grassland
613,Cropland,Water,Forest,Water,Non_Wetland,Cropland
614,Cropland,Forest,NULL,NULL,Non_Wetland,NULL
615,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland
616,Cropland,Forest,NULL,NULL,Non_Wetland,Cropland
617,Cropland,Forest,NULL,NULL,Non_Wetland,Forest
618,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL
619,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland
620,Cropland,Forest,Shrubland,NULL,Non_Wetland,Cropland
621,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland
622,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up
623,Cropland,Forest,Shrubland,NULL,Non_Wetland,Forest
624,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL
625,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland
626,Cropland,Forest,Grassland,NULL,Non_Wetland,Cropland
627,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest
628,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL
629,Cropland,Forest,Cropland,NULL,Non_Wetland,Grassland
630,Cropland,Forest,Cropland,NULL,Non_Wetland,Cropland
631,Cropland,Forest,Cropland,NULL,Non_Wetland,Bareland
632,Cropland,Forest,Cropland,NULL,Non_Wetland,Built-up
633,Cropland,Forest,Cropland,NULL,Non_Wetland,Forest
634,Cropland,Forest,Bareland,NULL,Non_Wetland,Cropland
635,Cropland,Forest,Bareland,NULL,Non_Wetland,Forest
636,Cropland,Forest,Forest,NULL,Non_Wetland,NULL
637,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland
638,Cropland,Forest,Forest,NULL,Non_Wetland,Cropland
639,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland
640,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up
641,Cropland,Forest,Forest,NULL,Non_Wetland,Forest
642,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland
643,Wetland,NULL,NULL,NULL,Non_Wetland,Cropland
644,Wetland,NULL,NULL,NULL,Non_Wetland,Forest
645,Wetland,NULL,NULL,Water,Non_Wetland,Cropland
646,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL
647,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland
648,Wetland,NULL,Shrubland,NULL,Non_Wetland,Cropland
649,Wetland,NULL,Shrubland,NULL,Non_Wetland,Forest
650,Wetland,NULL,Grassland,NULL,Non_Wetland,Cropland
651,Wetland,NULL,Cropland,NULL,Non_Wetland,Cropland
652,Wetland,NULL,Cropland,NULL,Non_Wetland,Forest
653,Wetland,NULL,Cropland,Water,Non_Wetland,Cropland
654,Wetland,NULL,Wetland,NULL,Wetland,Cropland
655,Wetland,NULL,Wetland,NULL,Wetland,Wetland
656,Wetland,NULL,Wetland,NULL,Wetland,Forest
657,Wetland,NULL,Wetland,Water,Wetland,Cropland
658,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland
659,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL
660,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
661,Wetland,NULL,Bareland,NULL,Non_Wetland,Cropland
662,Wetland,NULL,Bareland,NULL,Non_Wetland,Bareland
663,Wetland,NULL,Bareland,NULL,Non_Wetland,Forest
664,Wetland,NULL,Bareland,Water,Non_Wetland,Cropland
665,Wetland,NULL,Bareland,Water,Non_Wetland,Forest
666,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
667,Wetland,NULL,Built-up,NULL,Non_Wetland,Cropland
668,Wetland,NULL,Built-up,NULL,Non_Wetland,Forest
669,Wetland,NULL,Built-up,Water,Non_Wetland,Bareland
670,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
671,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
672,Wetland,NULL,Forest,NULL,Non_Wetland,Cropland
673,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
674,Wetland,Cropland,NULL,NULL,Non_Wetland,Grassland
675,Wetland,Cropland,NULL,NULL,Non_Wetland,Cropland
676,Wetland,Cropland,NULL,NULL,Non_Wetland,Forest
677,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
678,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
679,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Forest
680,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
681,Wetland,Cropland,Cropland,NULL,Non_Wetland,Forest
682,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
683,Wetland,Cropland,Bareland,NULL,Non_Wetland,Grassland
684,Wetland,Cropland,Bareland,NULL,Non_Wetland,Cropland
685,Wetland,Cropland,Bareland,NULL,Non_Wetland,Bareland
686,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL
687,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
688,Wetland,Cropland,Forest,NULL,Non_Wetland,Cropland
689,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
690,Wetland,Cropland,Forest,Water,Non_Wetland,Forest
691,Wetland,Wetland,Wetland,NULL,Wetland,Forest
692,Wetland,Water,NULL,NULL,Non_Wetland,Cropland
693,Wetland,Water,NULL,NULL,Non_Wetland,Bareland
694,Wetland,Water,NULL,NULL,Non_Wetland,Forest
695,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
696,Wetland,Water,Shrubland,NULL,Non_Wetland,Cropland
697,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
698,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
699,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
700,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
701,Wetland,Water,Shrubland,Water,Non_Wetland,Cropland
702,Wetland,Water,Cropland,NULL,Non_Wetland,Cropland
703,Wetland,Water,Cropland,NULL,Non_Wetland,Forest
704,Wetland,Water,Wetland,NULL,Wetland,Cropland
705,Wetland,Water,Wetland,NULL,Wetland,Wetland
706,Wetland,Water,Wetland,NULL,Wetland,Water
707,Wetland,Water,Wetland,NULL,Wetland,Forest
708,Wetland,Water,Wetland,Non_Water,Wetland,Cropland
709,Wetland,Water,Wetland,Non_Water,Wetland,Forest
710,Wetland,Water,Wetland,Water,Wetland,Cropland
711,Wetland,Water,Wetland,Water,Wetland,Wetland
712,Wetland,Water,Wetland,Water,Wetland,Water
713,Wetland,Water,Wetland,Water,Wetland,Forest
714,Wetland,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
715,Wetland,Water,Bareland,NULL,Non_Wetland,Cropland
716,Wetland,Water,Bareland,NULL,Non_Wetland,Wetland
717,Wetland,Water,Bareland,NULL,Non_Wetland,Bareland
718,Wetland,Water,Bareland,NULL,Non_Wetland,Water
719,Wetland,Water,Bareland,NULL,Non_Wetland,Forest
720,Wetland,Water,Bareland,Non_Water,Non_Wetland,Cropland
721,Wetland,Water,Bareland,Non_Water,Non_Wetland,Forest
722,Wetland,Water,Bareland,Water,Non_Wetland,Cropland
723,Wetland,Water,Bareland,Water,Non_Wetland,Water
724,Wetland,Water,Bareland,Water,Non_Wetland,Forest
725,Wetland,Water,Built-up,NULL,Non_Wetland,Grassland
726,Wetland,Water,Built-up,NULL,Non_Wetland,Cropland
727,Wetland,Water,Built-up,NULL,Non_Wetland,Water
728,Wetland,Water,Built-up,NULL,Non_Wetland,Forest
729,Wetland,Water,Built-up,Water,Non_Wetland,Cropland
730,Wetland,Water,Built-up,Water,Non_Wetland,Water
731,Wetland,Water,Built-up,Water,Non_Wetland,Forest
732,Wetland,Water,Water,NULL,Water,Cropland
733,Wetland,Water,Water,NULL,Water,Water
734,Wetland,Water,Water,NULL,Water,Forest
735,Wetland,Water,Water,Water,Water,Cropland
736,Wetland,Water,Water,Water,Water,Water
737,Wetland,Water,Water,Water,Water,Forest
738,Wetland,Water,Forest,NULL,Non_Wetland,NULL
739,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
740,Wetland,Water,Forest,NULL,Non_Wetland,Cropland
741,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
742,Wetland,Water,Forest,NULL,Non_Wetland,Bareland
743,Wetland,Water,Forest,NULL,Non_Wetland,Water
744,Wetland,Water,Forest,NULL,Non_Wetland,Forest
745,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
746,Wetland,Water,Forest,Non_Water,Non_Wetland,Cropland
747,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
748,Wetland,Water,Forest,Water,Non_Wetland,Cropland
749,Wetland,Water,Forest,Water,Non_Wetland,Bareland
750,Wetland,Water,Forest,Water,Non_Wetland,Water
751,Wetland,Water,Forest,Water,Non_Wetland,Forest
752,Wetland,Forest,NULL,NULL,Non_Wetland,Grassland
753,Wetland,Forest,Shrubland,NULL,Non_Wetland,Cropland
754,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
755,Wetland,Forest,Wetland,NULL,Wetland,Forest
756,Wetland,Forest,Bareland,NULL,Non_Wetland,NULL
757,Wetland,Forest,Bareland,NULL,Non_Wetland,Forest
758,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
759,Wetland,Forest,Water,NULL,Water,Forest
760,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
761,Wetland,Forest,Forest,NULL,Non_Wetland,Cropland
762,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
763,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
764,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
765,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
766,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
767,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
768,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
769,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
770,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
771,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
772,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
773,Bareland,NULL,Grassland,NULL,Non_Wetland,Water
774,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL
775,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
776,Bareland,NULL,Cropland,NULL,Non_Wetland,Cropland
777,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
778,Bareland,NULL,Cropland,Water,Non_Wetland,Cropland
779,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
780,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland
781,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
782,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
783,Bareland,NULL,Bareland,NULL,Non_Wetland,Water
784,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
785,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
786,Bareland,NULL,Forest,NULL,Non_Wetland,Cropland
787,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
788,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland
789,Bareland,Cropland,NULL,NULL,Non_Wetland,Cropland
790,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland
791,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL
792,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
793,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Cropland
794,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
795,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
796,Bareland,Cropland,Grassland,NULL,Non_Wetland,Cropland
797,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland
798,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
799,Bareland,Cropland,Cropland,NULL,Non_Wetland,Cropland
800,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
801,Bareland,Cropland,Bareland,NULL,Non_Wetland,Grassland
802,Bareland,Cropland,Bareland,NULL,Non_Wetland,Cropland
803,Bareland,Cropland,Bareland,NULL,Non_Wetland,Bareland
804,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
805,Bareland,Cropland,Built-up,NULL,Non_Wetland,Cropland
806,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
807,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
808,Bareland,Cropland,Forest,NULL,Non_Wetland,Cropland
809,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland
810,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
811,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Cropland
812,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
813,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
814,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
815,Bareland,Bareland,Grassland,NULL,Non_Wetland,Cropland
816,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
817,Bareland,Bareland,Grassland,NULL,Non_Wetland,Water
818,Bareland,Bareland,Grassland,Water,Non_Wetland,Cropland
819,Bareland,Bareland,Cropland,NULL,Non_Wetland,Cropland
820,Bareland,Bareland,Bareland,NULL,Non_Wetland,Cropland
821,Bareland,Bareland,Bareland,NULL,Non_Wetland,Bareland
822,Bareland,Bareland,Bareland,Water,Non_Wetland,Cropland
823,Bareland,Bareland,Bareland,Water,Non_Wetland,Bareland
824,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
825,Bareland,Bareland,Built-up,Water,Non_Wetland,Cropland
826,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
827,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
828,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
829,Bareland,Built-up,Bareland,NULL,Non_Wetland,Built-up
830,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
831,Bareland,Water,Shrubland,NULL,Non_Wetland,Cropland
832,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
833,Bareland,Water,Shrubland,NULL,Non_Wetland,Water
834,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
835,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
836,Bareland,Water,Shrubland,Water,Non_Wetland,Cropland
837,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
838,Bareland,Water,Shrubland,Water,Non_Wetland,Water
839,Bareland,Water,Grassland,NULL,Non_Wetland,Grassland
840,Bareland,Water,Grassland,NULL,Non_Wetland,Cropland
841,Bareland,Water,Grassland,NULL,Non_Wetland,Bareland
842,Bareland,Water,Grassland,Water,Non_Wetland,Cropland
843,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
844,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
845,Bareland,Water,Cropland,NULL,Non_Wetland,Cropland
846,Bareland,Water,Cropland,NULL,Non_Wetland,Bareland
847,Bareland,Water,Cropland,Water,Non_Wetland,Cropland
