Value,AFRICA_2024_DynamicWorld_2024_35NNJ_M_R,AFRICA_2024_ESRI_Annual_LULC_2024_35NNJ_M_R,AFRICA_2024_GLC_FCS30D_2022_35NNJ_M_R,AFRICA_2024_GSW_Yearly_2021_35NNJ_M_R,AFRICA_2024_GWL_FCS30D_2022_35NNJ_M_R,AFRICA_2024_WorldCover_2021_35NNJ_M_R
427,Wetland,NULL,Wetland,Water,Wetland,Grassland
428,Wetland,NULL,Wetland,Water,Wetland,Cropland
429,Wetland,NULL,Wetland,Water,Wetland,Wetland
430,Wetland,NULL,Wetland,Water,Wetland,Forest
431,Wetland,NULL,Bareland,NULL,Non_Wetland,Grassland
432,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland
433,Wetland,NULL,Water,NULL,Water,Grassland
434,Wetland,NULL,Water,Non_Water,Water,NULL
435,Wetland,NULL,Water,Non_Water,Water,Wetland
436,Wetland,NULL,Water,Water,Water,Grassland
437,Wetland,NULL,Water,Water,Water,Wetland
438,Wetland,NULL,Forest,NULL,Non_Wetland,NULL
439,Wetland,NULL,Forest,NULL,Non_Wetland,Grassland
440,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland
441,Wetland,NULL,Forest,NULL,Non_Wetland,Forest
442,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL
443,Wetland,NULL,Forest,Non_Water,Non_Wetland,Grassland
444,Wetland,NULL,Forest,Non_Water,Non_Wetland,Wetland
445,Wetland,NULL,Forest,Non_Water,Non_Wetland,Forest
446,Wetland,NULL,Forest,Water,Non_Wetland,NULL
447,Wetland,NULL,Forest,Water,Non_Wetland,Grassland
448,Wetland,NULL,Forest,Water,Non_Wetland,Wetland
449,Wetland,NULL,Forest,Water,Non_Wetland,Forest
450,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
451,Wetland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
452,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
453,Wetland,Wetland,NULL,NULL,Non_Wetland,Grassland
454,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL
455,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
456,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
457,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
458,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
459,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
460,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
461,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
462,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
463,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
464,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Cropland
465,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
466,Wetland,Wetland,Wetland,NULL,Wetland,NULL
467,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
468,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
469,Wetland,Wetland,Wetland,NULL,Wetland,Forest
470,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
471,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
472,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
473,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
474,Wetland,Wetland,Wetland,Water,Wetland,NULL
475,Wetland,Wetland,Wetland,Water,Wetland,Grassland
476,Wetland,Wetland,Wetland,Water,Wetland,Wetland
477,Wetland,Wetland,Wetland,Water,Wetland,Forest
478,Wetland,Wetland,Built-up,NULL,Non_Wetland,Grassland
479,Wetland,Wetland,Built-up,Non_Water,Non_Wetland,Grassland
480,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
481,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
482,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
483,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
484,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
485,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
486,Wetland,Water,NULL,NULL,Non_Wetland,Grassland
487,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
488,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
489,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
490,Wetland,Water,Shrubland,Water,Non_Wetland,NULL
491,Wetland,Water,Shrubland,Water,Non_Wetland,Grassland
492,Wetland,Water,Shrubland,Water,Non_Wetland,Forest
493,Wetland,Water,Wetland,NULL,Wetland,Wetland
494,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
495,Wetland,Water,Wetland,Non_Water,Wetland,Forest
496,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL
497,Wetland,Water,Forest,Non_Water,Non_Wetland,Grassland
498,Wetland,Water,Forest,Water,Non_Wetland,Forest
499,Wetland,Forest,Shrubland,NULL,Non_Wetland,NULL
500,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
501,Wetland,Forest,Shrubland,NULL,Non_Wetland,Wetland
502,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
503,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL
504,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
505,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Wetland
506,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Forest
507,Wetland,Forest,Shrubland,Water,Non_Wetland,Grassland
508,Wetland,Forest,Wetland,NULL,Wetland,NULL
509,Wetland,Forest,Wetland,NULL,Wetland,Grassland
510,Wetland,Forest,Wetland,NULL,Wetland,Wetland
511,Wetland,Forest,Wetland,NULL,Wetland,Forest
512,Wetland,Forest,Wetland,Non_Water,Wetland,NULL
513,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
514,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
515,Wetland,Forest,Wetland,Water,Wetland,Grassland
516,Wetland,Forest,Wetland,Water,Wetland,Wetland
517,Wetland,Forest,Forest,NULL,Non_Wetland,NULL
518,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
519,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
520,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
521,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL
522,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
523,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
524,Bareland,NULL,NULL,NULL,Non_Wetland,NULL
525,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
526,Bareland,NULL,NULL,NULL,Non_Wetland,Cropland
527,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
528,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
529,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
530,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
531,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
532,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
533,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
534,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
535,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
536,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
537,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
538,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
539,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
540,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
541,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
542,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
543,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
544,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
545,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
546,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
547,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
548,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
549,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
550,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
551,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
552,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
553,Bareland,NULL,Cropland,Water,Non_Wetland,Grassland
554,Bareland,NULL,Wetland,NULL,Wetland,Grassland
555,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
556,Bareland,NULL,Built-up,NULL,Non_Wetland,Cropland
557,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
558,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
559,Bareland,NULL,Water,Water,Water,Bareland
560,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
561,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
562,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
563,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
564,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
565,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
566,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
567,Bareland,Bareland,Cropland,NULL,Non_Wetland,Built-up
568,Bareland,Bareland,Built-up,NULL,Non_Wetland,Bareland
569,Bareland,Bareland,Built-up,NULL,Non_Wetland,Built-up
570,Bareland,Built-up,NULL,NULL,Non_Wetland,Bareland
571,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
572,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Bareland
573,Bareland,Built-up,Shrubland,NULL,Non_Wetland,Built-up
574,Bareland,Built-up,Grassland,NULL,Non_Wetland,Bareland
575,Bareland,Built-up,Grassland,NULL,Non_Wetland,Built-up
576,Bareland,Built-up,Cropland,NULL,Non_Wetland,Grassland
577,Bareland,Built-up,Cropland,NULL,Non_Wetland,Bareland
578,Bareland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland
579,Bareland,Built-up,Bareland,NULL,Non_Wetland,Bareland
580,Bareland,Built-up,Built-up,NULL,Non_Wetland,Grassland
581,Bareland,Built-up,Built-up,NULL,Non_Wetland,Bareland
582,Bareland,Built-up,Built-up,NULL,Non_Wetland,Built-up
583,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL
584,Bareland,Water,Shrubland,NULL,Non_Wetland,Grassland
585,Bareland,Water,Shrubland,NULL,Non_Wetland,Wetland
586,Bareland,Water,Shrubland,NULL,Non_Wetland,Bareland
587,Bareland,Water,Shrubland,Non_Water,Non_Wetland,Water
588,Bareland,Water,Shrubland,Water,Non_Wetland,Grassland
589,Bareland,Water,Shrubland,Water,Non_Wetland,Wetland
590,Bareland,Water,Shrubland,Water,Non_Wetland,Bareland
591,Bareland,Water,Shrubland,Water,Non_Wetland,Water
592,Bareland,Water,Grassland,Water,Non_Wetland,Wetland
593,Bareland,Water,Grassland,Water,Non_Wetland,Bareland
594,Bareland,Water,Cropland,NULL,Non_Wetland,Grassland
595,Bareland,Water,Water,Water,Water,Bareland
596,Water,NULL,NULL,NULL,Non_Wetland,NULL
597,Water,NULL,NULL,NULL,Non_Wetland,Grassland
598,Water,NULL,NULL,NULL,Non_Wetland,Wetland
599,Water,NULL,NULL,NULL,Non_Wetland,Bareland
600,Water,NULL,NULL,NULL,Non_Wetland,Water
601,Water,NULL,NULL,NULL,Non_Wetland,Forest
602,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland
603,Water,NULL,NULL,Non_Water,Non_Wetland,Forest
604,Water,NULL,NULL,Water,Non_Wetland,Grassland
605,Water,NULL,NULL,Water,Non_Wetland,Wetland
606,Water,NULL,NULL,Water,Non_Wetland,Bareland
607,Water,NULL,NULL,Water,Non_Wetland,Forest
608,Water,NULL,Shrubland,NULL,Non_Wetland,NULL
609,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland
610,Water,NULL,Shrubland,NULL,Non_Wetland,Cropland
611,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland
612,Water,NULL,Shrubland,NULL,Non_Wetland,Bareland
613,Water,NULL,Shrubland,NULL,Non_Wetland,Forest
614,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL
615,Water,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
616,Water,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
617,Water,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
618,Water,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
619,Water,NULL,Shrubland,Non_Water,Non_Wetland,Forest
620,Water,NULL,Shrubland,Water,Non_Wetland,NULL
621,Water,NULL,Shrubland,Water,Non_Wetland,Grassland
622,Water,NULL,Shrubland,Water,Non_Wetland,Cropland
623,Water,NULL,Shrubland,Water,Non_Wetland,Wetland
624,Water,NULL,Shrubland,Water,Non_Wetland,Bareland
625,Water,NULL,Shrubland,Water,Non_Wetland,Water
626,Water,NULL,Shrubland,Water,Non_Wetland,Forest
627,Water,NULL,Grassland,NULL,Non_Wetland,Grassland
628,Water,NULL,Cropland,NULL,Non_Wetland,Grassland
629,Water,NULL,Cropland,NULL,Non_Wetland,Bareland
630,Water,NULL,Wetland,NULL,Wetland,NULL
631,Water,NULL,Wetland,NULL,Wetland,Grassland
632,Water,NULL,Wetland,NULL,Wetland,Wetland
633,Water,NULL,Wetland,NULL,Wetland,Forest
634,Water,NULL,Wetland,Non_Water,Wetland,NULL
635,Water,NULL,Wetland,Non_Water,Wetland,Grassland
636,Water,NULL,Wetland,Non_Water,Wetland,Wetland
637,Water,NULL,Wetland,Non_Water,Wetland,Water
638,Water,NULL,Wetland,Non_Water,Wetland,Forest
639,Water,NULL,Wetland,Water,Wetland,NULL
640,Water,NULL,Wetland,Water,Wetland,Grassland
641,Water,NULL,Wetland,Water,Wetland,Cropland
642,Water,NULL,Wetland,Water,Wetland,Wetland
643,Water,NULL,Wetland,Water,Wetland,Forest
644,Water,NULL,Bareland,NULL,Non_Wetland,Grassland
645,Water,NULL,Bareland,Non_Water,Non_Wetland,Water
646,Water,NULL,Bareland,Water,Non_Wetland,Cropland
647,Water,NULL,Built-up,NULL,Non_Wetland,Grassland
648,Water,NULL,Built-up,NULL,Non_Wetland,Bareland
649,Water,NULL,Built-up,NULL,Non_Wetland,Forest
650,Water,NULL,Built-up,Non_Water,Non_Wetland,Grassland
651,Water,NULL,Water,NULL,Water,Grassland
652,Water,NULL,Water,NULL,Water,Wetland
653,Water,NULL,Water,NULL,Water,Water
654,Water,NULL,Water,NULL,Water,Forest
655,Water,NULL,Water,Non_Water,Water,Grassland
656,Water,NULL,Water,Water,Water,Wetland
657,Water,NULL,Water,Water,Water,Bareland
658,Water,NULL,Water,Water,Water,Water
659,Water,NULL,Forest,NULL,Non_Wetland,NULL
660,Water,NULL,Forest,NULL,Non_Wetland,Grassland
661,Water,NULL,Forest,NULL,Non_Wetland,Wetland
662,Water,NULL,Forest,NULL,Non_Wetland,Bareland
663,Water,NULL,Forest,NULL,Non_Wetland,Water
664,Water,NULL,Forest,NULL,Non_Wetland,Forest
665,Water,NULL,Forest,Non_Water,Non_Wetland,NULL
666,Water,NULL,Forest,Non_Water,Non_Wetland,Grassland
667,Water,NULL,Forest,Non_Water,Non_Wetland,Wetland
668,Water,NULL,Forest,Non_Water,Non_Wetland,Forest
669,Water,NULL,Forest,Water,Non_Wetland,Grassland
670,Water,NULL,Forest,Water,Non_Wetland,Cropland
671,Water,NULL,Forest,Water,Non_Wetland,Wetland
672,Water,NULL,Forest,Water,Non_Wetland,Forest
673,Water,Cropland,Shrubland,NULL,Non_Wetland,Grassland
674,Water,Cropland,Shrubland,NULL,Non_Wetland,Wetland
675,Water,Cropland,Shrubland,Water,Non_Wetland,Grassland
676,Water,Cropland,Wetland,NULL,Wetland,Grassland
677,Water,Cropland,Wetland,NULL,Wetland,Wetland
678,Water,Cropland,Wetland,NULL,Wetland,Forest
679,Water,Wetland,NULL,NULL,Non_Wetland,Wetland
680,Water,Wetland,NULL,NULL,Non_Wetland,Water
681,Water,Wetland,NULL,NULL,Non_Wetland,Forest
682,Water,Wetland,Shrubland,NULL,Non_Wetland,Grassland
683,Water,Wetland,Shrubland,NULL,Non_Wetland,Wetland
684,Water,Wetland,Shrubland,NULL,Non_Wetland,Forest
685,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
686,Water,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
687,Water,Wetland,Shrubland,Water,Non_Wetland,Wetland
688,Water,Wetland,Shrubland,Water,Non_Wetland,Forest
689,Water,Wetland,Wetland,NULL,Wetland,NULL
690,Water,Wetland,Wetland,NULL,Wetland,Grassland
691,Water,Wetland,Wetland,NULL,Wetland,Wetland
692,Water,Wetland,Wetland,NULL,Wetland,Water
693,Water,Wetland,Wetland,NULL,Wetland,Forest
694,Water,Wetland,Wetland,Non_Water,Wetland,Grassland
695,Water,Wetland,Wetland,Non_Water,Wetland,Wetland
696,Water,Wetland,Wetland,Non_Water,Wetland,Forest
697,Water,Wetland,Wetland,Water,Wetland,Grassland
698,Water,Wetland,Wetland,Water,Wetland,Wetland
699,Water,Wetland,Wetland,Water,Wetland,Forest
700,Water,Wetland,Water,Water,Water,Forest
701,Water,Wetland,Forest,NULL,Non_Wetland,Grassland
702,Water,Wetland,Forest,NULL,Non_Wetland,Forest
703,Water,Wetland,Forest,Non_Water,Non_Wetland,Forest
704,Water,Wetland,Forest,Water,Non_Wetland,Wetland
705,Water,Wetland,Forest,Water,Non_Wetland,Forest
706,Water,Bareland,NULL,NULL,Non_Wetland,Grassland
707,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL
708,Water,Bareland,Shrubland,NULL,Non_Wetland,Grassland
709,Water,Bareland,Shrubland,NULL,Non_Wetland,Wetland
710,Water,Bareland,Shrubland,Water,Non_Wetland,Wetland
711,Water,Bareland,Bareland,Water,Non_Wetland,Wetland
712,Water,Bareland,Water,Water,Water,Wetland
713,Water,Water,NULL,NULL,Non_Wetland,NULL
714,Water,Water,NULL,NULL,Non_Wetland,Grassland
715,Water,Water,NULL,NULL,Non_Wetland,Wetland
716,Water,Water,NULL,NULL,Non_Wetland,Bareland
717,Water,Water,NULL,NULL,Non_Wetland,Water
718,Water,Water,NULL,NULL,Non_Wetland,Forest
719,Water,Water,NULL,Non_Water,Non_Wetland,Grassland
720,Water,Water,NULL,Non_Water,Non_Wetland,Wetland
721,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
722,Water,Water,NULL,Non_Water,Non_Wetland,Water
723,Water,Water,NULL,Non_Water,Non_Wetland,Forest
724,Water,Water,NULL,Water,Non_Wetland,Grassland
725,Water,Water,NULL,Water,Non_Wetland,Cropland
726,Water,Water,NULL,Water,Non_Wetland,Wetland
727,Water,Water,NULL,Water,Non_Wetland,Bareland
728,Water,Water,NULL,Water,Non_Wetland,Water
729,Water,Water,NULL,Water,Non_Wetland,Forest
730,Water,Water,Shrubland,NULL,Non_Wetland,NULL
731,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
732,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
733,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
734,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
735,Water,Water,Shrubland,NULL,Non_Wetland,Water
736,Water,Water,Shrubland,NULL,Non_Wetland,Forest
737,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL
738,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
739,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
740,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
741,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
742,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
743,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
744,Water,Water,Shrubland,Water,Non_Wetland,NULL
745,Water,Water,Shrubland,Water,Non_Wetland,Grassland
746,Water,Water,Shrubland,Water,Non_Wetland,Cropland
747,Water,Water,Shrubland,Water,Non_Wetland,Wetland
748,Water,Water,Shrubland,Water,Non_Wetland,Bareland
749,Water,Water,Shrubland,Water,Non_Wetland,Water
750,Water,Water,Shrubland,Water,Non_Wetland,Forest
751,Water,Water,Grassland,NULL,Non_Wetland,Grassland
752,Water,Water,Grassland,NULL,Non_Wetland,Water
753,Water,Water,Grassland,Water,Non_Wetland,Wetland
754,Water,Water,Grassland,Water,Non_Wetland,Bareland
755,Water,Water,Grassland,Water,Non_Wetland,Forest
756,Water,Water,Cropland,NULL,Non_Wetland,Grassland
757,Water,Water,Cropland,NULL,Non_Wetland,Wetland
758,Water,Water,Cropland,NULL,Non_Wetland,Bareland
759,Water,Water,Cropland,NULL,Non_Wetland,Forest
760,Water,Water,Cropland,Water,Non_Wetland,Grassland
761,Water,Water,Cropland,Water,Non_Wetland,Bareland
762,Water,Water,Cropland,Water,Non_Wetland,Water
763,Water,Water,Cropland,Water,Non_Wetland,Forest
764,Water,Water,Wetland,NULL,Wetland,NULL
765,Water,Water,Wetland,NULL,Wetland,Grassland
766,Water,Water,Wetland,NULL,Wetland,Wetland
767,Water,Water,Wetland,NULL,Wetland,Bareland
768,Water,Water,Wetland,NULL,Wetland,Water
769,Water,Water,Wetland,NULL,Wetland,Forest
770,Water,Water,Wetland,Non_Water,Wetland,NULL
771,Water,Water,Wetland,Non_Water,Wetland,Grassland
772,Water,Water,Wetland,Non_Water,Wetland,Wetland
773,Water,Water,Wetland,Non_Water,Wetland,Bareland
774,Water,Water,Wetland,Non_Water,Wetland,Water
775,Water,Water,Wetland,Non_Water,Wetland,Forest
776,Water,Water,Wetland,Water,Wetland,NULL
777,Water,Water,Wetland,Water,Wetland,Grassland
778,Water,Water,Wetland,Water,Wetland,Wetland
779,Water,Water,Wetland,Water,Wetland,Bareland
780,Water,Water,Wetland,Water,Wetland,Water
781,Water,Water,Wetland,Water,Wetland,Forest
782,Water,Water,Bareland,NULL,Non_Wetland,Grassland
783,Water,Water,Bareland,NULL,Non_Wetland,Bareland
784,Water,Water,Bareland,NULL,Non_Wetland,Water
785,Water,Water,Bareland,NULL,Non_Wetland,Forest
786,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
787,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
788,Water,Water,Bareland,Water,Non_Wetland,Grassland
789,Water,Water,Bareland,Water,Non_Wetland,Cropland
790,Water,Water,Bareland,Water,Non_Wetland,Wetland
791,Water,Water,Bareland,Water,Non_Wetland,Bareland
792,Water,Water,Bareland,Water,Non_Wetland,Water
793,Water,Water,Bareland,Water,Non_Wetland,Forest
794,Water,Water,Built-up,NULL,Non_Wetland,Grassland
795,Water,Water,Built-up,Water,Non_Wetland,Wetland
796,Water,Water,Water,NULL,Water,NULL
797,Water,Water,Water,NULL,Water,Grassland
798,Water,Water,Water,NULL,Water,Wetland
799,Water,Water,Water,NULL,Water,Bareland
800,Water,Water,Water,NULL,Water,Water
801,Water,Water,Water,NULL,Water,Forest
802,Water,Water,Water,Non_Water,Water,NULL
803,Water,Water,Water,Non_Water,Water,Grassland
804,Water,Water,Water,Non_Water,Water,Wetland
805,Water,Water,Water,Non_Water,Water,Bareland
806,Water,Water,Water,Non_Water,Water,Water
807,Water,Water,Water,Non_Water,Water,Forest
808,Water,Water,Water,Water,Water,NULL
809,Water,Water,Water,Water,Water,Grassland
810,Water,Water,Water,Water,Water,Cropland
811,Water,Water,Water,Water,Water,Wetland
812,Water,Water,Water,Water,Water,Bareland
813,Water,Water,Water,Water,Water,Water
814,Water,Water,Water,Water,Water,Forest
815,Water,Water,Forest,NULL,Non_Wetland,NULL
816,Water,Water,Forest,NULL,Non_Wetland,Grassland
817,Water,Water,Forest,NULL,Non_Wetland,Wetland
818,Water,Water,Forest,NULL,Non_Wetland,Bareland
819,Water,Water,Forest,NULL,Non_Wetland,Water
820,Water,Water,Forest,NULL,Non_Wetland,Forest
821,Water,Water,Forest,Non_Water,Non_Wetland,NULL
822,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
823,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
824,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
825,Water,Water,Forest,Non_Water,Non_Wetland,Water
826,Water,Water,Forest,Non_Water,Non_Wetland,Forest
827,Water,Water,Forest,Water,Non_Wetland,NULL
828,Water,Water,Forest,Water,Non_Wetland,Grassland
829,Water,Water,Forest,Water,Non_Wetland,Wetland
830,Water,Water,Forest,Water,Non_Wetland,Bareland
831,Water,Water,Forest,Water,Non_Wetland,Water
832,Water,Water,Forest,Water,Non_Wetland,Forest
833,Water,Forest,NULL,NULL,Non_Wetland,Forest
834,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
835,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
836,Water,Forest,Shrubland,NULL,Non_Wetland,Wetland
837,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
838,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
839,Water,Forest,Wetland,NULL,Wetland,Grassland
840,Water,Forest,Wetland,NULL,Wetland,Forest
841,Water,Forest,Wetland,Non_Water,Wetland,Grassland
842,Water,Forest,Wetland,Non_Water,Wetland,Forest
843,Water,Forest,Wetland,Water,Wetland,Forest
844,Water,Forest,Water,NULL,Water,Forest
845,Water,Forest,Forest,NULL,Non_Wetland,NULL
846,Water,Forest,Forest,NULL,Non_Wetland,Grassland
847,Water,Forest,Forest,NULL,Non_Wetland,Wetland
848,Water,Forest,Forest,NULL,Non_Wetland,Forest
849,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
850,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
851,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
852,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
853,Forest,NULL,NULL,NULL,Non_Wetland,NULL
854,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
855,Forest,NULL,NULL,NULL,Non_Wetland,Cropland
856,Forest,NULL,NULL,NULL,Non_Wetland,Wetland
857,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
858,Forest,NULL,NULL,NULL,Non_Wetland,Forest
859,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL
860,Forest,NULL,NULL,Non_Water,Non_Wetland,Grassland
861,Forest,NULL,NULL,Water,Non_Wetland,Grassland
862,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
863,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
864,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
865,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
866,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
867,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
868,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
869,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
870,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
871,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
872,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
873,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
874,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
875,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland
876,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
877,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
878,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
879,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
